year,premier_ADJ an_NOUN,premier_ADJ temps_NOUN
1876,2.2974857127877613e-08,9.631301409740445e-07
1877,3.277952487223956e-08,1.0724470804746034e-06
1878,7.005343150012777e-08,9.747089109168883e-07
1879,3.848874796652524e-08,9.157878384513651e-07
1880,2.9522093214495726e-08,7.553805083659881e-07
1881,3.834879080955034e-08,6.442597140221551e-07
1882,4.4591080827771634e-08,8.658656298621281e-07
1883,2.0853818505361943e-08,1.044586753096155e-06
1884,2.3766109080725073e-08,6.509273191568354e-07
1885,4.060750313783501e-08,6.664787370880276e-07
1886,3.549404986591398e-08,7.498925018722957e-07
1887,1.958677409152898e-08,7.573552700534947e-07
1888,1.1413106459912115e-08,6.505470473427977e-07
1889,2.3181005281980305e-08,9.021797175989832e-07
1890,2.4906668727453507e-08,9.156477922545037e-07
1891,2.677172439291553e-08,7.075383994248341e-07
1892,3.384996816180319e-08,7.114761260140767e-07
1893,2.0938616174248637e-08,9.939684595394738e-07
1894,2.5836310868498913e-08,1.3453786280592794e-06
1895,3.1898657715245804e-08,7.932533847565537e-07
1896,3.125425251937486e-08,6.628260535990194e-07
1897,3.088158351260972e-08,8.355507254975691e-07
1898,1.0750873968845553e-08,7.938671906515538e-07
1899,2.5979618456517528e-08,7.406955191413545e-07
1900,3.166542283938867e-08,6.60301967769783e-07
1901,1.117747761014698e-08,8.248978708991217e-07
1902,1.178468167495339e-08,8.607727579601487e-07
1903,1.3500550899436803e-08,6.188652470484612e-07
1904,2.8485513503540005e-08,7.089130491522155e-07
1905,2.11591113519205e-08,7.028953614707234e-07
1906,2.0576738535282857e-08,7.597960767213863e-07
1907,1.6457098794830927e-08,8.23883517853119e-07
1908,1.6698723515062852e-08,8.398475443982534e-07
1909,1.1001967337165297e-08,8.873086372318539e-07
1910,1.2825961626106164e-08,8.609426807026921e-07
1911,1.276889793899727e-08,8.853102393402423e-07
1912,1.041884239993962e-08,9.168581520668795e-07
1913,1.590896836489719e-08,8.951446872629276e-07
1914,1.6072185360371805e-08,9.228112887171847e-07
1915,4.712304768617059e-09,5.631204160749803e-07
1916,1.3184954461564757e-08,8.273559046756418e-07
1917,1.3159709433274713e-08,9.891715073706564e-07
1918,5.743188147278033e-09,8.672213880345225e-07
1919,1.1970202606903513e-08,8.296271616359263e-07
1920,1.2872794385998532e-08,8.07199883823273e-07
1921,1.6660043622440668e-08,1.1911931210306648e-06
1922,1.1066902949607993e-08,1.0255330096242687e-06
1923,2.5478275489376756e-08,6.220945749646489e-07
1924,1.675911143195208e-08,7.386900762185178e-07
1925,3.1894715091240755e-08,9.172480517349868e-07
1926,1.114613823460786e-08,9.451925180314902e-07
1927,1.1149224654616319e-08,8.941678579788004e-07
1928,9.140832868403947e-09,8.443844379257825e-07
1929,1.4482528065684619e-08,8.255041379356953e-07
1930,9.453243188239924e-09,8.959573634115259e-07
1931,5.1324104077821175e-08,1.0435901174332685e-06
1932,1.8631212128639163e-08,9.74302796663551e-07
1933,2.523545639121494e-08,9.325648235858353e-07
1934,2.3963160344919743e-08,9.788950805500463e-07
1935,2.752705352548901e-08,1.066374068159348e-06
1936,6.0623572828433225e-09,1.1203236169876618e-06
1937,2.2664012888640173e-08,8.889329414785152e-07
1938,1.2965214679638848e-08,1.0385136999246924e-06
1939,4.282334131744392e-08,1.104230470616585e-06
1940,2.7893612752905028e-08,1.0929224778521984e-06
1941,7.969057236323351e-08,7.585361601059049e-07
1942,9.102635090130207e-09,1.1317609640570936e-06
1943,5.806470415592457e-09,8.796802610788745e-07
1944,9.639558484764166e-09,1.0185800221051977e-06
1945,4.357008087652048e-09,7.973324525067937e-07
1946,1.6705325123211878e-08,1.1540595217240934e-06
1947,1.9073394197377525e-08,1.1134094037856812e-06
1948,2.717971980814582e-08,1.2220002432172805e-06
1949,2.0615717910565934e-08,2.548495270815465e-06
1950,9.571825110299415e-09,1.2092406471708728e-06
1951,3.1984206394497505e-09,1.0853307053082517e-06
1952,1.4762725264461096e-08,1.1789090521574508e-06
1953,8.619061908632375e-09,1.1204780214768562e-06
1954,4.886268278880834e-09,1.129705172076001e-06
1955,4.6928039232341234e-09,1.3036609587402381e-06
1956,7.849027428008526e-09,1.3857893890190098e-06
1957,1.2369053004057662e-08,1.3199546060604916e-06
1958,1.2408365002158916e-08,1.4393703793302848e-06
1959,6.975673150222406e-09,1.2943749290172946e-06
1960,1.591791637389761e-08,1.4478383505434067e-06
1961,9.72742331128984e-09,1.6550514985169684e-06
1962,1.6489087428794846e-08,1.8347279464592248e-06
1963,1.2932106940866106e-08,2.2366078660240873e-06
1964,1.2776333768727e-08,2.230991110963032e-06
1965,2.637524995074969e-07,2.2637842889139392e-06
1966,2.1048483844765542e-08,2.8426532310277253e-06
1967,2.4651678420806178e-08,2.877343831642065e-06
1968,1.4372530721118437e-08,3.370358395926587e-06
1969,1.8893712194767431e-07,3.6265936280699407e-06
1970,1.5175792539290356e-08,4.074470204784575e-06
1971,1.849823050292798e-08,4.762780850597892e-06
1972,1.5903454553267693e-08,5.17375293185296e-06
1973,9.372446041489013e-09,5.56668167916996e-06
1974,1.5751600079827455e-08,6.1853159110114575e-06
1975,9.138368284311582e-09,6.756109748096151e-06
1976,1.2569759400005154e-08,7.3144572496630644e-06
1977,1.704266772151186e-08,8.119361496028432e-06
1978,1.9009891771837317e-08,8.01326356025811e-06
1979,1.6385525825057812e-08,8.693105975510207e-06
1980,1.3644362084619388e-08,8.87508860358821e-06
1981,1.0753433810073432e-08,9.93743802979452e-06
1982,1.6760255960868164e-08,1.0174716841504505e-05
1983,6.946847541655643e-09,1.0229549317841702e-05
1984,1.3917620222958504e-08,1.1216441869521532e-05
1985,9.02333674446254e-09,1.100726856861911e-05
1986,7.1933827783254856e-09,1.114674568469809e-05
1987,7.332980445085013e-09,1.143333800257551e-05
1988,1.3792074093910145e-08,1.2140023422091417e-05
1989,7.134558721588746e-09,1.1755009047931253e-05
1990,9.262707045820662e-09,1.2033345473838608e-05
1991,7.033758464558559e-09,1.2227016775057109e-05
1992,1.8733810946969243e-08,1.3098790670795779e-05
1993,9.416652346772025e-09,1.3125151568260662e-05
1994,1.0549853435293244e-08,1.3446315087151106e-05
1995,1.0302656505700725e-08,1.4066922343403121e-05
1996,1.0676184380997711e-08,1.4710714538068714e-05
1997,2.4933450859521145e-08,1.550620881474174e-05
1998,1.668845261981744e-08,1.5772018727489012e-05
1999,1.2339542720951613e-08,1.5808326562449793e-05
2000,1.0161472663305915e-08,1.66992757399953e-05
2001,1.1829271784336015e-08,1.669373179424838e-05
2002,8.762442660348313e-09,1.6633308188573892e-05
2003,2.0417921575699438e-08,1.7507743493183625e-05
2004,7.047666006343434e-09,1.7678188768854852e-05
2005,9.007498746882447e-09,1.7673614607360832e-05
2006,1.1941880373456115e-08,1.7525327280054626e-05
2007,1.2782334302130494e-08,1.686429206415596e-05
2008,4.683183701947868e-09,1.7056155247274774e-05
2009,7.15228898329201e-09,1.6681521074701777e-05
2010,6.613310454817167e-09,1.5971616655008347e-05
2011,1.1471915639660324e-09,1.5645015665199935e-05
2012,5.1063788752969685e-09,1.3561181162913272e-05
2013,4.741512571460049e-09,1.3192004036710614e-05
2014,6.279790909502481e-09,1.1369020452178802e-05
2015,3.103205609145121e-09,1.142711128920837e-05
2016,3.5212781579474495e-09,1.0141901999105585e-05
2017,1.509366853724714e-09,1.2222097577563318e-05
2018,5.421079862788503e-09,1.1638542197545121e-05
2019,4.846876733299865e-09,1.1423578555991298e-05
