year,premier_ADJ or_NOUN,premier_ADJ tort_NOUN
1840,7.0066574764382494e-09,9.17235141173478e-08
1841,1.2841097074556274e-08,7.833069304297169e-08
1842,1.542900918138912e-08,8.720744659740376e-08
1843,1.6539350389255247e-08,8.269675788596942e-08
1844,2.4698525058486354e-08,1.212972051689576e-07
1845,1.7298706467272496e-08,9.095771247302764e-08
1846,2.6345256864956923e-08,8.898842196458645e-08
1847,1.240441438454809e-08,1.1703295399456692e-07
1848,1.287235473768078e-08,1.2550546557577036e-07
1849,1.1731180693530519e-08,7.0387088157986e-08
1850,9.504594444820214e-09,9.436704573317911e-08
1851,2.3862924081186065e-08,9.480675089434953e-08
1852,1.4974254725075298e-08,7.682443481371592e-08
1853,1.5527023000672102e-08,1.194386385350299e-07
1854,1.922395914677466e-08,6.598494195486637e-08
1855,1.1144567935161831e-08,7.90733594158155e-08
1856,2.640366475459288e-08,7.455152228885709e-08
1857,1.903788510171367e-08,1.1617991901857749e-07
1858,1.9574704523961373e-08,9.689478730479095e-08
1859,1.0693563812225193e-08,8.962224740116653e-08
1860,1.739329860694916e-08,1.1763362550709644e-07
1861,1.7920662287451705e-08,1.329901806457201e-07
1862,1.1746764477793548e-08,5.647482836934614e-08
1863,1.4983863039219614e-08,7.791608425122831e-08
1864,2.349416661218129e-08,9.973034309496143e-08
1865,2.541695881541628e-08,9.79023653258082e-08
1866,2.2868380966656332e-08,7.590356432274348e-08
1867,3.1543274658929477e-08,7.473329333151923e-08
1868,1.778354707937524e-08,6.273639741039005e-08
1869,2.002242827092715e-08,7.276443625414686e-08
1870,2.5229815125982213e-08,8.830435405116077e-08
1871,9.559059321873065e-09,7.009977309735405e-08
1872,1.5723082169571967e-08,9.010535251263718e-08
1873,2.693702005895915e-08,7.961386216948085e-08
1874,1.6131444624534197e-08,1.009708938681797e-07
1875,1.3731665304828056e-08,8.811151985810284e-08
1876,1.813804395567331e-08,4.836811839936672e-08
1877,3.2779525871440285e-08,9.7101612084316e-08
1878,1.9928992622819663e-08,8.515115013096874e-08
1879,1.893890888560179e-08,6.536978247595471e-08
1880,1.1552123257985158e-08,5.776061584583658e-08
1881,1.5339516323820135e-08,8.436734333372442e-08
1882,2.9283694580328756e-08,4.791877472598571e-08
1883,2.0221884611260066e-08,4.802697617378726e-08
1884,2.5086449362277108e-08,9.242376108886674e-08
1885,1.1602144189826191e-08,5.607703101873085e-08
1886,8.38950331427668e-09,3.291266637006629e-08
1887,1.762809609395788e-08,3.4603299781110763e-08
1888,8.242799331981132e-09,4.375024076352929e-08
1889,1.5662842023367318e-08,4.8868066926388565e-08
1890,1.376421138177264e-08,6.226667181863377e-08
1891,1.4660706204594476e-08,6.820415165975646e-08
1892,1.0656471038927862e-08,6.644623340434919e-08
1893,1.7243566630131824e-08,5.173069794750518e-08
1894,2.3315696040526745e-08,4.0329851458409394e-08
1895,1.2037228769301578e-08,4.634333095054899e-08
1896,2.0639602027472392e-08,5.071444775239797e-08
1897,1.3401440845939305e-08,5.651912005077975e-08
1898,2.0370077402631637e-08,4.639851169940812e-08
1899,1.9346524382513053e-08,5.5275783950037294e-08
1900,1.8168686111152965e-08,3.5818267463127995e-08
1901,1.4530721570427119e-08,2.9620316865930363e-08
1902,1.2275709893039277e-08,3.731815567675767e-08
1903,1.7280705533195828e-08,4.1581696308412575e-08
1904,2.0961039126632386e-08,3.923476299405593e-08
1905,1.2385821979155054e-08,3.509316215399849e-08
1906,1.8004646107350197e-08,4.372556716703002e-08
1907,1.0799971028596644e-08,5.554270998686661e-08
1908,1.9645555626723876e-08,3.97822503828138e-08
1909,1.9253441840838548e-08,5.005895076237721e-08
1910,1.1222716089775986e-08,4.80973554317643e-08
1911,2.6601870706244313e-08,2.3941684190731394e-08
1912,1.719108944087111e-08,3.854971808436858e-08
1913,1.2196876397752021e-08,2.8105844762649212e-08
1914,2.54476265060255e-08,3.281404303834279e-08
1915,1.1780762143587253e-08,2.3561524287174507e-08
1916,2.0876177231343718e-08,2.5271162940043723e-08
1917,1.7546279096336548e-08,1.973956464951243e-08
1918,2.1824114959656526e-08,4.479686666059024e-08
1919,1.3811772170413406e-08,2.6702760891339494e-08
1920,1.590168707821249e-08,3.407504323149624e-08
1921,1.3630945261411398e-08,4.013556065274315e-08
1922,6.640141769764796e-09,3.9840852394945614e-08
1923,1.0615948120573648e-08,1.8047112249064412e-08
1924,1.0313299547703991e-08,3.480738541838946e-08
1925,1.6497267107951075e-08,3.189471442510694e-08
1926,6.6876830739914794e-09,1.89484357093761e-08
1927,6.689534814974252e-09,3.3447673075670536e-08
1928,6.85562484559199e-09,1.82816659588525e-08
1929,7.798284462623428e-09,3.342121956961819e-08
1930,1.785612657734248e-08,3.676261073337628e-08
1931,2.3951248095954725e-08,1.3686427990933225e-08
1932,9.863582839386709e-09,2.7398842306070037e-08
1933,1.1470662641954732e-08,3.4411986149507356e-08
1934,2.156684431042777e-08,2.3963160344919743e-08
1935,7.180970484910176e-09,2.5133395809007197e-08
1936,1.4549657478823974e-08,2.5461901032031165e-08
1937,1.0072894407464617e-08,1.0072894518486919e-08
1938,1.944782235252518e-08,6.482607339819424e-09
1939,1.2235240376412548e-08,6.117620188206274e-09
1940,0.0,1.0143131667916805e-08
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,2.9032352077962287e-09,3.4838823381733164e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,4.7683483828109274e-09,1.6689218895749036e-08
1948,6.523132922708896e-09,9.784699273041042e-09
1949,9.817008095325264e-09,1.8652315247891238e-08
1950,1.1698897184331258e-08,1.0635361036293034e-08
1951,6.396841278899501e-09,3.1984203729962246e-08
1952,6.326882129314981e-09,1.8980646387944944e-08
1953,1.0773827163745864e-08,1.508335856215126e-08
1954,8.795282724349818e-09,9.772536557761669e-09
1955,1.595553289490681e-08,2.0648336374051723e-08
1956,1.0465370126055973e-08,2.703553825256222e-08
1957,7.951533653738352e-09,1.5903067307476704e-08
1958,5.790570245522986e-09,6.617794756635931e-09
1959,6.200598368089061e-09,1.2401196514133517e-08
1960,8.997083245088078e-09,1.4533750203327145e-08
1961,1.0422238960750008e-08,1.80652133252579e-08
1962,1.0147130247162295e-08,2.473363025501385e-08
1963,1.099229041123806e-08,1.1638896069143811e-08
1964,9.125952660227199e-09,1.4601523545820783e-08
1965,1.0944087081021792e-08,2.6265809083270142e-08
1966,6.0929824519107e-09,1.8832853498906843e-08
1967,1.1339771788243524e-08,3.747054933000982e-08
1968,9.43197286940034e-09,2.6948494991074767e-08
1969,6.812636538233718e-09,1.2716921737876419e-08
1970,7.357959797005265e-09,1.2876429700270364e-08
1971,8.221435976452085e-09,1.7470551227916076e-08
1972,5.643161493651405e-09,2.1033601527165047e-08
1973,8.269805618077442e-09,1.2129047988196362e-08
1974,3.3753429495853027e-09,9.563471792262135e-09
1975,6.282628195464213e-09,9.709516746170266e-09
1976,5.1421741309454205e-09,1.314111219841152e-08
1977,4.7014254711541525e-09,1.1165885105413054e-08
1978,5.940591241149207e-09,1.2475242172627077e-08
1979,5.266776015311336e-09,1.404473604083023e-08
1980,1.1370301367108482e-09,1.193881615790815e-08
1981,4.427884614521815e-09,1.5813874654213578e-08
1982,4.345251491955082e-09,9.311253101884631e-09
1983,6.946847763700248e-09,1.0104505676622466e-08
1984,1.1598016991243298e-09,9.858314165001048e-09
1985,3.0077789148208467e-09,1.0828004270990732e-08
1986,4.196139880008332e-09,8.991728250862252e-09
1987,4.2775717967735716e-09,1.9554613928107756e-08
1988,2.098793827620682e-08,8.395175221664886e-09
1989,3.8965667692458794e-08,4.939309850016116e-09
1990,2.5063794206747758e-08,1.2531897297662908e-08
1991,1.699824903056424e-08,1.1722930182145319e-08
1992,1.2672871640972971e-08,8.815910668147353e-09
1993,8.862731548653358e-09,9.970573700002205e-09
1994,1.1604838812129259e-08,5.274926717646622e-09
1995,1.0844901310314015e-08,1.138714633697191e-08
1996,7.473329066698398e-09,8.540947504798169e-09
1997,1.1028257085321513e-08,8.151320507465698e-09
1998,3.814503379828693e-09,1.2397135762398648e-08
1999,1.2796563558792329e-08,1.0054442611817649e-08
2000,8.836062992401139e-09,9.277866475088103e-09
2001,6.571817839917671e-09,7.886181485616817e-09
2002,5.695587890208742e-09,1.1829298429688606e-08
2003,1.3750845462290329e-08,2.083461403401543e-09
2004,7.928624423669817e-09,1.1011977996133737e-08
2005,3.15262471684008e-09,8.106749049829887e-09
2006,7.41220168576362e-09,1.317724773741702e-08
2007,7.190063044948403e-09,7.988958827809256e-09
2008,4.257439678578834e-09,1.1495087548496485e-08
2009,2.860915504498962e-09,1.0013204487790972e-08
2010,2.8342757585342326e-09,7.085689368580006e-09
2011,6.883149494818497e-09,1.2236710311697152e-08
2012,5.787229417908435e-09,1.4978711604385353e-08
2013,3.0680375462388554e-09,1.310888730898796e-08
2014,3.2481678735596375e-09,1.0394137106572998e-08
2015,4.433150915805761e-09,2.327404224899965e-08
2016,9.11389608226898e-09,2.83773591291947e-08
2017,3.270294840485022e-09,6.792150397672003e-09
2018,4.64663996169179e-09,1.3423626654684995e-08
2019,3.5713829671379926e-09,1.5305927192343916e-08
