year,pouvait_VERB oser_VERB,pouvait_VERB causer_VERB
1844,5.2690189988879865e-08,1.877087925095111e-07
1845,4.743193926515232e-08,1.5289825228137488e-07
1846,4.859236213405893e-08,1.9612579649219697e-07
1847,7.766242049456196e-08,1.9145943497278495e-07
1848,3.781254065415851e-08,1.3435520429538883e-07
1849,2.8490010350878947e-08,1.240153437720437e-07
1850,3.1229383523623255e-08,1.0998173394227706e-07
1851,4.9660677348128957e-08,1.3414832267244492e-07
1852,4.948014620254071e-08,1.894568697480281e-07
1853,4.598387448595531e-08,1.8154672432046937e-07
1854,1.7145692865483397e-08,1.6314386641624878e-07
1855,3.02495415382964e-08,1.369189703837037e-07
1856,2.1226476576430287e-08,1.698118126114423e-07
1857,2.3431244500216053e-08,1.9526036965089588e-07
1858,2.5447114637699997e-08,1.6883181785942725e-07
1859,2.800695320104296e-08,1.721154632150501e-07
1860,2.8836257826014844e-08,1.675249308163984e-07
1861,3.7256114637784776e-08,1.693030924343475e-07
1862,3.6595690033891515e-08,1.1294965673869228e-07
1863,3.646073309937492e-08,1.5233592876029434e-07
1864,3.5001512799226475e-08,1.361702715030333e-07
1865,3.294790928975999e-08,1.6756365539549734e-07
1866,2.1895258939252926e-08,1.269925036240238e-07
1867,4.658699026549584e-08,1.358787216076962e-07
1868,2.1241458370013788e-08,1.5807597719685873e-07
1869,3.320792885119772e-08,1.7287658238274162e-07
1870,5.734048613703635e-08,1.594065537346978e-07
1871,5.8416475212652585e-08,1.4763436695375276e-07
1872,3.205089882385437e-08,1.2880832400696818e-07
1873,1.1373408881354408e-08,1.0535367778174987e-07
1874,3.1067965977626955e-08,1.577296870891587e-07
1875,3.661777370211894e-08,1.487597103277949e-07
1876,2.418405919968336e-08,1.4994117236710736e-07
1877,3.401648740464225e-08,1.3111809948895825e-07
1878,2.3552445327368332e-08,1.2984040154151444e-07
1879,1.5273313280772527e-08,1.5273313636043895e-07
1880,3.0805662021293756e-08,1.4825225491676974e-07
1881,2.5101027034679646e-08,1.1156011936463983e-07
1882,1.3976308999019693e-08,1.410941621315942e-07
1883,1.579834751908038e-08,1.4787252666792483e-07
1884,2.772712726084592e-08,1.3797546216665069e-07
1885,2.2559724754955823e-08,1.1795513188417317e-07
1886,1.7424351739236954e-08,1.2971462126643019e-07
1887,2.6115698048556624e-08,1.3057849912456732e-07
1888,1.9655905347804037e-08,1.0208389511490168e-07
1889,1.566284169030041e-08,1.2279667771508684e-07
1890,2.2284913470116408e-08,1.428856251095567e-07
1891,2.103492668936724e-08,1.1346111961074712e-07
1892,1.002961980134387e-08,1.3602671344870032e-07
1893,2.3401982574000613e-08,1.1454654469389425e-07
1894,1.449354058991048e-08,1.6194955776427378e-07
1895,9.629783193076946e-09,1.131499516304757e-07
1896,1.1794058174530164e-08,1.1558176993275993e-07
1897,2.3889525024856084e-08,1.2702236062978045e-07
1898,9.619203211741478e-09,1.3749802008078404e-07
1899,2.2110313580014918e-08,1.431642857596671e-07
1900,9.863001082521805e-09,1.6092265298084385e-07
1901,1.0618603774048552e-08,1.095392860861466e-07
1902,2.8479647085077886e-08,1.0557110385889246e-07
1903,3.2401320737562855e-08,1.3608554638722126e-07
1904,1.1286712897629059e-08,1.24691297287427e-07
1905,2.5287718585786934e-08,1.3882441862733685e-07
1906,8.745113966313056e-09,1.378641485416665e-07
1907,2.674278576364486e-08,1.0851399423472685e-07
1908,1.276961114626829e-08,1.2425815043570765e-07
1909,1.4852655993990993e-08,1.3477409765982884e-07
1910,1.7635697346918278e-08,1.1864014481943741e-07
1911,1.9685383989553884e-08,1.5003455189344095e-07
1912,9.376957876838787e-09,1.224213974637678e-07
1913,2.704524781904638e-08,1.2992325082450407e-07
1914,1.4063162190325329e-08,9.978148085565408e-08
1915,9.424609537234119e-09,6.715034572835066e-08
1916,2.4172416956957932e-08,8.570220444426013e-08
1917,1.315970976634162e-08,1.0966424213165737e-07
1918,2.1824114071478107e-08,1.343906035344844e-07
1919,2.2098836538475553e-08,1.418008679365812e-07
1920,4.0890050456710014e-08,1.0525402416305951e-07
1921,9.844571380313027e-09,1.2873670129920356e-07
1922,1.9920426197472807e-08,1.1730917748309366e-07
1923,2.0170300985000722e-08,9.978991499792755e-08
1924,1.1602462102189293e-08,8.379555538340355e-08
1925,1.9796720707176974e-08,1.077821423223213e-07
1926,1.7833821530643945e-08,1.1703445323973938e-07
1927,1.5608915049369898e-08,1.1483701456427298e-07
1928,2.2852082892654835e-08,9.369353648480683e-08
1929,1.4482528065684619e-08,1.1251810150270103e-07
1930,8.402882833991043e-09,8.71799059609657e-08
1931,2.3951248095954725e-08,9.124285327288817e-08
1932,1.753525857850491e-08,8.87722464426588e-08
1933,2.408838994938378e-08,8.832410003378754e-08
1934,1.5576054224197833e-08,1.0304158593044122e-07
1935,2.752705441366743e-08,9.933675926276919e-08
1936,2.3036957230715416e-08,8.729794842565752e-08
1937,3.1477796369472344e-08,8.561960385122802e-08
1938,9.075650453382877e-09,1.0242519721259669e-07
1939,1.3764645423464117e-08,7.494084997006212e-08
1940,5.0715658339584024e-09,5.832300686847702e-08
1941,5.9030051957620344e-09,7.67390702094417e-08
1942,1.2136847082899749e-08,5.158160121254696e-08
1943,8.709705845433291e-09,5.8064703267746154e-08
1944,1.6065930807940276e-08,1.0924833304670756e-07
1945,6.535512131478072e-09,1.241747327185294e-07
1946,6.960552134671616e-09,9.187928640130849e-08
1947,2.0265479960812627e-08,1.0490366264548356e-07
1948,1.848220954059343e-08,7.175445659868274e-08
1949,7.853606653895895e-09,7.264586088240321e-08
1950,1.0635361036293034e-08,7.232046073113452e-08
1951,1.2793682557799002e-08,7.782823274737893e-08
1952,2.003512733494972e-08,9.91211592804575e-08
1953,3.232148060305917e-08,7.54167928107563e-08
1954,1.2704297169818801e-08,8.111204863325838e-08
1955,1.407841132561316e-08,8.540903451148552e-08
1956,1.657016923672927e-08,5.5815306154727296e-08
1957,7.951533653738352e-09,5.03597163969971e-08
1958,1.3235589513271862e-08,7.279574276708445e-08
1959,9.300897829689347e-09,8.21579249077331e-08
1960,9.689166802218097e-09,7.474500307580456e-08
1961,1.250668635321972e-08,7.851419780990909e-08
1962,1.1415521861124489e-08,8.942158302716052e-08
1963,9.052474325699222e-09,7.62994289971175e-08
1964,7.300761772910391e-09,9.004273238133464e-08
1965,1.094408652591028e-08,7.11365615302384e-08
1966,1.4401594583546284e-08,8.419393537906217e-08
1967,1.035370456037299e-08,7.494109866001963e-08
1968,1.392338955241712e-08,6.557467457923849e-08
1969,9.537691525451919e-09,8.084328584345712e-08
1970,8.277704743875347e-09,7.495921749978152e-08
1971,1.490135304038631e-08,5.087013477123037e-08
1972,4.6171320100540925e-09,5.0788454331041066e-08
1973,1.3231689521830958e-08,5.292675808732383e-08
1974,1.2376257352286757e-08,5.456804430536977e-08
1975,5.711480177694739e-09,4.512069295969923e-08
1976,1.199840671262109e-08,5.027903782206522e-08
1977,1.2928920156696222e-08,5.406639402849578e-08
1978,1.0099005187669263e-08,5.22772047872877e-08
1979,1.404473604083023e-08,6.203092084433592e-08
1980,1.193881615790815e-08,4.2638628627855724e-08
1981,9.488323904349727e-09,3.921840630027873e-08
1982,1.2415004135846175e-08,5.710901973543514e-08
1983,8.209910973278056e-09,4.7996401519867504e-08
1984,5.219107812592938e-09,4.291266364475632e-08
1985,1.3234227935754461e-08,4.932757491360462e-08
1986,1.7983456501724504e-08,5.514926471050785e-08
1987,1.8943532964499354e-08,4.888653393209097e-08
1988,1.4391728697660255e-08,4.497415417858974e-08
1989,1.7561990972581043e-08,6.091815407671675e-08
1990,1.961514328741032e-08,4.576866885486197e-08
1991,4.10302547493302e-09,5.5683919697457895e-08
1992,1.928480486412809e-08,5.179347439820958e-08
1993,6.647049133334804e-09,5.816167814032269e-08
1994,1.0549853435293244e-08,4.589186275438806e-08
1995,1.1929391696696712e-08,4.2837360325620466e-08
1996,1.4946657245218375e-08,4.697520950003309e-08
1997,1.965906726297817e-08,5.5141285315585264e-08
1998,1.0489884516573511e-08,3.003921378308405e-08
1999,1.416762351880152e-08,5.255731494457905e-08
2000,1.4137700787841823e-08,5.964342619790841e-08
2001,1.3581756164171566e-08,4.8631449089953094e-08
2002,2.1906107150471144e-08,5.169841443830592e-08
2003,8.333845613606172e-09,5.2086537749573836e-08
2004,1.9821561281219147e-08,6.03456413728054e-08
2005,1.3961623857028371e-08,5.764799482221861e-08
2006,1.4000825387938676e-08,5.60033015517547e-08
2007,1.1583990655594789e-08,7.629455467395019e-08
2008,2.0009967016676455e-08,6.85447787418525e-08
2009,2.813233557219519e-08,6.055604728771868e-08
2010,1.9367551118421034e-08,8.502827597567375e-08
2011,1.7590270573464295e-08,8.871614909367054e-08
2012,1.838296448397614e-08,1.0348928469738894e-07
2013,2.9564725778641332e-08,1.4977601381360728e-07
2014,2.3386807157521616e-08,1.5071498182805954e-07
2015,2.1944096317838557e-08,1.4474237275408086e-07
2016,2.5891750965456595e-08,1.5327916003116115e-07
2017,2.1382696502314502e-08,1.2150402994848264e-07
2018,1.9360999914397325e-08,1.3785032138002862e-07
2019,2.3213988953330045e-08,1.5484495463624626e-07
