year,voulaient_VERB ouvrir_VERB,voulaient_VERB couvrir_VERB
1952,6.326882129314981e-09,5.272402070488624e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,5.631364707880948e-09,9.385607846468247e-10
1956,6.104799332717903e-09,1.744228317335228e-09
1957,5.301022731885041e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,5.425523585955716e-09,7.750747599288843e-09
1960,6.920833239831836e-09,6.920833350854139e-10
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,5.7077609305622445e-09,1.9025869768540815e-09
1963,2.5864212993553792e-09,2.5864212993553792e-09
1964,3.6503808864551957e-09,3.041984220075733e-09
1965,9.302473458205895e-09,5.472043373977442e-10
1966,6.6468897053084675e-09,3.3234448526542337e-09
1967,2.9582012395223956e-09,1.9721342336964653e-09
1968,6.287982134978165e-09,2.6948494546985557e-09
1969,1.2262746373892242e-08,9.083515606356229e-10
1970,3.6789800095249348e-09,2.2993624781975086e-09
1971,5.652237344833111e-09,2.569198631618974e-09
1972,3.0780880067027283e-09,5.130146862875051e-10
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,6.750686232237513e-09,2.812785782069227e-09
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,3.9994687561772935e-09
1977,7.052138428775834e-09,1.1753563677885381e-09
1978,1.1881182260253809e-08,1.1881182704343018e-09
1979,1.404473604083023e-08,1.1703946700691858e-09
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,5.060439622894819e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,6.207502289967692e-10
1983,1.0104505676622466e-08,1.2630632095778083e-09
1984,5.219107812592938e-09,0.0
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,5.396898483667201e-09,1.1993107618124554e-09
1989,8.780995486290522e-09,5.488122178931576e-10
1990,1.4166492867673242e-08,1.6345953479657283e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,7.713921945651236e-09,5.509944167592096e-10
1993,5.539207315052863e-09,3.877445031719162e-09
1994,1.2132331583813993e-08,3.164955852952289e-09
1995,7.591431483433553e-09,1.626735190995987e-09
1996,6.939520069693117e-09,1.6014276571496566e-09
1997,5.753873377756236e-09,2.876936688878118e-09
1998,6.675381136744818e-09,0.0
1999,7.312321859131998e-09,1.3710603763428253e-09
2000,9.719669513685858e-09,4.418031274155965e-09
2001,8.762423675534592e-09,0.0
2002,6.133709984368352e-09,2.1906108038649563e-09
2003,1.750107614384433e-08,8.333845835650777e-10
2004,8.369103632333008e-09,2.642874807889939e-09
2005,1.0358624180639708e-08,4.954124666056714e-09
2006,1.1118302722934459e-08,8.235779835885637e-10
2007,6.7906151812735516e-09,4.7933754743212376e-09
2008,1.4475294740634581e-08,1.2772318758180745e-09
2009,8.105927484791664e-09,4.76819250749827e-10
2010,5.196172381261022e-09,2.3618964561933353e-09
2011,8.412738061736036e-09,1.529588788962144e-09
2012,6.808505315092361e-09,3.063827413996023e-09
2013,7.530637446961919e-09,1.9523875849358774e-09
2014,1.0394137106572998e-08,2.5985342766432495e-09
2015,1.0417904761084174e-08,8.866301581811342e-10
2016,1.2842308549920745e-08,2.6927420293532123e-09
2017,9.559323110863716e-09,1.2578056374223934e-09
2018,1.0067719991013746e-08,1.5488800242380307e-09
2019,1.1224345897176136e-08,5.1019755087367e-10
