year,tout_ADV ouvert_ADJ,tout_ADV couvert_ADJ
1854,2.5978321716024766e-08,1.8444608995693557e-07
1855,1.8043586180738203e-08,1.411645307314302e-07
1856,1.2942972915652717e-08,1.6825865367664505e-07
1857,9.763017949637742e-09,1.8110399319093418e-07
1858,1.0276719919488642e-08,1.908533614480845e-07
1859,1.629495471888731e-08,2.4391509545473866e-07
1860,8.238931314963338e-09,1.620323080153696e-07
1861,1.6977470096435354e-08,1.9146813112769223e-07
1862,1.1746764450037972e-08,1.6806909308719753e-07
1863,1.048870412745373e-08,1.7730903378865293e-07
1864,6.233146443435089e-09,1.611028590531305e-07
1865,1.5061901947888146e-08,1.5956202048528212e-07
1866,1.4110277390955162e-08,1.7954111380946713e-07
1867,6.79393608038481e-09,1.2277612881916866e-07
1868,1.7289560005906424e-08,1.5214812343344875e-07
1869,8.30198221279943e-09,1.3869194692706088e-07
1870,9.747882501187632e-09,1.4908527035117913e-07
1871,2.1242353653860846e-08,1.3913742380466942e-07
1872,1.1489944995446422e-08,1.2155151363213434e-07
1873,8.979006871356887e-09,1.1732568827582668e-07
1874,1.6728906260254917e-08,9.917850823937258e-08
1875,1.1443054503956773e-08,1.2587360254112667e-07
1876,9.069021977836655e-09,1.1306047498216287e-07
1877,8.040260901509555e-09,1.620421808956607e-07
1878,1.872117572077059e-08,1.038723240753825e-07
1879,7.331190321480108e-09,1.6372992206470371e-07
1880,6.417846254436199e-09,1.1359588114601138e-07
1881,2.4403776777148778e-08,1.1365187146950007e-07
1882,1.7969540522244642e-08,1.271178622364033e-07
1883,1.64302811356265e-08,1.3017838390583236e-07
1884,7.922036360241691e-09,1.102483411230537e-07
1885,3.0294486919046903e-08,1.1344318917583252e-07
1886,6.4534639854230136e-09,1.1487165552104273e-07
1887,7.834709769838355e-09,1.129503988672731e-07
1888,9.510921827882157e-09,1.0208389733534773e-07
1889,3.759081934617825e-09,9.836264752705048e-08
1890,9.831579994568074e-09,9.962667490981403e-08
1891,9.561330394092238e-09,8.222743730357251e-08
1892,1.2537024751679837e-08,8.337121459867092e-08
1893,8.621783287310336e-09,9.853466331755101e-08
1894,1.0082462864602348e-08,6.679631670003516e-08
1895,1.9861428057765806e-08,1.023164486468886e-07
1896,1.9460195233023114e-08,1.1086414275496281e-07
1897,4.078699600285063e-09,8.390467343133423e-08
1898,7.3558613644664206e-09,7.525611778191887e-08
1899,4.9748205555033564e-09,8.678297902520171e-08
1900,3.633737311048435e-09,8.046132649042192e-08
1901,4.470991132876634e-09,9.389081156996326e-08
1902,3.928227076954727e-09,9.280436330527664e-08
1903,8.640352433531007e-09,5.6162289485683914e-08
1904,2.042357571951925e-08,6.93326649425785e-08
1905,7.741138396966107e-09,5.8316576456718394e-08
1906,6.173021205313489e-09,5.144184428429455e-08
1907,1.3885677496716653e-08,6.171411826016993e-08
1908,1.1787333775714615e-08,5.893667065492991e-08
1909,1.4852655993990993e-08,5.666013080940502e-08
1910,3.206490406526541e-09,6.145773312482561e-08
1911,1.702519725199636e-08,6.384448880680793e-08
1912,1.1460726923040454e-08,7.345284158688514e-08
1913,1.113627856597077e-08,9.333262074306958e-08
1914,1.6741859454327823e-08,5.558297289098846e-08
1915,1.1780761921542648e-09,2.9451904026700504e-08
1916,2.307367097387214e-08,5.2739816291946795e-08
1917,1.2063066989753679e-08,7.128176093829097e-08
1918,5.743188147278033e-09,4.9391417178412667e-08
1919,9.207848372660976e-10,5.4326307008523145e-08
1920,6.057785384427916e-09,4.846228307542333e-08
1921,7.572747762196741e-09,5.2251955651172466e-08
1922,1.8444838545406128e-08,5.902348476638508e-08
1923,9.554353752605493e-09,7.537323343242974e-08
1924,1.5469948877466777e-08,6.961477427847029e-08
1925,1.5397448649423495e-08,8.798542405763499e-08
1926,1.2260752413340015e-08,6.35329868714507e-08
1927,1.1149224654616319e-08,8.250426475342465e-08
1928,7.998228745975666e-09,6.170061961352502e-08
1929,1.1140406375176326e-09,6.572840050012019e-08
1930,1.05036033204442e-08,4.621585603103995e-08
1931,2.2810713318222042e-09,5.816731984964463e-08
1932,5.4797681947604815e-09,7.123698630984165e-08
1933,1.8353059072495626e-08,6.652984296806608e-08
1934,9.585264137967897e-09,4.912448048344231e-08
1935,5.98414207075848e-09,6.582556011380802e-08
1936,7.274828739411987e-09,4.849885826274658e-08
1937,1.2591118148108649e-09,4.658713592675667e-08
1938,7.779128452511941e-09,7.130867984983524e-08
1939,1.070583532936098e-08,4.435274547631707e-08
1940,5.0715658339584024e-09,5.0715659227762444e-08
1941,8.854508237732261e-09,3.836953510472085e-08
1942,1.2136847082899749e-08,7.282108072104165e-08
1943,5.806470415592457e-09,1.2483911882021914e-07
1944,0.0,5.7837350908584995e-08
1945,4.357008087652048e-09,5.2284097051824574e-08
1946,5.568441707737293e-09,4.872386583087973e-08
1947,1.7881307101674793e-08,5.1259746669529704e-08
1948,2.174377566888097e-09,6.631851690030999e-08
1949,8.835307596655184e-09,6.773736060949886e-08
1950,7.444753258312176e-09,5.1049736660147005e-08
1951,7.462981344019681e-09,5.970385075215745e-08
1952,2.1089607837865287e-09,6.010538555756284e-08
1953,5.386913581872932e-09,3.124409986288157e-08
1954,5.863521668203475e-09,6.058972146227859e-08
1955,2.815682353940474e-09,4.6928037900073605e-08
1956,2.180285441077956e-08,5.6687419203171885e-08
1957,1.3252556385623393e-08,3.180613461495341e-08
1958,1.3235589346738408e-08,4.467011632813822e-08
1959,1.8601795659378695e-08,3.797866554577922e-08
1960,8.305000243069571e-09,4.982999968206059e-08
1961,1.1117054610210175e-08,7.087122622095876e-08
1962,1.3952304200870458e-08,5.834599720033751e-08
1963,7.112658795271898e-09,5.04352155594745e-08
1964,9.125952438182594e-09,3.832900036249143e-08
1965,7.660860390501512e-09,5.08900050988359e-08
1966,6.0929824519107e-09,5.816028614269442e-08
1967,2.218650940744027e-08,6.55734666565877e-08
1968,8.084548142051062e-09,6.871866475854915e-08
1969,5.90428494984252e-09,5.313856460409383e-08
1970,6.438214850135182e-09,5.0585975241990155e-08
1971,7.707596338946132e-09,5.4467012899905853e-08
1972,6.15617617993891e-09,5.0788454331041066e-08
1973,7.1671650836435674e-09,4.190034985640523e-08
1974,2.812785782069227e-09,4.387946006545462e-08
1975,6.282628195464213e-09,3.8838066540591853e-08
1976,1.142705374768127e-08,4.570821404703551e-08
1977,4.7014254711541525e-09,3.761140376923322e-08
1978,6.534650598410963e-09,5.8811855940810176e-08
1979,2.3407893401383717e-09,4.2719406012636796e-08
1980,9.096241093686785e-09,4.150160037852402e-08
1981,7.590659656386833e-09,4.1116070548241623e-08
1982,1.0552753892945077e-08,3.227901135272049e-08
1983,3.157658134966823e-09,2.6524327068067066e-08
1984,7.538711266352749e-09,2.4935737030773453e-08
1985,9.624893104742682e-09,3.428868211585723e-08
1986,1.1988970705090196e-08,3.117132424401703e-08
1987,8.555143815591748e-09,3.7275982134321595e-08
1988,6.596209300990807e-09,3.537966719591168e-08
1989,5.488121956886971e-09,3.677041959804228e-08
1990,8.172976073694826e-09,2.45189291092629e-08
1991,6.4476117778156095e-09,4.396098773895574e-08
1992,2.7549720282848966e-09,3.967159756257388e-08
1993,8.862731881720265e-09,3.157348160698348e-08
1994,5.274926717646622e-09,4.483687732204089e-08
1995,1.138714678106112e-08,4.229511468833991e-08
1996,3.2028553142993132e-09,4.7509018719082974e-08
1997,6.7128524960935465e-09,3.164630513197153e-08
1998,1.0966696883940585e-08,4.052909829965756e-08
1999,7.769341614505265e-09,3.564757022900267e-08
2000,3.97622823555821e-09,3.534425019324772e-08
2001,6.571817756650944e-09,3.28590878950763e-08
2002,5.257465740537981e-09,5.783212486676348e-08
2003,5.000307723435071e-09,3.9169076870848585e-08
2004,3.9643119897903034e-09,3.876216325693349e-08
2005,5.85487458515388e-09,3.287737115886813e-08
2006,2.8825228870488218e-09,3.1295964930677656e-08
2007,5.59227145147112e-09,3.035804430062683e-08
2008,4.6831836186811415e-09,3.363377487630714e-08
2009,5.721831008997924e-09,2.4317781566196572e-08
2010,7.558068837454357e-09,2.3618964561933353e-08
2011,9.177532456217108e-09,2.7532598423363197e-08
2012,8.170206344804143e-09,5.072336506373176e-08
2013,1.0598674937689623e-08,5.578250000803919e-08
2014,5.846701789380404e-09,5.175413986258093e-08
2015,1.2856137487915476e-08,6.073416614071903e-08
2016,1.1185235987420938e-08,7.021842718391014e-08
2017,6.037467414898856e-09,4.9054420969696366e-08
2018,1.1100306451794495e-08,4.3626786294659325e-08
2019,9.183556137770665e-09,4.642797790666009e-08
