year,pourrait_VERB oser_VERB,pourrait_VERB causer_VERB
1879,2.443730107160036e-09,1.722829665595782e-07
1880,8.343199908722454e-09,1.8483396502233518e-07
1881,4.8807553554297556e-09,1.889549565703419e-07
1882,7.320923423037584e-09,1.969993945749593e-07
1883,1.2638677882037541e-09,1.7378181382809998e-07
1884,2.6406787867472303e-09,1.7890599224301695e-07
1885,9.66845359329227e-09,1.7983323630232917e-07
1886,6.4534639854230136e-09,1.7359818116347014e-07
1887,6.528924623161458e-10,1.8607434526529687e-07
1888,2.53624587998047e-09,1.8704812987380137e-07
1889,3.759081934617825e-09,1.8294198866897204e-07
1890,5.243509182406569e-09,2.1826106433309178e-07
1891,8.286486163910922e-09,1.746536355540229e-07
1892,5.641661360300532e-09,1.5984706180915964e-07
1893,4.926733243593162e-09,1.6504556299423712e-07
1894,4.411077725308132e-09,2.0858095695075463e-07
1895,6.018614495673091e-09,1.859751819210942e-07
1896,5.307326134129653e-09,1.9342255086485238e-07
1897,1.1653427112179315e-09,1.7072271418783203e-07
1898,3.960848538042683e-09,1.9012072982604877e-07
1899,2.7637891975018647e-09,1.9457075950413127e-07
1900,5.191053142894475e-10,1.692283291276908e-07
1901,8.941982265753268e-09,1.548080632574056e-07
1902,1.9641135384773634e-09,1.8413564362163015e-07
1903,6.480264325148255e-09,1.7874728541755758e-07
1904,5.374625189347171e-09,1.9079919866271666e-07
1905,4.64468330463319e-09,2.1365542579587782e-07
1906,7.201858220895474e-09,1.4300833584002248e-07
1907,8.742834012309686e-09,1.4039962081824342e-07
1908,1.964555629285769e-09,1.7386317097134452e-07
1909,4.400786846048277e-09,1.606287156619146e-07
1910,1.068830179917768e-08,1.6566866634093458e-07
1911,9.044636151145369e-09,1.792966060065737e-07
1912,8.335073964360618e-09,1.6670148283992603e-07
1913,3.71209285532359e-09,1.9196822620415332e-07
1914,9.37544086809794e-09,1.553644608520699e-07
1915,1.1780761921542648e-09,2.521082933526486e-07
1916,1.0987462051303964e-09,1.7140440888852027e-07
1917,1.7546279096336548e-08,1.984922874953554e-07
1918,5.743188147278033e-09,1.320933336046437e-07
1919,1.8415696745321952e-09,1.3351380800941115e-07
1920,3.028892692213958e-09,1.7567577970112325e-07
1921,7.572747429129834e-10,1.529694912960622e-07
1922,5.902348387820666e-09,1.800216296032886e-07
1923,2.1231896241147297e-09,1.8047111893793044e-07
1924,1.289162443462999e-09,1.5469949232738145e-07
1925,9.898360353588487e-09,1.5617412429946853e-07
1926,1.1146138456652466e-09,1.2037828867050848e-07
1927,3.3447675740205796e-09,1.2041162733567035e-07
1928,6.8556245125250825e-09,1.5996457136679965e-07
1929,1.1140405931087116e-08,1.6599204855083372e-07
1930,0.0,1.0188495735974357e-07
1931,1.0264820993199919e-08,1.6309660111346602e-07
1932,3.287861094491973e-09,1.36994202648566e-07
1933,8.02946331646126e-09,1.5141273479457595e-07
1934,4.7926320689839486e-09,1.1142869738023364e-07
1935,7.180970484910176e-09,1.3045429625435645e-07
1936,0.0,1.7702083709991712e-07
1937,2.5182236296217297e-09,1.523525270386017e-07
1938,2.5930428915188486e-09,1.8410604241125839e-07
1939,7.647025235257843e-09,1.4070526788145798e-07
1940,2.5357829169792012e-09,1.0650288118085882e-07
1941,1.1806010391524069e-08,8.854507882460894e-08
1942,0.0,1.608132293995368e-07
1943,5.806470415592457e-09,1.1322617154974068e-07
1944,0.0,9.960876923287287e-08
1945,2.178504043826024e-09,9.149717072887142e-08
1946,1.2528993842408909e-08,1.3642682006320683e-07
1947,8.344609447874518e-09,1.2397705972944095e-07
1948,2.174377566888097e-09,1.1306763525453789e-07
1949,5.890204768377316e-09,1.1289559864735565e-07
1950,3.190608444114673e-09,1.0848068399127442e-07
1951,1.0661401539380222e-08,1.4392892921932798e-07
1952,6.326882129314981e-09,1.1599284022167922e-07
1953,2.1547654771580937e-09,1.1097041863195045e-07
1954,2.9317608341017376e-09,1.338837449793573e-07
1955,4.6928039232341234e-09,1.2389001824431034e-07
1956,6.104799332717903e-09,9.767678932348645e-08
1957,4.417518795207798e-09,1.4842864004549483e-07
1958,8.272243445794913e-10,1.0836638608680005e-07
1959,3.8753737996444215e-09,1.2788733272373065e-07
1960,6.920833239831836e-09,1.0519666915342896e-07
1961,1.3896318540318475e-09,1.2020315409699833e-07
1962,3.805173953708163e-09,8.498221859554178e-08
1963,3.879631726988464e-09,9.246456045275409e-08
1964,4.258777774879263e-09,1.0403585548601768e-07
1965,3.830430195250756e-09,9.685516744184497e-08
1966,3.8773522170743036e-09,9.361036035215875e-08
1967,5.916402479044791e-09,9.3183345484249e-08
1968,1.7965663401398047e-09,1.266579232606091e-07
1969,7.2668124850849836e-09,1.2262745485713822e-07
1970,4.1388523719376735e-09,1.1864710813824786e-07
1971,4.1107179882260425e-09,9.762955244241311e-08
1972,4.6171320100540925e-09,9.798580435926851e-08
1973,1.102640756478479e-09,1.1687991730013891e-07
1974,8.438357568252286e-09,1.1813700240281833e-07
1975,5.711480177694739e-09,1.1023156787359767e-07
1976,5.142174241967723e-09,9.941536660562633e-08
1977,2.3507127355770763e-09,1.1283421486041334e-07
1978,7.128709622605811e-09,1.0633658575898153e-07
1979,1.1118749476679568e-08,1.0884670587074652e-07
1980,4.548120546843393e-09,1.0460676946877356e-07
1981,6.325549417596221e-09,9.425068725477104e-08
1982,5.586751949948621e-09,1.1297654367581345e-07
1983,7.57837881337764e-09,9.599280303973501e-08
1984,5.219107812592938e-09,1.0438215269914508e-07
1985,4.210890747202711e-09,8.301470444393999e-08
1986,4.196139880008332e-09,1.2408584382228582e-07
1987,6.110816741511371e-09,1.1610551808871605e-07
1988,1.0793796967334401e-08,9.114761923001424e-08
1989,4.939309850016116e-09,1.1799462384942672e-07
1990,3.814055737905164e-09,9.80757164370516e-08
1991,5.8614650910726596e-09,1.1312627634652017e-07
1992,2.2039776670368383e-09,1.0523993410060939e-07
1993,1.1632335983335906e-08,9.804396938761784e-08
1994,1.0549853435293244e-08,1.1657587606350717e-07
1995,7.591431483433553e-09,9.435064640683777e-08
1996,1.5480466686312866e-08,1.1637040842060742e-07
1997,4.794894259418925e-09,8.439014465011496e-08
1998,7.152193948201102e-09,1.058524716768261e-07
1999,1.6452723627935484e-08,1.1745417083375287e-07
2000,8.394259509714175e-09,9.366226549900603e-08
2001,7.886181485616817e-09,9.638665687816683e-08
2002,1.9715496790695397e-08,1.051493185855179e-07
2003,1.0417307017007715e-08,1.2125745740831917e-07
2004,1.5857247959161214e-08,1.171674455235916e-07
2005,1.3511249008502091e-08,1.1394486421067995e-07
2006,1.2765458912156191e-08,1.2518385972271062e-07
2007,1.1184542181297275e-08,1.0145977569209208e-07
2008,9.79211112195344e-09,1.0643599068771437e-07
2009,1.1443662017995848e-08,1.0776115288990695e-07
2010,1.1337103700270745e-08,1.1998434956694837e-07
2011,8.412738061736036e-09,1.5793004592978832e-07
2012,1.5659562535574878e-08,1.34127560613706e-07
2013,1.1156499724052082e-08,1.4921819513347145e-07
2014,1.3642305063399363e-08,1.414035750713083e-07
2015,1.3521109565317602e-08,1.5338702041844954e-07
2016,1.3877977877996273e-08,1.6239306432908052e-07
2017,8.301517695485927e-09,1.3835862944233668e-07
2018,1.2132893800753664e-08,1.799282358661003e-07
2019,1.1734544003161318e-08,1.4438590767440473e-07
