year,seront_VERB ouverts_ADJ,seront_VERB couverts_ADJ
1962,1.2683912808952869e-09,1.7123282347597524e-08
1963,1.2932106496776896e-09,3.168366191630412e-08
1964,6.083968329129164e-10,2.798625509115027e-08
1965,0.0,1.586892572902343e-08
1966,0.0,2.215629990587331e-08
1967,4.930335584241163e-10,2.021437595089992e-08
1968,1.7965663401398047e-09,1.4372530721118437e-08
1969,1.8167031212712459e-09,1.9983733778872192e-08
1970,3.219107425067591e-09,3.1731204330753826e-08
1971,2.569198631618974e-09,2.2608949379332444e-08
1972,1.0260293725750103e-09,1.3851396474251487e-08
1973,0.0,1.929621262775072e-08
1974,5.625571675160757e-10,2.8690415376786405e-08
1975,2.2845920710778955e-09,2.6843956391076063e-08
1976,0.0,1.3712464053128315e-08
1977,1.7630346071939584e-09,1.5279633558407113e-08
1978,1.7821774056514528e-09,1.7227714366185864e-08
1979,0.0,2.2822696621460636e-08
1980,2.2740602734216964e-09,1.4781392110307934e-08
1981,0.0,1.8976647808699454e-08
1982,0.0,1.8001756529884005e-08
1983,0.0,1.9577479193344516e-08
1984,1.1598016991243298e-09,1.681712546997005e-08
1985,1.2031116103372597e-09,1.142956040922627e-08
1986,5.994485463567401e-10,1.1988970705090196e-08
1987,6.110816852533674e-10,5.49973533381376e-09
1988,2.398621523624911e-09,1.0793796967334401e-08
1989,3.2928733073589456e-09,1.0976243913773942e-08
1990,0.0,1.3621627381610324e-08
1991,1.7584396161396398e-09,1.75843961613964e-08
1992,2.7549720282848966e-09,8.264915862810085e-09
1993,5.539207426075166e-10,1.606370148010683e-08
1994,5.274926606624319e-10,1.2659823411809157e-08
1995,0.0,1.4640617607142303e-08
1996,2.135236876199542e-09,1.975094043871195e-08
1997,2.876936688878118e-09,1.5343662340683295e-08
1998,0.0,8.582632382569955e-09
1999,9.140402323914998e-10,2.1479944933844308e-08
2000,1.7672125984802278e-09,7.510653432518666e-09
2001,1.3143635069212678e-09,1.1829271784336015e-08
2002,8.76244299341522e-10,1.8839251936242363e-08
2003,4.1669229178253886e-10,9.58392298855415e-09
2004,8.809582507929292e-10,1.8500124099318782e-08
2005,1.8014998381943315e-09,9.007498746882447e-09
2006,0.0,1.4412615101377924e-08
2007,0.0,7.589511241690161e-09
2008,8.514879357157668e-10,8.51487946817997e-09
2009,1.907277002999308e-09,1.0490023072406984e-08
2010,9.447586046817946e-10,1.9367551118421034e-08
2011,1.529588788962144e-09,1.3383901986685487e-08
2012,6.808505426114664e-10,1.0212757750593937e-08
2013,1.1156500168141292e-09,1.0877587719448911e-08
2014,4.330890368553497e-10,7.795602385840539e-09
2015,6.649726325136385e-10,9.531274436369586e-09
2016,0.0,1.0978101983027955e-08
2017,0.0,1.0817128526241504e-08
2018,0.0,1.1100306451794495e-08
2019,5.1019755087367e-10,6.377469219387422e-09
