year,étaient_VERB ouverts_ADJ,étaient_VERB couverts_ADJ
1874,4.182226565063729e-09,1.577296870891587e-07
1875,1.716458086775674e-09,1.57914143983362e-07
1876,0.0,1.305939179019333e-07
1877,0.0,1.5090951421825594e-07
1878,0.0,1.1172313918450527e-07
1879,0.0,1.0874598643795252e-07
1880,6.417846254436199e-10,1.2065551402429264e-07
1881,6.972507571312292e-10,9.412885049187025e-08
1882,6.655385131892899e-10,7.986461980635795e-08
1883,6.319338941018771e-10,1.0806069639102134e-07
1884,6.601696966868076e-10,8.120087358065575e-08
1885,1.2891271383708158e-09,7.799219048365558e-08
1886,1.936039106809062e-09,1.1487165352264128e-07
1887,2.6115698492645834e-09,9.466941008895446e-08
1888,1.268122939990235e-09,9.320703497905924e-08
1889,1.2530273485467092e-09,1.0588080812112821e-07
1890,1.9663159989136147e-09,8.651790039948537e-08
1891,6.374220040683554e-10,6.182993672609882e-08
1892,6.268512375839919e-10,8.901287884555131e-08
1893,3.079208221734575e-09,8.991288069637449e-08
1894,0.0,8.065970291681879e-08
1895,6.018614495673091e-10,1.0833505825758039e-07
1896,1.7691086373616827e-09,8.078929880639407e-08
1897,0.0,5.884980680548324e-08
1898,1.6975064687230201e-09,7.582195848954143e-08
1899,2.7637891975018647e-09,7.517506617205072e-08
1900,0.0,8.617148239409289e-08
1901,1.676621730339889e-09,5.756401222356544e-08
1902,0.0,7.463631135351534e-08
1903,1.6200660812870638e-09,5.400220359774721e-08
1904,5.374625189347171e-10,7.954444924962445e-08
1905,1.5482277682110634e-09,5.7800502162308476e-08
1906,1.0288369045596824e-09,6.996091173050445e-08
1907,5.142843373384665e-10,8.63997655642379e-08
1908,2.9468334439286537e-09,8.447589294746649e-08
1909,2.7504918342913243e-09,8.196465728360636e-08
1910,0.0,7.53525242203068e-08
1911,0.0,5.852411533169288e-08
1912,2.6047106693738442e-09,5.62617508137464e-08
1913,1.060597942803554e-09,6.999946577934679e-08
1914,6.696743715117748e-10,6.897646187553619e-08
1915,1.1780761921542648e-09,5.0657277483878715e-08
1916,1.0987462051303964e-09,5.8233549538044826e-08
1917,8.773139548168274e-09,6.579854527899442e-08
1918,0.0,2.756730310693456e-08
1919,2.762354567309444e-09,5.893022958503025e-08
1920,0.0,3.407504323149624e-08
1921,7.572747429129834e-10,4.922285867792198e-08
1922,3.6889677978990676e-09,6.56636274243283e-08
1923,0.0,4.2463792482294593e-08
1924,1.289162443462999e-09,5.9301473953610184e-08
1925,0.0,5.0591619782380803e-08
1926,1.1146138456652466e-09,6.13037585139864e-08
1927,1.1149224876660924e-09,4.7941668412931904e-08
1928,0.0,5.484499610020066e-08
1929,0.0,7.01845621620123e-08
1930,0.0,8.928063266466779e-08
1931,0.0,6.272946251328904e-08
1932,3.287861094491973e-09,4.822195975862087e-08
1933,2.2941324395731044e-09,3.9000251916831985e-08
1934,0.0,7.188948103475923e-08
1935,1.196828414151696e-09,3.7101681726881e-08
1936,0.0,5.941110003959693e-08
1937,0.0,4.658713592675667e-08
1938,0.0,5.186085871855539e-08
1939,0.0,4.282334131744392e-08
1940,0.0,3.803674530900025e-08
1941,0.0,4.7224041566096275e-08
1942,0.0,4.247896612241675e-08
1943,2.9032352077962287e-09,3.4838823381733164e-08
1944,0.0,6.7476911169706e-08
1945,0.0,5.664110602765504e-08
1946,0.0,4.037120149291695e-08
1947,1.1920870957027319e-09,4.2915136333476767e-08
1948,1.0871887834440486e-09,4.4574740343250596e-08
1949,0.0,3.043272656100271e-08
1950,5.317680518146517e-09,3.616023036556726e-08
1951,4.264560704569931e-09,5.863770979885885e-08
1952,3.1634410646574906e-09,4.428817490520487e-08
1953,3.232148326759443e-09,4.955960619668076e-08
1954,5.863521668203475e-09,2.5408594339637602e-08
1955,1.8771215692936494e-09,3.2849627018549654e-08
1956,8.72114158667614e-10,4.971050771018781e-08
1957,2.6505113659425206e-09,3.975766915687018e-08
1958,1.6544486891589827e-09,3.060729980575161e-08
1959,1.5501495642666896e-09,3.720359131875739e-08
1960,4.152500121534786e-09,4.567749911643659e-08
1961,0.0,5.072156383789661e-08
1962,0.0,3.55149545328004e-08
1963,1.939815863494232e-09,4.9142006020019835e-08
1964,0.0,3.589541464066315e-08
1965,2.188817349590977e-09,4.2134733035936733e-08
1966,1.1078149508847446e-09,3.821961414018915e-08
1967,2.9582012395223956e-09,5.719189388742052e-08
1968,8.982831700699023e-10,5.29987076447469e-08
1969,1.3625273131978588e-09,3.451735963722058e-08
1970,0.0,5.196559271780643e-08
1971,5.138397485282553e-10,4.213486093362917e-08
1972,5.130146862875051e-10,4.360624927812751e-08
1973,1.102640756478479e-09,3.6938466507763223e-08
1974,1.1251143350321513e-09,3.937900316941523e-08
1975,0.0,3.484002775167028e-08
1976,1.142705374768127e-09,2.856763359204706e-08
1977,2.938390863960194e-09,3.173462204131283e-08
1978,5.940591352171509e-10,3.6237608469491533e-08
1979,0.0,3.3356247541860284e-08
1980,1.7055452605774235e-09,4.150160037852402e-08
1981,4.427884725544118e-09,3.7320742052315836e-08
1982,2.483000915987077e-09,3.7245012407538525e-08
1983,6.315316047889041e-10,3.410270821291306e-08
1984,5.799008495621649e-10,3.7113654371978555e-08
1985,1.8046674155058895e-09,4.6319797775140614e-08
1986,1.1988970927134801e-09,3.2969669661042644e-08
1987,3.0554083707556856e-09,2.261002229886344e-08
1988,0.0,3.47800117594943e-08
1989,1.6464366536794728e-09,4.061210390204906e-08
1990,5.44865097484859e-10,2.887784944505256e-08
1991,5.861465202094962e-10,3.165191131415668e-08
1992,3.30596661157756e-09,3.0855687782604946e-08
1993,1.661762283333701e-09,2.4926434250005514e-08
1994,5.274926606624319e-10,4.430938460586731e-08
1995,2.7112254663563817e-09,2.6027763055935793e-08
1996,0.0,3.6299027783570637e-08
1997,1.917957792585412e-09,3.164630513197153e-08
1998,0.0,3.242328006081152e-08
1999,4.570201161957499e-10,5.210029385693815e-08
2000,8.836062992401139e-10,5.257457402763066e-08
2001,2.6287270138425356e-09,4.2935877075933604e-08
2002,2.1906108038649563e-09,4.644094886430139e-08
2003,4.1669229178253886e-10,3.5835537204320644e-08
2004,1.7619165015858584e-09,2.642874719072097e-08
2005,4.5037495954858286e-10,4.008337128880157e-08
2006,0.0,3.87081655617294e-08
2007,3.994479469415779e-10,3.7947554432093966e-08
2008,1.2772318758180745e-09,3.533675041467177e-08
2009,4.76819250749827e-09,5.24501189147486e-08
2010,9.447586046817946e-10,4.865506753048976e-08
2011,2.2943831279320648e-09,5.5447593183544086e-08
2012,1.7021263287730903e-09,7.182973149610916e-08
2013,5.578250084070646e-10,7.781658695193983e-08
2014,1.9489005964601347e-09,7.25424129655039e-08
2015,1.10828768384863e-09,9.30961689959986e-08
2016,1.0356699942093428e-09,1.0190993293690553e-07
2017,2.264050280587071e-09,5.6098134137982925e-08
2018,1.8070267504555204e-09,6.582740041949364e-08
2019,1.7856913725466939e-09,7.295825099618014e-08
