year,aient_VERB omis_VERB,aient_VERB commis_VERB
1852,3.385483537954315e-08,8.789236005668499e-08
1853,1.0152284346531815e-08,3.3442816516071616e-08
1854,2.338049043260071e-08,4.72805474771576e-08
1855,1.326734277995456e-08,5.519214596461097e-08
1856,2.2779632402603056e-08,4.6076984006049315e-08
1857,1.2691923956253959e-08,2.7336451324799782e-08
1858,1.8106600663259087e-08,8.172438725750908e-08
1859,1.884104072757964e-08,5.6523123959095756e-08
1860,7.781213007262977e-09,7.552353764594955e-08
1861,7.073945429425521e-09,6.036433575218325e-08
1862,9.939570055905733e-09,6.415540809712184e-08
1863,1.6482248454963155e-08,6.792684104084401e-08
1864,8.151037178549814e-09,3.643993196078554e-08
1865,8.001635798393636e-09,3.95374932793402e-08
1866,1.216403244796993e-08,4.962925004292629e-08
1867,2.1837651686951176e-08,5.629261323747414e-08
1868,2.1241458370013788e-08,5.433861360870651e-08
1869,1.904572499711321e-08,6.83692675806924e-08
1870,8.027668307875047e-09,4.472558146062511e-08
1871,2.1242353653860846e-08,4.779529660936532e-08
1872,8.4662747923403e-09,7.982487915114689e-08
1873,1.3767810003173508e-08,6.405024777222934e-08
1874,1.3144139998644278e-08,3.4055272379873713e-08
1875,3.089624556196213e-08,5.3210200690045895e-08
1876,8.464420275799966e-09,6.166935406781704e-08
1877,1.2369632429454214e-08,7.731019735501832e-08
1878,2.113680963589104e-08,5.6163525385954927e-08
1879,2.016077260691418e-08,5.437299321897626e-08
1880,1.3477476912271413e-08,7.38052321480609e-08
1881,1.5339516323820135e-08,5.438555916725818e-08
1882,1.3310770263785798e-08,4.3925542314582344e-08
1883,1.2638677659992936e-08,7.014466518739937e-08
1884,2.0465261485469455e-08,5.743476449993068e-08
1885,1.2891271161663553e-08,4.963139588198828e-08
1886,1.5488312854472497e-08,4.711028722681476e-08
1887,1.5016526688782506e-08,6.8553710264041e-08
1888,2.1558090423923204e-08,4.9456794215529953e-08
1889,8.771191772893872e-09,6.390439466485986e-08
1890,1.4419650362640368e-08,7.865263995654459e-08
1891,1.529812720946211e-08,1.0517462811776568e-07
1892,1.002961980134387e-08,6.080456671497814e-08
1893,2.5249507373814595e-08,7.266931589811065e-08
1894,1.9534772022211655e-08,7.120739553556632e-08
1895,1.3240951446391591e-08,6.379731587458082e-08
1896,2.299841384001411e-08,4.0689499769541726e-08
1897,1.806281169081103e-08,6.059782009515402e-08
1898,2.3765091228256097e-08,9.223118269119368e-08
1899,2.2110313580014918e-08,8.070264811976813e-08
1900,1.5054054003371675e-08,1.0797390359584824e-07
1901,2.0678333711998675e-08,6.706486743723872e-08
1902,1.6694965410124496e-08,5.695929417015577e-08
1903,1.0260418292773466e-08,4.644189388613995e-08
1904,2.2573425795258117e-08,5.6433563599966874e-08
1905,1.4966200723165457e-08,6.657379003627284e-08
1906,2.41776678677752e-08,5.864370322683499e-08
1907,1.542852956504248e-08,4.319988278211895e-08
1908,1.276961114626829e-08,4.862275204686739e-08
1909,2.475442606453271e-08,4.510806661528477e-08
1910,2.0307773240801907e-08,5.3975920621951445e-08
1911,2.181353409014264e-08,6.650467554436545e-08
1912,1.4586379215586476e-08,7.866226070518678e-08
1913,1.96210621083992e-08,9.174172532766534e-08
1914,1.2723813114234872e-08,1.0848724940615284e-07
1915,1.6493066468115103e-08,1.6139644287704868e-07
1916,2.197492321442951e-08,9.55909200683891e-08
1917,2.4126133979507358e-08,6.908847183240141e-08
1918,2.2972752589112133e-08,9.993147642717304e-08
1919,2.4861190439651182e-08,8.194984957299312e-08
1920,1.4387239843927091e-08,6.360674831284996e-08
1921,1.3630945261411398e-08,6.588290091258386e-08
1922,1.9182632371439468e-08,6.049906886573808e-08
1923,2.229349149729387e-08,4.883336046646036e-08
1924,2.1915761649893284e-08,8.121723737986031e-08
1925,1.8696901804560184e-08,5.0591619782380803e-08
1926,1.0031524944054127e-08,4.458455293843144e-08
1927,1.3379070296082318e-08,7.91594985116717e-08
1928,1.4853853258500749e-08,3.999114284169991e-08
1929,1.5596569369336066e-08,4.3447585085232276e-08
1930,9.453243521306831e-09,5.671945757512731e-08
1931,1.596749932275543e-08,4.790249619190945e-08
1932,1.753525857850491e-08,5.8085543486186e-08
1933,1.0323596200123575e-08,4.12943848004943e-08
1934,7.188948103475923e-09,4.4331848414458364e-08
1935,1.196828414151696e-08,6.223507398317452e-08
1936,9.699771652549316e-09,5.2136272188363364e-08
1937,2.895957251780601e-08,5.288269733227935e-08
1938,1.1668692678767911e-08,3.5006078036303734e-08
1939,1.2235240376412548e-08,3.6705721129237645e-08
1940,2.2822046474857416e-08,4.057252667166722e-08
1941,1.1806010391524069e-08,5.60785480274717e-08
1942,1.8205270180260413e-08,5.158160121254696e-08
1943,0.0,3.774205836748479e-08
1944,3.2131861615880553e-09,5.7837350908584995e-08
1945,1.089252066321933e-08,5.2284097051824574e-08
1946,2.0881657292193267e-08,6.821341003160342e-08
1947,1.0728784083369192e-08,5.4836007734593295e-08
1948,1.7395020535104777e-08,5.544662684542345e-08
1949,9.817008539414473e-09,4.810334175431308e-08
1950,1.0635361036293034e-08,5.211327192000681e-08
1951,7.462981344019681e-09,5.543929049167673e-08
1952,2.2144087452602434e-08,6.959570697517847e-08
1953,1.508335856215126e-08,5.2791754967529414e-08
1954,1.7590565448699635e-08,5.472620046020893e-08
1955,1.6894095011821264e-08,4.3173795205575516e-08
1956,9.593255967388359e-09,4.0117249966442614e-08
1957,8.835037590415595e-09,4.8592706747285774e-08
1958,2.3162280982091943e-08,3.557064687242928e-08
1959,1.7826719656000023e-08,5.03798602835559e-08
1960,1.7302083321624195e-08,3.8756667208872386e-08
1961,1.598076693198891e-08,4.58578526263409e-08
1962,6.976152100435229e-09,5.010145542883038e-08
1963,7.1126584622049904e-09,3.0390449268224984e-08
1964,1.0951143103454797e-08,4.867174752121173e-08
1965,1.3680108601477059e-08,3.939871362490521e-08
1966,1.7171132071780448e-08,4.3204781974282014e-08
1967,1.5777073869571723e-08,6.853166212295037e-08
1968,1.8414805680322388e-08,3.952445837285268e-08
1969,1.407944960618579e-08,4.4509224750299836e-08
1970,1.609553734738256e-08,3.54101814536989e-08
1971,1.2332153964678128e-08,3.339958354331429e-08
1972,1.6416469961200164e-08,3.026786643545165e-08
1973,1.2129047988196362e-08,3.252790392593852e-08
1974,1.012602890426706e-08,3.09406438248061e-08
1975,1.313640396460869e-08,3.655347313724633e-08
1976,9.712995741040231e-09,2.7996280849151844e-08
1977,1.8218024422367307e-08,2.5857840313392444e-08
1978,7.128709622605811e-09,2.970295653881294e-08
1979,1.345953837272873e-08,3.862302477841695e-08
1980,2.4446148216838992e-08,3.0699812469947574e-08
1981,1.0120879245789638e-08,3.415796712147312e-08
1982,1.738100685599875e-08,2.9175261317959666e-08
1983,1.515675762675528e-08,2.9050454486423405e-08
1984,1.1598016769198694e-08,4.465236713713239e-08
1985,1.3835783185811579e-08,3.128090142467954e-08
1986,8.991728250862252e-09,3.356911904006665e-08
1987,7.332980445085013e-09,3.238733015109574e-08
1988,8.395175221664886e-09,2.938311283173789e-08
1989,8.780995486290522e-09,3.018467253923518e-08
1990,8.717841559757744e-09,2.179460345530515e-08
1991,9.96449056600568e-09,4.396098773895574e-08
1992,1.0468894195980738e-08,3.0855687782604946e-08
1993,1.3294098266669607e-08,2.4926434250005514e-08
1994,6.857404422078162e-09,4.0616935592652226e-08
1995,1.138714633697191e-08,3.253470381991974e-08
1996,9.074756945892659e-09,3.149474281372022e-08
1997,1.1507746755512471e-08,3.260528202986279e-08
1998,5.2449422582867555e-09,3.0516027038629545e-08
1999,7.312321859131998e-09,3.290544725587097e-08
2000,9.719669513685858e-09,3.446064411605221e-08
2001,8.762423675534592e-09,4.381211837767296e-08
2002,1.1391176002462089e-08,3.724038322161505e-08
2003,7.500461585152607e-09,4.791961316641391e-08
2004,4.845270407116686e-09,3.171449591832243e-08
2005,5.854874363109275e-09,3.1976622238971686e-08
2006,7.412201963319376e-09,3.706101026068609e-08
2007,5.991719120856942e-09,3.515141955290346e-08
2008,8.089135583588813e-09,2.171294255504108e-08
2009,8.582746957586096e-09,3.4330987830344384e-08
2010,4.723792912386671e-09,2.8342757474320024e-08
2011,3.823971805871906e-09,2.6385405860196443e-08
2012,3.744677901096338e-09,3.063827591631707e-08
2013,8.367375237128272e-09,4.267361219945087e-08
2014,6.279790909502481e-09,3.789529046116513e-08
2015,4.654808538617772e-09,3.125371250689568e-08
2016,8.906762438698479e-09,3.914832547025071e-08
2017,5.534344982294215e-09,3.19482644783875e-08
2018,2.8396134332808742e-09,3.510794854832966e-08
2019,4.846876677788714e-09,3.5458729286119706e-08
