year,ait_VERB assez_ADV,ait_VERB cassé_VERB
1866,2.559312406447134e-07,5.352174259343201e-09
1867,2.877717122373724e-07,2.91168689159349e-09
1868,2.9787440780637553e-07,2.9639244392143382e-09
1869,2.456410186368885e-07,3.4184632902167778e-09
1870,2.3509599600401998e-07,1.1468097582678638e-09
1871,2.3260378156919614e-07,1.3807530230280918e-08
1872,2.6124504870495e-07,3.0236697590169115e-09
1873,2.585954064215912e-07,4.190203295451056e-09
1874,2.551158218011551e-07,7.169530746864439e-09
1875,2.5174719553433533e-07,1.1443054281912168e-09
1876,3.228572040825384e-07,7.859819461941697e-09
1877,3.0120054361759685e-07,4.329371083855449e-09
1878,2.7779807965089276e-07,9.058632954861423e-09
1879,2.0649518717164028e-07,8.55305515301552e-09
1880,1.7969969690057042e-07,1.0910338410496934e-08
1881,1.9871646372848772e-07,1.2550513517339823e-08
1882,2.2228987006656098e-07,3.9932310791357395e-09
1883,2.5087774702114984e-07,9.479008689083912e-09
1884,2.389814426351222e-07,3.300848483434038e-09
1885,2.1721791654272238e-07,8.379326565943757e-09
1886,2.174817268496554e-07,3.872078213618124e-09
1887,2.2524790210809442e-07,1.9586774424595887e-09
1888,2.2509182429075736e-07,8.242799331981132e-09
1889,2.1740024180871842e-07,6.265136742733546e-10
1890,2.320252860954497e-07,6.554386478008212e-10
1891,1.963259705917153e-07,2.5496880162734215e-09
1892,2.2754700523819338e-07,8.775916882086676e-09
1893,1.859841773921289e-07,1.1085149687062312e-08
1894,2.438695787532197e-07,1.8904617871129403e-09
1895,2.1185522314226546e-07,1.8055843487019274e-09
1896,2.0521660815120413e-07,8.255840455717589e-09
1897,1.7946277353075857e-07,5.2440420894583895e-09
1898,2.0426661251349287e-07,7.921697076085366e-09
1899,2.222086550318636e-07,8.844125432005967e-09
1900,1.9933644068714784e-07,1.5573159428683425e-09
1901,1.8498725751214806e-07,2.794369402536745e-09
1902,1.6989582718451857e-07,3.437198747846537e-09
1903,1.9710803655925702e-07,9.720396931811592e-09
1904,2.3272127691598143e-07,4.837162670412454e-09
1905,2.1159111440738343e-07,4.1286072338664326e-09
1906,1.8673389945433883e-07,5.144184633820714e-09
1907,1.5325673530242057e-07,5.142843484406967e-09
1908,1.527442066162621e-07,3.437972351250096e-09
1909,1.6667979707563063e-07,1.6502950117569526e-09
1910,1.6406542613367492e-07,4.809735720812114e-09
1911,2.0004607392820617e-07,7.980561100850991e-09
1912,1.7034807342497515e-07,2.6047106693738442e-09
1913,2.0098330821838317e-07,0.0
1914,1.868391450443596e-07,1.0045115850232378e-08
1915,1.3076645188903058e-07,1.1780761921542648e-09
1916,7.581348882013117e-08,9.888715624128963e-09
1917,1.9958892494287284e-07,1.0966424435210342e-09
1918,1.5391744057069445e-07,2.2972752589112133e-09
1919,1.3627615658151626e-07,1.8415696745321952e-09
1920,1.5901686367669754e-07,4.543339038320937e-09
1921,1.5069767300701642e-07,1.060184651180407e-08
1922,1.6969251248610817e-07,2.2133805899215986e-09
1923,1.4543849147230503e-07,0.0
1924,1.791935773098885e-07,6.445812328337297e-09
1925,1.9576756926653616e-07,1.0998177923937646e-09
1926,1.6273362746233033e-07,3.343841648018042e-09
1927,1.861920537749029e-07,2.2298449753321847e-09
1928,1.6567759075769573e-07,3.4278122562625413e-09
1929,1.7601841761916148e-07,2.2280812750352652e-09
1930,1.396979314449709e-07,3.1510811737689437e-09
1931,1.710803445575948e-07,6.843213995466613e-09
1932,1.632971020626428e-07,6.575722188983946e-09
1933,1.0323596200123575e-07,6.882397318719313e-09
1934,1.461752816567241e-07,3.5944740517379614e-09
1935,1.4361941680363088e-07,2.393656828303392e-09
1936,1.5762128668939113e-07,4.849885826274658e-09
1937,1.523525270386017e-07,5.0364472592434595e-09
1938,8.297737252860315e-08,7.779128452511941e-09
1939,1.452934839107911e-07,1.5294050470515685e-09
1940,1.2678914629304927e-07,2.5357829169792012e-09
1941,1.6233263977483148e-07,5.9030051957620344e-09
1942,1.4867637787574495e-07,3.034211770724937e-09
1943,1.5096823346993915e-07,5.806470415592457e-09
1944,1.5744612369417155e-07,1.2852744646352221e-08
1945,1.612093001313042e-07,4.357008087652048e-09
1946,1.7679802510883746e-07,0.0
1947,1.5020297894352552e-07,4.7683483828109274e-09
1948,1.6742707487082953e-07,8.697510267552389e-09
1949,1.2369430635317258e-07,6.8719057111366055e-09
1950,1.2868787280240213e-07,8.508289184305795e-09
1951,1.6311945216784807e-07,5.330700769690111e-09
1952,1.381369258979248e-07,6.326882129314981e-09
1953,1.6807170766242052e-07,8.619061908632375e-09
1954,1.4365627976076212e-07,7.818028890937967e-09
1955,1.7081806902297103e-07,1.5016972554349195e-08
1956,1.7791128925637167e-07,7.849027205963921e-09
1957,1.4312760754364717e-07,1.7670075402875796e-09
1958,1.3649201946464018e-07,3.3088973783179654e-09
1959,1.4493897992906568e-07,1.3951345856355601e-08
1960,1.5364250316451944e-07,6.920833239831836e-09
1961,1.535543248110116e-07,9.03260666262895e-09
1962,1.6045149209276133e-07,1.0147130247162295e-08
1963,1.4742600740191847e-07,3.2330267352165265e-09
1964,1.6730912477669335e-07,7.909158661334459e-09
1965,1.4500915312964935e-07,7.660860390501512e-09
1966,1.6838787075812434e-07,6.092982118843793e-09
1967,1.651662415724786e-07,8.381570104631919e-09
1968,1.639366757899552e-07,3.5931326802796093e-09
1969,1.680450338881201e-07,8.629339909305145e-09
1970,1.6693371662768186e-07,9.657322941336588e-09
1971,1.608318456192137e-07,1.284599360218408e-08
1972,1.220974894522442e-07,5.643161493651405e-09
1973,1.554723496610677e-07,4.9618833486420044e-09
1974,1.125114366118396e-07,8.438357568252286e-09
1975,1.1822763923419188e-07,5.140332159925265e-09
1976,1.3998140957482974e-07,4.570821499072508e-09
1977,1.2870151522292872e-07,5.876781727920388e-09
1978,1.1227717777728685e-07,5.940591130126904e-09
1979,1.269878282528225e-07,1.7555920051037788e-09
1980,1.3075846538868063e-07,4.548120546843393e-09
1981,9.804601575069682e-08,2.5302198114474095e-09
1982,1.1297654367581345e-07,9.311253101884631e-09
1983,1.1493875007317911e-07,5.68378455412244e-09
1984,1.026424527594827e-07,6.958810416790584e-09
1985,8.421780961498371e-08,4.210890747202711e-09
1986,1.0790073901034702e-07,5.395036861699509e-09
1987,1.1121686327442148e-07,7.944062296871834e-09
1988,9.654451815777065e-08,4.197587610832443e-09
1989,1.0482313683723987e-07,4.939309850016116e-09
1990,1.0243464032555494e-07,7.628111475810329e-09
1991,1.0257564042603917e-07,4.10302547493302e-09
1992,1.212187754617844e-07,3.856960972825618e-09
1993,8.419595332043173e-08,5.539207315052863e-09
1994,1.0338855815916759e-07,5.802419433820205e-09
1995,8.567472065124093e-08,3.795715741716776e-09
1996,8.43418561657927e-08,5.3380921904988554e-09
1997,9.925431498913895e-08,6.7128524960935465e-09
1998,1.0394521865464412e-07,6.675381136744818e-09
1999,9.186104676928153e-08,6.8553016596695215e-09
2000,9.189505334461501e-08,6.627047355323157e-09
2001,8.49955057447005e-08,5.257454027685071e-09
2002,9.770123909902395e-08,5.6955880012310445e-09
2003,8.625530512063051e-08,4.166922806803086e-09
2004,1.0571498876288388e-07,3.523833003171717e-09
2005,9.728098859795864e-08,5.854874363109275e-09
2006,1.1118302722934459e-07,3.706100981659688e-09
2007,1.234294160212812e-07,7.589511241690161e-09
2008,1.2176278119113704e-07,6.3861596011349775e-09
2009,1.144366166272448e-07,4.76819250749827e-09
2010,1.2707003804734995e-07,5.668551850135373e-09
2011,1.391925792404436e-07,8.795135286732148e-09
2012,1.5387222163099068e-07,1.05531832161887e-08
2013,1.6065359886852093e-07,8.08846234434668e-09
2014,1.7388525463957194e-07,1.2126492698882885e-08
2015,1.6779475231487595e-07,1.3521109565317602e-08
2016,1.849706592338407e-07,1.304944241553585e-08
2017,1.97978607729965e-07,1.3584300795344006e-08
2018,1.8121896516731795e-07,1.4456214003644163e-08
2019,1.7652834571890708e-07,9.693753355577428e-09
