year,voulait_VERB ouvrir_VERB,voulait_VERB couvrir_VERB
1843,3.2488010504039266e-08,1.5357969118667825e-08
1844,4.281077892187568e-08,3.787107161201675e-08
1845,5.6918324276011845e-08,3.738752596404993e-08
1846,4.625055893825447e-08,3.922516000898213e-08
1847,6.25613978399997e-08,3.343798482546845e-08
1848,2.252662056889676e-08,3.057184372323718e-08
1849,3.016589289472904e-08,5.865590324560799e-08
1850,5.702756666892128e-08,2.0366988096043315e-08
1851,5.095056465620473e-08,4.063146263888484e-08
1852,3.450589147746541e-08,1.8229528109259263e-08
1853,4.598387448595531e-08,2.329053394589664e-08
1854,4.2604447969551984e-08,2.4939190268469247e-08
1855,5.73149208094037e-08,9.552486801567284e-09
1856,4.4523826403519706e-08,1.3978411317339123e-08
1857,3.612316845647001e-08,3.026535466688074e-08
1858,4.0128142586581816e-08,9.297984604472731e-09
1859,4.786642904264227e-08,2.2914779407301467e-08
1860,4.8060432078500526e-08,2.746310379109218e-08
1861,2.8295781717702084e-08,1.7920662287451705e-08
1862,4.698705780015189e-08,3.298130124562704e-08
1863,4.145535115185339e-08,1.5982786649715308e-08
1864,7.767459209162553e-08,2.3014694150447212e-08
1865,3.859612363044107e-08,2.2122168985561075e-08
1866,3.3572728597164314e-08,3.503241430280468e-08
1867,4.367530337390235e-08,1.94112459439566e-08
1868,3.7049055379156925e-08,2.5193358510477992e-08
1869,3.2231227464762924e-08,1.660396442559886e-08
1870,3.841812556970581e-08,4.873941605865184e-08
1871,1.911811864374613e-08,1.6993883633631413e-08
1872,4.5959779981785687e-08,2.4189358072135292e-08
1873,4.19020302899753e-08,1.7958013742713774e-08
1874,3.4055272379873713e-08,1.7326366119618797e-08
1875,5.034943839632433e-08,3.032409523484603e-08
1876,3.929909553335165e-08,1.3301232115736639e-08
1877,4.4530676035492434e-08,2.3502300550148902e-08
1878,5.072834596830944e-08,3.32149880932775e-08
1879,5.1929266220440695e-08,1.649517855639715e-08
1880,5.840239936105718e-08,1.3477476912271413e-08
1881,6.83305714233029e-08,4.183504653809678e-09
1882,3.4608003574021495e-08,1.5307385581309063e-08
1883,3.222862687835004e-08,9.479008689083912e-09
1884,6.535680086017237e-08,1.5183903911974994e-08
1885,3.222817923642651e-08,9.66845359329227e-09
1886,3.87207848007165e-08,1.1616235084943582e-08
1887,3.7867764035581786e-08,3.264462256069578e-09
1888,3.9311810695608074e-08,1.775372027168487e-08
1889,4.761503902273034e-08,7.51816386923565e-09
1890,3.736000309118026e-08,1.3108772733971819e-08
1891,3.6970476458009216e-08,1.0836173736095134e-08
1892,3.823792482648969e-08,1.3790726782758611e-08
1893,4.434059874824925e-08,9.23762488724833e-09
1894,2.7096618282484997e-08,2.520615716150587e-09
1895,2.888934957923084e-08,3.0093072478365457e-09
1896,5.366296207398591e-08,1.533227589334274e-08
1897,2.6220211779559577e-08,1.2236098356765979e-08
1898,3.904265000187479e-08,5.6583546736987955e-09
1899,4.698441813388854e-08,1.713549302451156e-08
1900,3.7894686499839736e-08,1.5054054003371675e-08
1901,2.179608138419553e-08,2.2913829056392387e-08
1902,3.093478895266344e-08,6.874397495693074e-09
1903,4.050165358648883e-08,7.020286574288548e-09
1904,3.708491291831706e-08,1.289910045443321e-08
1905,3.560923644840841e-08,1.4450125540577119e-08
1906,2.0576738535282857e-08,1.2860461140462576e-08
1907,2.0571373937627868e-08,7.199980611716228e-09
1908,3.094175227147389e-08,1.5225305460830896e-08
1909,3.025541062129378e-08,8.251475058784763e-09
1910,2.8323999146095957e-08,6.947395991829808e-09
1911,3.032613093978398e-08,7.448523575703803e-09
1912,2.7088990606216612e-08,3.125652625612929e-09
1913,2.4393752795504042e-08,9.545381374209683e-09
1914,1.2723813114234872e-08,1.4063162190325329e-08
1915,2.1205371680821372e-08,1.6493066468115103e-08
1916,2.7468654906215306e-08,2.0876177231343718e-08
1917,4.0575770299255964e-08,1.0966424213165737e-08
1918,4.9391417178412667e-08,2.1824114071478107e-08
1919,4.235610262526279e-08,4.603924352863942e-09
1920,2.2716694303426266e-08,7.572231730534895e-09
1921,2.120369302360814e-08,1.8931869405491852e-08
1922,3.098733003525922e-08,1.0329110011753073e-08
1923,2.1231896241147297e-08,5.307974060286824e-09
1924,3.9964035636330664e-08,6.445812328337297e-09
1925,2.0896537833436923e-08,7.698724324711748e-09
1926,3.78968714187522e-08,6.687683296036084e-09
1927,4.0137209111890115e-08,8.919379901328739e-09
1928,2.8565102283550914e-08,5.713020723163709e-09
1929,4.121950425428622e-08,7.798284684668033e-09
1930,2.4158287814657342e-08,1.1553964007759987e-08
1931,3.079446386777818e-08,1.4826963656844327e-08
1932,2.301502632917618e-08,7.6716757391182e-09
1933,2.7529589274877253e-08,2.2941324395731044e-09
1934,2.995395220750652e-08,7.188948103475923e-09
1935,2.8723881939640705e-08,2.393656828303392e-09
1936,2.3036957230715416e-08,1.091224355320719e-08
1937,2.895957251780601e-08,1.2591118370153254e-08
1938,1.9447821131279852e-08,3.8895642262559704e-09
1939,1.6823456405745674e-08,1.2235240376412548e-08
1940,2.028626333583361e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,1.7419411690866582e-08,1.7419411690866582e-08
1944,2.8918675454292497e-08,1.927911696952833e-08
1945,4.1391576388605245e-08,4.357008087652048e-09
1946,3.480275978517966e-08,9.744772988540262e-09
1947,2.0265479960812627e-08,1.0728784083369192e-08
1948,3.587722829934137e-08,1.3046265401328583e-08
1949,2.9451024730065e-08,1.0798709482173763e-08
1950,2.5524867552917385e-08,1.1698897850465073e-08
1951,1.8124383771578323e-08,1.1727541604500402e-08
1952,2.1089608281954497e-08,5.272402070488624e-09
1953,2.8011951869189033e-08,6.464296653518886e-09
1954,2.443134050622575e-08,3.9090144454689835e-09
1955,2.9095383879962355e-08,5.631364707880948e-09
1956,1.657016923672927e-08,1.744228317335228e-09
1957,2.3854601849393475e-08,4.417518795207798e-09
1958,1.7371711180658167e-08,5.790570245522986e-09
1959,1.9376869886400527e-08,3.100299128533379e-09
1960,2.422291700554524e-08,4.844583401109048e-09
1961,2.779263752472616e-08,1.320150300188061e-08
1962,1.9660065575521912e-08,5.0735651235811474e-09
1963,2.392439668597035e-08,6.466053470433053e-09
1964,1.3384730657151067e-08,5.475571551727398e-09
1965,2.5718604135249734e-08,1.3132904541635071e-08
1966,3.0464910594218964e-08,8.308612464702492e-09
1967,2.859594694371026e-08,8.874604162656397e-09
1968,2.0211372131484495e-08,9.88111459321317e-09
1969,2.043791091921321e-08,4.541757636644661e-09
1970,1.3796174869185052e-08,1.103694025061941e-08
1971,1.9012070140433934e-08,2.569198631618974e-09
1972,2.61637485010624e-08,9.747279428040656e-09
1973,2.0398854161385316e-08,9.37244681864513e-09
1974,3.2628314272642456e-08,1.0688586016271984e-08
1975,2.1132477101559743e-08,9.138368284311582e-09
1976,3.370981005446083e-08,9.712995741040231e-09
1977,3.349765620441758e-08,1.1753563455840776e-08
1978,2.3762364520507617e-08,8.910887139279566e-09
1979,1.9896710057309974e-08,7.022368020415115e-09
1980,2.4446148216838992e-08,9.096241093686785e-09
1981,2.84649726012276e-08,5.060439622894819e-09
1982,3.289976291398489e-08,4.345251713999687e-09
1983,2.7787390166622572e-08,7.57837881337764e-09
1984,2.667543874679268e-08,1.2177918229383522e-08
1985,2.8273122509858695e-08,5.414002135495366e-09
1986,1.4386765556650971e-08,9.591176741707841e-09
1987,2.810975807676641e-08,1.5277041853778428e-08
1988,2.7584148298842592e-08,6.596209356501959e-09
1989,2.57941739079115e-08,1.1525056464734007e-08
1990,3.3236769780842224e-08,4.90378582185258e-09
1991,2.8135033858234237e-08,7.6199047072123e-09
1992,2.644773289262048e-08,6.61193322315512e-09
1993,1.550978012687665e-08,7.200969598386564e-09
1994,2.4264663167627987e-08,1.002236071911966e-08
1995,2.331653803366862e-08,5.4224509327127635e-09
1996,2.989331449043675e-08,6.939520069693117e-09
1997,2.4453962410575514e-08,6.7128524960935465e-09
1998,3.814503202193009e-08,6.198567881199324e-09
1999,3.290544725587097e-08,3.1991407301035224e-09
2000,2.4299172451947015e-08,4.418031274155965e-09
2001,3.417345340039901e-08,8.762423675534592e-09
2002,3.417352800738627e-08,8.324320788233308e-09
2003,3.166861262116072e-08,5.416999737661854e-09
2004,3.479784993487556e-08,4.845270407116686e-09
2005,2.9274373147814003e-08,6.7556245042510454e-09
2006,3.088417344088157e-08,6.1768350434476815e-09
2007,3.595031472514165e-08,7.190063211481856e-09
2008,4.470311765203405e-08,1.0643598891135753e-08
2009,3.7191902890754136e-08,1.2397300963584712e-08
2010,4.109699958121382e-08,6.613310343794865e-09
2011,4.053410407323099e-08,9.55992973672437e-09
2012,4.629783845189195e-08,1.327658516458996e-08
2013,5.020424964641279e-08,1.0319762822064149e-08
2014,6.344754410747555e-08,8.012147389990787e-09
2015,5.8295931637530884e-08,1.1969507163200888e-08
2016,5.861892304892535e-08,1.864206033985738e-08
2017,5.2073154677145794e-08,1.0817128526241504e-08
2018,6.78925715646983e-08,8.002547069452248e-09
2019,5.459113694428197e-08,9.94885240857002e-09
