year,auront_VERB ouvert_VERB,auront_VERB couvert_VERB
1865,1.0825742080555756e-08,1.4120533631256649e-09
1866,1.0217787504984699e-08,3.4059290943133647e-09
1867,2.0867089389753346e-08,5.82337378318698e-09
1868,1.5807597009143137e-08,5.9278488784286765e-09
1869,2.8812763730456936e-08,0.0
1870,1.2614907340946502e-08,5.734048791339319e-10
1871,3.611200227737754e-08,0.0
1872,2.1770421909650395e-08,1.2094678591978436e-09
1873,1.9155214303623325e-08,1.7958012854535355e-09
1874,1.1949218503559678e-08,0.0
1875,1.5448122780981066e-08,4.005069165202713e-09
1876,1.209202959984168e-08,0.0
1877,8.040260901509555e-09,6.184815992682502e-10
1878,1.872117572077059e-08,1.8117265465633636e-09
1879,6.109325489944695e-09,1.221865053580018e-09
1880,8.984985200299889e-09,4.492492600149944e-09
1881,8.367009307619355e-09,2.091752326904839e-09
1882,1.1979693681496428e-08,3.3276925659464496e-09
1883,1.8326083761621703e-08,1.2638677882037541e-09
1884,2.178559910248623e-08,1.3203393933736152e-09
1885,3.2228177904158883e-09,1.2891271383708158e-09
1886,1.097088819790315e-08,6.453463874400711e-10
1887,1.1752064210668323e-08,3.264462256069578e-09
1888,1.2047167707862627e-08,5.706553452000662e-09
1889,1.1277245803853475e-08,5.012109394186837e-09
1890,8.520702365899524e-09,1.3108772956016423e-09
1891,1.5935549768641977e-08,4.461953917456185e-09
1892,6.143142172732041e-08,0.0
1893,1.0469308087124318e-08,1.2316833108982905e-09
1894,1.3233232287745977e-08,6.301539290376468e-10
1895,4.032471778714353e-08,6.018614495673091e-09
1896,8.845543852942228e-09,1.7691086373616827e-09
1897,1.631479840114025e-08,3.4960281336537946e-09
1898,1.9804241802034994e-08,5.6583546736987955e-09
1899,1.0502398950507086e-08,1.6582735185011188e-09
1900,1.764958135197503e-08,1.5573159428683425e-09
1901,2.2913829056392387e-08,6.706486921359556e-09
1902,4.4192553616539954e-08,4.419255628107521e-09
1903,1.009841170684922e-07,0.0
1904,4.3534463145533664e-08,5.374625189347171e-10
1905,3.818961857859904e-08,7.2250627702885595e-09
1906,2.006231980544726e-08,0.0
1907,1.8514235478050978e-08,2.5714217422034835e-09
1908,2.6521501439447093e-08,5.893666887857307e-09
1909,2.0353638774395222e-08,2.2003934230241384e-09
1910,1.9238942883248455e-08,5.34415089958884e-09
1911,1.9685383989553884e-08,0.0
1912,2.0837685354990754e-08,0.0
1913,2.7575547179026216e-08,0.0
1914,2.276892807628883e-08,2.0090231700464756e-09
1915,1.8849219074468238e-08,0.0
1916,1.8678685265172135e-08,6.592477230782379e-09
1917,3.070598708632133e-08,3.289927441585405e-09
1918,1.722956355365568e-08,1.1486376294556067e-09
1919,2.5781975665495338e-08,1.5653341733923298e-08
1920,1.514446346106979e-08,4.543339038320937e-09
1921,8.330022005509363e-09,7.572747429129834e-10
1922,1.549366501762961e-08,1.4755870969551665e-09
1923,2.866305948145964e-08,1.0615948120573648e-09
1924,1.5469948877466777e-08,0.0
1925,2.639562701745035e-08,1.0998177923937646e-09
1926,1.5604593173179637e-08,1.1146138456652466e-09
1927,2.1183527820767267e-08,2.2298449753321847e-09
1928,1.0283437212876834e-08,0.0
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,1.3654684494213143e-08,5.2518016602221e-09
1931,4.5621426636444085e-09,1.1405356659111021e-09
1932,7.6716757391182e-09,0.0
1933,1.605892663292252e-08,2.2941324395731044e-09
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,9.574627313213568e-09,0.0
1936,1.4549657478823974e-08,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,2.5930429359277696e-08,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,0.0,0.0
1944,1.927911696952833e-08,0.0
1945,8.714016175304096e-09,0.0
1946,0.0,1.3921104269343232e-09
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,8.697510267552389e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,1.3825969702452312e-08,0.0
1951,1.4925962688039363e-08,0.0
1952,1.2653764258629963e-08,1.0544803918932644e-09
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,7.818028890937967e-09,9.772536113672459e-10
1955,7.508486277174597e-09,0.0
1956,1.3081712602058815e-08,0.0
1957,1.501956425897788e-08,0.0
1958,4.9633461784992505e-09,0.0
1959,1.007597205671118e-08,3.8753737996444215e-09
1960,1.038124963770315e-08,0.0
1961,9.03260666262895e-09,1.3896318540318475e-09
1962,5.7077609305622445e-09,1.9025869768540815e-09
1963,8.405868889838075e-09,0.0
1964,8.517555549758526e-09,1.2167936658258327e-09
1965,8.755269398363907e-09,5.472043373977442e-10
1966,9.970334780007306e-09,1.6617224263271169e-09
1967,1.0846738618397467e-08,4.437302081328198e-09
1968,8.982831367632116e-09,2.245707841908029e-09
1969,1.1354394757745467e-08,5.450109252791435e-09
1970,1.1496812390987543e-08,4.1388523719376735e-09
1971,8.735275613958038e-09,0.0
1972,7.182205497002769e-09,0.0
1973,8.269805285010534e-09,0.0
1974,1.0688586016271984e-08,0.0
1975,6.282628195464213e-09,3.4268881066168433e-09
1976,9.141642998145016e-09,1.7140580066410394e-09
1977,9.402850942308305e-09,2.3507127355770763e-09
1978,8.316828115084718e-09,5.940591352171509e-10
1979,9.948355028654987e-09,1.7555920051037788e-09
1980,1.0233271119375331e-08,1.1370301367108482e-09
1981,1.0753434587229549e-08,0.0
1982,9.311253101884631e-09,0.0
1983,6.315316269933646e-09,1.2630632095778083e-09
1984,6.958810416790584e-09,0.0
1985,9.02333674446254e-09,1.2031116103372597e-09
1986,8.991728250862252e-09,2.997242676272549e-09
1987,8.555143260480236e-09,1.2221633705067347e-09
1988,1.0194141530917022e-08,5.996553809062277e-10
1989,1.1525056464734007e-08,1.0976244357863152e-09
1990,1.0352437129768077e-08,2.724325431913144e-09
1991,7.6199047072123e-09,0.0
1992,7.713921945651236e-09,3.30596661157756e-09
1993,1.3848018731721368e-08,1.1078414852150331e-09
1994,1.1077346151466827e-08,1.5824779264761446e-09
1995,9.760411145975922e-09,0.0
1996,8.007138063703678e-09,2.135236876199542e-09
1997,1.1507746755512471e-08,3.3564262480467733e-09
1998,6.675381136744818e-09,1.9072516899143466e-09
1999,9.140402212892695e-09,9.140402323914998e-10
2000,1.0161472552283612e-08,0.0
2001,5.257454027685071e-09,4.3812117822561447e-10
2002,6.571832411594869e-09,2.1906108038649563e-09
2003,5.416999737661854e-09,1.2500769308587678e-09
2004,7.047666006343434e-09,4.404791253964646e-10
2005,5.854874363109275e-09,9.007499190971657e-10
2006,7.000412693969338e-09,8.235779835885637e-10
2007,1.1184542181297275e-08,2.3966877371606188e-09
2008,9.366367237362283e-09,4.257439678578834e-10
2009,8.105927484791664e-09,9.53638501499654e-10
2010,7.558068837454357e-09,1.4171379625338432e-09
2011,7.265546830836911e-09,0.0
2012,1.4978711604385353e-08,1.0212758416727752e-09
2013,8.08846234434668e-09,1.6734750252211938e-09
2014,1.0610681222544827e-08,8.661780737106994e-10
2015,1.0639562120218216e-08,1.10828768384863e-09
2016,9.942432654952427e-09,2.899876117012923e-09
2017,9.559323110863716e-09,1.0062445321423752e-09
2018,9.551427204712581e-09,5.162933414126769e-10
2019,6.632568272380013e-09,1.7856913725466939e-09
