year,eût_VERB osé_VERB,eût_VERB causé_VERB
1862,4.594791960244038e-07,6.731799828685325e-08
1863,4.969647875441296e-07,8.640694204586907e-08
1864,4.871443479714799e-07,1.006892844657159e-07
1865,5.285785960040812e-07,9.178346260796388e-08
1866,4.753703706228407e-07,6.909170480184912e-08
1867,4.79457753499446e-07,1.0821769791391489e-07
1868,4.3668487137438206e-07,1.047253306296625e-07
1869,5.030024681218492e-07,8.594993516908289e-08
1870,4.661781645154406e-07,5.6193677266946906e-08
1871,5.491148726832762e-07,7.541035529357032e-08
1872,4.468983831884543e-07,7.196333484671413e-08
1873,4.1303431430605997e-07,5.806424496768159e-08
1874,4.3734138444051496e-07,7.05003913026303e-08
1875,4.0680058077668946e-07,6.694186538425129e-08
1876,4.347084541223012e-07,5.078652520751348e-08
1877,3.5191604297324375e-07,7.545475710912797e-08
1878,3.949564018057572e-07,5.676743342064583e-08
1879,3.256270417750784e-07,7.392283407625655e-08
1880,3.465636950750195e-07,5.968597349692573e-08
1881,2.8726731216011103e-07,5.0899306103247e-08
1882,3.50738787346927e-07,4.592215674392719e-08
1883,3.102795460563357e-07,4.613117354779206e-08
1884,3.155611238980782e-07,6.007544328667791e-08
1885,2.47512417672624e-07,7.283568237426152e-08
1886,3.110569650743855e-07,4.4528899678653033e-08
1887,2.5071071263482736e-07,6.920659956222153e-08
1888,2.7518268552739755e-07,7.418519487600861e-08
1889,3.057386663840589e-07,5.325366103647866e-08
1890,2.1760563129191723e-07,6.88210590737981e-08
1891,2.3202160548407846e-07,4.716922674674606e-08
1892,2.2065162852413778e-07,5.4536059224119526e-08
1893,2.3401982218729245e-07,3.87980243488073e-08
1894,2.8104864213673864e-07,3.843938856107343e-08
1895,1.9500311054798658e-07,5.11582243234443e-08
1896,2.323429413308986e-07,4.1868904787634165e-08
1897,2.2199778015874472e-07,6.23458333848248e-08
1898,2.478359419910703e-07,4.6964345301603316e-08
1899,2.122590103681432e-07,3.15071986278781e-08
1900,1.9518360261372436e-07,5.0353214930964896e-08
1901,1.9895909986189508e-07,4.973977496547377e-08
1902,1.9395621109197236e-07,4.1246384085980026e-08
1903,2.3544960470189835e-07,3.564145245604777e-08
1904,1.967112837064633e-07,7.201997931360893e-08
1905,1.9559276154268446e-07,5.728442431518488e-08
1906,1.5895530225407128e-07,4.4754404626701216e-08
1907,1.7177096367504419e-07,3.085705913008496e-08
1908,1.9645555937586323e-07,4.4202501214840595e-08
1909,2.0133599321070506e-07,6.60118004702781e-08
1910,1.7689139042431634e-07,4.756294202934441e-08
1911,1.6759177867697872e-07,3.777465806820146e-08
1912,2.0941872946877993e-07,5.62617508137464e-08
1913,1.8825613778972183e-07,3.4999732889673396e-08
1914,1.7344565605981188e-07,2.6117300322425763e-08
1915,1.7435527865927725e-07,1.1780762143587253e-08
1916,1.7579938571543607e-07,4.724608615447323e-08
1917,1.261138748986923e-07,4.605898240583883e-08
1918,2.3776799196184584e-07,5.283732917860107e-08
1919,2.375624887918093e-07,3.867296172188617e-08
1920,1.8627690678840736e-07,5.3762846619065385e-08
1921,1.703868122149288e-07,3.559191341651058e-08
1922,1.7116809658546117e-07,3.172512208493572e-08
1923,1.8896388098710304e-07,4.0340601970001444e-08
1924,2.0497682839959452e-07,4.898817351772777e-08
1925,1.9686738994550979e-07,5.169143690864075e-08
1926,2.2292276469215722e-07,5.3501466368288675e-08
1927,2.542023196383525e-07,5.686104742608222e-08
1928,1.5425155197590357e-07,6.512843242489907e-08
1929,1.8827286396572163e-07,5.013182757807044e-08
1930,2.079713539160366e-07,3.7812974085227324e-08
1931,1.3572373802617221e-07,4.1059283972799676e-08
1932,1.3809015797505708e-07,3.835837958376942e-08
1933,1.8582473160222435e-07,2.1794258842078307e-08
1934,1.4497712186312128e-07,2.036868629318178e-08
1935,1.7114646766458463e-07,3.590485420090772e-08
1936,1.564088165650901e-07,2.424942913137329e-08
1937,1.3346584637474734e-07,1.6368453259474336e-08
1938,1.5298952860121062e-07,2.3337385357535823e-08
1939,1.0858775567612611e-07,3.8235125288110794e-08
1940,1.141102288215734e-07,1.7750480196809804e-08
1941,1.121570960549434e-07,5.312704587367989e-08
1942,1.365395263519531e-07,2.730790527039062e-08
1943,1.7129087837020052e-07,6.67744117777147e-08
1944,1.4459337194239197e-07,3.855823393905666e-08
1945,1.4378126422798232e-07,3.703456741277478e-08
1946,1.3364260098569503e-07,3.062643116891195e-08
1947,1.8715766714194615e-07,4.0530959921625254e-08
1948,1.6633988764169771e-07,3.152847583010043e-08
1949,9.915178367236877e-08,1.7670615193310368e-08
1950,1.5314920176479063e-07,3.296961992305114e-08
1951,1.7378084748997935e-07,3.0918066329377325e-08
1952,1.3919141395035695e-07,2.8470971358274255e-08
1953,1.3575022705936135e-07,1.939288907237824e-08
1954,1.0358888147266043e-07,3.224936762080688e-08
1955,9.197895423085356e-08,2.440258128899586e-08
1956,1.1163061230945459e-07,2.0058624983221307e-08
1957,1.325255709616613e-07,2.3854601849393475e-08
1958,1.1912030828398201e-07,2.8125628048769613e-08
1959,1.030849432481773e-07,3.2553142403912716e-08
1960,1.155779187911321e-07,2.906750040665429e-08
1961,1.5008023979135032e-07,1.389631876236308e-08
1962,1.2937590554429335e-07,1.9025868880362395e-08
1963,1.2738125576561288e-07,1.8104948651398445e-08
1964,1.1742059058406085e-07,2.7377858202726202e-08
1965,1.1874334404637921e-07,2.0246559984116175e-08
1966,1.3958468514374545e-07,2.7141465963609335e-08
1967,1.4248669799599156e-07,2.662381248796919e-08
1968,1.5719955115400808e-07,2.4702787371211343e-08
1969,1.353443792595499e-07,2.634219598007803e-08
1970,1.310636577045443e-07,1.839489982558007e-08
1971,1.0328179200769227e-07,2.363662865434435e-08
1972,1.2568860086048517e-07,2.0007572487656944e-08
1973,9.207050055692889e-08,9.923766697284009e-09
1974,6.694430254583494e-08,8.438357568252286e-09
1975,7.767613396936213e-08,7.996072248772634e-09
1976,6.741962010892166e-08,1.3712464053128315e-08
1977,5.7592462354705276e-08,9.402850942308305e-09
1978,9.920787391592967e-08,1.3069301196821925e-08
1979,9.655756372239921e-08,1.2289143924704149e-08
1980,7.390696055153967e-08,1.0801786132219604e-08
1981,7.211126273887203e-08,1.0120879245789638e-08
1982,5.897127053344775e-08,2.0484757001781873e-08
1983,6.252162876307921e-08,1.0104505676622466e-08
1984,5.799008562235031e-08,1.4497521405587577e-08
1985,5.9554025710895075e-08,1.142956040922627e-08
1986,7.193382600689802e-08,1.7983456501724504e-08
1987,7.271871993452805e-08,1.4054879038383206e-08
1988,4.9771397669928774e-08,1.3792074149421296e-08
1989,8.396826700618476e-08,9.878619700032232e-09
1990,5.121732016277747e-08,8.172976073694826e-09
1991,3.985796226402272e-08,1.1136783939491579e-08
1992,5.4548447536717504e-08,1.4325855168806356e-08
1993,5.262247171344825e-08,7.200969598386564e-09
1994,4.958431176760314e-08,7.384897138251745e-09
1995,5.53089982702204e-08,8.675921314704738e-09
1996,5.604996644592575e-08,5.871901187504136e-09
1997,4.027711497656128e-08,8.630809844589749e-09
1998,4.6727667069035306e-08,6.675381136744818e-09
1999,4.341691095532951e-08,8.683382013430219e-09
2000,4.373851325567557e-08,8.83606254831193e-09
2001,5.126017654788484e-08,1.0076787404500465e-08
2002,4.7317193718754424e-08,9.200564754507923e-09
2003,5.1669843514901004e-08,1.1667384391955693e-08
2004,3.964312256243829e-08,7.047666006343434e-09
2005,5.3594618520946824e-08,1.9816498664226856e-08
2006,4.117890028965121e-08,7.412201963319376e-09
2007,4.513761808766503e-08,9.98619853476157e-09
2008,5.577246042776096e-08,1.3623806971452268e-08
2009,4.1483275481368764e-08,1.0490023072406984e-08
2010,4.6293170186118004e-08,8.97520635589899e-09
2011,5.965396354667973e-08,8.412738061736036e-09
2012,8.476589385963962e-08,1.736168897537027e-08
2013,1.034765375607094e-07,2.119734965333464e-08
2014,1.7388525463957194e-07,2.165445245339015e-08
2015,1.6158834625912277e-07,6.827052345670381e-08
2016,1.9304889065097086e-07,3.7076986814099655e-08
2017,5.6601255238319936e-08,1.4842107098900215e-08
2018,1.0170978725909663e-07,2.2975052971219156e-08
2019,1.9183427468760783e-07,6.989706236026905e-08
