year,auraient_VERB osé_VERB,auraient_VERB causé_VERB
1981,1.5813874654213578e-08,2.7199863694704618e-08
1982,2.1726258125909226e-08,2.6071509395819703e-08
1983,1.7682884490000106e-08,3.031351525351056e-08
1984,1.2177918229383522e-08,1.739702604197646e-08
1985,1.5038894574104233e-08,2.8874678648094232e-08
1986,1.4386765556650971e-08,2.8773531113301942e-08
1987,1.588812459374367e-08,2.9943002743948455e-08
1988,1.3792074149421296e-08,2.2187249371086182e-08
1989,2.030605195102453e-08,2.4147738031388144e-08
1990,2.0704874259536155e-08,3.214704236143007e-08
1991,1.3481369798284959e-08,2.5204300868608698e-08
1992,9.366905473484621e-09,2.3692759754112558e-08
1993,1.550978012687665e-08,3.268132431344384e-08
1994,1.7407257857371405e-08,2.2682185019107237e-08
1995,1.2471637056421514e-08,2.3858783393393423e-08
1996,1.6548085568501847e-08,2.3487604750016544e-08
1997,2.061804593722627e-08,2.6371919759071716e-08
1998,1.6688451509594415e-08,3.3853716274734325e-08
1999,1.3710603319339043e-08,3.0163327835452947e-08
2000,1.3695897749244068e-08,1.8113929911578452e-08
2001,2.190605918883648e-08,2.760163475556965e-08
2002,1.1829298429688606e-08,2.0153619217921914e-08
2003,1.3750845795357236e-08,2.083461403401543e-08
2004,1.3654853248112886e-08,2.1583476339515073e-08
2005,1.3511249008502091e-08,2.38698731891418e-08
2006,1.5647982465338828e-08,2.800165077587735e-08
2007,1.8774054311165855e-08,2.2768533725070483e-08
2008,2.0009967016676455e-08,1.958422224390688e-08
2009,1.8119131084404216e-08,1.7642312499788204e-08
2010,1.842279218067233e-08,2.220182793166714e-08
2011,2.1796640936599943e-08,2.141424282342541e-08
2012,2.2127641940983267e-08,2.1787217363566924e-08
2013,3.095928846619245e-08,2.0639525644128298e-08
2014,3.161549955166265e-08,2.295371892557796e-08
2015,3.524354852402212e-08,2.127912424043643e-08
2016,3.231290435223855e-08,2.050626690675017e-08
2017,2.264050280587071e-08,2.1634257052483008e-08
2018,3.2268335559137995e-08,2.917057351226049e-08
2019,3.035675533169524e-08,2.1173198305746155e-08
