year,voudrait_VERB ouvrir_VERB,voudrait_VERB couvrir_VERB
2003,1.1667384391955693e-08,5.416999737661854e-09
2004,1.3214373595360485e-08,4.845270407116686e-09
2005,8.557123898356167e-09,3.1526248278623825e-09
2006,1.2353670086895363e-08,3.706100981659688e-09
2007,1.0385647009059085e-08,6.7906151812735516e-09
2008,8.940623352771127e-09,7.2376473703172906e-09
2009,9.059565542202108e-09,2.384096253749135e-09
2010,1.5588517143783065e-08,3.7790344187271785e-09
2011,7.265546830836911e-09,3.82397197240536e-10
2012,1.2936160587173617e-08,8.510632198976964e-09
2013,1.4224537991935904e-08,3.6258624991347688e-09
2014,1.515811653973742e-08,2.5985342766432495e-09
2015,1.2856137487915476e-08,2.881548111233201e-09
2016,1.304944241553585e-08,2.278474076078396e-09
2017,1.33327402451755e-08,3.018733707449428e-09
2018,1.2649186587054828e-08,2.0651733656507076e-09
2019,1.0459049626376782e-08,3.3162841361900064e-09
