year,pourraient_VERB ouvrir_VERB,pourraient_VERB couvrir_VERB
1891,7.649063604731055e-09,7.0116419337296065e-09
1892,6.268512375839919e-09,3.761107425503951e-09
1893,8.621783287310336e-09,9.853466487186324e-09
1894,3.150769645188234e-09,1.3863386882917439e-08
1895,8.426059849853118e-09,2.2268872967856623e-08
1896,1.0024948871034667e-08,8.255840455717589e-09
1897,1.7480140002135158e-08,5.826713334045053e-09
1898,1.3580051749784161e-08,1.1316709347397591e-08
1899,1.713549302451156e-08,1.879376654301268e-08
1900,1.5054054003371675e-08,1.4015843596837385e-08
1901,7.824234593556412e-09,1.4530721514915967e-08
1902,5.4013122863239005e-09,9.329538919189417e-09
1903,1.83607493653426e-08,1.0800440541913758e-08
1904,6.987012746151322e-09,6.987012746151322e-09
1905,1.8062657147766004e-08,5.160758931310738e-09
1906,2.1091157265118454e-08,7.716276506641861e-09
1907,1.0285686968813934e-08,2.5714217422034835e-09
1908,1.080505640516094e-08,9.822778146428846e-09
1909,2.2003934674330594e-08,9.351672325408344e-09
1910,9.085056262847502e-09,1.068830179917768e-08
1911,2.181353409014264e-08,3.1922244847493175e-09
1912,6.772247651554153e-09,6.772247651554153e-09
1913,1.0605979205990934e-08,6.363587878865928e-09
1914,8.705766774141921e-09,8.036092680185902e-09
1915,7.068456930880984e-09,2.0027295377644805e-08
1916,3.29623865980011e-08,7.69122365795738e-09
1917,1.2063066989753679e-08,4.386569774084137e-09
1918,1.722956355365568e-08,1.8378202071289707e-08
1919,1.2890987832747669e-08,5.524709134618888e-09
1920,1.514446346106979e-08,1.3630017114962811e-08
1921,8.330022005509363e-09,8.330022005509363e-09
1922,7.377935595798135e-09,2.951174193910333e-09
1923,6.369568872344189e-09,1.1677542488541803e-08
1924,6.445812328337297e-09,7.734974438733389e-09
1925,9.898360353588487e-09,5.499089184013428e-09
1926,6.687683296036084e-09,4.458455382660986e-09
1927,1.3379070296082318e-08,8.919379901328739e-09
1928,1.1426041446327417e-08,7.998228745975666e-09
1929,5.570202965543558e-09,2.1166771446701205e-08
1930,5.2518016602221e-09,1.8906487042613662e-08
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,5.4797681947604815e-09,6.575722188983946e-09
1933,6.882397318719313e-09,1.0323596200123575e-08
1934,1.0783422155213884e-08,1.7972370258689807e-08
1935,1.555876849579363e-08,1.4361940969820353e-08
1936,1.091224355320719e-08,8.487299751891442e-09
1937,7.554670666820584e-09,7.554670666820584e-09
1938,1.1668692678767911e-08,9.075650453382877e-09
1939,6.117620188206274e-09,1.988226472349197e-08
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,9.102635090130207e-09
1943,8.709705845433291e-09,8.709705845433291e-09
1944,3.213186161588055e-08,0.0
1945,8.714016175304096e-09,8.714016175304096e-09
1946,1.5313215584455975e-08,1.1136883415474585e-08
1947,1.1920871401116528e-08,8.344609447874518e-09
1948,2.6092530802657166e-08,9.784699273041042e-09
1949,1.3743811422273211e-08,1.570721330779179e-08
1950,8.508289184305795e-09,8.508289184305795e-09
1951,5.330700769690111e-09,1.7058242818279723e-08
1952,1.5817205323287453e-08,1.0544804140977249e-08
1953,1.4005975934594517e-08,1.1851209791302608e-08
1954,1.2704297169818801e-08,1.172704333640695e-08
1955,2.0648336374051723e-08,1.783265446420046e-08
1956,1.657016923672927e-08,1.2209598665435806e-08
1957,1.3252556385623393e-08,1.8553580005686854e-08
1958,1.4890038535497752e-08,1.9026160202884057e-08
1959,1.8601795659378695e-08,1.3951345856355601e-08
1960,1.7302083321624195e-08,1.591791587429725e-08
1961,2.153929301584867e-08,1.181187059273725e-08
1962,2.6002021868976044e-08,6.976152100435229e-09
1963,2.4571003010009917e-08,1.2932106940866106e-08
1964,2.068549243006146e-08,7.909158661334459e-09
1965,1.9699356812452606e-08,1.1491291473930687e-08
1966,3.101881773659443e-08,8.862519607077957e-09
1967,2.218651040664099e-08,1.3311906243984595e-08
1968,2.2906220920049236e-08,1.392338955241712e-08
1969,1.862120768691966e-08,2.043791091921321e-08
1970,2.2993624781975086e-08,2.115413444414571e-08
1971,1.9525909777939887e-08,1.5929032315398217e-08
1972,2.1033601527165047e-08,1.487742551375959e-08
1973,3.418186267367673e-08,7.718485406371656e-09
1974,3.54411007208455e-08,2.700274492895005e-08
1975,2.5701661243715535e-08,1.6563292959403952e-08
1976,2.3425460682346966e-08,2.285410793945175e-08
1977,2.7620874476497193e-08,1.7630345183761165e-08
1978,1.7821774278559133e-08,1.6633656230169436e-08
1979,1.462993370893173e-08,1.287434159280565e-08
1980,2.4446148216838992e-08,1.193881615790815e-08
1981,2.213942273954217e-08,2.0241758491579276e-08
1982,2.5450759721934446e-08,9.932003663948308e-09
1983,2.652432762317858e-08,1.4525227243211702e-08
1984,2.667543874679268e-08,1.5077421977593986e-08
1985,2.707001200974446e-08,9.02333674446254e-09
1986,3.596691300344901e-08,1.1988970705090196e-08
1987,2.5665430669619127e-08,1.099947066762752e-08
1988,3.957725525083333e-08,1.4991384134077634e-08
1989,2.7440611560791695e-08,1.0976243913773942e-08
1990,4.140974851907231e-08,1.471135746555774e-08
1991,2.2273567878983158e-08,1.875668864670388e-08
1992,3.4712648755430564e-08,1.2121876835635703e-08
1993,3.37891670199042e-08,8.308811416668505e-09
1994,2.5847139539791897e-08,3.6924485691258724e-09
1995,1.7351842629409475e-08,1.4640617607142303e-08
1996,3.042712393153124e-08,7.473328622609188e-09
1997,3.4523239378358994e-08,8.151320507465698e-09
1998,3.3853716274734325e-08,8.582632382569955e-09
1999,3.153438754566196e-08,1.0968483010742602e-08
2000,2.6066386382694873e-08,1.1045078629479121e-08
2001,4.205963222148057e-08,1.7524847351069184e-08
2002,2.234422957769766e-08,1.445803121669087e-08
2003,2.6251614215766494e-08,1.7084383685528337e-08
2004,3.3916894182084434e-08,1.6738207264666016e-08
2005,3.1976622238971686e-08,1.0808999029165989e-08
2006,2.182481573242967e-08,9.059357708451898e-09
2007,3.674920989737984e-08,5.592271090648637e-09
2008,3.2356542334355254e-08,1.0643598891135753e-08
2009,2.145686650578682e-08,1.43045770784056e-08
2010,1.842279218067233e-08,2.267420740054149e-08
2011,2.8679789210173112e-08,1.0707121411712706e-08
2012,2.6893596682953103e-08,1.3957436095779485e-08
2013,2.147626254611623e-08,9.761937924679387e-09
2014,2.3819897165822113e-08,1.147685946278898e-08
2015,2.5047301122071985e-08,7.093041265449074e-09
2016,2.4027544398563805e-08,8.699628573083373e-09
2017,2.4149869659595424e-08,8.301517695485927e-09
2018,2.2716907466246994e-08,8.002547069452248e-09
2019,2.040790292312522e-08,7.652963596171958e-09
