year,pouvaient_VERB oser_VERB,pouvaient_VERB causer_VERB
1868,5.9278488784286765e-09,5.878450082263953e-08
1869,2.441759683335931e-09,2.3440891894210836e-08
1870,7.454262984651905e-09,5.3326655091723296e-08
1871,2.442870794538976e-08,4.248470730772169e-08
1872,8.4662747923403e-09,3.809823923006661e-08
1873,5.9860045809045914e-09,3.8909028887701425e-08
1874,3.5847653734322193e-09,6.870800461911131e-08
1875,4.577221712764867e-09,5.89317288302027e-08
1876,4.232210137899983e-09,9.431783354330037e-08
1877,6.184815992682502e-10,2.535774612510977e-08
1878,4.22736201599605e-09,4.227361927178208e-08
1879,7.331190321480108e-09,5.070739916845923e-08
1880,1.2835692508872398e-09,6.995452395130997e-08
1881,3.4862537301449947e-09,3.137628468152798e-08
1882,3.9932310791357395e-09,7.05470810657971e-08
1883,5.687405213450347e-09,4.3603439081607576e-08
1884,7.2618666635548834e-09,5.215340692643622e-08
1885,6.445635691854079e-10,4.447488777259423e-08
1886,2.5813855497602844e-09,4.38835527916126e-08
1887,3.9173548849191775e-09,2.415702127223085e-08
1888,6.974675947901687e-09,2.9800888867725916e-08
1889,6.891650361495749e-09,5.262714708464955e-08
1890,2.6217545912032847e-09,5.3745967676377404e-08
1891,9.561330394092238e-09,4.461954006274027e-08
1892,6.268512375839919e-10,5.2655504845233736e-08
1893,0.0,6.466337509891673e-08
1894,1.8904617871129403e-09,3.150769600779313e-08
1895,1.8055843487019274e-09,3.791727110069587e-08
1896,2.358811590497112e-09,5.130415203780103e-08
1897,5.826713556089658e-10,4.078699333831537e-08
1898,2.26334195829736e-09,5.092519472782442e-08
1899,0.0,3.592926134388108e-08
1900,1.038210628578895e-09,2.8550791952852705e-08
1901,5.588738916095792e-10,2.6825947685438223e-08
1902,9.820567692386817e-10,2.6515532880466708e-08
1903,4.320176216765503e-09,3.9961630449170116e-08
1904,0.0,4.1384613069794796e-08
1905,3.096455536422127e-09,5.3155819301764495e-08
1906,3.0865106026567446e-09,4.3211148437194424e-08
1907,4.6285588695127444e-09,3.3428481316377656e-08
1908,0.0,3.97822503828138e-08
1909,0.0,5.3359539009534274e-08
1910,2.137660271017694e-09,3.740905540894346e-08
1911,4.788336838146279e-09,4.9479478292369095e-08
1912,1.0418842455450772e-09,4.115442919783163e-08
1913,3.71209285532359e-09,3.340883480973389e-08
1914,1.3393487430235496e-09,3.080502253283157e-08
1915,1.1780761921542648e-09,5.5369582696584985e-08
1916,0.0,6.262853702310167e-08
1917,4.386569774084137e-09,2.52227767560953e-08
1918,0.0,3.9053681177847466e-08
1919,5.524709134618888e-09,3.867296172188617e-08
1920,0.0,5.83061847692079e-08
1921,3.0290989716519334e-09,3.4077363153528495e-08
1922,0.0,4.426761179843197e-08
1923,0.0,4.352538596208433e-08
1924,3.867487219366694e-09,2.0626599095407983e-08
1925,0.0,3.299453510408057e-08
1926,1.1146138456652466e-09,3.009457216762712e-08
1927,2.2298449753321847e-09,4.3481975353643065e-08
1928,0.0,2.170947865920425e-08
1929,3.342121912552898e-09,3.676334259239411e-08
1930,3.1510811737689437e-09,4.411513643276521e-08
1931,0.0,3.307553342324354e-08
1932,2.1919073223131136e-09,4.164623845781534e-08
1933,0.0,3.0970788600370724e-08
1934,0.0,4.7926320689839486e-08
1935,0.0,2.393656828303392e-08
1936,2.424942913137329e-09,3.6374142808881516e-08
1937,3.777335333410292e-09,3.273690651894867e-08
1938,5.186085783037697e-09,2.9819993585533666e-08
1939,4.588215141154706e-09,2.2941076593951948e-08
1940,2.5357829169792012e-09,2.7893612752905028e-08
1941,0.0,1.7709016475464523e-08
1942,6.068423541449874e-09,3.944475324146879e-08
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,3.2131861615880553e-09,4.819779064746399e-08
1945,2.178504043826024e-09,3.267756198965799e-08
1946,1.3921104269343232e-09,3.480275978517966e-08
1947,1.1920870957027319e-09,2.26496545963073e-08
1948,7.610321262063735e-09,1.848220954059343e-08
1949,9.817008317369869e-10,2.0615717133409817e-08
1950,3.190608444114673e-09,1.595304155443955e-08
1951,1.0661401761424827e-09,1.7058242818279723e-08
1952,1.0544803918932644e-09,2.4253049346611988e-08
1953,2.1547654771580937e-09,1.4005975934594517e-08
1954,4.886268278880834e-09,1.3681550115052232e-08
1955,9.385607846468247e-10,1.783265446420046e-08
1956,0.0,2.52913103793162e-08
1957,2.6505113659425206e-09,2.738861759610245e-08
1958,1.6544486891589827e-09,2.6471179026543723e-08
1959,1.5501495642666896e-09,2.2477168570844697e-08
1960,0.0,2.145458388724819e-08
1961,3.47407969059077e-09,2.779263752472616e-08
1962,3.170978146727066e-09,1.1415521861124489e-08
1963,1.939815863494232e-09,1.8751554975438012e-08
1964,0.0,2.1293889318485526e-08
1965,0.0,1.91521518644322e-08
1966,3.3234448526542337e-09,2.1048483844765542e-08
1967,9.860671168482327e-10,3.1554147739143446e-08
1968,1.7965663401398047e-09,3.0092486724697665e-08
1969,1.3625273131978588e-09,2.7704722072030563e-08
1970,4.5987250119061684e-10,2.345349692234322e-08
1971,1.0276794970565106e-09,3.0316545718278576e-08
1972,2.565073486948677e-09,2.0520587895589415e-08
1973,1.6539611902288698e-09,2.0398854161385316e-08
1974,2.2502286700643026e-09,1.6876715136504572e-08
1975,2.2845920710778955e-09,1.028066431985053e-08
1976,1.7140580066410394e-09,1.8854638739185248e-08
1977,1.7630346071939584e-09,1.9981058585472056e-08
1978,2.970295565063452e-09,2.0198010375338527e-08
1979,1.1703946700691858e-09,1.580032815695631e-08
1980,5.685150683554241e-10,2.4446148216838992e-08
1981,6.325549528618524e-10,1.644642821929665e-08
1982,2.483000915987077e-09,1.9864007327896616e-08
1983,4.4207211225000265e-09,1.9577479193344516e-08
1984,3.479405208395292e-09,2.0876431250371752e-08
1985,3.0077789148208467e-09,2.466378745680231e-08
1986,2.997242676272549e-09,1.7983456501724504e-08
1987,1.8332451112712533e-09,1.588812459374367e-08
1988,1.798966087207532e-09,1.4391728697660255e-08
1989,1.6464366536794728e-09,1.3720305780395847e-08
1990,0.0,1.8525414091641323e-08
1991,1.7584396161396398e-09,2.2859714121636898e-08
1992,3.856960972825618e-09,1.322386644631024e-08
1993,1.661762283333701e-09,1.883330469354405e-08
1994,2.637463358823311e-09,2.162719958676007e-08
1995,1.0844901643380922e-09,1.7351842629409475e-08
1996,1.067618438099771e-09,1.92171327739743e-08
1997,4.315404922294874e-09,2.013855748828064e-08
1998,1.9072516899143466e-09,1.6688451509594415e-08
1999,4.113180906983871e-09,1.7366764026860437e-08
2000,3.5344251969604557e-09,2.076474814316498e-08
2001,8.762423564512289e-10,2.2344179839706158e-08
2002,4.38122149670761e-10,1.7963008858146168e-08
2003,2.083461403401543e-09,2.6251614215766494e-08
2004,8.809582507929292e-10,1.805964444656638e-08
2005,9.007499190971657e-10,2.1167622321627277e-08
2006,1.2353669198716943e-09,2.4295550460351478e-08
2007,4.393927444112933e-09,2.2768533725070483e-08
2008,2.9802078582719105e-09,2.7673358715674112e-08
2009,1.907277002999308e-09,3.2423709939166656e-08
2010,5.196172381261022e-09,3.637320489247031e-08
2011,1.529588788962144e-09,3.556294103645996e-08
2012,1.7021263287730903e-09,3.948933269271038e-08
2013,4.741512515948898e-09,4.183687707381978e-08
2014,2.5985342766432495e-09,4.0710368409691e-08
2015,1.994917786518613e-09,4.477482207221328e-08
2016,2.6927420293532123e-09,5.074783260283766e-08
2017,2.264050280587071e-09,4.578412671207843e-08
2018,2.581466596041082e-09,4.724084234908332e-08
2019,3.3162841361900064e-09,4.846876677788714e-08
