year,aurait_VERB omis_VERB,aurait_VERB commis_VERB
1896,1.3327284875686018e-07,2.9308233706615283e-07
1897,1.1012488698725065e-07,2.8434362775442423e-07
1898,1.2844465402395144e-07,3.3836963098110573e-07
1899,1.6029977700782183e-07,3.2004678018893173e-07
1900,8.046132649042192e-08,2.7253028633822396e-07
1901,7.153585812602614e-08,3.073806453812722e-07
1902,9.034922499040476e-08,2.83323373651001e-07
1903,8.69435439199151e-08,2.997122123815643e-07
1904,8.06193796165644e-08,2.665814236024744e-07
1905,1.0631163860352899e-07,2.4255567154796154e-07
1906,8.230695414113143e-08,2.6595432700560195e-07
1907,1.3319964864422218e-07,2.7822781589748047e-07
1908,1.0264803051995841e-07,2.146277040537825e-07
1909,8.086446001698278e-08,2.535953456117568e-07
1910,8.764406800310098e-08,2.4850299951140187e-07
1911,7.022893555586052e-08,2.7346723641130666e-07
1912,7.762037768088703e-08,2.2608888627928536e-07
1913,8.484783364792747e-08,2.8742203994625015e-07
1914,6.830678245250965e-08,2.1831384344750404e-07
1915,4.7123048574349014e-08,2.2265639643137547e-07
1916,5.8233549538044826e-08,2.2634171159552352e-07
1917,5.15421945124217e-08,1.6888293430383783e-07
1918,5.054005569604669e-08,2.1364660085509968e-07
1919,6.169258170984904e-08,2.0257266442058608e-07
1920,7.117898093156327e-08,2.0066414663233445e-07
1921,6.512562578109282e-08,2.2188149273461022e-07
1922,6.418803621954794e-08,2.1986247134009318e-07
1923,1.0191310195750702e-07,2.197501203227148e-07
1924,8.121723737986031e-08,1.6372362665606488e-07
1925,7.808706214973427e-08,1.847693908985093e-07
1926,8.471064916193427e-08,2.3852734898355266e-07
1927,8.473411128306907e-08,2.5977695372603193e-07
1928,8.912311955100449e-08,2.388042616985331e-07
1929,7.352668518478822e-08,1.9161498698849755e-07
1930,5.671945757512731e-08,1.4915117674263456e-07
1931,8.439963750106472e-08,1.8932891521217243e-07
1932,5.8085543486186e-08,1.9836761566693895e-07
1933,7.341223806633934e-08,1.5600100766732794e-07
1934,6.949316855298093e-08,1.9649792193376925e-07
1935,5.744776387928141e-08,1.8191792605648516e-07
1936,6.183604739362636e-08,2.0369520825624932e-07
1937,5.0364473480613015e-08,1.7501653815088503e-07
1938,5.963998717106733e-08,1.9966429931628227e-07
1939,9.788192301130039e-08,2.003520620519339e-07
1940,5.325144059042941e-08,2.3075624255852745e-07
1941,7.37875680556499e-08,1.5938114472646703e-07
1942,6.371844563091145e-08,1.8205270180260413e-07
1943,3.774205836748479e-08,1.3064558856967778e-07
1944,5.462416652335378e-08,1.6387249957006134e-07
1945,5.010559434026618e-08,1.1763921747842687e-07
1946,4.872386583087973e-08,1.0440827935553898e-07
1947,8.344609625510202e-08,1.4424253436118306e-07
1948,3.913879709216417e-08,1.44596114637352e-07
1949,3.7304630495782476e-08,1.2173090624401084e-07
1950,3.296961992305114e-08,1.659116435348551e-07
1951,4.691016641800161e-08,1.4073050635943218e-07
1952,4.112473561690422e-08,1.5606309489157866e-07
1953,5.386913670690774e-08,1.4113713575625297e-07
1954,5.570345606997762e-08,1.641786013806268e-07
1955,5.7252208307545516e-08,1.3327563408438436e-07
1956,4.883839466174322e-08,1.247123293524055e-07
1957,5.566073824070372e-08,1.3517608010715776e-07
1958,4.384289198355873e-08,1.6792654378150473e-07
1959,4.8829711829512235e-08,1.4338883147502202e-07
1960,5.1906251741229426e-08,1.4741374343429925e-07
1961,4.933193054057483e-08,1.0769647218467071e-07
1962,5.961439342172525e-08,1.350836669189448e-07
1963,2.3277792138287623e-08,1.1574235259104171e-07
1964,4.623815996751546e-08,1.3871448345526005e-07
1965,5.855086371298057e-08,1.2859301534717815e-07
1966,5.649856404943421e-08,1.473393922424293e-07
1967,5.472672626183339e-08,1.410076038155239e-07
1968,4.6710724177501106e-08,9.387058952370353e-08
1969,4.7688455850902756e-08,1.4760712474526372e-07
1970,7.219998110485903e-08,1.8578849392270058e-07
1971,5.0356295133724416e-08,1.1047554693277561e-07
1972,6.002272101568451e-08,1.210714657418066e-07
1973,4.520827090459534e-08,9.59297423719363e-08
1974,3.3753430273009144e-08,9.000914502621526e-08
1975,3.826691852282238e-08,1.0851812248802162e-07
1976,4.399415587386102e-08,8.627425529539323e-08
1977,3.761140376923322e-08,1.0401903693946224e-07
1978,4.633661276898238e-08,1.0930688176813419e-07
1979,4.6815785026410595e-08,1.053355234148512e-07
1980,5.002932468300969e-08,1.1370301677970929e-07
1981,4.8706731092806876e-08,1.1196222970966119e-07
1982,6.579952582796977e-08,1.2787454295448697e-07
1983,5.810090897284681e-08,1.1999100024695508e-07
1984,3.827345551599137e-08,1.1192086191158523e-07
1985,3.9702683807263384e-08,9.203803585933201e-08
1986,4.435919365164409e-08,1.1988970527454512e-07
1987,4.827545296848257e-08,1.1366119423428245e-07
1988,5.336933028843305e-08,1.1573348501769942e-07
1989,3.567279449612215e-08,1.1854343995310046e-07
1990,5.612110598463005e-08,1.013449093534291e-07
1991,5.2167038688821776e-08,1.1898774232577125e-07
1992,4.628353167390742e-08,1.5207446324438934e-07
1993,5.262247171344825e-08,1.2186256981294719e-07
1994,5.116678636341021e-08,1.3503812112958258e-07
1995,4.880205750623645e-08,1.2796984094620711e-07
1996,5.2847113352072483e-08,1.19573257961747e-07
1997,5.5141285315585264e-08,1.217903218275751e-07
1998,4.243635132183954e-08,1.4733520004028833e-07
1999,4.935817088380645e-08,1.5264471642240096e-07
2000,5.036556061099873e-08,1.4800404812831403e-07
2001,4.731708713734406e-08,1.5115180929115013e-07
2002,4.7317193718754424e-08,1.9277374008197512e-07
2003,5.5003383181428944e-08,1.3875853710487718e-07
2004,4.6250306695583276e-08,1.5504865302773396e-07
2005,3.693074646093919e-08,1.19349365945709e-07
2006,3.417848759568187e-08,1.2271311788936146e-07
2007,4.1143138673760404e-08,1.2143217986704258e-07
2008,3.618823640749724e-08,1.1622810092148939e-07
2009,3.003961168701608e-08,1.0585387144601555e-07
2010,2.5980861906305108e-08,1.2470813715026452e-07
2011,2.829739287335542e-08,1.070712158934839e-07
2012,1.872338906139248e-08,1.1846799452541745e-07
2013,3.0122549787847674e-08,1.3080996552616853e-07
2014,2.923350983508044e-08,1.3663958498000284e-07
2015,2.7263876489769245e-08,1.4851055141207326e-07
2016,2.982729796485728e-08,1.410582513017289e-07
2017,3.370919188228072e-08,1.3634613083013392e-07
2018,2.813798793965816e-08,1.3810847576678498e-07
2019,3.1122048937959335e-08,1.4642670009834546e-07
