year,ont_VERB ouvert_VERB,ont_VERB couvert_VERB
1841,7.229537573039124e-07,3.1268072575585393e-07
1842,7.701088406975032e-07,3.6358795796331833e-07
1843,8.133816322697385e-07,3.2133596050698543e-07
1844,6.866189892207331e-07,2.9144260338398453e-07
1845,7.667233035135723e-07,3.180730061558279e-07
1846,7.915285777926329e-07,2.9506685450542136e-07
1847,7.302425046873395e-07,4.0610973428556463e-07
1848,8.608387247477367e-07,3.982384839673614e-07
1849,8.20344723706512e-07,3.44393953355393e-07
1850,8.146795380525873e-07,3.713580838393682e-07
1851,7.894113309703243e-07,3.418202538796322e-07
1852,7.649890676475479e-07,3.007872066973505e-07
1853,7.405195674436982e-07,3.4876080690082745e-07
1854,8.64558558077988e-07,2.904376401602349e-07
1855,9.048328024618968e-07,3.290301151537278e-07
1856,9.68652102528722e-07,2.6869611247093417e-07
1857,8.464537017971452e-07,3.246203448270535e-07
1858,8.529677302249183e-07,2.813863773099001e-07
1859,9.96029143607302e-07,2.8923545869474765e-07
1860,8.119924359561992e-07,3.519854487876728e-07
1861,9.351755920761207e-07,2.890885753004113e-07
1862,8.46670616283518e-07,3.989381980318285e-07
1863,9.040263648785185e-07,3.5262021924609144e-07
1864,9.109983238886343e-07,3.284388583324471e-07
1865,9.31484521515813e-07,2.6405396624795685e-07
1866,8.154767101586913e-07,2.700415109302412e-07
1867,8.934026141105278e-07,3.0766824465899845e-07
1868,8.921412586460065e-07,2.944164805285254e-07
1869,8.262914548140543e-07,2.827557636919664e-07
1870,8.721488029550528e-07,3.503503762658511e-07
1871,1.1736400438167038e-06,5.884132292521826e-07
1872,9.064961545846018e-07,3.6586402529792394e-07
1873,8.841328735798015e-07,2.8493380455074657e-07
1874,9.410009624843951e-07,3.1904411912364594e-07
1875,8.301935849885922e-07,2.654788602285407e-07
1876,8.488604521517118e-07,2.998823447342147e-07
1877,9.227745181306091e-07,3.061483937472076e-07
1878,8.714404771126283e-07,2.8625279924199276e-07
1879,1.0495821243239334e-06,2.956913363050262e-07
1880,9.93482558442338e-07,3.022805685759522e-07
1881,9.935823754858575e-07,2.775057907911105e-07
1882,9.317539024777943e-07,2.4292154421345913e-07
1883,9.403176477462694e-07,2.3444746943823702e-07
1884,9.44042653827637e-07,2.957560241156898e-07
1885,9.623333880881546e-07,2.6620475068739324e-07
1886,9.98350856207253e-07,2.7298150939714105e-07
1887,9.499585189587378e-07,2.1937187000276026e-07
1888,8.76272963523661e-07,2.897660920098133e-07
1889,9.792408945941133e-07,2.3243657665261708e-07
1890,9.680828725322499e-07,2.3792422609858477e-07
1891,9.293613061345241e-07,2.186357477285128e-07
1892,9.678583410277497e-07,2.3444236774139426e-07
1893,9.360792887491698e-07,2.4325746039721707e-07
1894,8.8914720208777e-07,2.5395203806510835e-07
1895,8.708935297363496e-07,2.7204137609260215e-07
1896,8.185076012523496e-07,2.411884736375214e-07
1897,8.338026873389026e-07,2.25493820948941e-07
1898,8.340414865415369e-07,2.2633419405337918e-07
1899,8.634077630631509e-07,2.2994726123215514e-07
1900,9.774753380042966e-07,2.2529169996232667e-07
1901,8.947570790951431e-07,1.9672360451750137e-07
1902,8.308199994644383e-07,1.7677021446615981e-07
1903,8.89416298832657e-07,2.370696705611408e-07
1904,8.518780987287755e-07,2.6711887812780333e-07
1905,8.46880539029371e-07,2.121071958072207e-07
1906,8.667951192364853e-07,2.0010877221920964e-07
1907,8.413691716668836e-07,2.036565973639881e-07
1908,7.234476129269751e-07,2.460605799115001e-07
1909,7.899412253209448e-07,1.7438118504742306e-07
1910,8.283433317046729e-07,1.8864851369926328e-07
1911,7.943318678371725e-07,2.1281496742631134e-07
1912,7.928738909868116e-07,1.9639517745417834e-07
1913,9.174171964332345e-07,1.9249853266956052e-07
1914,9.971450936063775e-07,2.2233189156395383e-07
1915,1.5409236766572576e-06,3.8169667959664366e-07
1916,1.504183501310763e-06,2.9006901058892254e-07
1917,1.2249496421645745e-06,3.0267332817857096e-07
1918,1.1807994724222226e-06,2.8601075996448344e-07
1919,1.1924163345611305e-06,2.1362208713071595e-07
1920,1.0222512401014683e-06,2.0975082293261949e-07
1921,7.905948109510064e-07,1.5145495524393482e-07
1922,8.757609180065629e-07,1.7264369489566889e-07
1923,8.683845749146712e-07,1.592392209204263e-07
1924,8.585822115492192e-07,1.946635279637121e-07
1925,8.490593472743058e-07,2.1776392600258987e-07
1926,7.49020500734332e-07,1.5270209985374095e-07
1927,7.659517677893746e-07,1.5385930396405456e-07
1928,7.63259549785289e-07,1.8967227788380114e-07
1929,7.074157792885671e-07,1.849307409429457e-07
1930,8.297846534333075e-07,1.6700730043339718e-07
1931,8.337315762219077e-07,1.585344620025353e-07
1932,7.792230576342263e-07,1.8521616595990054e-07
1933,7.237987915686972e-07,1.7435407073662645e-07
1934,7.476505743397865e-07,1.9529976214016642e-07
1935,7.276717042259406e-07,1.8909888410689746e-07
1936,7.505198595936236e-07,2.0127026800764725e-07
1937,6.912524099789152e-07,1.8760765385650302e-07
1938,7.208658985291549e-07,2.3726342135432787e-07
1939,7.677613211853895e-07,1.2847002039961808e-07
1940,7.379128419415792e-07,2.1807733219247893e-07
1941,7.850997008063132e-07,1.9775067983118788e-07
1942,8.647503477732243e-07,2.032921884165262e-07
1943,8.680673317940091e-07,2.4967823719634907e-07
1944,9.253976145373599e-07,1.9921753846574575e-07
1945,9.149716788670048e-07,2.614204959172639e-07
1946,8.784217016000184e-07,1.545242582778883e-07
1947,8.118113328237087e-07,1.7881306746403425e-07
1948,8.817100933811162e-07,1.6960144932909316e-07
1949,9.640301641411497e-07,2.552422131429921e-07
1950,8.92306843525148e-07,1.9143651286412933e-07
1951,8.262586561613716e-07,2.1536031624691532e-07
1952,7.729341291451419e-07,1.9086094482645422e-07
1953,8.317394986079307e-07,1.7238123461993382e-07
1954,8.375063202947786e-07,2.022915026600458e-07
1955,9.272980605601333e-07,1.61432453182897e-07
1956,9.209525728692824e-07,2.1017950757595827e-07
1957,8.243090405812836e-07,1.7493374571131426e-07
1958,8.644494187137752e-07,1.8033490789548523e-07
1959,9.060624392986938e-07,1.5036451372907322e-07
1960,8.997083114081761e-07,1.660999942032504e-07
1961,9.136829248745926e-07,1.5285949928056652e-07
1962,9.937846243701642e-07,1.6742764330501814e-07
1963,9.375777381137596e-07,1.739368258313334e-07
1964,9.168540486825805e-07,1.642671492163572e-07
1965,8.881126518645033e-07,1.603308703579387e-07
1966,8.829285320643976e-07,1.7448085998239549e-07
1967,8.820370567264035e-07,1.9474825307952415e-07
1968,9.78230332293606e-07,2.2277423283867392e-07
1969,9.256102657673182e-07,1.8439536120240518e-07
1970,8.912329008126108e-07,1.6095538057925296e-07
1971,8.735275969229406e-07,1.983421498152893e-07
1972,8.828982913655636e-07,1.9186749966593197e-07
1973,9.207050197801436e-07,1.7256327566883556e-07
1974,8.961535513662966e-07,1.5189043267582747e-07
1975,8.464413667752524e-07,1.770558810676448e-07
1976,8.576004120186553e-07,1.6797768864762475e-07
1977,9.173656394523277e-07,1.992229101688281e-07
1978,9.908906122291228e-07,1.776236757677907e-07
1979,8.801367812338867e-07,1.9428551922828774e-07
1980,9.312277029493998e-07,1.8021927417066763e-07
1981,9.848880608842592e-07,1.6825961779431964e-07
1982,9.42919598401204e-07,1.75051567907758e-07
1983,1.002240651359898e-06,1.629351515930466e-07
1984,9.51037407048716e-07,1.5599333380578173e-07
1985,9.582784059603e-07,1.4978739670823416e-07
1986,1.0322504522264353e-06,1.7443952060602896e-07
1987,1.0058404313895153e-06,1.729361116531436e-07
1988,1.1051648698412464e-06,1.8229523846002849e-07
1989,1.159091425506631e-06,1.6244841560819623e-07
1990,1.219408090946672e-06,1.313124897706075e-07
1991,1.0450992249388946e-06,1.7349937309063534e-07
1992,1.149374384112889e-06,1.6199236085867597e-07
1993,1.080699348676717e-06,1.728232774667049e-07
1994,1.1968808166784584e-06,1.7038013311321265e-07
1995,1.2477058817239595e-06,1.4369494749644218e-07
1996,1.1845226026707678e-06,1.6494705334935134e-07
1997,1.2946214837938896e-06,1.4816224336300365e-07
1998,1.3074210301056155e-06,1.5162650868205674e-07
1999,1.278742274735123e-06,1.6544127845463663e-07
2000,1.346174144600809e-06,1.7627945680942503e-07
2001,1.3388983006734634e-06,1.5465677449810755e-07
2002,1.273182988370536e-06,1.4195157405083592e-07
2003,1.3759179182670778e-06,1.495925374683793e-07
2004,1.299853920500027e-06,1.6165583360816527e-07
2005,1.3975135289001628e-06,1.5402824260490888e-07
2006,1.363021510769613e-06,1.5812696574357687e-07
2007,1.3197760608818498e-06,1.4020622529642424e-07
2008,1.4488067563434015e-06,1.664658952904574e-07
2009,1.3975571846458479e-06,1.3732395132137754e-07
2010,1.3495877055902383e-06,1.369899962355703e-07
2011,1.510468905507878e-06,1.1127758625661954e-07
2012,1.4747222394362325e-06,1.3787223451799946e-07
2013,1.2969431963938405e-06,1.1686434220337105e-07
2014,1.3191892094255309e-06,1.3793885500490433e-07
2015,1.2372923947623349e-06,1.2811806016088667e-07
2016,1.2309974408708513e-06,1.5100069106210867e-07
2017,1.2578057067003101e-06,1.4162891659452725e-07
2018,1.2946055676366086e-06,1.0893789692545397e-07
2019,1.2489635992096737e-06,1.255085919638077e-07
