year,aient_VERB osé_VERB,aient_VERB causé_VERB
1984,3.015484395518797e-08,2.0296528902008504e-08
1985,2.6468455871508922e-08,1.5038894574104233e-08
1986,2.8174081734277934e-08,1.6784559520033326e-08
1987,1.8943532964499354e-08,1.099947066762752e-08
1988,2.2187249371086182e-08,1.9788627625416666e-08
1989,2.359892548042808e-08,1.3720305780395847e-08
1990,1.6345952147389653e-08,1.4166492867673242e-08
1991,2.5204300868608698e-08,1.0550637696837839e-08
1992,2.0386792698445788e-08,1.0468894195980738e-08
1993,2.3818591543545153e-08,9.416652346772025e-09
1994,2.9012095836833396e-08,1.8462243289718572e-08
1995,1.843633334885908e-08,1.572510655023507e-08
1996,1.92171327739743e-08,7.473328622609188e-09
1997,1.1507746755512471e-08,1.054876808126437e-08
1998,1.6688451509594415e-08,8.582632382569955e-09
1999,2.1936966021485205e-08,1.1882523409667556e-08
2000,1.899753598877396e-08,1.1045078629479121e-08
2001,2.1029816110740285e-08,6.571817756650944e-09
2002,1.6648641576466616e-08,5.257465574004527e-09
2003,2.2084691408963408e-08,1.0000615446870142e-08
2004,2.1583476339515073e-08,1.2773894830786503e-08
2005,2.0266872624574717e-08,7.656374201303606e-09
2006,1.6471560115860484e-08,1.070651389767363e-08
2007,1.5179022483380322e-08,7.988958827809256e-09
2008,1.6604014163590364e-08,1.0643598891135753e-08
2009,1.5735034608610476e-08,6.198650481792356e-09
2010,1.8895171649546683e-08,6.140930874920514e-09
2011,1.911985947344874e-08,8.030340836739924e-09
2012,2.2808492872172792e-08,9.19148224198807e-09
2013,2.119734965333464e-08,1.0040849929282558e-08
2014,1.9272462736807938e-08,1.0827226226695075e-08
2015,6.117748085898711e-08,1.0861219479352258e-08
2016,3.0034431830472386e-08,1.2842308549920745e-08
2017,1.7106156491308866e-08,1.1320251402935355e-08
2018,2.220061290358899e-08,1.0325866384164328e-08
2019,6.071351066339048e-08,8.418259866971312e-09
