year,eût_VERB omis_VERB,eût_VERB commis_VERB
1865,2.023943146411966e-08,7.248540612181387e-08
1866,3.113992264047738e-08,7.493044051898323e-08
1867,1.5043715606566366e-08,5.920430012906763e-08
1868,2.1241458370013788e-08,5.08807040944248e-08
1869,8.30198221279943e-09,5.4695412643468444e-08
1870,1.2614907340946502e-08,7.0528798801206e-08
1871,1.0621176826930423e-08,8.815577245968598e-08
1872,1.0280476914203973e-08,8.466275147611668e-08
1873,1.5563610844537834e-08,3.5317427204972773e-08
1874,1.3144139998644278e-08,7.766991672042423e-08
1875,1.2587359599081083e-08,4.748867610260277e-08
1876,3.748529309177684e-08,5.622793608495158e-08
1877,1.9172929910382663e-08,7.731019735501832e-08
1878,1.6305540029293297e-08,4.7708802242141246e-08
1879,3.9099681714560575e-08,7.147910707772098e-08
1880,3.0805662021293756e-08,7.123809098175116e-08
1881,1.6036766581351003e-08,5.647731171620762e-08
1882,3.128031167420886e-08,5.989846840748214e-08
1883,3.222862687835004e-08,3.222862687835004e-08
1884,3.1027976632458376e-08,4.885255577846692e-08
1885,2.0626034213933053e-08,4.576401479994274e-08
1886,7.098810428374236e-09,5.0337018109303244e-08
1887,2.2198344495905076e-08,4.0479331886444925e-08
1888,2.599652049184442e-08,5.7065530967292943e-08
1889,1.0650732740202784e-08,4.322944491264025e-08
1890,9.176140736144589e-09,5.83340380444497e-08
1891,1.211101796627645e-08,5.099376210182527e-08
1892,1.4417578242387208e-08,5.4536059224119526e-08
1893,1.6011883374744684e-08,5.173069794750518e-08
1894,1.8904618315218613e-08,3.3398158905129094e-08
1895,2.046328972937772e-08,5.657497581523785e-08
1896,2.299841384001411e-08,4.65865284127176e-08
1897,1.6897470089816125e-08,3.612562338162206e-08
1898,1.6975064909274806e-08,3.847681284696591e-08
1899,1.6582735185011188e-08,3.537650172802387e-08
1900,1.7130474816440255e-08,4.1009318607621026e-08
1901,1.2854099118442264e-08,3.353243371861936e-08
1902,7.856454153909453e-09,5.646826295446772e-08
1903,1.7280704867062013e-08,4.266173903033632e-08
1904,1.3436562973367927e-08,5.320879026271541e-08
1905,4.1286072338664326e-09,3.9221767167418875e-08
1906,1.1317205839134203e-08,4.4754404626701216e-08
1907,6.685696440911215e-09,5.0399865614281225e-08
1908,1.080505640516094e-08,3.3397444809679655e-08
1909,1.265226234892225e-08,2.6954818821423032e-08
1910,1.7101282168141552e-08,4.221879024157715e-08
1911,1.1704822888702893e-08,4.256299490634774e-08
1912,7.293189607793238e-09,3.229841283314272e-08
1913,1.5378670781274195e-08,3.234823608977422e-08
1914,1.4732836284281348e-08,3.147469485043075e-08
1915,1.295883844676382e-08,4.7123048574349014e-08
1916,1.0987461607214755e-08,2.0876177231343718e-08
1917,2.1932848426331475e-08,5.04455535121906e-08
1918,9.189101035644853e-09,4.3648228142956214e-08
1919,1.012863304339362e-08,4.235610262526279e-08
1920,1.741613253614105e-08,4.619061400035207e-08
1921,1.9689142760626055e-08,2.8019165654313838e-08
1922,1.696925089333945e-08,1.9920426197472807e-08
1923,2.1231896241147297e-09,2.866305948145964e-08
1924,1.289162443462999e-09,3.2229060309418855e-08
1925,2.1996355847875293e-09,3.739380360912037e-08
1926,8.916910765321973e-09,2.6750733184144337e-08
1927,5.574612327308159e-09,2.1183527820767267e-08
1928,3.4278122562625413e-09,3.427812345080383e-08
1929,2.0052731031228177e-08,2.33948540540041e-08
1930,1.1553964007759987e-08,1.3654684494213143e-08
1931,1.710803587684495e-08,2.0529641986399838e-08
1932,7.6716757391182e-09,3.287861005674131e-08
1933,6.882397318719313e-09,3.0970788600370724e-08
1934,3.5944740517379614e-09,1.5576054224197833e-08
1935,5.98414207075848e-09,2.2739740757060645e-08
1936,2.424942913137329e-09,2.3036957230715416e-08
1937,1.1332006444320086e-08,2.392312481447334e-08
1938,3.8895642262559704e-09,1.1668692678767911e-08
1939,3.058810094103137e-09,1.5294050470515685e-08
1940,7.607348528892999e-09,2.2822046474857416e-08
1941,0.0,1.1806010391524069e-08
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,4.357008087652048e-09,1.742803235060819e-08
1946,2.7842208538686464e-09,2.3665876369705074e-08
1947,8.344609447874518e-09,3.337843779149807e-08
1948,2.174377566888097e-09,2.174377655705939e-08
1949,7.853606653895895e-09,1.668891336237266e-08
1950,8.508289184305795e-09,2.3397795700930146e-08
1951,1.0661401761424827e-09,1.9190522948520083e-08
1952,8.435843135146115e-09,1.0544804140977249e-08
1953,1.0773827163745864e-08,1.723812381726475e-08
1954,5.863521668203475e-09,2.5408594339637602e-08
1955,1.1262729415761896e-08,1.5016972554349195e-08
1956,4.360570571293465e-09,1.3953826538681824e-08
1957,2.6505113659425206e-09,1.3252556385623393e-08
1958,5.790570245522986e-09,2.2335056470978998e-08
1959,8.525822714489095e-09,2.0927018340444192e-08
1960,6.920833239831836e-09,1.868625076895114e-08
1961,9.03260666262895e-09,2.084447814354462e-08
1962,2.5367825617905737e-09,1.0781326054143392e-08
1963,2.5864212993553792e-09,1.5518526907953856e-08
1964,8.517555549758526e-09,3.102823953327061e-08
1965,9.849678406226303e-09,2.188817305182056e-08
1966,6.092982118843793e-09,2.2710207048248776e-08
1967,6.902469706915326e-09,2.859594694371026e-08
1968,4.940557296606585e-09,2.2007936806289763e-08
1969,1.090021850558287e-08,2.180043701116574e-08
1970,5.518470125309705e-09,2.0694262303777577e-08
1971,4.1107179882260425e-09,1.3359833239690033e-08
1972,2.0520587451500205e-09,9.234264020108185e-09
1973,5.513203671370093e-09,8.821126051827832e-09
1974,1.1251143350321513e-09,1.2376257352286757e-08
1975,5.711480177694739e-09,1.1994108817248161e-08
1976,5.142174241967723e-09,1.428381679602353e-08
1977,1.7630346071939584e-09,9.402850942308305e-09
1978,7.128709622605811e-09,1.4257419245211622e-08
1979,2.3407893401383717e-09,8.777959692451986e-09
1980,4.548120546843393e-09,8.527726080842513e-09
1981,4.427884725544118e-09,1.3916208629893845e-08
1982,1.2415004579935385e-09,8.069752865935698e-09
1983,1.89459470334441e-09,4.4207211225000265e-09
1984,3.479405208395292e-09,9.278413592994639e-09
1985,2.4062232206745193e-09,7.218669662023558e-09
1986,1.7983456945813714e-09,5.994485352545098e-09
1987,1.2221633705067347e-09,1.4054879038383206e-08
1988,0.0,7.195864348830128e-09
1989,1.6464366536794728e-09,6.585746614717891e-09
1990,3.2691906959314565e-09,1.4166492867673242e-08
1991,4.68917216167597e-09,3.5168792322792797e-09
1992,5.509944167592096e-10,5.509944056569793e-09
1993,0.0,8.308811416668505e-09
1994,5.274926717646622e-09,4.2199412852994556e-09
1995,2.7112254663563817e-09,6.506940763983948e-09
1996,3.736664311304594e-09,5.3380921904988554e-09
1997,2.3974471297094624e-09,3.3564262480467733e-09
1998,9.536258449571733e-10,5.2449422582867555e-09
1999,2.7421207526856506e-09,8.683382013430219e-09
2000,1.7672125984802278e-09,2.2090156370779823e-09
2001,1.3143635069212678e-09,6.571817756650944e-09
2002,2.1906108038649563e-09,3.504977197366088e-09
2003,2.9168460979889232e-09,7.91715315529018e-09
2004,3.9643119897903034e-09,5.726228824443069e-09
2005,2.702249757291497e-09,9.908249332113428e-09
2006,8.235779835885637e-10,6.1768350434476815e-09
2007,4.7933754743212376e-09,6.7906151812735516e-09
2008,1.7029758714315335e-09,7.2376473703172906e-09
2009,9.53638501499654e-10,1.0013204487790972e-08
2010,2.3618964561933353e-09,5.668551850135373e-09
2011,7.64794394481072e-10,6.118355155848576e-09
2012,2.0425516833455504e-09,1.2595735121578855e-08
2013,3.904775169871755e-09,1.7292574483462886e-08
2014,3.4647122948427977e-09,1.6240838007774983e-08
2015,1.7732603163622684e-09,2.1722438958704515e-08
2016,4.556948152156792e-09,3.0034431830472386e-08
2017,1.509366853724714e-09,1.3835862233690932e-08
2018,1.5488800242380307e-09,1.8328414341794996e-08
2019,1.7856913725466939e-09,1.581612352197226e-08
