year,fût_VERB ouvert_ADJ,fût_VERB couvert_ADJ
1876,9.069021977836655e-09,1.4510435519810017e-08
1877,1.8554447978047506e-09,1.1751150275074451e-08
1878,6.039088673581716e-10,8.4547240319921e-09
1879,0.0,7.94212251520321e-09
1880,5.776061406947974e-09,7.701415505323439e-09
1881,3.4862537301449947e-09,1.324776466304911e-08
1882,1.9966155395678697e-09,1.5972924316542958e-08
1883,1.1374810426900694e-08,2.6541224329434954e-08
1884,1.9805090900604227e-09,2.772712726084592e-08
1885,0.0,1.5469526104539e-08
1886,3.872078213618124e-09,8.38950331427668e-09
1887,1.3057849246322917e-09,1.3710741875172516e-08
1888,1.268122939990235e-09,1.6485598663962264e-08
1889,7.51816386923565e-09,1.0650732740202784e-08
1890,2.6217545912032847e-09,4.5880703680722945e-09
1891,2.5496880162734215e-09,8.286486163910922e-09
1892,2.5074049503359674e-09,1.002961980134387e-08
1893,0.0,4.926733243593162e-09
1894,6.301539290376468e-10,5.041231432301174e-09
1895,4.213029924926559e-09,2.166701307260155e-08
1896,2.358811590497112e-09,1.0024948871034667e-08
1897,1.7480140668268973e-09,8.157399200570126e-09
1898,3.960848538042683e-09,7.355861253444118e-09
1899,1.1055156790007459e-09,1.2160672469008205e-08
1900,5.19105292084987e-09,2.595526460424935e-09
1901,1.0059729937950124e-08,1.0618603774048552e-08
1902,3.437198747846537e-09,7.365425602756659e-09
1903,4.320176216765503e-09,4.860198465905796e-09
1904,5.374625189347171e-09,4.837162670412454e-09
1905,4.64468330463319e-09,7.741138396966107e-09
1906,2.0576738091193647e-09,7.716276506641861e-09
1907,4.6285588695127444e-09,4.6285588695127444e-09
1908,1.0313916831705683e-08,4.911389073214423e-10
1909,4.400786846048277e-09,3.300590023513905e-09
1910,0.0,1.336037680488289e-08
1911,5.852411444351446e-09,4.788336838146279e-09
1912,3.125652625612929e-09,6.251305251225858e-09
1913,6.893886794756554e-09,5.302989602995467e-09
1914,1.3393487430235496e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,2.0876177231343718e-08,6.592477230782379e-09
1917,0.0,3.289927441585405e-09
1918,2.2972752589112133e-09,9.189101035644853e-09
1919,9.207848372660976e-10,1.1970202606903513e-08
1920,1.514446346106979e-09,6.057785384427916e-09
1921,7.572747429129834e-10,5.300923255902035e-09
1922,5.164555005876537e-09,6.640141769764796e-09
1923,0.0,2.1231896241147297e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,0.0,7.698724324711748e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,6.8556245125250825e-09
1929,3.342121912552898e-09,8.912325100141061e-09
1930,0.0,7.352522590764465e-09
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,0.0,6.575722188983946e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,0.0,8.38710612072191e-09
1935,0.0,8.377798899061872e-09
1936,0.0,7.274828739411987e-09
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,0.0,1.6823456405745674e-08
1940,0.0,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,0.0,6.535512131478072e-09
1946,8.352662561605939e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,0.0,3.9268033269479474e-09
1950,2.1270722960764488e-09,5.317680518146517e-09
1951,0.0,1.4925962688039363e-08
1952,0.0,3.1634410646574906e-09
1953,0.0,5.386913581872932e-09
1954,9.772536113672459e-10,9.772536557761669e-09
1955,9.385607846468247e-10,8.447047505910632e-09
1956,2.616342476002842e-09,1.0465369904011368e-08
1957,8.835037701437898e-10,3.534015080575159e-09
1958,1.6544486891589827e-09,8.272243334772611e-09
1959,3.100299128533379e-09,7.750747599288843e-09
1960,0.0,4.844583401109048e-09
1961,6.948159270159238e-10,9.72742331128984e-09
1962,2.5367825617905737e-09,3.170978146727066e-09
1963,3.879631726988464e-09,5.1728425987107585e-09
1964,0.0,2.4335873316516654e-09
1965,5.472043373977442e-10,6.5664522708175355e-09
1966,2.215629901769489e-09,3.3234448526542337e-09
1967,0.0,3.451234853457663e-09
1968,1.3474247273492779e-09,6.737123747768692e-09
1969,2.2708788183223305e-09,4.087581828571274e-09
1970,0.0,4.1388523719376735e-09
1971,0.0,4.624557625731995e-09
1972,2.0520587451500205e-09,7.182205497002769e-09
1973,1.102640756478479e-09,1.102640756478479e-09
1974,0.0,2.812785782069227e-09
1975,5.711480177694739e-10,5.140332159925265e-09
1976,3.4281160132820787e-09,5.142174241967723e-09
1977,0.0,7.052138428775834e-09
1978,1.7821774056514528e-09,1.7821774056514528e-09
1979,0.0,4.681578680276743e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,1.2651099057237047e-09,3.795329828193417e-09
1982,0.0,1.2415004579935385e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,5.799008495621649e-10,4.639206796497319e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,5.994485463567401e-10,3.5966913891627428e-09
1987,1.8332451112712533e-09,1.2221633705067347e-09
1988,1.798966087207532e-09,1.798966087207532e-09
1989,1.0976244357863152e-09,3.2928733073589456e-09
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,0.0,1.1722930404189924e-09
1992,5.509944167592096e-10,3.856960972825618e-09
1993,5.539207426075166e-10,2.2156829704300662e-09
1994,5.274926606624319e-10,5.802419433820205e-09
1995,5.422450821690461e-10,2.7112254663563817e-09
1996,0.0,4.270473752399084e-09
1997,9.58978896292706e-10,3.3564262480467733e-09
1998,9.536258449571733e-10,3.337690568372409e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,1.3254094488601709e-09,1.7672125984802278e-09
2001,1.3143635069212678e-09,1.3143635069212678e-09
2002,1.3143663935011318e-09,2.6287327870022636e-09
2003,0.0,2.9168460979889232e-09
2004,4.404791253964646e-10,2.2023955992267474e-09
2005,0.0,4.954124666056714e-09
2006,4.1178899179428186e-10,4.529678854225949e-09
2007,3.994479469415779e-10,1.5977917877663117e-09
2008,8.514879357157668e-10,1.7029758714315335e-09
2009,4.76819250749827e-10,1.430457752249481e-09
2010,0.0,2.3618964561933353e-09
2011,7.64794394481072e-10,4.206369030868018e-09
2012,6.808505426114664e-10,5.1063788752969685e-09
2013,8.367375126105969e-10,7.2517249982695375e-09
2014,1.5158115873603606e-09,4.330890313042346e-09
2015,1.7732603163622684e-09,7.75801378694041e-09
2016,1.4499380585064614e-09,8.078226088059637e-09
2017,1.509366853724714e-09,3.5218559180094644e-09
2018,1.8070267504555204e-09,5.937373259712331e-09
2019,5.1019755087367e-10,8.418259866971312e-09
