year,devrait_VERB ouvrir_VERB,devrait_VERB couvrir_VERB
1862,9.035972858839614e-09,4.066187830886747e-09
1863,1.5982786649715308e-08,1.1987090431375691e-08
1864,2.4932585773740357e-08,1.102787461348953e-08
1865,2.2122168985561075e-08,9.88437331983505e-09
1866,1.1677471434268227e-08,1.3137154475373336e-08
1867,3.0572714138088486e-08,1.5043715606566366e-08
1868,1.333765986544222e-08,5.433861360870651e-09
1869,5.323035878745941e-08,2.5882650689368347e-08
1870,3.841812556970581e-08,1.6628741050794815e-08
1871,2.8677177965619194e-08,5.3105884134652115e-09
1872,1.8746751706544273e-08,4.23313739617015e-09
1873,2.573981916498269e-08,2.5141218884527916e-08
1874,1.3741600746186577e-08,1.0754296120296658e-08
1875,1.0298748520654044e-08,6.865832347102696e-09
1876,1.6324239737741664e-08,1.3905833817773328e-08
1877,2.8450154232473324e-08,2.1646856751544874e-08
1878,2.2344627481629686e-08,1.2078177569208037e-08
1879,2.6270098985037293e-08,1.4051448005147904e-08
1880,1.9895322722618403e-08,2.5671385017744797e-09
1881,1.673401861523871e-08,5.5780060570498335e-09
1882,1.5972924316542958e-08,7.986462158271479e-09
1883,6.319338829996468e-09,1.3902545781263598e-08
1884,1.386356363042296e-08,9.242375753615306e-09
1885,1.0313017106966527e-08,7.7347630522695e-09
1886,9.034849313138693e-09,1.4842966855610484e-08
1887,2.9380160526670807e-08,1.0446279397058333e-08
1888,1.268122939990235e-08,2.0924028731883482e-08
1889,2.6940087494153886e-08,7.51816386923565e-09
1890,3.1461055982617836e-08,1.1142456735058204e-08
1891,1.9760081571007504e-08,5.099376032546843e-09
1892,1.3163876211308434e-08,2.382034658410248e-08
1893,8.621783287310336e-09,1.539604177480669e-08
1894,1.449354058991048e-08,1.827446460822557e-08
1895,2.166701307260155e-08,1.2037228991346183e-08
1896,2.8305738197786923e-08,6.486732040400511e-09
1897,1.2818770045441852e-08,6.409385022720926e-09
1898,1.0750873968845553e-08,1.4145887128336199e-08
1899,2.2110313580014918e-08,1.0502398950507086e-08
1900,3.1665425836990835e-08,4.15284251431558e-09
1901,1.900171220370339e-08,7.824234593556412e-09
1902,3.928227076954727e-09,6.874397495693074e-09
1903,1.7820726228023887e-08,8.100330184390714e-09
1904,2.4723275870996986e-08,4.837162670412454e-09
1905,1.909480928929952e-08,1.2385822145688508e-08
1906,2.1605574218597212e-08,2.36632491379396e-08
1907,1.131425531042396e-08,1.9542804707839423e-08
1908,3.388858615949175e-08,1.5716445034286153e-08
1909,1.5952851484257735e-08,6.0510818578052294e-09
1910,1.60324518105881e-08,1.7101282168141552e-08
1911,1.755723388896513e-08,4.25629931299909e-09
1912,1.9795800554334164e-08,1.2502610502451716e-08
1913,2.2802856491921375e-08,4.772690687104841e-09
1914,2.0090231700464756e-08,1.0045115850232378e-08
1915,3.2986132936230206e-08,4.712304768617059e-09
1916,3.186363883855847e-08,1.538244731591476e-08
1917,2.9609346086090227e-08,9.869782324756216e-09
1918,1.6080926812378493e-08,1.4932290071101306e-08
1919,2.762354434082681e-08,1.5653341733923298e-08
1920,2.1202248845497706e-08,2.5745588771997063e-08
1921,1.741731914250977e-08,1.2873671018098776e-08
1922,1.9920426197472807e-08,1.770704471937279e-08
1923,1.3800733000834953e-08,1.3800733000834953e-08
1924,1.2891624656674594e-08,7.734974438733389e-09
1925,1.2097995494286806e-08,2.3096173862313663e-08
1926,2.1177662290483568e-08,1.114613823460786e-08
1927,2.6758140592164636e-08,1.7838759802657478e-08
1928,9.14083297942625e-09,2.5137291359556002e-08
1929,2.33948540540041e-08,2.2280811862174232e-08
1930,1.7856125467119455e-08,6.302162347537887e-09
1931,1.710803587684495e-08,6.843213995466613e-09
1932,2.082311922890767e-08,1.8631212128639163e-08
1933,2.523545639121494e-08,2.408838994938378e-08
1934,1.1981580172459871e-08,3.714289675826876e-08
1935,2.6330225111337313e-08,1.4361940969820353e-08
1936,1.576212937948185e-08,1.33371855781661e-08
1937,1.888667711114067e-08,2.0145789036973838e-08
1938,1.5558256905023882e-08,2.7226949583791793e-08
1939,1.3764645423464117e-08,9.176430282309411e-09
1940,1.2678914806940611e-08,2.028626333583361e-08
1941,1.7709016475464523e-08,2.066051862925633e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,3.4838823381733164e-08
1944,9.639558484764166e-09,3.855823393905666e-08
1945,3.921307367704685e-08,2.178504132643866e-08
1946,2.5057987684817817e-08,2.3665876369705074e-08
1947,2.3841742802233057e-08,1.4305045148432782e-08
1948,2.8266908813634473e-08,2.174377655705939e-08
1949,2.4542520904446974e-08,3.239612667016445e-08
1950,1.808011518278363e-08,2.7651939404904624e-08
1951,3.5182626589858046e-08,3.0918066329377325e-08
1952,2.6362009464264702e-08,2.6362009464264702e-08
1953,2.693456835345387e-08,2.477980309834038e-08
1954,2.9317607896928166e-08,2.8340354063516315e-08
1955,1.783265446420046e-08,4.129667274810345e-08
1956,2.0058624983221307e-08,2.9651880950609666e-08
1957,2.9155623693100097e-08,3.445664731316356e-08
1958,2.8952852559882558e-08,3.391619785020339e-08
1959,2.7902691712711203e-08,3.332821663093455e-08
1960,3.0451666077624395e-08,2.353083417006019e-08
1961,2.848745239703021e-08,2.292892631317045e-08
1962,2.980719671086263e-08,4.693047728210331e-08
1963,2.7804029301137234e-08,4.9142006020019835e-08
1964,3.589541464066315e-08,4.502136619066732e-08
1965,3.283226135408768e-08,5.690925064527619e-08
1966,2.76953731059848e-08,6.702280330728172e-08
1967,3.500538170442269e-08,3.4019315364730573e-08
1968,3.458390196442451e-08,3.323647845832056e-08
1969,4.859681013158479e-08,5.313856732414024e-08
1970,3.7709543931896405e-08,4.6447123480675145e-08
1971,4.72732573086887e-08,4.3162540208641076e-08
1972,4.9762423515176124e-08,4.360624927812751e-08
1973,6.009392450323503e-08,6.781240813324985e-08
1974,5.513060230555311e-08,7.819544833864711e-08
1975,3.998036035568475e-08,6.168398414274634e-08
1976,8.570290077614118e-08,7.598990947599304e-08
1977,1.2341241983904183e-07,7.052138073504466e-08
1978,1.4019795457898e-07,5.702967698084649e-08
1979,9.889834728937785e-08,5.383815349091492e-08
1980,1.108604408273095e-07,4.8892296433677984e-08
1981,1.0184134424662261e-07,6.831593424294624e-08
1982,8.7525783953879e-08,6.9524027423995e-08
1983,7.957298464589257e-08,6.125856799599205e-08
1984,7.190770645593147e-08,5.799008562235031e-08
1985,5.654624501971739e-08,4.8726018775369084e-08
1986,6.773768745915731e-08,5.454981888419752e-08
1987,7.882953667603942e-08,4.949761489569937e-08
1988,9.774382903060541e-08,6.056519197272792e-08
1989,1.0482313683723987e-07,4.610022585893603e-08
1990,9.262706868184978e-08,5.339677855431546e-08
1991,9.143885648654759e-08,5.3925479193139836e-08
1992,8.540413176660877e-08,4.1324582866764104e-08
1993,9.250476296074339e-08,4.929894714678085e-08
1994,1.1182844161794492e-07,5.6969206241319625e-08
1995,1.0302656505700725e-07,3.633041956163652e-08
1996,9.715327564663312e-08,4.964425670550554e-08
1997,9.541840029214654e-08,5.22643510691978e-08
1998,9.631621367134358e-08,4.815810683567179e-08
1999,1.1288396706277126e-07,7.175216154564623e-08
2000,1.0912538073171163e-07,5.2132772765389745e-08
2001,8.981484000969431e-08,5.5641390162008975e-08
2002,9.55106287392482e-08,5.2136535089175595e-08
2003,9.125561462042242e-08,5.1669843514901004e-08
2004,1.0307211795179683e-07,5.4619412992451544e-08
2005,1.0628848912119793e-07,4.3686370077011816e-08
2006,9.841756565265314e-08,4.406142295465543e-08
2007,9.22724723295687e-08,4.5537067450140967e-08
2008,1.0813896977879267e-07,4.5554603644859526e-08
2009,8.34433677709967e-08,5.292693572300777e-08
2010,8.408351703792505e-08,5.1489344343735866e-08
2011,8.833374920413917e-08,5.2770811720392885e-08
2012,9.225524877365388e-08,4.629783845189195e-08
2013,7.168051041617218e-08,3.8211013020372775e-08
2014,6.517989703525018e-08,3.6162933980676826e-08
2015,7.181704120284849e-08,3.524354852402212e-08
2016,6.586861189816773e-08,3.7491254545329866e-08
2017,6.439965005711201e-08,3.320607078194371e-08
2018,8.441396204261764e-08,3.175204099647999e-08
2019,6.607058367080754e-08,3.163224704394452e-08
