year,soit_VERB assez_ADV,soit_VERB cassée_ADJ
1916,1.1844483651657356e-06,1.8678685265172135e-08
1917,1.0944492032649578e-06,0.0
1918,1.023436084324203e-06,0.0
1919,9.843189445746248e-07,3.6831393490643904e-09
1920,9.949912964657415e-07,2.2716695191604686e-09
1921,1.142727569458657e-06,7.572747762196741e-09
1922,9.938079301718972e-07,8.115729421831475e-09
1923,9.320802405454742e-07,3.1847844361720945e-09
1924,9.59136855271936e-07,0.0
1925,8.402607818425167e-07,7.698724324711748e-09
1926,1.043278530232783e-06,1.1146138456652466e-09
1927,9.409945960214827e-07,6.689535148041159e-09
1928,8.432418212578341e-07,4.570416489713125e-09
1929,1.011548874885193e-06,2.2280812750352652e-09
1930,9.253674875253637e-07,7.352522590764465e-09
1931,1.0207794503003242e-06,3.4216069977333063e-09
1932,9.743027931108372e-07,0.0
1933,9.061823220690712e-07,5.735331320977366e-09
1934,9.225816484104143e-07,4.7926320689839486e-09
1935,8.557323099012137e-07,2.393656828303392e-09
1936,9.942266387952259e-07,0.0
1937,8.524186796421418e-07,8.813782592653752e-09
1938,8.86820657797216e-07,7.779128452511941e-09
1939,8.656432441966899e-07,4.588215141154706e-09
1940,7.658064191673475e-07,5.0715658339584024e-09
1941,8.293722544294724e-07,0.0
1942,7.464161058123864e-07,2.1239483061208375e-08
1943,9.232288107341446e-07,2.9032352077962287e-09
1944,1.0217931958322879e-06,3.2131861615880553e-09
1945,8.583305657339224e-07,0.0
1946,9.062638923751365e-07,1.3921104269343232e-09
1947,8.809523706077016e-07,0.0
1948,8.469200452054793e-07,5.435944139264848e-09
1949,8.51134643653495e-07,9.817008317369869e-10
1950,9.178316986435675e-07,7.444753258312176e-09
1951,1.0416189297757228e-06,3.1984206394497505e-09
1952,8.963083359958546e-07,0.0
1953,9.804182354855584e-07,1.0773827163745864e-08
1954,9.518450383438903e-07,1.9545072227344917e-09
1955,8.906941957320669e-07,1.220129064449793e-08
1956,9.55837094807066e-07,4.360570571293465e-09
1957,8.693676818438689e-07,4.417518795207798e-09
1958,9.446902140552993e-07,8.272243445794913e-10
1959,9.029621423906065e-07,4.650448914844674e-09
1960,9.301600130129373e-07,5.536666680683311e-09
1961,8.851955044519855e-07,3.47407969059077e-09
1962,8.682138172844134e-07,2.5367825617905737e-09
1963,8.910221254154749e-07,8.405868889838075e-09
1964,8.931265256251208e-07,3.041984220075733e-09
1965,8.142400815813744e-07,1.6416130677043839e-09
1966,8.125822432702989e-07,6.092982118843793e-09
1967,8.460455660497246e-07,5.423369309198733e-09
1968,8.538181646144949e-07,4.4914158503495116e-10
1969,8.134288123073929e-07,1.3625273354023193e-08
1970,7.744253025521175e-07,1.8394900047624674e-09
1971,7.836056283849757e-07,3.083038491169532e-09
1972,7.433582709381881e-07,1.5390440033513642e-09
1973,6.913557513144042e-07,2.7566018356850464e-09
1974,7.037590421532514e-07,4.500457340128605e-09
1975,5.917093517382455e-07,7.996072248772634e-09
1976,6.536274668178521e-07,7.427584769459372e-09
1977,6.041331630513014e-07,2.938390863960194e-09
1978,6.831680252616934e-07,4.158414057542359e-09
1979,6.384502739820164e-07,9.948355028654987e-09
1980,6.236610374799056e-07,4.548120546843393e-09
1981,5.743598876506439e-07,5.69299452024552e-09
1982,6.877912710478995e-07,2.483000915987077e-09
1983,5.923766366322525e-07,4.4207211225000265e-09
1984,5.961380793451099e-07,5.219107812592938e-09
1985,4.920726723867119e-07,8.421781494405423e-09
1986,4.90948366405064e-07,7.792831269171074e-09
1987,5.40807263860188e-07,3.6664902225425067e-09
1988,5.073084707873932e-07,4.797243047249822e-09
1989,4.3685452055797214e-07,8.232182935330457e-09
1990,4.5768669565404707e-07,3.814055737905164e-09
1991,4.5836657136533177e-07,5.2753188484189195e-09
1992,4.4299952151050093e-07,1.65298330578878e-09
1993,4.087935110419494e-07,6.647049133334804e-09
1994,4.2041165215778165e-07,3.164955852952289e-09
1995,4.2945811173922266e-07,3.253470381991974e-09
1996,4.1049929677683394e-07,2.6690460952494277e-09
1997,4.0852501115296036e-07,2.3974471297094624e-09
1998,4.019532866550435e-07,3.337690568372409e-09
1999,3.9989259903450147e-07,2.7421207526856506e-09
2000,4.046916899369535e-07,3.97622823555821e-09
2001,4.416261560891144e-07,8.762423564512289e-10
2002,4.446939954050322e-07,2.6287327870022636e-09
2003,3.9752444536134135e-07,4.583615265119079e-09
2004,3.8277636349448585e-07,4.845270407116686e-09
2005,4.1389458260709944e-07,2.251874686720612e-09
2006,4.076711093148333e-07,4.117890028965121e-09
2007,4.4818060018769756e-07,9.18730247434496e-09
2008,3.674170443446201e-07,5.5346713878634546e-09
2009,4.1101819192590483e-07,4.291373478793048e-09
2010,4.912744770990685e-07,9.447585824773341e-09
2011,4.776140940521145e-07,1.0324724186716594e-08
2012,5.222123604653461e-07,1.0212757750593937e-08
2013,5.550359105654934e-07,7.2517249982695375e-09
2014,5.160255795999547e-07,1.2559581819004961e-08
2015,6.412552693291218e-07,7.979671146074452e-09
2016,6.667643788205169e-07,9.32103016992869e-09
2017,5.466423544930876e-07,8.804639684001359e-09
2018,5.808300329590566e-07,1.5746946857575495e-08
2019,6.553487423843762e-07,7.1427654901867754e-09
