year,ont_VERB osé_VERB,ont_VERB causé_VERB
1918,4.697927806773805e-07,1.3955947224530973e-06
1919,4.3737279042943555e-07,1.3001481420360506e-06
1920,3.3014930522767827e-07,1.0124074378836667e-06
1921,3.066962790398975e-07,1.0442818165756762e-06
1922,3.0765991709813534e-07,1.0624227115840768e-06
1923,2.887537959850306e-07,1.0032071031673695e-06
1924,3.429172181768081e-07,1.1073905170633225e-06
1925,3.1894717267277883e-07,9.89836053122417e-07
1926,3.0206035717128543e-07,8.4599190586232e-07
1927,3.14408140411615e-07,9.967407095246017e-07
1928,2.993622842950572e-07,1.0671922154870117e-06
1929,3.420104803808499e-07,1.0538824426475912e-06
1930,2.983023534852691e-07,9.348207186121726e-07
1931,2.680258717191464e-07,1.0561360568317468e-06
1932,2.871398692150251e-07,9.348484582005767e-07
1933,2.844724349415628e-07,9.933593219102477e-07
1934,2.6958554144584923e-07,1.0196324637945509e-06
1935,2.4056251390902617e-07,9.945644023900968e-07
1936,2.8856820222245005e-07,1.0936493026747485e-06
1937,2.1278989947859372e-07,1.1432734936533961e-06
1938,2.670834078344342e-07,1.0955606057905243e-06
1939,2.9976339988024847e-07,1.0201131317444379e-06
1940,2.408993680091953e-07,1.1334949476804468e-06
1941,3.423743066832685e-07,6.965545935599948e-07
1942,3.1252380949808867e-07,8.799214015198231e-07
1943,3.4258175674040103e-07,8.216155720219831e-07
1944,2.5062851705115463e-07,7.454592036992835e-07
1945,2.984550633300387e-07,8.714015962141275e-07
1946,3.5916448837269854e-07,8.533637014807027e-07
1947,2.884850687223661e-07,7.224047635645547e-07
1948,2.946281654203631e-07,6.979752242841641e-07
1949,2.522971271901042e-07,8.148116990014387e-07
1950,2.765193869436189e-07,7.955250111990608e-07
1951,2.5374134793310077e-07,8.99822282462992e-07
1952,2.4463943759656104e-07,7.94023719663528e-07
1953,2.3055990538978222e-07,7.940310524645611e-07
1954,2.1206403744145064e-07,6.801685117352463e-07
1955,2.2525458120981057e-07,6.870264996905462e-07
1956,2.2500545071579836e-07,7.38680682843551e-07
1957,2.4296352307828784e-07,6.679288730992994e-07
1958,2.671934566933487e-07,5.922926220591762e-07
1959,2.4259841779894487e-07,7.060931466185139e-07
1960,2.090091726358878e-07,5.446696036415233e-07
1961,3.0293975328277156e-07,5.850350248692848e-07
1962,3.0441390208579833e-07,6.785893447158742e-07
1963,2.3795075776433805e-07,6.110420258664817e-07
1964,3.486113939743518e-07,6.382082915479259e-07
1965,2.982263538342522e-07,6.205297040651203e-07
1966,2.769537275071343e-07,6.081904189159104e-07
1967,3.9097560033951595e-07,6.320690317807021e-07
1968,4.6037013134991867e-07,5.461561727315711e-07
1969,5.745323505834676e-07,6.444754490075866e-07
1970,3.0259610639404855e-07,6.21747631157632e-07
1971,4.1877939338519354e-07,5.220611569711764e-07
1972,3.3756367656678776e-07,5.566209324570082e-07
1973,3.4236995816172566e-07,5.3257548415786e-07
1974,3.1953246093507914e-07,6.345644578686915e-07
1975,2.901431912505359e-07,5.420194497673947e-07
1976,3.416689082769153e-07,5.1593150374174e-07
1977,2.9736514761680155e-07,4.7366862077069527e-07
1978,3.249503492952499e-07,5.23366111337964e-07
1979,3.5462957725940214e-07,5.647154353027872e-07
1980,3.3712944969011005e-07,4.838063318857166e-07
1981,2.8275206886974047e-07,4.959230750500865e-07
1982,4.0038389670371544e-07,4.82322946027125e-07
1983,2.860838037577196e-07,4.749117579194717e-07
1984,2.951695421415934e-07,4.981348524779605e-07
1985,3.2303546504408587e-07,5.558375733016874e-07
1986,3.452823591487686e-07,4.921472509522573e-07
1987,3.3181734693243925e-07,4.815323677576089e-07
1988,3.7898220739407407e-07,4.857208750763675e-07
1989,4.2642710695872665e-07,5.339942958926258e-07
1990,3.5470716852614714e-07,5.176218564884039e-07
1991,3.393788290395605e-07,4.6833108058308426e-07
1992,3.283926730546227e-07,4.804671220881573e-07
1993,3.6558768101713213e-07,4.974208422936499e-07
1994,3.597500040086743e-07,5.185252689443587e-07
1995,3.947544087168353e-07,5.2868892908009e-07
1996,3.304278948235151e-07,4.521364189713495e-07
1997,3.5146575783073786e-07,5.461384944283054e-07
1998,3.642850856522273e-07,4.6823029720144405e-07
1999,3.386519153991685e-07,4.981519055036188e-07
2000,3.998318618414487e-07,5.12049837197992e-07
2001,3.759079731935344e-07,4.937625703860249e-07
2002,3.8773811184000806e-07,4.793056405105744e-07
2003,3.6252228596822533e-07,5.121148092257499e-07
2004,3.3035934166036895e-07,5.303368766362837e-07
2005,4.0398634837401914e-07,4.769470933752018e-07
2006,3.9614101865481643e-07,4.6985124413367885e-07
2007,3.850678069738933e-07,4.541723228612682e-07
2008,3.916844377727102e-07,4.810906943930604e-07
2009,3.9289906794692797e-07,3.9289906794692797e-07
2010,4.0152241354007856e-07,4.0860808780962543e-07
2011,3.177720770963788e-07,3.88897944958444e-07
2012,3.765103429032024e-07,3.9965925680007786e-07
2013,3.3832085932772316e-07,4.390082892768987e-07
2014,4.3547103700802836e-07,4.125172949898115e-07
2015,3.404659878469829e-07,4.7213055154315953e-07
2016,4.003900357929524e-07,4.869720555689128e-07
2017,3.225013642804697e-07,4.0400718148703163e-07
2018,3.5107947837786924e-07,4.3626786805361917e-07
2019,3.9285211528294894e-07,4.0611723761685425e-07
