year,est_VERB ouverte_ADJ,est_VERB couverte_ADJ
1888,8.071602337622608e-07,2.466499040565395e-07
1889,7.81889070822217e-07,2.2554492318249686e-07
1890,9.372772638016613e-07,2.097403637435491e-07
1891,8.452215638499183e-07,2.874773201710923e-07
1892,8.800991508906009e-07,2.3068125187819533e-07
1893,8.258436423602689e-07,2.3709904439783713e-07
1894,8.210905662053847e-07,2.602535857931798e-07
1895,8.040868806347135e-07,2.3231851287164318e-07
1896,6.752098329343426e-07,2.229077011861591e-07
1897,9.852972198132193e-07,2.8026491349919525e-07
1898,7.57653708660655e-07,2.3821674233204249e-07
1899,8.595384315412957e-07,2.5813790216488997e-07
1900,8.10842493592645e-07,2.0971855008156126e-07
1901,7.734814744253526e-07,2.3640365043320344e-07
1902,1.1612821708695265e-06,2.1654351201050304e-07
1903,7.770917136440403e-07,2.3220947298341343e-07
1904,7.938321573419671e-07,2.235844078768423e-07
1905,6.652218189628911e-07,1.8217478725546243e-07
1906,9.691643754194956e-07,1.7027251431045443e-07
1907,7.657693572582502e-07,1.995423275502617e-07
1908,7.848399832255382e-07,1.7730114620917448e-07
1909,6.865227533126017e-07,2.0463659211600316e-07
1910,7.508531894018233e-07,2.1376602887812624e-07
1911,6.740913818248373e-07,1.505665920831234e-07
1912,6.855598257970996e-07,1.6461771679132653e-07
1913,7.015855203462706e-07,1.8295314418992348e-07
1914,7.252573368532467e-07,2.1161710606065753e-07
1915,6.302707902250404e-07,1.6375258837797446e-07
1916,6.68037671402999e-07,1.3294828704601969e-07
1917,7.588765811306075e-07,1.7326951251561695e-07
1918,6.57020734706748e-07,1.4472834664047696e-07
1919,7.550435725534044e-07,2.1270129479944444e-07
1920,8.170438263732649e-07,1.309996093823429e-07
1921,7.981676048984809e-07,1.6660044366290094e-07
1922,8.08621734904591e-07,1.601011945240316e-07
1923,7.484243269573199e-07,1.3163776202418376e-07
1924,7.464250302291475e-07,1.3922954167355783e-07
1925,9.05150045582559e-07,1.7047176470441627e-07
1926,7.178113037298317e-07,1.5270209985374095e-07
1927,7.536876296398987e-07,9.699825653797234e-08
1928,7.998228852557077e-07,1.3482728888902784e-07
1929,7.163281452449155e-07,1.6042184824982542e-07
1930,7.64662331675936e-07,1.3339575843929197e-07
1931,7.995154760465084e-07,1.2888052935977612e-07
1932,6.915467452017765e-07,1.227468118258912e-07
1933,6.997103696448903e-07,1.1355955820135932e-07
1934,6.709684612360434e-07,1.0064527344866292e-07
1935,7.133097597034066e-07,1.4122575464625697e-07
1936,7.129332288968726e-07,1.6125869706229423e-07
1937,8.524186796421418e-07,1.1457917281632035e-07
1938,5.471320605465735e-07,1.1279736611413682e-07
1939,6.515265340567566e-07,9.482311469355409e-08
1940,4.5897670020167425e-07,1.5468275194052694e-07
1941,4.5157989347899274e-07,1.269146139293298e-07
1942,5.58294971142459e-07,1.7295006671247393e-07
1943,4.2677558553805284e-07,8.129058670647282e-08
1944,7.261800760716142e-07,8.996921252446555e-08
1945,7.929754701763159e-07,9.367567344042982e-08
1946,9.368903306494758e-07,7.79581839083221e-08
1947,1.1670532558127888e-06,1.2874541255314398e-07
1948,8.349609856850293e-07,7.936478141346015e-08
1949,8.305188998747326e-07,8.737137591197097e-08
1950,1.0741715641415794e-06,1.276243324355164e-07
1951,1.111984147428302e-06,1.236722653175093e-07
1952,1.0702975714593777e-06,1.5079069726198213e-07
1953,1.1668055321933934e-06,1.1420257095551278e-07
1954,1.041752398123208e-06,1.270429663691175e-07
1955,8.550288725928112e-07,9.197895423085356e-08
1956,1.2253203749423847e-06,1.0203735456570939e-07
1957,9.948251999958302e-07,8.1282344410738e-08
1958,1.0414754569865181e-06,1.1167528413125183e-07
1959,1.1579617194001912e-06,9.300897119146612e-08
1960,1.1654683476081118e-06,9.273916390384329e-08
1961,9.935868092725286e-07,1.0700165375965298e-07
1962,8.980210282061307e-07,8.244543181490371e-08
1963,9.21412606658123e-07,8.923153416162677e-08
1964,9.430150953448901e-07,1.1742059058406085e-07
1965,9.647212664276594e-07,9.521355792685426e-08
1966,9.366575568492408e-07,9.194864247774603e-08
1967,9.342986118099361e-07,1.1438378777484104e-07
1968,9.988908686864306e-07,1.0420085061468853e-07
1969,1.1449770909166546e-06,9.128932987323424e-08
1970,1.0420710623293417e-06,9.473373552282283e-08
1971,1.207523382618092e-06,8.838043896730596e-08
1972,8.905934691938455e-07,9.490771901710104e-08
1973,8.016198194127355e-07,7.773617483053386e-08
1974,9.36095148063032e-07,8.044567323395313e-08
1975,9.172637192023103e-07,8.224531455880424e-08
1976,1.058716520674352e-06,8.798831174772204e-08
1977,8.203987249544298e-07,8.168726850499297e-08
1978,6.653462492067774e-07,7.247521693898307e-08
1979,8.374173603442614e-07,7.022367753961589e-08
1980,8.897260954654485e-07,7.504399235358505e-08
1981,7.015034384494356e-07,7.27438163039551e-08
1982,7.926980174488563e-07,5.524676893742253e-08
1983,7.597325293318136e-07,6.946847719291327e-08
1984,7.324147759391053e-07,6.900820181954259e-08
1985,8.35561024814524e-07,6.737425195524338e-08
1986,1.1587339940888342e-06,7.193382600689802e-08
1987,5.707502737095638e-07,8.55514343811592e-08
1988,6.590212819901353e-07,6.056519197272792e-08
1989,8.918198659557675e-07,8.232183290601824e-08
1990,7.137732609407976e-07,8.009516960783003e-08
1991,8.850812491800752e-07,6.682070363694947e-08
1992,8.270426405942999e-07,6.446634870371781e-08
1993,6.104206704549142e-07,5.926952084678305e-08
1994,8.46625709982618e-07,7.279398772652712e-08
1995,7.331153710765648e-07,7.971002702333863e-08
1996,5.743787028222869e-07,5.231330391097799e-08
1997,5.945669272477971e-07,7.14439281068735e-08
1998,6.20810396867455e-07,6.198568058835008e-08
1999,5.223739663051674e-07,5.94126134956241e-08
2000,5.151424602445331e-07,5.74344092285628e-08
2001,5.450227718029055e-07,6.834690680079802e-08
2002,5.51157654626877e-07,6.790893536390286e-08
2003,5.241989242676937e-07,7.458792339321008e-08
2004,5.686585495823238e-07,6.254803253114005e-08
2005,5.503582087840186e-07,6.215174153112457e-08
2006,6.535091188197839e-07,7.28866496046976e-08
2007,5.676155296896468e-07,7.749289920866431e-08
2008,6.220119530553347e-07,6.684179965077419e-08
2009,6.59917816392408e-07,6.913879246894794e-08
2010,6.405463182090898e-07,5.81026533552631e-08
2011,7.55234452753939e-07,5.2770811720392885e-08
2012,7.965951454025344e-07,6.842547861651838e-08
2013,7.081588364599156e-07,7.056486595047318e-08
2014,8.629298804407881e-07,6.647916706015167e-08
2015,7.771313335069863e-07,8.15699721101737e-08
2016,7.827594004083949e-07,1.1019528756150976e-07
2017,7.90405067618849e-07,7.295273007912328e-08
2018,7.75472585701209e-07,7.71858523762603e-08
2019,7.522862688347232e-07,7.80602249506046e-08
