year,puissent_VERB oser_VERB,puissent_VERB causer_VERB
1854,2.0782657816909023e-09,1.4028293915391288e-08
1855,0.0,1.963566731433275e-08
1856,0.0,2.433278972757691e-08
1857,0.0,2.0502338549110988e-08
1858,0.0,1.7127865348243176e-08
1859,0.0,2.1387128512628806e-08
1860,4.577183909670879e-10,1.7393299245327398e-08
1861,0.0,1.2733101684148096e-08
1862,0.0,2.2138133104476765e-08
1863,7.491931519609807e-09,7.991393324857654e-09
1864,0.0,1.2466292886870178e-08
1865,3.294791106611683e-09,1.694463946932956e-08
1866,0.0,9.24466486695863e-09
1867,0.0,2.2808213984149006e-08
1868,0.0,2.865126980111654e-08
1869,2.441759683335931e-09,2.7347706321734222e-08
1870,0.0,1.3761717099214366e-08
1871,0.0,3.611200227737754e-08
1872,0.0,3.507456725060365e-08
1873,0.0,3.7711828326791874e-08
1874,0.0,1.4339061660262331e-08
1875,0.0,2.6319025181464895e-08
1876,6.650616057868319e-09,3.567148709748835e-08
1877,2.4739263970730008e-09,3.3398006138440905e-08
1878,6.039088784604019e-09,2.3552445327368332e-08
1879,4.887460214320072e-09,1.7717043832021773e-08
1880,6.417846254436199e-10,1.7969970400599777e-08
1881,0.0,1.1853263259808955e-08
1882,0.0,8.652000893505374e-09
1883,0.0,1.7062215029728378e-08
1884,0.0,1.9805090900604227e-08
1885,0.0,1.0313017106966527e-08
1886,1.936039106809062e-09,1.871504551331782e-08
1887,0.0,8.48760173255414e-09
1888,0.0,2.2826213585958044e-08
1889,0.0,2.7566601445982997e-08
1890,0.0,2.2284913470116408e-08
1891,0.0,2.8046567734918426e-08
1892,0.0,2.5074049503359674e-08
1893,0.0,9.853466487186324e-09
1894,0.0,1.764431090123253e-08
1895,4.213029924926559e-09,2.5278181325916194e-08
1896,0.0,1.2383760683576384e-08
1897,0.0,1.9228155068162778e-08
1898,0.0,3.395012981854961e-08
1899,5.527578395003729e-10,2.3215829259015663e-08
1900,3.114631885736685e-09,2.2321528292401638e-08
1901,1.1177477832191585e-09,2.0678333711998675e-08
1902,4.910283846193408e-10,2.3569362295194907e-08
1903,0.0,2.214090244478939e-08
1904,1.0749250378694342e-09,1.5586412160928376e-08
1905,5.160759042333041e-10,2.167518786677647e-08
1906,0.0,1.9547901075611662e-08
1907,0.0,1.7999951751335175e-08
1908,0.0,1.7189861978295085e-08
1909,5.500983557560346e-10,2.7504917454734823e-08
1910,1.6032452032632705e-09,2.51175080734356e-08
1911,3.1922244847493175e-09,1.4897047151407605e-08
1912,0.0,1.719108944087111e-08
1913,1.590896969716482e-09,1.8030165804816534e-08
1914,6.696743715117748e-10,1.2723813114234872e-08
1915,4.712304768617059e-09,2.0027295377644805e-08
1916,1.0987462051303964e-09,3.625862632361532e-08
1917,0.0,1.973956464951243e-08
1918,0.0,1.6080926812378493e-08
1919,0.0,1.1970202606903513e-08
1920,7.572231730534895e-10,1.1358347151713133e-08
1921,0.0,9.844571380313027e-09
1922,7.377935484775833e-10,1.770704471937279e-08
1923,1.0615948120573648e-09,2.441668023323018e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,6.598906754362588e-09,2.4195990988573612e-08
1926,5.57306911730393e-09,1.89484357093761e-08
1927,3.3447675740205796e-09,1.1149224654616319e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,2.6736975300423182e-08
1930,2.100720708497761e-09,1.1553964007759987e-08
1931,0.0,1.1405356659111021e-08
1932,0.0,1.0959536389520963e-08
1933,0.0,2.064719240024715e-08
1934,0.0,1.5576054224197833e-08
1935,0.0,2.5133395809007197e-08
1936,0.0,1.8187071404440758e-08
1937,1.2591118148108649e-09,1.888667711114067e-08
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,0.0,1.5294050470515685e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,2.3841741914054637e-09,1.549713246618012e-08
1948,1.0871887834440486e-09,1.0871888278529696e-08
1949,0.0,1.3743811422273211e-08
1950,0.0,5.317680518146517e-09
1951,2.1322803522849654e-09,2.8785784422780125e-08
1952,0.0,8.435843135146115e-09
1953,0.0,2.0470272588113403e-08
1954,0.0,1.2704297169818801e-08
1955,0.0,1.595553378308523e-08
1956,0.0,1.1337483840634377e-08
1957,0.0,1.1485549400447326e-08
1958,0.0,8.272243334772611e-09
1959,7.750747821333448e-10,1.7826719656000023e-08
1960,0.0,1.4533750203327145e-08
1961,1.3896318540318475e-09,1.737039845295385e-08
1962,6.341956404476434e-10,1.1415521861124489e-08
1963,6.466053248388448e-10,1.4871922249248826e-08
1964,1.8251904432275978e-09,4.258777774879263e-09
1965,0.0,1.641613067704384e-08
1966,0.0,1.3293779410616935e-08
1967,9.860671168482327e-10,1.1832804958089582e-08
1968,4.042274071025531e-09,1.7067380397861598e-08
1969,0.0,1.3625273354023193e-08
1970,4.5987250119061684e-10,1.1496812390987543e-08
1971,0.0,6.679916619845017e-09
1972,0.0,5.130146973897354e-09
1973,5.513203782392395e-10,8.269805285010534e-09
1974,1.1251143350321513e-09,3.3753431161187564e-09
1975,5.711480177694739e-10,1.0851811893530794e-08
1976,1.142705374768127e-09,9.141642998145016e-09
1977,0.0,2.3507127355770763e-09
1978,0.0,7.72276909088987e-09
1979,0.0,1.462993370893173e-08
1980,2.8425752862659692e-09,1.0233271119375331e-08
1981,0.0,1.8976649140967083e-09
1982,0.0,8.690503427999374e-09
1983,1.2630632095778083e-09,8.209910973278056e-09
1984,0.0,2.3196033538397387e-08
1985,0.0,1.8648229627160617e-08
1986,1.7983456945813714e-09,3.5367463624425e-08
1987,0.0,1.1610551631235921e-08
1988,5.996553809062277e-10,2.338656024392094e-08
1989,0.0,3.1831110192115375e-08
1990,5.44865097484859e-10,1.198703181159999e-08
1991,0.0,2.05151273746651e-08
1992,5.509944167592096e-10,4.958949695321735e-09
1993,0.0,9.970573700002205e-09
1994,5.274926606624319e-10,1.3714808844156323e-08
1995,0.0,7.591431483433553e-09
1996,5.338092190498855e-10,1.0676184380997711e-08
1997,4.79489448146353e-10,8.630809844589749e-09
1998,9.536258449571733e-10,8.582632382569955e-09
1999,2.285100553223174e-09,5.941261704833778e-09
2000,8.836062992401139e-10,1.3695897749244068e-08
2001,4.3812117822561447e-10,7.0099388516098315e-09
2002,8.76244299341522e-10,9.200564754507923e-09
2003,4.166922806803086e-09,1.0000615446870142e-08
2004,0.0,1.2333415178034102e-08
2005,4.5037495954858286e-10,1.1259373877692269e-08
2006,1.6471559671771274e-09,6.58862386870851e-09
2007,0.0,9.586750948642475e-09
2008,1.2772318758180745e-09,1.1495087548496485e-08
2009,2.384096253749135e-09,1.4781396551200032e-08
2010,2.3618964561933353e-09,8.502827775203059e-09
2011,2.6767803529281764e-09,7.647943611743813e-09
2012,1.3617010852229328e-09,9.872333173177594e-09
2013,3.0680376017500066e-09,6.693900100884775e-09
2014,1.2992671383216248e-09,1.017759210242275e-08
2015,2.438232948875907e-09,9.309616369468365e-09
2016,2.278474076078396e-09,1.118523584864306e-08
2017,2.7671724911471074e-09,6.289028409156572e-09
2018,1.290733298020541e-09,6.453666601125008e-09
2019,7.65296326310505e-10,1.0459050236999445e-08
