year,auraient_VERB assez_ADV,auraient_VERB cassé_VERB
1896,2.240870955461105e-08,2.948514543632541e-09
1897,2.680288169187861e-08,0.0
1898,4.0740154361174064e-08,4.52668391659472e-09
1899,2.9296165493519766e-08,1.6582735185011188e-09
1900,1.8168686111152965e-08,3.633737311048435e-09
1901,4.191554126009578e-08,1.1177477832191585e-09
1902,2.1114219705964388e-08,7.365425602756659e-09
1903,2.6461078661554893e-08,5.940242076007962e-09
1904,2.364835083312755e-08,0.0
1905,3.251278357652154e-08,1.0321518084666081e-09
1906,3.446603713541663e-08,2.572092316910357e-09
1907,2.1599941391059474e-08,5.65712765521198e-09
1908,2.161011281032188e-08,8.840499887696751e-09
1909,1.7603147384193107e-08,3.850688656825696e-09
1910,2.2979847358328698e-08,5.878565634276356e-09
1911,3.085817112946643e-08,1.5961122423746588e-09
1912,1.3544495303108306e-08,5.730363294986773e-09
1913,2.333315407554437e-08,4.242391771214216e-09
1914,2.4108278040557707e-08,4.68772043404897e-09
1915,1.0602685840410686e-08,5.890381071793627e-09
1916,4.1752354462687435e-08,6.592477230782379e-09
1917,4.276905585243185e-08,0.0
1918,2.6418664589300533e-08,1.1486376294556067e-09
1919,2.4861190439651182e-08,0.0
1920,1.590168707821249e-08,4.543339038320937e-09
1921,2.196096815509918e-08,8.330022005509363e-09
1922,2.7298360905092522e-08,0.0
1923,1.8047112249064412e-08,1.0615948120573648e-09
1924,2.4494086758863887e-08,6.445812328337297e-09
1925,2.5295809891190402e-08,4.399271169575059e-09
1926,1.671920735191179e-08,7.802296586589819e-09
1927,4.3481975353643065e-08,4.4596899506643695e-09
1928,2.170947865920425e-08,0.0
1929,3.0079096546842266e-08,2.2280812750352652e-09
1930,2.6259009189288918e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,2.082311922890767e-08,5.4797681947604815e-09
1933,2.523545639121494e-08,2.2941324395731044e-09
1934,3.2350264689284813e-08,5.990790086229936e-09
1935,2.154291145473053e-08,3.590485242455088e-09
1936,3.273672888326473e-08,1.2124714565686645e-09
1937,1.888667711114067e-08,3.777335333410292e-09
1938,2.463390735840676e-08,1.2965214457594243e-09
1939,3.5176316970364496e-08,3.058810094103137e-09
1940,1.2678914806940611e-08,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,4.037120149291695e-08,2.7842208538686464e-09
1947,2.26496545963073e-08,5.960435700558264e-09
1948,2.391815279167986e-08,2.174377566888097e-09
1949,2.4542520904446974e-08,2.945102384188658e-09
1950,1.2762433776458693e-08,0.0
1951,2.4521224162299404e-08,1.0661401761424827e-09
1952,7.381362632230548e-09,5.272402070488624e-09
1953,2.3702419582605216e-08,4.3095309543161875e-09
1954,8.795282724349818e-09,3.9090144454689835e-09
1955,1.595553378308523e-08,5.631364707880948e-09
1956,1.831439710997529e-08,8.72114158667614e-10
1957,1.8553580005686854e-08,8.835037701437898e-10
1958,3.060729980575161e-08,3.3088973783179654e-09
1959,1.9376869886400527e-08,0.0
1960,1.038124963770315e-08,2.076250060767393e-09
1961,1.320150300188061e-08,6.94815938118154e-09
1962,1.2049716779927166e-08,5.0735651235811474e-09
1963,2.0044765847160306e-08,6.466053470433053e-09
1964,2.5552667537454e-08,5.475571551727398e-09
1965,1.3680108601477059e-08,4.377634699181954e-09
1966,2.76953731059848e-08,2.769537488234164e-09
1967,2.021437595089992e-08,1.9721342336964653e-09
1968,1.527081394669949e-08,1.7965663401398047e-09
1969,1.544197658631674e-08,2.2708788183223305e-09
1970,2.989171221656761e-08,2.2993624781975086e-09
1971,2.3122789016838396e-08,4.1107179882260425e-09
1972,2.0007572487656944e-08,1.0260293725750103e-09
1973,1.3783009400469837e-08,2.205281512956958e-09
1974,1.2938814464291681e-08,5.06301445213353e-09
1975,1.2565256390928425e-08,2.8557400888473694e-09
1976,1.199840671262109e-08,2.285410749536254e-09
1977,1.9981058585472056e-08,1.7630346071939584e-09
1978,1.4257419245211622e-08,2.970295565063452e-09
1979,1.580032815695631e-08,1.1703946700691858e-09
1980,2.1603572264439208e-08,3.97960553399912e-09
1981,1.2651098835192442e-08,3.795329828193417e-09
1982,9.932003663948308e-09,1.2415004579935385e-09
1983,2.3366668600033336e-08,3.78918940668882e-09
1984,1.4497521405587577e-08,1.1598016991243298e-09
1985,1.804667348892508e-08,4.210890747202711e-09
1986,1.498621315931814e-08,2.997242676272549e-09
1987,1.649920555735207e-08,5.49973533381376e-09
1988,1.739000587974715e-08,1.1993107618124554e-09
1989,9.329808037250586e-09,2.7440609784434855e-09
1990,1.3076762783725826e-08,2.179460389939436e-09
1991,1.641210189973208e-08,0.0
1992,8.815910668147353e-09,5.509944167592096e-10
1993,2.049506697687775e-08,2.2156829704300662e-09
1994,1.6879765141197822e-08,2.1099706426497278e-09
1995,2.0063067651676647e-08,2.1689803286761844e-09
1996,9.60856638698715e-09,3.2028553142993132e-09
1997,1.006927874414032e-08,9.58978896292706e-10
1998,1.0966696883940585e-08,3.337690568372409e-09
1999,1.279656292041409e-08,7.769341614505265e-09
2000,1.3695897749244068e-08,4.4180314962005696e-10
2001,1.0514908055370142e-08,2.190605918883648e-09
2002,1.445803121669087e-08,2.1906108038649563e-09
2003,1.0833999475323708e-08,1.6667691671301554e-09
2004,1.5416770082765652e-08,3.0833537945085254e-09
2005,1.4411998705554652e-08,3.1526248278623825e-09
2006,1.6471560115860484e-08,4.941467679486777e-09
2007,1.5179022483380322e-08,2.7961355453243186e-09
2008,2.086145478585877e-08,3.405951742863067e-09
2009,1.2397300963584712e-08,2.384096253749135e-09
2010,1.8895171649546683e-08,4.2514138876015295e-09
2011,1.6825476123472072e-08,5.353560705856353e-09
2012,1.974466634635519e-08,3.4042526575461807e-09
2013,2.4823213706781644e-08,5.857162754807632e-09
2014,2.425298539776577e-08,6.063246349441442e-09
2015,2.881547978006438e-08,5.54143841924315e-09
2016,3.7491254545329866e-08,5.59261792432153e-09
2017,2.2388940479345365e-08,4.528100561174142e-09
2018,2.6589107804397827e-08,4.3884935685412074e-09
2019,3.086695343768042e-08,5.612172948588068e-09
