year,pourrait_VERB ouvrir_VERB,pourrait_VERB couvrir_VERB
1856,2.9509978460851016e-08,3.1063134287023786e-08
1857,8.103305049189657e-08,2.9289054737091647e-08
1858,6.557525722428181e-08,4.502182093801821e-08
1859,3.360834455179429e-08,1.884104072757964e-08
1860,6.362285631666964e-08,2.242820151820979e-08
1861,6.932466334319543e-08,3.5369726703038395e-08
1862,4.472806480748659e-08,1.8975542914745347e-08
1863,7.392038980924553e-08,2.1976331865403154e-08
1864,5.3221480555976086e-08,3.8837296045812764e-08
1865,6.966129717511649e-08,1.9298061815220535e-08
1866,5.303517980337347e-08,5.1088935748566655e-08
1867,4.270474107670452e-08,3.542552207136396e-08
1868,5.433861360870651e-08,4.791677810089823e-08
1869,7.325278517100742e-08,2.5882650689368347e-08
1870,5.390005952676802e-08,2.6376625328339287e-08
1871,4.991953161948004e-08,3.186353225714811e-08
1872,5.442605299776915e-08,1.5118347462816928e-08
1873,4.908523720814628e-08,2.6937019725892242e-08
1874,7.109785116199419e-08,2.6885741633009275e-08
1875,5.721527074342703e-08,1.4303817685856757e-08
1876,4.111290152764013e-08,2.2974855795609983e-08
1877,4.143826615177204e-08,4.2675228684174726e-08
1878,2.536417298415472e-08,2.8383716710322915e-08
1879,4.581993806596074e-08,4.3987142817059066e-08
1880,6.35366745882493e-08,2.759673911612026e-08
1881,7.042232397225234e-08,2.370652651961791e-08
1882,4.19289278852375e-08,1.3310770263785798e-08
1883,6.003372021723408e-08,1.8326083761621703e-08
1884,4.027035060971684e-08,3.300848305798354e-08
1885,5.801071978339678e-08,3.0939052209078e-08
1886,4.4528899678653033e-08,2.968593371122097e-08
1887,4.1785117588233334e-08,3.7867764035581786e-08
1888,5.896771781976895e-08,2.8532765483646472e-08
1889,6.390439466485986e-08,2.1301465480405568e-08
1890,3.867087983167039e-08,2.3595791986963377e-08
1891,5.2268603667471325e-08,2.358461337337303e-08
1892,4.7013841708576365e-08,3.13425623232888e-08
1893,4.8035648347877213e-08,1.539604177480669e-08
1894,4.537108111435373e-08,2.520615716150587e-08
1895,3.4306101071024386e-08,1.8055843042930064e-08
1896,3.656158042986135e-08,2.358811634906033e-08
1897,6.351118031489023e-08,1.6897470089816125e-08
1898,4.5266837389590364e-08,3.1120951149432585e-08
1899,4.145683618617113e-08,1.4371703827009696e-08
1900,3.5818267463127995e-08,1.9206897405865675e-08
1901,4.694540578498163e-08,3.297355988252093e-08
1902,4.812078202576231e-08,2.0623192042990013e-08
1903,6.102249017203576e-08,2.2680925582108102e-08
1904,4.03096898082822e-08,2.1498500757388683e-08
1905,4.283430143914302e-08,3.096455358786443e-08
1906,3.858138342138773e-08,2.3148830408104004e-08
1907,3.4971336049238744e-08,2.982849167665336e-08
1908,5.5007557620001535e-08,2.8486056180554442e-08
1909,3.850688656825696e-08,2.6954818821423032e-08
1910,3.90122991689168e-08,1.60324518105881e-08
1911,4.362706818028528e-08,2.7665945978583295e-08
1912,4.323819524643113e-08,2.0837685354990754e-08
1913,3.446943352969356e-08,2.3863453435524207e-08
1914,3.281404303834279e-08,1.875088173619588e-08
1915,3.180805663305364e-08,2.238344798399794e-08
1916,3.955486249651585e-08,1.538244731591476e-08
1917,6.470190072604964e-08,2.0836205649743533e-08
1918,4.9391417178412667e-08,2.412139110674616e-08
1919,3.314825391953491e-08,2.5781975665495338e-08
1920,3.256059599721084e-08,2.7260034229925623e-08
1921,4.4679211441689404e-08,1.817459427400081e-08
1922,4.205423209668879e-08,3.9840852394945614e-08
1923,3.927900849021171e-08,2.7601466001669905e-08
1924,4.512068585427187e-08,1.5469948877466777e-08
1925,3.409435223034052e-08,3.079489729884699e-08
1926,3.78968714187522e-08,1.5604593173179637e-08
1927,2.4528294062520217e-08,1.7838759802657478e-08
1928,4.913197670930458e-08,2.2852082892654835e-08
1929,3.4535258208734376e-08,3.5649300400564243e-08
1930,5.04172987803031e-08,2.2057568216382606e-08
1931,5.018356930008849e-08,1.9389105432310316e-08
1932,6.13734059129456e-08,5.150982218538047e-08
1933,3.0970788600370724e-08,2.867665571670841e-08
1934,3.4746584276490466e-08,2.2765002327673756e-08
1935,3.590485420090772e-08,1.3165112555668657e-08
1936,5.577368611398015e-08,2.0612015205756506e-08
1937,6.295559273894469e-08,2.2664012888640173e-08
1938,5.4453899167583586e-08,2.7226949583791793e-08
1939,5.505858169385647e-08,2.9058696782158222e-08
1940,6.846613587185857e-08,3.550096039361961e-08
1941,6.788455664263893e-08,5.60785480274717e-08
1942,4.247896612241675e-08,3.944475324146879e-08
1943,3.4838823381733164e-08,2.0322646676618206e-08
1944,4.4984606262232774e-08,9.639558484764166e-09
1945,2.6142048525912287e-08,2.832055301382752e-08
1946,5.986074569364064e-08,2.645009899993056e-08
1947,6.437270627657199e-08,3.814678706248742e-08
1948,7.501602539150554e-08,2.9354097819123126e-08
1949,6.97007607186606e-08,4.0249734212238764e-08
1950,6.274863295629984e-08,2.8715476219076663e-08
1951,5.863770979885885e-08,5.224086763178093e-08
1952,5.799642011083961e-08,2.1089608281954497e-08
1953,6.8952495269059e-08,2.3702419582605216e-08
1954,5.2771696346098906e-08,3.518113089739927e-08
1955,7.039206195713632e-08,3.191106756617046e-08
1956,6.45364508500279e-08,3.0523995775411095e-08
1957,7.598132611974506e-08,2.8272120644601273e-08
1958,7.858631079216138e-08,3.557064687242928e-08
1959,8.370807336177677e-08,3.410329085795638e-08
1960,5.9519166484278685e-08,2.353083417006019e-08
1961,6.531269747256374e-08,1.876002997391879e-08
1962,7.483508568384423e-08,2.029426049432459e-08
1963,1.0862969190839067e-07,4.526237162849611e-08
1964,7.726639950078606e-08,4.1979379972190145e-08
1965,9.247753496310906e-08,3.8851506900527966e-08
1966,7.422359971087644e-08,3.489617128593636e-08
1967,7.39550358730412e-08,2.7116845657815247e-08
1968,9.342144835500221e-08,4.221930893777426e-08
1969,8.220581548812333e-08,3.8150766101807676e-08
1970,8.599615597404409e-08,5.564457339346518e-08
1971,9.249115606735359e-08,4.6759417671182746e-08
1972,9.542073087231984e-08,3.847610230423015e-08
1973,9.868634975873647e-08,3.0322620858669325e-08
1974,9.95726168184774e-08,5.0630145409513716e-08
1975,7.938957224951082e-08,4.512069295969923e-08
1976,7.656125688981774e-08,4.342280490732264e-08
1977,1.0166832709046503e-07,4.642657813747064e-08
1978,1.0514846593423499e-07,4.455443658457625e-08
1979,8.777959692451986e-08,4.388979846225993e-08
1980,1.0631232072455532e-07,3.2973872521324665e-08
1981,9.172046588901139e-08,4.048351698315855e-08
1982,1.1359729512605554e-07,3.786576385778062e-08
1983,1.0862343913231598e-07,3.157657957331139e-08
1984,9.684344348670493e-08,3.885335786435462e-08
1985,8.481936930593292e-08,3.007778914820847e-08
1986,1.1809136424290045e-07,2.8773531113301942e-08
1987,1.2099417290301062e-07,2.749867533680117e-08
1988,9.114761923001424e-08,3.8377944377998574e-08
1989,1.2567799956286763e-07,3.347754429228189e-08
1990,1.0243464032555494e-07,3.7595690116631886e-08
1991,1.1312627634652017e-07,3.106576684785978e-08
1992,1.0413794626629169e-07,4.35285585353995e-08
1993,9.91518120940782e-08,3.489700617365088e-08
1994,1.1024596346942417e-07,3.0594573985354145e-08
1995,1.0899125868490955e-07,2.7112253775385398e-08
1996,1.3345230343020376e-07,2.4555223632205525e-08
1997,1.1268001998132604e-07,4.5551498573104254e-08
1998,1.1968003832407703e-07,2.6224711291433778e-08
1999,1.037435666262354e-07,3.3362468343511864e-08
2000,1.267975022756218e-07,2.6066386382694873e-08
2001,1.253026624681297e-07,2.0591695459870607e-08
2002,1.2880791189218144e-07,3.198291764761052e-08
2003,1.2875791810529336e-07,4.166922806803086e-08
2004,1.3390565811732813e-07,3.0833540165531304e-08
2005,1.3826510780745593e-07,2.612174831995162e-08
2006,1.095358683755876e-07,3.047238550379916e-08
2007,1.2382886893647083e-07,2.836080348345149e-08
2008,1.1878256600539316e-07,3.448526086913262e-08
2009,9.965522451693687e-08,2.384096298158056e-08
2010,1.2376337110708846e-07,2.692562084405381e-08
2011,9.86584751672126e-08,3.3650952246944144e-08
2012,1.0893608504147778e-07,3.199997422598244e-08
2013,1.0961261409647705e-07,2.9843636895066084e-08
2014,1.087053504988944e-07,3.009968807532459e-08
2015,1.0972048158919279e-07,2.9702110992957387e-08
2016,1.1226663332308817e-07,2.8791626860424913e-08
2017,1.1471187377765091e-07,2.4904551310100942e-08
2018,1.1848932501834497e-07,2.5040227669137494e-08
2019,1.0918227388856394e-07,2.602007498353487e-08
