year,serait_VERB ouvert_ADJ,serait_VERB couvert_ADJ
1882,3.3276925659464496e-09,3.3276925659464496e-09
1883,5.687405213450347e-09,6.319338941018771e-10
1884,1.1222884843675729e-08,4.621187876807653e-09
1885,8.379326565943757e-09,3.2228177904158883e-09
1886,4.5174246565693466e-09,9.034849313138693e-09
1887,5.876032105334161e-09,8.48760173255414e-09
1888,6.340614699951175e-09,7.60873763994141e-09
1889,4.385595886446936e-09,1.2530273485467092e-09
1890,3.2771931834929546e-09,2.6217545912032847e-09
1891,6.3742202627281586e-09,3.824531802365527e-09
1892,3.1342561879199593e-09,6.268512375839919e-09
1893,6.158416554491453e-10,6.15841644346915e-09
1894,8.192000855444803e-09,2.520615716150587e-09
1895,1.2037228991346183e-09,3.611168697403855e-09
1896,5.307326134129653e-09,2.948514543632541e-09
1897,7.574727511894253e-09,0.0
1898,2.26334195829736e-09,4.52668391659472e-09
1899,4.9748205555033564e-09,3.3165470370022376e-09
1900,6.22926377147337e-09,2.07642125715779e-09
1901,1.1177477832191585e-09,1.676621730339889e-09
1902,1.3748794991386148e-08,4.910283735171106e-09
1903,7.560307935250421e-09,2.1600881083827517e-09
1904,5.374625189347171e-09,3.2247751136083025e-09
1905,7.2250627702885595e-09,5.160758931310738e-09
1906,8.230695236477459e-09,1.800464666246171e-08
1907,4.114274698707732e-09,1.028568674676933e-09
1908,5.40252820258047e-09,4.911389073214423e-09
1909,2.2003934230241384e-09,2.2003934230241384e-09
1910,1.336037680488289e-08,5.878565634276356e-09
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,4.167536982180309e-09,1.5628263128064646e-09
1913,2.6514948014977335e-09,1.060597942803554e-09
1914,7.366418142140674e-09,1.1384464038144415e-08
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,3.2962386153911893e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,1.2063066989753679e-08
1918,0.0,1.1486376294556067e-09
1919,4.603924352863942e-09,2.762354567309444e-09
1920,1.0601124422748853e-08,2.2716695191604686e-09
1921,4.543648568500203e-09,3.0290989716519334e-09
1922,2.2133805899215986e-09,5.164555005876537e-09
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,2.578324886925998e-09,5.156649773851996e-09
1925,8.798542339150117e-09,7.698724324711748e-09
1926,6.687683296036084e-09,2.229227691330493e-09
1927,1.1149224876660924e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,2.2280812750352652e-09,4.4561625500705304e-09
1930,0.0,3.1510811737689437e-09
1931,4.5621426636444085e-09,5.7026783295555106e-09
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,4.588264879146209e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,0.0
1935,4.787313656606784e-09,3.590485242455088e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,0.0,0.0
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,1.089252066321933e-08
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,5.435944139264848e-09
1949,4.908504269707237e-09,5.890204768377316e-09
1950,1.0635361036293034e-08,2.1270722960764488e-09
1951,2.1322803522849654e-09,4.264560704569931e-09
1952,0.0,4.2179215675730575e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,0.0
1955,6.569925492527773e-09,1.407841132561316e-08
1956,0.0,1.744228317335228e-09
1957,4.417518795207798e-09,2.6505113659425206e-09
1958,5.790570245522986e-09,4.9633461784992505e-09
1959,3.100299128533379e-09,2.325224457422337e-09
1960,6.920833350854139e-10,0.0
1961,2.08444772553662e-09,6.948159270159238e-10
1962,1.9025869768540815e-09,1.2683912808952869e-09
1963,3.879631726988464e-09,1.2932106496776896e-09
1964,3.041984220075733e-09,6.083968329129164e-10
1965,2.73602163147757e-09,0.0
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,2.9582012395223956e-09,2.465167847631733e-09
1968,1.7965663401398047e-09,3.1439910674890825e-09
1969,2.7250546263957176e-09,4.541757636644661e-09
1970,8.7375777724219e-09,3.6789800095249348e-09
1971,3.083038491169532e-09,2.569198631618974e-09
1972,4.6171320100540925e-09,3.0780880067027283e-09
1973,3.3079223804577396e-09,1.102640756478479e-09
1974,3.937900228123681e-09,4.500457340128605e-09
1975,3.998036124386317e-09,3.998036124386317e-09
1976,2.856763492431469e-09,6.8562320265641574e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,2.970295565063452e-09
1979,5.851973128301324e-09,3.5111840102075575e-09
1980,5.685150683554241e-10,2.8425752862659692e-09
1981,1.8976649140967083e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,2.5261264191556165e-09,3.78918940668882e-09
1984,1.1598016991243298e-09,5.219107812592938e-09
1985,3.0077789148208467e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,4.277571630240118e-09,2.4443267410134695e-09
1988,4.197587610832443e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,2.7440609784434855e-09
1990,2.179460389939436e-09,1.6345953479657283e-09
1991,2.344586080837985e-09,7.6199047072123e-09
1992,5.509944056569793e-09,1.1019888335184191e-09
1993,2.2156829704300662e-09,1.661762283333701e-09
1994,5.274926606624319e-10,2.637463358823311e-09
1995,5.964695848348356e-09,2.7112254663563817e-09
1996,1.6014276571496566e-09,4.270473752399084e-09
1997,1.917957792585412e-09,1.438468344439059e-09
1998,3.337690568372409e-09,1.9072516899143466e-09
1999,1.8280804647829996e-09,2.7421207526856506e-09
2000,4.418031274155965e-09,3.97622823555821e-09
2001,2.6287270138425356e-09,1.7524847129024579e-09
2002,3.066854992184176e-09,2.1906108038649563e-09
2003,3.7502307925763034e-09,1.2500769308587678e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,3.1526248278623825e-09,3.602999676388663e-09
2006,2.8825228870488218e-09,1.2353669198716943e-09
2007,4.7933754743212376e-09,2.3966877371606188e-09
2008,1.7029758714315335e-09,2.554463751636149e-09
2009,6.675469510497578e-09,1.907277002999308e-09
2010,4.2514138876015295e-09,1.8895172093635892e-09
2011,3.823971805871906e-09,4.206369030868018e-09
2012,3.744677901096338e-09,6.808505426114664e-10
2013,4.462600067256517e-09,1.9523875849358774e-09
2014,3.031623174720721e-09,4.330890313042346e-09
2015,5.763096222466402e-09,3.768178213903184e-09
2016,5.178350193091319e-09,4.142679976837371e-09
2017,5.0312225496895735e-09,1.509366853724714e-09
2018,3.3559066636712487e-09,3.0977600484760615e-09
2019,5.612172948588068e-09,1.7856913725466939e-09
