year,avait_VERB osé_VERB,avait_VERB causé_VERB
1850,9.226245651916543e-07,1.0801293228723807e-06
1851,8.635798280920426e-07,1.1170427569595631e-06
1852,9.577012178851874e-07,1.0586146572677535e-06
1853,1.0200059250564664e-06,1.020603122015018e-06
1854,1.003282818601292e-06,1.106157014874043e-06
1855,1.1192330475751078e-06,1.110741891352518e-06
1856,9.800419320526998e-07,1.1374285122656147e-06
1857,1.0231642590952106e-06,1.050500713972724e-06
1858,9.684584938440821e-07,1.265504579350818e-06
1859,1.115185909839056e-06,1.1757828133340809e-06
1860,1.1694704653564258e-06,1.2536906979221385e-06
1861,1.0634498721628916e-06,1.070995381269313e-06
1862,1.0160950978388428e-06,1.1380807336536236e-06
1863,9.884354312816868e-07,1.1522590739332372e-06
1864,1.0510043466638308e-06,1.0270307484461227e-06
1865,9.281897064283839e-07,1.0844569260370918e-06
1866,9.72149450717552e-07,1.148771161751938e-06
1867,1.0011350468630553e-06,1.0715007192629855e-06
1868,8.802855404610455e-07,1.0008184290200006e-06
1869,1.142255086961086e-06,1.054351741913706e-06
1870,1.0682532547434676e-06,1.0068989695355413e-06
1871,9.081106782105053e-07,1.112037239181518e-06
1872,9.337092023997684e-07,1.0328855069019482e-06
1873,8.06314801593544e-07,9.014922852657037e-07
1874,7.683347575948574e-07,1.0545185205046437e-06
1875,7.243453410410439e-07,9.94973561319057e-07
1876,8.168166232280782e-07,9.123436370828131e-07
1877,8.306207632813312e-07,1.0235870604446973e-06
1878,9.463252013119927e-07,9.143180363935244e-07
1879,8.388103651668644e-07,9.212862437379954e-07
1880,8.599914167461975e-07,8.984984560811426e-07
1881,8.032328651097487e-07,1.0172888096349197e-06
1882,8.385785008613311e-07,9.211053111357614e-07
1883,6.439406661229441e-07,8.587981596974714e-07
1884,7.248663109749032e-07,1.0120401157109882e-06
1885,7.534948167631228e-07,9.378400136483833e-07
1886,6.672881909253192e-07,8.879966344466084e-07
1887,5.419007607088133e-07,9.77380068434286e-07
1888,6.702029509142449e-07,9.656756674303324e-07
1889,6.346583631966496e-07,8.176003234439122e-07
1890,6.180786726872611e-07,8.632126764496206e-07
1891,6.087379915697966e-07,7.92952960182447e-07
1892,5.296893164086214e-07,8.393537882511737e-07
1893,5.327030407897837e-07,9.483961775913485e-07
1894,6.01166846081469e-07,8.576395202908316e-07
1895,6.403805627996917e-07,8.720972459741461e-07
1896,5.961896363260166e-07,9.435246397515584e-07
1897,5.255695896266843e-07,8.075825235209777e-07
1898,6.818317501711135e-07,8.810058602648496e-07
1899,4.947182787873317e-07,9.225528287970519e-07
1900,5.429841394288815e-07,8.508135920237692e-07
1901,5.706102683689096e-07,8.656956538288796e-07
1902,4.983938310942904e-07,6.835115300418693e-07
1903,5.3030163371659e-07,7.959924914757721e-07
1904,5.170389272279863e-07,8.432787126366748e-07
1905,4.923364258502261e-07,8.153999146998103e-07
1906,4.871542955697805e-07,8.127811383928929e-07
1907,4.95770109409932e-07,7.678265205868229e-07
1908,4.955591634825396e-07,8.216753712986247e-07
1909,4.813360874322825e-07,8.124952728394419e-07
1910,5.130384579388192e-07,7.850557608435338e-07
1911,5.213966574046935e-07,7.304873861357919e-07
1912,4.5530342163146997e-07,7.756827926641563e-07
1913,4.0302722936758073e-07,6.96282540957327e-07
1914,5.484633334162936e-07,7.466869078598393e-07
1915,4.170389615865133e-07,7.386537959064299e-07
1916,5.10917004703515e-07,6.614451990571979e-07
1917,4.0904762954596663e-07,6.810149670855026e-07
1918,5.674269800692855e-07,6.926284754626977e-07
1919,4.6315477675307193e-07,7.292616146514774e-07
1920,5.027961833548034e-07,6.76957540690637e-07
1921,5.694706146641693e-07,6.664017746516038e-07
1922,4.972728788743552e-07,8.078839073277777e-07
1923,4.809024289897934e-07,7.654098794773745e-07
1924,4.563634945498052e-07,6.845452844572719e-07
1925,5.169143832972622e-07,7.071828349580755e-07
1926,5.283269501887844e-07,6.643098799941072e-07
1927,5.61920955988171e-07,8.339620194419695e-07
1928,4.958901627105661e-07,7.369796435341414e-07
1929,5.469939310387417e-07,7.274685458469321e-07
1930,5.03122635109321e-07,7.289501127161202e-07
1931,4.858682132180547e-07,7.105537065399403e-07
1932,4.7345199050141673e-07,6.827791025898478e-07
1933,3.8426719584094826e-07,6.61857200157101e-07
1934,4.2175162207058747e-07,6.829500875937811e-07
1935,4.0572481907474867e-07,6.642397920586518e-07
1936,4.1466523725830484e-07,6.401849077519728e-07
1937,4.167659994891437e-07,6.862159125375911e-07
1938,4.1618338286752987e-07,6.21033791503578e-07
1939,4.236451900396787e-07,6.836440320512338e-07
1940,3.778316681746219e-07,4.7926295110301e-07
1941,4.3682237560460635e-07,5.991550438011473e-07
1942,4.58165970940172e-07,5.036791321799683e-07
1943,5.022596951675951e-07,5.458082341647241e-07
1944,4.2092739249710576e-07,6.522768103423005e-07
1945,4.966989308741177e-07,6.491941917374788e-07
1946,5.457072802528273e-07,5.693731850442418e-07
1947,4.839873781747883e-07,4.7087439725146396e-07
1948,4.2943958078467404e-07,5.457687848320347e-07
1949,3.593025041936926e-07,4.83978510601446e-07
1950,4.211603084058879e-07,4.6901945438548864e-07
1951,4.680355232267175e-07,5.405330512076034e-07
1952,4.871699275099672e-07,4.6608033699158113e-07
1953,4.341852388733969e-07,4.91286527903867e-07
1954,4.778769948643458e-07,4.827633119930397e-07
1955,4.2047523152177746e-07,4.871130272476876e-07
1956,4.090215384167095e-07,4.77918547403533e-07
1957,4.249653215993021e-07,5.150827178113104e-07
1958,4.2271165057172766e-07,4.3512000047485344e-07
1959,3.8831245774417766e-07,4.844217187383038e-07
1960,4.422412587246072e-07,5.00376245327061e-07
1961,4.7247482370949e-07,4.88455611957761e-07
1962,4.7564674332534196e-07,4.718415596016712e-07
1963,4.61676194163374e-07,4.746082993278833e-07
1964,3.832900006273121e-07,5.031441787650692e-07
1965,4.4761316075891955e-07,4.1806410422395857e-07
1966,4.746987087855814e-07,4.979628442924877e-07
1967,4.614794022472779e-07,4.688749015713256e-07
1968,5.582829771810793e-07,4.976488980901195e-07
1969,5.073143256595358e-07,4.541757903098187e-07
1970,3.9686997865828744e-07,3.8445341488113627e-07
1971,4.239177826548257e-07,4.2597315541570424e-07
1972,4.0630763464832853e-07,3.616753474489087e-07
1973,3.7655181017726136e-07,3.5119109043080243e-07
1974,3.493479994176596e-07,3.330338529394794e-07
1975,3.3640617402852513e-07,3.175582889980433e-07
1976,3.628089473295404e-07,3.5538135989554576e-07
1977,3.3438888635828334e-07,3.138201520869188e-07
1978,4.1405922956982977e-07,3.8257408618846966e-07
1979,3.792078757669515e-07,4.324608369188354e-07
1980,3.593015094338625e-07,3.433831068377913e-07
1981,3.47905228181844e-07,3.542307638326747e-07
1982,4.0907440279625007e-07,3.4824088857021707e-07
1983,3.5428922728897305e-07,3.5492075767251663e-07
1984,4.2622713181117433e-07,4.407246478876914e-07
1985,4.012377132767142e-07,3.1762147045810707e-07
1986,4.5917758484392834e-07,3.9143989738477103e-07
1987,3.8803688084954047e-07,3.2998411825246876e-07
1988,4.581367250011681e-07,3.442021920818661e-07
1989,3.918519269063836e-07,3.1007891720946645e-07
1990,4.3807153815578204e-07,2.887784944505256e-07
1991,4.401960325139953e-07,2.813503385823424e-07
1992,4.0938886058938806e-07,2.9257802225401974e-07
1993,4.1377879256287997e-07,3.0244072490859253e-07
1994,4.383464045076835e-07,2.906484439790802e-07
1995,4.0831054093359853e-07,2.92812330826564e-07
1996,4.0249216226584394e-07,3.133460211302008e-07
1997,3.9318135236499074e-07,2.963244867260073e-07
1998,4.353302074378007e-07,3.3281543210250675e-07
1999,4.1360320324201894e-07,3.3545276778568223e-07
2000,4.082261000348808e-07,3.039605758203834e-07
2001,4.166532505678333e-07,3.171997207118693e-07
2002,4.784293992088351e-07,3.2333414878849e-07
2003,4.654452823160682e-07,3.758564446343371e-07
2004,4.884913664682244e-07,3.8585972106375266e-07
2005,4.999162115382205e-07,3.503917298530723e-07
2006,5.011472126170702e-07,3.4137306670345424e-07
2007,5.85990164836403e-07,4.489795060180768e-07
2008,5.743286237702705e-07,4.632094317003066e-07
2009,6.732688007105025e-07,4.825410542252939e-07
2010,7.680887392780278e-07,5.663827664648124e-07
2011,8.133588380587753e-07,6.256018423300702e-07
2012,9.327652605861658e-07,8.051057420743746e-07
2013,9.912550922308583e-07,9.279419259655697e-07
2014,1.1593793942665798e-06,9.608080517864437e-07
2015,1.0349190233682748e-06,1.0553115998845897e-06
2016,1.132401621362078e-06,1.1290874226688175e-06
2017,9.61215050665487e-07,8.766905352786125e-07
2018,1.1012537015631096e-06,1.0349100421080948e-06
2019,1.0808535080286674e-06,9.81365019470104e-07
