year,soient_VERB en_PRON
1946,5.986074569364064e-08
1947,5.006765668724711e-08
1948,5.762100485640076e-08
1949,6.871905666727685e-08
1950,6.168509547599399e-08
1951,6.076998948501e-08
1952,6.959570642006696e-08
1953,7.541678881395342e-08
1954,9.088458652328768e-08
1955,6.569925714572378e-08
1956,6.279222097838044e-08
1957,6.714628497661579e-08
1958,5.4596807075313336e-08
1959,6.43312061399115e-08
1960,6.436375343810141e-08
1961,6.600751589758147e-08
1962,8.054284705849568e-08
1963,9.440437498398069e-08
1964,7.787479439080869e-08
1965,8.700548770335104e-08
1966,8.807129026067173e-08
1967,9.219727226117413e-08
1968,7.276093449970489e-08
1969,7.675570484755312e-08
1970,8.001781859334756e-08
1971,7.450676209330709e-08
1972,8.618646774039007e-08
1973,6.560712662029289e-08
1974,8.550868646484133e-08
1975,9.53817216320374e-08
1976,7.82753204475739e-08
1977,8.403797835399018e-08
1978,8.792075179009373e-08
1979,9.246117826933187e-08
1980,9.607904472019868e-08
1981,8.476236385002167e-08
1982,7.138627933223063e-08
1983,7.073153796000042e-08
1984,1.1018115897432068e-07
1985,8.00069234196954e-08
1986,8.871838647062091e-08
1987,9.838414882779034e-08
1988,7.975416593808404e-08
1989,9.659095145941876e-08
1990,7.137732854767265e-08
1991,7.971593013467171e-08
1992,6.556833653803551e-08
1993,6.591656642740418e-08
1994,7.64864367397422e-08
1995,7.86255398566027e-08
1996,7.90037617548478e-08
1997,8.151320685101382e-08
1998,7.724369055495117e-08
1999,7.769342050267802e-08
2000,8.305899257265992e-08
2001,8.49955057447005e-08
2002,8.455757694036947e-08
2003,7.708807459039235e-08
2004,8.85363036218223e-08
2005,8.286899344511767e-08
2006,7.53573843326194e-08
2007,7.110173286251076e-08
2008,7.19507307900269e-08
2009,7.247652922259817e-08
2010,6.329882751288096e-08
2011,5.5447593183544086e-08
2012,5.514889236946097e-08
2013,5.4109026204063326e-08
2014,5.8683564188588555e-08
2015,5.0316259783689254e-08
2016,5.406197473023511e-08
2017,4.9809102620201884e-08
2018,6.118076295580366e-08
2019,5.1785050914077146e-08
