year,devront_VERB ouvrir_VERB,devront_VERB couvrir_VERB
1852,3.906327261660181e-09,9.114764054629632e-09
1853,5.3747388761848924e-09,2.9859659189668264e-09
1854,1.0391328908454511e-09,2.0782657816909023e-09
1855,3.714855978387277e-09,1.0613874223963649e-09
1856,1.0354378465748937e-09,5.177189232874468e-10
1857,4.881509085841174e-10,0.0
1858,2.936205500958522e-09,0.0
1859,5.092173349652285e-10,1.018434669930457e-09
1860,5.950338888283113e-09,1.6935580049448618e-08
1861,8.017138064531082e-09,0.0
1862,9.035972525772706e-10,4.517986429419807e-09
1863,4.495158911765884e-09,4.994620828036034e-10
1864,4.315255264231155e-09,4.794728170054441e-09
1865,8.943004559114343e-09,6.589582213223366e-09
1866,3.8924903300596725e-09,0.0
1867,3.396968040192405e-09,4.85281148598915e-09
1868,8.89177353968762e-09,4.939874287401835e-09
1869,1.1720445947105418e-08,2.441759683335931e-09
1870,9.747882501187632e-09,0.0
1871,1.4869648623516696e-08,4.248470908407853e-09
1872,9.675742873582749e-09,4.23313739617015e-09
1873,3.591602570907071e-09,2.9930022904522957e-09
1874,5.377148060148329e-09,5.974609140757536e-10
1875,2.2886108563824337e-09,1.1443054281912168e-09
1876,1.209202959984168e-09,3.627608879952504e-09
1877,0.0,3.0924081073635534e-09
1878,2.4156354694326865e-09,4.831270938865373e-09
1879,1.1607718342077078e-08,6.109325489944695e-09
1880,1.6044616302224313e-08,6.417846254436199e-10
1881,6.2752567586699115e-09,0.0
1882,7.320923423037584e-09,6.655385131892899e-10
1883,1.579834751908038e-08,0.0
1884,4.621187876807653e-09,0.0
1885,5.80107206715752e-09,0.0
1886,3.2267319927115068e-09,4.5174246565693466e-09
1887,3.264462256069578e-09,6.528924512139156e-09
1888,0.0,3.804368819970705e-09
1889,2.5060546970934183e-09,3.132568426877924e-09
1890,1.1142456735058204e-08,8.520702365899524e-09
1891,9.561330394092238e-09,0.0
1892,3.1342561879199593e-09,6.268512375839919e-10
1893,1.23168328869383e-08,3.079208221734575e-09
1894,6.301539290376468e-09,5.671385139294216e-09
1895,1.3240951446391591e-08,1.8055843487019274e-09
1896,9.435246361988447e-09,5.89702897624278e-10
1897,9.905413378419325e-09,8.740070001067579e-09
1898,1.3014216371232123e-08,2.26334195829736e-09
1899,6.633094074004475e-09,3.3165470370022376e-09
1900,1.453494924419374e-08,7.26747462209687e-09
1901,6.706486921359556e-09,5.58873880507349e-09
1902,1.9641135384773634e-09,1.0311596021495006e-08
1903,1.9440793863623185e-08,6.480264325148255e-09
1904,1.666133897515465e-08,1.6123875568041512e-09
1905,8.773290538499623e-09,5.160758931310738e-09
1906,1.18316245689698e-08,4.629765903985117e-09
1907,1.697138252154673e-08,5.65712765521198e-09
1908,1.1296195090437777e-08,9.331639461152008e-09
1909,2.3104130164597336e-08,1.0451868703853506e-08
1910,8.01622590529405e-09,4.809735720812114e-09
1911,5.852411444351446e-09,6.384448969498635e-09
1912,4.167536982180309e-09,6.251305251225858e-09
1913,3.71209285532359e-09,5.302989602995467e-09
1914,8.705766774141921e-09,5.357394972094198e-09
1915,1.1780761921542648e-09,5.890381071793627e-09
1916,2.0876177231343718e-08,1.0987462051303964e-09
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,2.067547733020092e-08
1919,1.4732557396257562e-08,3.6831393490643904e-09
1920,1.4387239843927091e-08,5.300562211374427e-09
1921,6.815472630705699e-09,6.058197943303867e-09
1922,1.0329110011753073e-08,1.623145884366295e-08
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,5.156649773851996e-09,1.2891624656674594e-08
1925,1.0998178368026856e-08,5.499089184013428e-09
1926,2.229227691330493e-09,7.802296586589819e-09
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,2.2852082448565625e-09,9.14083297942625e-09
1929,3.342121912552898e-09,1.0026365515614089e-08
1930,5.2518016602221e-09,1.470504518152893e-08
1931,6.843213995466613e-09,1.4826963656844327e-08
1932,2.1919073223131136e-09,7.6716757391182e-09
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,1.1981580172459871e-08,1.4377896206951846e-08
1935,3.590485242455088e-09,1.196828414151696e-09
1936,2.5461901032031165e-08,2.424942913137329e-09
1937,1.1332006444320086e-08,1.6368453259474336e-08
1938,5.186085783037697e-09,1.8151300906765755e-08
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,2.2822046474857416e-08,0.0
1941,2.3612020783048138e-08,4.132103725851266e-08
1942,9.102635090130207e-09,3.034211815133858e-08
1943,0.0,0.0
1944,9.639558484764166e-09,1.927911696952833e-08
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,9.536696765621855e-09,2.0265479960812627e-08
1948,4.348755133776194e-09,1.3046265401328583e-08
1949,5.890204768377316e-09,1.7670615193310368e-08
1950,4.2541445921528975e-09,1.1698897850465073e-08
1951,3.1984206394497505e-09,1.2793682557799002e-08
1952,4.2179215675730575e-09,1.1599284199803606e-08
1953,6.464296653518886e-09,5.386913581872932e-09
1954,1.9545072227344917e-09,9.772536557761669e-09
1955,1.8771215692936494e-09,9.385607846468247e-09
1956,0.0,2.52913103793162e-08
1957,1.7670075402875796e-09,1.236905244894615e-08
1958,4.9633461784992505e-09,1.8198935691771112e-08
1959,1.2401196514133517e-08,1.2401196514133517e-08
1960,1.3841666701708277e-09,8.305000243069571e-09
1961,6.94815938118154e-09,7.64297514166401e-09
1962,3.170978146727066e-09,1.0147130247162295e-08
1963,3.2330267352165265e-09,8.405868889838075e-09
1964,7.300761772910391e-09,9.125952438182594e-09
1965,4.377634699181954e-09,6.0192477668863376e-09
1966,4.985167390003653e-09,1.7171132071780448e-08
1967,2.9582012395223956e-09,1.3804939413830652e-08
1968,6.737123747768692e-09,1.3474247495537384e-08
1969,1.544197658631674e-08,1.725867981861029e-08
1970,2.345349692234322e-08,1.4715920038099739e-08
1971,3.596878173084406e-08,7.193756701440179e-09
1972,4.463227654127877e-08,1.2312352026810913e-08
1973,4.6310912438229934e-08,1.7090931336838366e-08
1974,3.54411007208455e-08,1.2376257352286757e-08
1975,4.6262989883416594e-08,1.0851811893530794e-08
1976,2.1140049710766107e-08,1.1427053969725876e-08
1977,2.938390863960194e-09,9.990529292736028e-09
1978,7.128709622605811e-09,8.316828115084718e-09
1979,6.437170796402825e-09,8.777959692451986e-09
1980,3.411090521154847e-09,1.0233271119375331e-08
1981,2.5302198114474095e-09,8.223214109648325e-09
1982,3.1037510339615437e-09,9.932003663948308e-09
1983,3.157658134966823e-09,1.326216381158929e-08
1984,4.059305780401701e-09,9.278413592994639e-09
1985,0.0,9.624892882698077e-09
1986,2.997242676272549e-09,7.1933827783254856e-09
1987,7.332980445085013e-09,1.4054879038383206e-08
1988,5.99655392008458e-09,1.199310784016916e-08
1989,4.390497743145261e-09,7.134558721588746e-09
1990,9.262707045820662e-09,5.993515905799995e-09
1991,5.2753188484189195e-09,7.6199047072123e-09
1992,7.713921945651236e-09,8.815910668147353e-09
1993,2.7696036575264316e-09,7.200969598386564e-09
1994,6.329911705904578e-09,1.0549853435293244e-08
1995,8.675921314704738e-09,6.506940763983948e-09
1996,8.007138063703678e-09,6.939520069693117e-09
1997,5.753873377756236e-09,3.835915585170824e-09
1998,5.2449422582867555e-09,5.2449422582867555e-09
1999,1.3710603319339043e-08,1.279656292041409e-08
2000,7.95245647111642e-09,7.068850393920911e-09
2001,8.762423675534592e-09,1.0076787404500465e-08
2002,5.257465574004527e-09,4.81934359086722e-09
2003,9.167230530238157e-09,2.5001538617175356e-09
2004,3.9643119897903034e-09,7.488145215006625e-09
2005,7.205999352777326e-09,4.954124666056714e-09
2006,4.529678854225949e-09,8.64756888319107e-09
2007,3.595031605740928e-09,3.1955835755326234e-09
2008,6.811903485726134e-09,8.940623352771127e-09
2009,7.1522885392028e-09,5.245011536203492e-09
2010,4.2514138876015295e-09,7.085689368580006e-09
2011,5.353560705856353e-09,3.059177577924288e-09
2012,4.425528388196653e-09,5.446804340891731e-09
2013,2.2313000336282585e-09,5.578249862026041e-09
2014,2.5985342766432495e-09,4.7639794331644225e-09
2015,3.768178213903184e-09,2.438232948875907e-09
2016,4.142679976837371e-09,2.6927420293532123e-09
2017,1.7609279590047322e-09,2.0124890642847504e-09
2018,3.872199894061623e-09,6.453666934191915e-09
2019,4.08158040698936e-09,3.3162841361900064e-09
