year,fut_VERB assez_ADV,fut_VERB cassée_ADJ
1898,1.7110864973801654e-06,2.9423445013776472e-08
1899,1.6394797057728283e-06,1.1055156790007459e-08
1900,1.7644389345150557e-06,1.6092265298084385e-08
1901,1.7213316141351243e-06,3.968004591570207e-08
1902,1.502055852142803e-06,2.1605249145295602e-08
1903,1.7291505400862661e-06,1.9980815224585058e-08
1904,1.658071823840146e-06,1.0749250378694342e-08
1905,1.8109103621100076e-06,1.2901897328276846e-08
1906,1.6862636584846769e-06,1.6975809202790515e-08
1907,1.668852632974449e-06,1.491424583832668e-08
1908,1.83243923856935e-06,2.3083527977973972e-08
1909,1.879686124084401e-06,1.8153246017504898e-08
1910,1.8036508890872938e-06,2.0307773240801907e-08
1911,1.856810627032246e-06,1.9685383989553884e-08
1912,1.962388978427043e-06,1.1981668990301841e-08
1913,1.8576372440293198e-06,1.6969567084856862e-08
1914,1.8215142745248158e-06,1.7411533548283842e-08
1915,1.5326771745094447e-06,5.890381071793627e-09
1916,1.537145976726606e-06,1.8678685265172135e-08
1917,1.4640177141700406e-06,1.7546279096336548e-08
1918,1.519647639725008e-06,2.986458014220261e-08
1919,1.521136596238648e-06,1.2890987832747669e-08
1920,1.5833536508580437e-06,1.0601124422748853e-08
1921,1.6584316426815349e-06,1.3630945261411398e-08
1922,1.6039631418607314e-06,6.640141769764796e-09
1923,1.7749865719451918e-06,5.307974060286824e-09
1924,1.7261885432162671e-06,1.0313299547703991e-08
1925,1.8498935787647497e-06,6.598906754362588e-09
1926,1.6685769423929742e-06,1.114613823460786e-08
1927,1.5709257468188298e-06,6.689535148041159e-09
1928,1.76532341811253e-06,2.2852082892654835e-08
1929,1.7624122392589925e-06,1.7824650200282122e-08
1930,1.8213248722531716e-06,9.453243521306831e-09
1931,1.6298254195135087e-06,1.2545892325022123e-08
1932,1.6998241108012735e-06,7.6716757391182e-09
1933,1.4923331264071749e-06,5.735331320977366e-09
1934,1.5216606925605447e-06,1.0783422155213884e-08
1935,1.5044132624097983e-06,1.3165112555668657e-08
1936,1.453753270652669e-06,1.2124714565686645e-08
1937,1.4265737036112114e-06,8.813782592653752e-09
1938,1.431359692105616e-06,1.4261735792331365e-08
1939,1.388699729432119e-06,2.4470480752825097e-08
1940,1.3084639931548736e-06,7.607348528892999e-09
1941,1.2661946584557882e-06,5.9030051957620344e-09
1942,1.2925742112201988e-06,3.034211770724937e-09
1943,1.3703270269616041e-06,2.322588166236983e-08
1944,1.4395074003914488e-06,2.2492303131116387e-08
1945,1.5075247574714012e-06,4.357008087652048e-09
1946,1.4561475154550862e-06,2.7842208538686464e-09
1947,1.5389844065794023e-06,1.1920871401116528e-08
1948,1.43291481435881e-06,6.523132700664291e-09
1949,1.3056620673523867e-06,0.0
1950,1.404931254000985e-06,5.317680518146517e-09
1951,1.4510168284687097e-06,4.264560704569931e-09
1952,1.3550072708312655e-06,1.1599284199803606e-08
1953,1.3564248320108163e-06,1.4005975934594517e-08
1954,1.2489300615925458e-06,5.863521668203475e-09
1955,1.1384742037989781e-06,4.6928039232341234e-09
1956,1.1459579809525167e-06,7.849027205963921e-09
1957,1.2033320899718092e-06,1.767007518083119e-08
1958,1.3318311857801746e-06,2.4816730892496253e-09
1959,1.1765635008487152e-06,3.8753737996444215e-09
1960,1.2637441386686987e-06,1.3841666479663672e-08
1961,1.1422773695812793e-06,6.25334317660986e-09
1962,1.2360472965156077e-06,7.610347907416326e-09
1963,1.1871674132635235e-06,8.405868889838075e-09
1964,1.2021921520499745e-06,1.3384730657151067e-08
1965,1.319309603786678e-06,1.3680108601477059e-08
1966,1.227458938046766e-06,8.308612464702492e-09
1967,1.3622517371914e-06,9.367637332502454e-09
1968,1.4570152870874153e-06,1.392338955241712e-08
1969,1.219461978507752e-06,1.3171097990039016e-08
1970,1.2154430351074552e-06,1.4715920038099739e-08
1971,1.089340230464586e-06,7.193756701440179e-09
1972,1.164030322797771e-06,1.0773308467548759e-08
1973,1.103743443309213e-06,1.3231689521830958e-08
1974,8.759014917814056e-07,1.1251143128276908e-08
1975,1.021783759824757e-06,1.4849848462006321e-08
1976,8.827399256006174e-07,1.9997344224975677e-08
1977,8.603608421253739e-07,3.526069214387917e-09
1978,9.66534230428806e-07,8.316828115084718e-09
1979,9.714275392980198e-07,1.1703946256602649e-08
1980,8.87452017650503e-07,7.390696055153967e-09
1981,8.027122362364025e-07,1.138598904049104e-08
1982,7.72834027884528e-07,5.586751949948621e-09
1983,8.336216978932498e-07,3.78918940668882e-09
1984,7.962038921505155e-07,7.538710988796993e-09
1985,7.296872013284883e-07,5.414002135495366e-09
1986,7.732886047051579e-07,4.7955883708539204e-09
1987,7.369645231847244e-07,6.721898593298192e-09
1988,7.111912623258831e-07,1.139345240375178e-08
1989,7.579096745757852e-07,1.7013178421620978e-08
1990,7.927787351036386e-07,5.993515905799995e-09
1991,6.846191240583721e-07,7.033758464558559e-09
1992,7.548623557340761e-07,8.815910668147353e-09
1993,7.993076565071533e-07,7.754890063438324e-09
1994,6.836305033175449e-07,1.002236071911966e-08
1995,6.989538974266907e-07,4.337960657352369e-09
1996,7.179734211604227e-07,6.939520069693117e-09
1997,6.310081062110839e-07,6.7128524960935465e-09
1998,6.665844693998224e-07,4.291316191284977e-09
1999,7.079241868268582e-07,5.941261704833778e-09
2000,6.445907843044552e-07,1.192868470667463e-08
2001,7.386723268609785e-07,6.571817756650944e-09
2002,6.729555934725795e-07,8.324320788233308e-09
2003,6.308721367531689e-07,5.8336921959778465e-09
2004,6.845045845693676e-07,6.166707589017051e-09
2005,6.904248266437207e-07,4.954124666056714e-09
2006,7.033356155261572e-07,7.823991232669414e-09
2007,6.495023399111233e-07,5.192823504529542e-09
2008,6.799131142543047e-07,2.554463751636149e-09
2009,7.986722607711272e-07,8.105927484791664e-09
2010,7.567516604467528e-07,3.7790344187271785e-09
2011,7.953861427267839e-07,3.823971805871906e-09
2012,9.804248293221463e-07,2.7234021704458655e-09
2013,1.063493414221739e-06,5.578249862026041e-09
2014,1.1305788802928873e-06,8.445236510112863e-09
2015,1.2457153388822917e-06,7.314698624583116e-09
2016,1.4656802704848815e-06,6.8354220061905835e-09
2017,9.501463864580728e-07,3.5218559180094644e-09
2018,1.1456548918431508e-06,4.3884935685412074e-09
2019,1.1844235814351123e-06,5.612172948588068e-09
