year,peut_VERB ouvrir_VERB,peut_VERB couvrir_VERB
1865,3.290084293894324e-07,1.6379817679990083e-07
1866,3.683269085286156e-07,1.4158933936414542e-07
1867,3.3096173979174637e-07,1.6984840556233394e-07
1868,2.9688644076486526e-07,1.709196482124753e-07
1869,3.9654176475778513e-07,1.255064461247457e-07
1870,3.383088653663435e-07,1.6743422293075128e-07
1871,3.526230898387439e-07,1.6993882923088677e-07
1872,4.0214806062977004e-07,1.251799233159545e-07
1873,3.4838546980608953e-07,1.7658713602486387e-07
1874,5.000748046768422e-07,1.469753811988994e-07
1875,4.0279550717059465e-07,1.2015206607429718e-07
1876,4.11129008170974e-07,1.5175497480868216e-07
1877,3.568638931028545e-07,1.5090951421825594e-07
1878,3.6113749501964776e-07,1.2621694622794166e-07
1879,3.6045020124220173e-07,1.2096464274691243e-07
1880,4.4283137867751066e-07,9.690948132856647e-08
1881,4.371762258870149e-07,1.6385392598294857e-07
1882,3.773603509671375e-07,9.849969728747965e-08
1883,3.399804313630739e-07,1.6367087596336205e-07
1884,3.386670641702949e-07,1.2147123129579995e-07
1885,3.712686122980813e-07,1.4180398011376383e-07
1886,3.2073714351099625e-07,1.310053221459384e-07
1887,3.19264415793441e-07,1.3123138842274784e-07
1888,3.5380631402404106e-07,1.2173980223906256e-07
1889,2.9320838734747667e-07,1.384595265108146e-07
1890,3.447607355155924e-07,1.264996569716459e-07
1891,4.430083038187149e-07,1.1346111961074712e-07
1892,3.817524145688367e-07,1.4793688762892998e-07
1893,3.5102974038636603e-07,1.367168493970894e-07
1894,3.472148080163606e-07,1.2224985823650059e-07
1895,3.177828489242529e-07,1.0111272530366477e-07
1896,3.378997632808023e-07,1.4565661388132867e-07
1897,3.5717755508812843e-07,1.468331873866191e-07
1898,3.649638813385536e-07,1.3523468567200325e-07
1899,3.1507195785707154e-07,1.1829017410036613e-07
1900,2.969282490994374e-07,1.40158434192017e-07
1901,3.0905727044228115e-07,1.1959900803049095e-07
1902,6.511036190204322e-07,1.5811113485142414e-07
1903,3.0349238500093634e-07,1.6740682440286037e-07
1904,3.5418779020801594e-07,1.445774131525468e-07
1905,3.653817373105994e-07,1.4346909438245348e-07
1906,3.5649199503495765e-07,1.131720566149852e-07
1907,3.054848889405548e-07,1.1931396670661343e-07
1908,3.1531118338534725e-07,1.2573156027428922e-07
1909,3.284087313204509e-07,1.2817291406008735e-07
1910,3.3294060131083825e-07,1.2451870645691088e-07
1911,2.8091574222344207e-07,1.0640748371315567e-07
1912,3.214212824786955e-07,1.396124957864231e-07
1913,3.075734014146292e-07,1.2939294435909687e-07
1914,3.375158712515258e-07,1.3929226838627073e-07
1915,2.6153290377806115e-07,1.73177198803387e-07
1916,2.9336524676182307e-07,1.69206913369635e-07
1917,3.136397310754546e-07,1.754627874106518e-07
1918,2.5844346396297624e-07,1.550660755356148e-07
1919,3.2595784205113887e-07,1.243059557509696e-07
1920,2.9455981120918295e-07,1.309996093823429e-07
1921,2.8397803930602095e-07,1.8628958287081332e-07
1922,2.7372141175874276e-07,1.3354063810311345e-07
1923,2.9087698294461006e-07,1.2526818693459063e-07
1924,2.861940515686001e-07,1.1344629768927916e-07
1925,2.584571916486311e-07,1.2097996204829542e-07
1926,2.4075657734101696e-07,1.5047287149627664e-07
1927,3.0437382747550146e-07,1.1260716803462856e-07
1928,2.7193976848138846e-07,1.3939769871740282e-07
1929,2.918786492500658e-07,1.570797252270495e-07
1930,2.7204333719055285e-07,1.5965477473400824e-07
1931,2.5776105871955224e-07,1.094914239274658e-07
1932,2.5316529672636534e-07,1.3918611330154818e-07
1933,2.7300177407596493e-07,1.4338327503082837e-07
1934,2.576039719315304e-07,1.413826424823128e-07
1935,2.046576526026911e-07,1.3643844454236387e-07
1936,2.994804617628688e-07,1.6610859177035309e-07
1937,3.298872854884394e-07,1.611663122957907e-07
1938,2.6319384005546453e-07,2.0096082664622372e-07
1939,3.1658683496971207e-07,2.3858717668190366e-07
1940,2.0793419253095635e-07,1.7750480196809804e-07
1941,2.095566884463551e-07,1.7118715334163426e-07
1942,2.7004483627024456e-07,1.0923162108156248e-07
1943,3.0774293691138155e-07,1.7129087837020052e-07
1944,3.373845345322479e-07,1.6708568750800623e-07
1945,2.5052796104318986e-07,1.7863733603462606e-07
1946,2.714615447985125e-07,1.559163678166442e-07
1947,2.6583541057334514e-07,1.9073394241786445e-07
1948,2.902794165038358e-07,2.065658719629937e-07
1949,3.023638441845833e-07,2.6800432806339813e-07
1950,2.8715476219076663e-07,2.21215515239237e-07
1951,2.8252713946130825e-07,2.398815297510737e-07
1952,2.752193779542722e-07,2.3093120660178101e-07
1953,3.2752436140981445e-07,1.9285151608983142e-07
1954,2.834035512933042e-07,1.94473471992751e-07
1955,3.191106543454225e-07,2.0742193385103747e-07
1956,2.7820442483061925e-07,2.1890065227125888e-07
1957,2.747696612459549e-07,2.08506889975979e-07
1958,2.911829710683378e-07,2.3079559241523384e-07
1959,2.953034936581389e-07,1.945437730910271e-07
1960,3.155900003548595e-07,1.9239917037339183e-07
1961,3.168360649397073e-07,2.0844477433001884e-07
1962,3.456366357568186e-07,1.978690420401108e-07
1963,3.562795427569654e-07,1.907485653873664e-07
1964,2.9872285267629195e-07,1.8495263987006183e-07
1965,3.097176488608966e-07,1.9918238081118034e-07
1966,3.207124166237918e-07,1.7835820642631006e-07
1967,3.3871404525598336e-07,2.0017162682961498e-07
1968,3.085602600094717e-07,1.859446143726018e-07
1969,2.91580846578654e-07,1.7894525683459506e-07
1970,3.090343341227708e-07,2.0234389808138076e-07
1971,2.9494401587726315e-07,2.0348053908492147e-07
1972,3.3653762443464075e-07,1.8519830291552353e-07
1973,2.833786822975526e-07,1.9516741645020375e-07
1974,3.088438802478777e-07,2.1995985832745646e-07
1975,3.0213729473871354e-07,1.8276736568623164e-07
1976,2.9938880174995575e-07,1.851182673817675e-07
1977,3.091187181780697e-07,1.8864469097934489e-07
1978,3.1306916525863926e-07,1.9782169147219975e-07
1979,3.382440638688422e-07,1.9662630279526638e-07
1980,2.7686684234140557e-07,2.0409690648648393e-07
1981,3.358866820235562e-07,1.8470605311904364e-07
1982,3.3582588798708457e-07,1.7256856210678961e-07
1983,3.5681534882314736e-07,1.7935496998688905e-07
1984,3.3924200693036255e-07,2.0006579859455087e-07
1985,3.344650281178474e-07,1.8888852082454832e-07
1986,3.3988732184297987e-07,2.0141470713497256e-07
1987,3.2876195632525196e-07,1.9371289283753867e-07
1988,3.6818840953856125e-07,1.8889144826061965e-07
1989,3.495933924568817e-07,1.953771544549454e-07
1990,3.2964337037810765e-07,2.026898187068582e-07
1991,3.598939599669393e-07,1.8170541693507403e-07
1992,3.873490754813247e-07,1.9064407297264552e-07
1993,3.5561711797527096e-07,1.7116150274887332e-07
1994,3.6080498944102146e-07,1.5772030792504665e-07
1995,3.7740258562735107e-07,1.7189168488584983e-07
1996,3.971540536440443e-07,1.777584657247644e-07
1997,4.181148085535824e-07,1.563135612059341e-07
1998,3.652386908470362e-07,1.4399749659332883e-07
1999,4.149742665049416e-07,1.8326507245092216e-07
2000,4.3252529735582357e-07,1.6876880692962004e-07
2001,4.065764471761213e-07,1.8663962464415818e-07
2002,4.267309634542471e-07,1.6955327453160862e-07
2003,4.329432954364165e-07,1.6417676818036853e-07
2004,3.8850259898026707e-07,1.717868656214705e-07
2005,4.251539564847917e-07,1.8915748967174295e-07
2006,4.072593071668962e-07,1.7048064648861327e-07
2007,4.361971548405563e-07,1.581813933171361e-07
2008,4.4362522544361127e-07,1.651886663012192e-07
2009,4.310446115596278e-07,2.059859127712116e-07
2010,4.426194095685787e-07,2.6075338155351346e-07
2011,4.531406716523634e-07,3.12418507064649e-07
2012,4.2144648659814266e-07,2.767657463209616e-07
2013,4.680151732827653e-07,1.9663330874664098e-07
2014,4.0818642332851596e-07,1.7345216463127144e-07
2015,4.211493376260478e-07,1.9727521305412665e-07
2016,4.351885536379996e-07,1.5307202261283237e-07
2017,4.424960309279413e-07,1.6728814955513371e-07
2018,4.4452858105614723e-07,1.512739515874273e-07
2019,4.0560703951086907e-07,1.4897769062827138e-07
