year,seront_VERB en_ADP
2010,1.1412683988965e-06
2011,1.1735769476217683e-06
2012,1.121020432037767e-06
2013,1.0579151421552524e-06
2014,1.0162434591620695e-06
2015,1.0420120588605641e-06
2016,1.0930461940006353e-06
2017,1.2215808737892075e-06
2018,1.0271655810356606e-06
2019,1.037996867125912e-06
