year,avait_VERB assez_ADV,avait_VERB cassé_VERB
1855,1.2301479728193954e-06,1.209981661531856e-07
1856,1.2694467841356527e-06,1.0975641373534017e-07
1857,1.3155666920283693e-06,1.1276286215888831e-07
1858,1.288994212700345e-06,1.6883181785942725e-07
1859,1.4645090686826734e-06,1.1457390058922101e-07
1860,1.5612774859619094e-06,1.5791285079558293e-07
1861,1.340748440270545e-06,1.2261506299182656e-07
1862,1.4041901295058778e-06,1.2831081619424367e-07
1863,1.2896110774818226e-06,1.2786229319772247e-07
1864,1.3794432334179874e-06,8.294879449977088e-08
1865,1.2289571031942614e-06,1.3791053277145693e-07
1866,1.2339194199739723e-06,1.1969407864853565e-07
1867,1.324817503700615e-06,1.8634796106198337e-07
1868,1.1751960755645996e-06,1.3288261868638074e-07
1869,1.3214802265792969e-06,1.2062292853443068e-07
1870,1.2918811762574478e-06,9.403839840160799e-08
1871,1.1736400438167038e-06,1.0514965254060371e-07
1872,1.300782628277375e-06,7.922014333416882e-08
1873,1.0792765579026309e-06,1.0774807890356897e-07
1874,1.2869307965956978e-06,1.075429665320371e-07
1875,1.193510570374201e-06,1.035596426390839e-07
1876,9.812681582843652e-07,1.1850188741391321e-07
1877,1.112029963223904e-06,1.775042193230547e-07
1878,1.1438033880040166e-06,1.5460067004369193e-07
1879,1.1772669950005366e-06,9.89710713383829e-08
1880,1.1648390909613227e-06,1.2771513979714655e-07
1881,1.0005547892433242e-06,1.2341338617716247e-07
1882,1.1700167306116782e-06,1.1780031883290576e-07
1883,1.0818707778526004e-06,9.668588774047748e-08
1884,1.1982079968220205e-06,1.241119065298335e-07
1885,1.098980874303379e-06,9.861822292123179e-08
1886,1.1396816717024194e-06,1.2842393459777668e-07
1887,1.0400576684332918e-06,1.0185122079064968e-07
1888,1.070295752469974e-06,1.1032669533506123e-07
1889,1.0149522040592274e-06,1.0838686392844465e-07
1890,1.0519789839236182e-06,7.734175966334078e-08
1891,1.0511089385545347e-06,9.306361192784607e-08
1892,1.0317971828044392e-06,8.023695841075096e-08
1893,9.742615247887443e-07,1.2686338379808149e-07
1894,1.09457732833107e-06,8.759139547009909e-08
1895,9.497373412159504e-07,1.131499516304757e-07
1896,1.0962577334794332e-06,1.2737582721911167e-07
1897,1.0021947218774585e-06,9.847146031916054e-08
1898,9.602227919458528e-07,1.0750873968845553e-07
1899,9.192362995236181e-07,1.0999880828421738e-07
1900,1.021080151986098e-06,9.13625370912996e-08
1901,9.439380050935142e-07,1.0674491335294078e-07
1902,7.714056096119748e-07,9.133128031635351e-08
1903,9.196575092573767e-07,7.560308290521789e-08
1904,8.905753929866478e-07,9.029370318103247e-08
1905,8.835219205138856e-07,1.1353670004154992e-07
1906,9.851113418335444e-07,1.12143219155314e-07
1907,8.408549092564499e-07,1.2651395309148938e-07
1908,9.370930342811334e-07,9.184297766751115e-08
1909,1.014931513054762e-06,9.956779933872895e-08
1910,1.0132509942195611e-06,1.122271626741167e-07
1911,1.0406652108940762e-06,1.0427933005985324e-07
1912,8.616382842774328e-07,8.387168293211289e-08
1913,8.877204891177826e-07,7.795394907361697e-08
1914,9.087481203096104e-07,1.1384464215780099e-07
1915,9.059405670086562e-07,1.0367070757411057e-07
1916,1.0504013516765554e-06,7.1418504887788e-08
1917,8.422214250458637e-07,1.008911070243812e-07
1918,9.085723604584928e-07,7.810736235569493e-08
1919,9.198640782415168e-07,8.194984957299312e-08
1920,1.0495112974240328e-06,1.1434070046334455e-07
1921,8.829823627820588e-07,7.497020249047637e-08
1922,9.399489613315382e-07,8.705963949751094e-08
1923,1.1072434062953107e-06,1.0509788950230359e-07
1924,1.088053068087902e-06,1.0571132236236735e-07
1925,9.52442235302442e-07,7.258797296572084e-08
1926,1.0544247288635233e-06,1.2037828867050848e-07
1927,1.2052312285959488e-06,1.728129888078911e-07
1928,9.883525535769877e-07,1.0854738974330758e-07
1929,1.0705930435506161e-06,9.135133183235666e-08
1930,9.358710713058827e-07,9.138135226294253e-08
1931,8.816340937300993e-07,1.0150767337790967e-07
1932,9.151212907454465e-07,9.206010531670472e-08
1933,9.119176525018702e-07,1.0323596200123575e-07
1934,9.094019333133474e-07,8.267290496632995e-08
1935,8.928340093916631e-07,1.1010821765466972e-07
1936,8.450925861325231e-07,1.115473722279603e-07
1937,9.594432412995957e-07,9.065605155456069e-08
1938,9.685014674687409e-07,7.260520362706302e-08
1939,8.717609034647467e-07,9.023489866422096e-08
1940,8.317367701238254e-07,6.085878823114399e-08
1941,9.739958386489889e-07,6.493305448884712e-08
1942,9.891530226013856e-07,6.068423630267716e-08
1943,1.1409714488763711e-06,1.1903264152124393e-07
1944,1.304553620684601e-06,1.0282195717081777e-07
1945,1.413849076925544e-06,1.4595977404496807e-07
1946,1.1916465609829174e-06,1.3642682006320683e-07
1947,1.0359236739532207e-06,7.986983519003843e-08
1948,1.061096213561541e-06,9.784699273041042e-08
1949,9.493047059550008e-07,8.246286853363927e-08
1950,9.933427236319403e-07,8.401935502888591e-08
1951,1.0490819022379583e-06,1.172754195977177e-07
1952,9.268882763535657e-07,1.0333907596304925e-07
1953,9.308586754741555e-07,1.292859224122367e-07
1954,9.801854048419045e-07,1.0261162941560542e-07
1955,1.005198555503739e-06,8.447047150639264e-08
1956,9.052545237864251e-07,1.0378158776802593e-07
1957,1.0451849448145367e-06,1.3429257705865894e-07
1958,1.017485942611529e-06,8.934022588391599e-08
1959,8.89010777882504e-07,9.84344978860463e-08
1960,9.308520816375676e-07,1.2803542404071777e-07
1961,9.032606840264634e-07,1.2854094677550165e-07
1962,9.722218692331808e-07,1.1415521328217437e-07
1963,9.582690836396068e-07,1.1444914349567625e-07
1964,9.089448553822876e-07,9.795189015449068e-08
1965,8.443362844445801e-07,1.0998807198348004e-07
1966,9.704458534542937e-07,1.213057316817867e-07
1967,9.121120569943741e-07,1.0649524995187676e-07
1968,9.674510010881932e-07,1.0195513766575459e-07
1969,7.916283948361524e-07,1.2262745485713822e-07
1970,8.190329481294611e-07,8.783564453551662e-08
1971,7.728149853392097e-07,1.120170622925798e-07
1972,7.233506948978174e-07,9.234264553015237e-08
1973,7.244349831125874e-07,1.0640483338875129e-07
1974,6.486284291895572e-07,1.0238540681939412e-07
1975,6.13412964867166e-07,1.2165452289991663e-07
1976,6.787669803998142e-07,8.456019884306443e-08
1977,6.117729753896128e-07,1.1107117359188123e-07
1978,6.932669975867611e-07,1.0574252939932194e-07
1979,7.578305485367309e-07,1.1645426667428183e-07
1980,7.112123512342805e-07,8.243468840873902e-08
1981,7.280707450263435e-07,1.0753434054322497e-07
1982,7.126212722141645e-07,9.559553859617154e-08
1983,6.795280000915227e-07,9.094055286595903e-08
1984,6.773241807422892e-07,8.756502722917503e-08
1985,6.773518634872744e-07,8.842870613534615e-08
1986,7.912721002867329e-07,1.228869450642378e-07
1987,7.137434181458957e-07,1.0205064171486811e-07
1988,6.752119361408404e-07,1.0973693775895299e-07
1989,6.76136664878868e-07,1.0756719603932652e-07
1990,6.990618999225262e-07,8.71784138212206e-08
1991,6.142815323073592e-07,1.0316178844504975e-07
1992,7.030688493614434e-07,1.1405584388057832e-07
1993,6.630431244047941e-07,1.2130864490700333e-07
1994,6.461785346800752e-07,9.969611625137986e-08
1995,6.371379868141958e-07,1.0248432147363928e-07
1996,6.298948846961139e-07,9.448422844116067e-08
1997,6.276516728576098e-07,9.445942339425528e-08
1998,6.498960374301532e-07,1.072829078907489e-07
1999,6.064656759008358e-07,8.043554089454119e-08
2000,6.331039230644819e-07,1.0647455894741142e-07
2001,6.492956003967265e-07,9.112920196230334e-08
2002,7.001191875133372e-07,1.2004547045307845e-07
2003,7.09210269178584e-07,1.2042407604440086e-07
2004,7.03445152794302e-07,1.19810323440106e-07
2005,7.732937774562743e-07,1.2385311265461496e-07
2006,8.408730991504854e-07,1.1118302722934459e-07
2007,1.1036746627723915e-06,1.3501340845323284e-07
2008,1.2291228586036596e-06,1.3538658549805405e-07
2009,1.3846830597685766e-06,1.3303257162533555e-07
2010,1.7922070583153982e-06,2.050126113317674e-07
2011,1.948696080944501e-06,2.474109805916669e-07
2012,2.458551307427115e-06,3.2748911849012075e-07
2013,2.6259613150614314e-06,3.1572895409226476e-07
2014,2.961246309496346e-06,3.7224003790470306e-07
2015,2.7762607714976184e-06,3.267232102643902e-07
2016,2.912511263275519e-06,3.1670788303017616e-07
2017,2.5855454168777214e-06,3.222498037303012e-07
2018,2.8659442250500433e-06,3.585657282201282e-07
2019,2.7280264021101175e-06,3.576484743916808e-07
