year,voulant_VERB ouvrir_VERB,voulant_VERB couvrir_VERB
1953,9.696444647211422e-09,5.386913581872932e-09
1954,5.863521668203475e-09,1.9545072227344917e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,2.616342476002842e-09
1957,8.835037590415595e-09,1.7670075402875796e-09
1958,6.617794756635931e-09,3.3088973783179654e-09
1959,6.200598479111363e-09,2.325224457422337e-09
1960,2.076250060767393e-09,5.536666680683311e-09
1961,4.863711378089164e-09,6.94815938118154e-09
1962,5.07356523460345e-09,2.536782617301725e-09
1963,4.526237162849611e-09,7.112658795271898e-09
1964,8.517555494247375e-09,3.6503810529886493e-09
1965,9.302473458205895e-09,4.924838870046244e-09
1966,6.6468897053084675e-09,4.985167167959048e-09
1967,5.423369309198733e-09,2.9582012395223956e-09
1968,8.98283178396575e-09,7.186265360559219e-09
1969,5.90428494984252e-09,3.1792304344691047e-09
1970,7.817832381462608e-09,3.219107425067591e-09
1971,4.6245578477766e-09,5.138397596304856e-09
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,1.0475087464101307e-08,5.513203671370093e-09
1974,6.750686232237513e-09,2.812785782069227e-09
1975,3.4268881066168433e-09,3.998036124386317e-09
1976,8.570290033205197e-09,5.142174241967723e-09
1977,6.464460078348111e-09,2.938390863960194e-09
1978,3.5643548113029055e-09,6.534650265344055e-09
1979,9.363157582598092e-09,2.925986564150662e-09
1980,1.193881615790815e-08,6.822180709242787e-09
1981,5.69299452024552e-09,2.5302198114474095e-09
1982,6.2075020679230875e-09,4.966001831974154e-09
1983,5.052252838311233e-09,2.5261264191556165e-09
1984,9.278413870550395e-09,2.3196033982486597e-09
1985,1.0828004270990732e-08,4.812446441349039e-09
1986,1.1389522269755759e-08,7.792831269171074e-09
1987,9.777306797520424e-09,6.721898426764739e-09
1988,7.195864570874733e-09,5.99655392008458e-09
1989,9.878620144121442e-09,4.939309850016116e-09
1990,3.2691906959314565e-09,2.724325431913144e-09
1991,1.699824869749733e-08,2.930732601047481e-09
1992,8.815910668147353e-09,6.611932890088212e-09
1993,7.754890507527534e-09,3.877445031719162e-09
1994,6.857404422078162e-09,6.329911927949183e-09
1995,1.0844901865425527e-08,3.253470548525428e-09
1996,8.540947282753564e-09,4.804283193493575e-09
1997,3.835915474148521e-09,8.630809844589749e-09
1998,8.582632382569955e-09,2.86087753487152e-09
1999,7.3123217758652714e-09,6.398281821029528e-09
2000,7.068850393920911e-09,4.418031274155965e-09
2001,9.638665865452367e-09,1.7524847129024579e-09
2002,7.448076377869484e-09,2.190610748353805e-09
2003,7.083769126836614e-09,6.250384654293839e-09
2004,6.607186797680242e-09,5.285749532513151e-09
2005,1.1259373988714572e-08,3.15262471684008e-09
2006,7.412201963319376e-09,3.7061009261485367e-09
2007,9.986198895584053e-09,2.7961355453243186e-09
2008,8.089135472566511e-09,2.554463751636149e-09
2009,1.1920481268745675e-08,4.76819250749827e-09
2010,9.447585824773341e-09,3.3066552274085836e-09
2011,1.4148696381166559e-08,1.91198598620268e-09
2012,1.2595734927289826e-08,2.382976926895708e-09
2013,1.0877587441893155e-08,4.183687674075287e-09
2014,8.228691422695888e-09,3.681256854903836e-09
2015,1.4629397804277744e-08,5.984753762011685e-09
2016,1.491364853833943e-08,3.31414412579889e-09
2017,1.081712880379726e-08,1.509366853724714e-09
2018,1.44562133930215e-08,7.228106668755174e-09
2019,1.045904995944369e-08,5.101975453225549e-09
