year,peuvent_VERB ouvrir_VERB,peuvent_VERB couvrir_VERB
1889,6.077182490571431e-08,3.069916942877171e-08
1890,5.702316130395957e-08,4.260351360585446e-08
1891,9.433845349349212e-08,2.995883363610119e-08
1892,7.083419006903569e-08,6.644623340434919e-08
1893,8.313862309705655e-08,3.94138659487453e-08
1894,7.309785843290229e-08,4.978215883966186e-08
1895,9.088108043897591e-08,3.91209944439197e-08
1896,7.31231608597227e-08,2.181900704556483e-08
1897,6.817254671886985e-08,4.777905004971217e-08
1898,6.620275172508627e-08,3.508180057565369e-08
1899,8.45719512199139e-08,7.40695469403363e-08
1900,6.592637191715767e-08,5.1391424449320766e-08
1901,6.874148539282032e-08,5.309301798206434e-08
1902,9.86967023663965e-08,3.5845072687834545e-08
1903,7.2902970771338e-08,4.644189388613995e-08
1904,8.276922613958959e-08,4.568431322127253e-08
1905,7.895961573467503e-08,4.69629064525634e-08
1906,9.773950893077199e-08,2.7264178470431943e-08
1907,6.685696263275531e-08,2.3142794347563722e-08
1908,6.974172350737717e-08,5.6480974564010467e-08
1909,6.876229718955074e-08,4.8408654862441836e-08
1910,5.50447509795049e-08,6.19921465272455e-08
1911,7.714542249459555e-08,3.937076797910777e-08
1912,5.46989227245831e-08,4.7926675961207366e-08
1913,6.098438376511695e-08,4.560571298384275e-08
1914,7.634287868540923e-08,5.022557658662663e-08
1915,4.5944972271172446e-08,5.419150639340842e-08
1916,5.383856560570166e-08,3.4061130804730055e-08
1917,7.786161404510494e-08,3.947912929902486e-08
1918,7.695872028534723e-08,3.101321510712296e-08
1919,8.747456092805805e-08,2.3940405213807026e-08
1920,7.193619921963545e-08,3.407504323149624e-08
1921,4.619375815195781e-08,3.634918854800162e-08
1922,6.271245212019494e-08,4.795657915224183e-08
1923,4.777176698667063e-08,6.581888101209188e-08
1924,4.383152329978657e-08,4.383152329978657e-08
1925,7.258797296572084e-08,5.609070896639423e-08
1926,5.461607699430715e-08,6.018914433525424e-08
1927,7.692965198202728e-08,4.2367055641534535e-08
1928,5.255979118601317e-08,5.484499610020066e-08
1929,5.3473950600846365e-08,6.684243913923638e-08
1930,5.882018072611572e-08,5.146765857944047e-08
1931,6.729160162421977e-08,7.413481739604322e-08
1932,5.918149881267709e-08,6.02774505864545e-08
1933,6.76769076335404e-08,5.391211388428019e-08
1934,6.350237669039416e-08,5.511526879331541e-08
1935,4.547948151412129e-08,4.906996409204112e-08
1936,8.729794842565752e-08,6.183604739362636e-08
1937,8.058315614789535e-08,7.428759829508635e-08
1938,6.482607517455108e-08,6.093650739558143e-08
1939,5.964679417047591e-08,8.717609034647467e-08
1940,4.3108308034334186e-08,8.368083825871508e-08
1941,7.67390702094417e-08,8.264207451702532e-08
1942,6.371844563091145e-08,4.8547388331598995e-08
1943,5.516146828199453e-08,7.548411673496958e-08
1944,9.960876923287287e-08,7.069009200222354e-08
1945,6.535512397931598e-08,8.06046500656521e-08
1946,8.07424029858339e-08,6.12528623378239e-08
1947,7.748565877818692e-08,7.986983519003843e-08
1948,1.1306763525453789e-07,8.806229345736938e-08
1949,9.915178367236877e-08,1.2762110657149606e-07
1950,7.657460088239532e-08,7.87016745107394e-08
1951,7.249753508631329e-08,1.0448173526356186e-07
1952,1.1072044259208269e-07,9.384875454543362e-08
1953,1.0127397587211817e-07,8.834538789415092e-08
1954,9.088458341466321e-08,1.0358888147266043e-07
1955,9.104039833118804e-08,8.165478959654138e-08
1956,9.069987072507502e-08,1.0988638621256541e-07
1957,8.835037590415595e-08,1.0778745718198479e-07
1958,1.3235589335636178e-07,9.264912392836777e-08
1959,1.2943749538862903e-07,1.3641316343182552e-07
1960,8.651041838447782e-08,9.481541951572581e-08
1961,9.518978316691573e-08,9.31053349972899e-08
1962,1.3191269943035877e-07,1.2176556651866122e-07
1963,1.1638896069143811e-07,1.1768216978680357e-07
1964,9.369311015916537e-08,9.916868037862514e-08
1965,9.0835918342691e-08,9.849678406226303e-08
1966,9.361036035215875e-08,7.64392282803783e-08
1967,1.2030018581299373e-07,1.0550918005947096e-07
1968,1.0509913295209117e-07,8.578604138165247e-08
1969,9.35602102458688e-08,8.49308676720284e-08
1970,1.0209169687414033e-07,8.921526273297786e-08
1971,9.608802997718158e-08,1.073925091077399e-07
1972,9.131661471428743e-08,8.567345588517128e-08
1973,9.537842515783268e-08,9.317314209056349e-08
1974,1.5076531667546078e-07,8.438357212980918e-08
1975,1.2508141367106873e-07,1.1023156787359767e-07
1976,1.6340686670446303e-07,9.1416431757807e-08
1977,1.710143493482974e-07,9.285315627494128e-08
1978,1.6633656230169436e-07,1.0752470558372806e-07
1979,8.368321857687988e-08,8.71944010327752e-08
1980,9.38049851129108e-08,9.55105292632652e-08
1981,8.476236246224289e-08,8.855769095816868e-08
1982,9.745778584147047e-08,9.99407845370115e-08
1983,1.0799190164334505e-07,1.1114956066649029e-07
1984,1.0380225035078183e-07,9.22042318052263e-08
1985,8.842870613534615e-08,8.782714644439693e-08
1986,1.0850018838937103e-07,8.332334999749946e-08
1987,1.3688229216768377e-07,1.0999470134720468e-07
1988,1.4151866878364672e-07,7.435726701032763e-08
1989,1.0701837993565277e-07,9.988382032588561e-08
1990,1.2586383490997832e-07,8.499895187696893e-08
1991,8.616353852630709e-08,8.674968654531767e-08
1992,1.1681081701908624e-07,8.099618042933798e-08
1993,9.693612668115748e-08,7.754890418709692e-08
1994,9.600366723816478e-08,7.64864367397422e-08
1995,1.1495595941823922e-07,8.675921492340422e-08
1996,1.3612135774110357e-07,7.09966272438578e-08
1997,1.2610571786808578e-07,8.774657089816174e-08
1998,1.1491191287404945e-07,7.962776038539232e-08
1999,1.188252269912482e-07,1.0282952445095361e-07
2000,1.1177619541058448e-07,9.41040738666743e-08
2001,1.2486454181726003e-07,1.0777780801163317e-07
2002,1.178548600933027e-07,9.288189772860278e-08
2003,1.0792330584763477e-07,9.250568666629988e-08
2004,1.1232217644874254e-07,1.0791738702664588e-07
2005,1.4141774329345935e-07,9.818174362408172e-08
2006,1.1035945135517977e-07,7.247486166761519e-08
2007,1.0225867441704395e-07,8.70796554863773e-08
2008,1.2176278119113704e-07,8.94062353040681e-08
2009,1.1825117240960026e-07,7.962881198864125e-08
2010,1.317938256306661e-07,8.691779385117115e-08
2011,1.4607573461944412e-07,7.609704510969095e-08
2012,9.327652605861658e-08,6.842547861651838e-08
2013,1.0626566648852531e-07,7.000704016491e-08
2014,1.0329173250056556e-07,6.019937615064919e-08
2015,1.1836512925356146e-07,5.873924635579897e-08
2016,9.859578398163649e-08,5.779038758646493e-08
2017,1.2074934829797712e-07,5.4840327834426716e-08
2018,1.1281009193453428e-07,5.963187987845231e-08
2019,9.336615391930536e-08,5.7397222974486795e-08
