year,pouvant_VERB ouvrir_VERB,pouvant_VERB couvrir_VERB
1873,1.2570609442263958e-08,2.6338419445437466e-08
1874,2.3300975371398636e-08,6.572069999322139e-09
1875,1.8881038954532414e-08,1.3159512590732447e-08
1876,2.539326260375674e-08,7.859819461941697e-09
1877,2.4739264858908427e-08,1.855444864418132e-08
1878,2.6571990829893366e-08,1.268208649207736e-08
1879,3.421222061206208e-08,1.8938909107646396e-08
1880,2.3104245627791897e-08,2.9522093214495726e-08
1881,1.045876096839038e-08,2.091752193678076e-08
1882,1.6638463051776853e-08,9.317538740560849e-09
1883,1.8958017378167824e-08,1.0742875922176154e-08
1884,9.902545450302114e-09,1.5844072720483382e-08
1885,2.3848851782304337e-08,7.090199094506033e-09
1886,2.710454793941608e-08,7.098810428374236e-09
1887,2.285123557044244e-08,1.3710741875172516e-08
1888,2.1558090423923204e-08,1.5851536971922542e-08
1889,2.0674951528576457e-08,1.8795409673089125e-08
1890,1.7696843102044113e-08,1.0487018364813139e-08
1891,1.9760081571007504e-08,2.5496881050912634e-08
1892,2.6954603882245465e-08,1.9432388143059143e-08
1893,1.23168328869383e-08,2.278614097406262e-08
1894,6.301539290376468e-09,2.2055386850183822e-08
1895,2.347259631108045e-08,1.0833506536300774e-08
1896,1.2973464080801023e-08,1.47425724961181e-08
1897,1.1070755867592652e-08,1.981082675683865e-08
1898,2.8857609635224435e-08,1.1316709347397591e-08
1899,1.9346524382513053e-08,1.9346524382513053e-08
1900,1.038210584169974e-08,1.6092265298084385e-08
1901,2.0678333711998675e-08,2.459045056468767e-08
1902,2.9461702411026636e-08,2.0132164380015638e-08
1903,2.1600881083827517e-08,2.5381035939631147e-08
1904,3.33226779503093e-08,1.0211787859759625e-08
1905,1.5998352864698973e-08,8.773290538499623e-09
1906,2.41776678677752e-08,2.006231980544726e-08
1907,3.034277540336916e-08,7.199980611716228e-09
1908,2.553922229253658e-08,2.0136695866312948e-08
1909,2.3654228797909127e-08,1.870334465081669e-08
1910,4.275320542035388e-09,8.01622590529405e-09
1911,3.032613093978398e-08,1.1704822888702893e-08
1912,1.4586379215586476e-08,1.9795800554334164e-08
1913,1.484837142129436e-08,1.0075680734189518e-08
1914,1.0714789944188396e-08,2.1429579888376793e-08
1915,2.3561523843085297e-09,2.1205371680821372e-08
1916,1.3184954461564757e-08,1.4283700444650549e-08
1917,1.0966424213165737e-08,2.52227767560953e-08
1918,1.4932290071101306e-08,2.2972752589112133e-08
1919,5.524709134618888e-09,1.9336480860943084e-08
1920,1.3630017114962811e-08,2.4231141537711665e-08
1921,1.060184651180407e-08,2.574734203619755e-08
1922,2.951174238319254e-08,1.770704471937279e-08
1923,6.369568872344189e-09,3.3971033985835675e-08
1924,1.933743654092268e-08,2.1915761649893284e-08
1925,2.969508017258704e-08,1.5397448649423495e-08
1926,2.452150482668003e-08,3.4553028882555736e-08
1927,1.1149224654616319e-08,1.1149224654616319e-08
1928,1.1426041446327417e-08,1.7139061725401916e-08
1929,2.0052731031228177e-08,2.33948540540041e-08
1930,2.520864939015155e-08,8.402882833991043e-09
1931,2.2810713318222042e-08,2.9653927313688655e-08
1932,2.082311922890767e-08,1.753525857850491e-08
1933,1.7205993074753678e-08,2.064719240024715e-08
1934,1.5576054224197833e-08,1.677421224144382e-08
1935,1.6755597798123745e-08,1.9149254626427137e-08
1936,8.487299751891442e-09,2.182448710641438e-08
1937,1.3850230295986421e-08,2.2664012888640173e-08
1938,2.3337385357535823e-08,2.7226949583791793e-08
1939,2.4470480752825097e-08,1.988226472349197e-08
1940,2.5357829613881222e-08,1.2678914806940611e-08
1941,2.6563522936839945e-08,8.854508237732261e-09
1942,2.4273694165799498e-08,3.3376331032286544e-08
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,1.2852744646352221e-08
1945,2.3963544037997053e-08,1.3071024262956144e-08
1946,9.744772988540262e-09,2.227376683094917e-08
1947,1.6689218895749036e-08,3.099426493236024e-08
1948,1.6307831529616124e-08,2.8266908813634473e-08
1949,1.668891336237266e-08,4.123143426681963e-08
1950,1.808011518278363e-08,2.0207187034770868e-08
1951,2.5587365115598004e-08,3.1984203729962246e-08
1952,1.7926167217297007e-08,1.7926167217297007e-08
1953,4.3095309543161875e-09,2.1547654327491728e-08
1954,1.6613311615287785e-08,2.14995790059902e-08
1955,1.6894095011821264e-08,2.1586897602787758e-08
1956,2.2674967681268754e-08,4.098936656760088e-08
1957,1.236905244894615e-08,4.59421976017893e-08
1958,1.6544486669545222e-08,3.6397871383542224e-08
1959,1.5501495198577686e-08,2.712761748568937e-08
1960,1.868625076895114e-08,2.353083417006019e-08
1961,2.014966149488373e-08,2.014966149488373e-08
1962,2.917300001570311e-08,4.058852098864918e-08
1963,1.2932106940866106e-08,3.36234755593523e-08
1964,3.6503809752730376e-08,2.981144575642247e-08
1965,2.954903344232207e-08,2.5718604135249734e-08
1966,3.26805427164345e-08,2.8249282024717104e-08
1967,2.8102911997507363e-08,3.254021407883556e-08
1968,2.8295920273535557e-08,3.0092486724697665e-08
1969,3.133812853661766e-08,3.6788236457141466e-08
1970,2.2993624781975086e-08,4.184839852428013e-08
1971,3.596878173084406e-08,5.138397440873632e-08
1972,2.5137719461554298e-08,9.542073087231984e-08
1973,3.252790392593852e-08,1.0750747492238588e-07
1974,2.5877628928583363e-08,1.040730737145168e-07
1975,3.255543745694922e-08,9.937975420371004e-08
1976,1.7711933253394818e-08,1.0627159952036891e-07
1977,2.2331770210826107e-08,9.814225876425553e-08
1978,3.5049488644745e-08,8.257421768576023e-08
1979,2.5163485517509798e-08,7.549045477617256e-08
1980,2.3309118191150446e-08,3.1268328370970266e-08
1981,2.1506869174459098e-08,3.542307780435294e-08
1982,1.924325765401136e-08,3.47620137119975e-08
1983,1.7682884490000106e-08,4.16810870262907e-08
1984,1.797692661398287e-08,2.609553817478627e-08
1985,2.285912081845254e-08,3.007778914820847e-08
1986,1.978180286243969e-08,4.136195030923773e-08
1987,2.199894133525504e-08,4.0331389783432314e-08
1988,2.5785181989590455e-08,4.077656612366809e-08
1989,2.5245361356951435e-08,3.2928731741321826e-08
1990,2.3429199913493903e-08,3.8140555602694803e-08
1991,1.875668864670388e-08,2.2859714121636898e-08
1992,1.4325855168806356e-08,3.4161654838271716e-08
1993,1.883330469354405e-08,3.10195602537533e-08
1994,2.320967773528082e-08,3.164955941770131e-08
1995,1.572510655023507e-08,3.524592884218691e-08
1996,2.028474987980644e-08,3.683283722466513e-08
1997,1.8700088588730068e-08,3.020783623242096e-08
1998,2.2410207023426665e-08,3.146965354972053e-08
1999,1.828080442578539e-08,3.3362468343511864e-08
2000,2.3415566374751506e-08,5.169096795043515e-08
2001,2.4096664219541708e-08,5.52032695111393e-08
2002,3.417352800738627e-08,3.548789351270898e-08
2003,2.416815370054337e-08,2.2918076325595393e-08
2004,1.9821561281219147e-08,2.4666830356068203e-08
2005,2.296912349208924e-08,2.657212228029948e-08
2006,2.388376074691223e-08,2.182481573242967e-08
2007,2.676301313897511e-08,2.5165221018141892e-08
2008,3.193079933794252e-08,3.2356542334355254e-08
2009,2.0026408975581944e-08,3.003961168701608e-08
2010,3.070465481869178e-08,2.692562084405381e-08
2011,2.7532598423363197e-08,3.326855591012645e-08
2012,2.144679278615058e-08,3.1319125071149756e-08
2013,2.5381037715987986e-08,1.6734750474256543e-08
2014,1.7323561252169384e-08,1.3425760059249114e-08
2015,2.0835809522168347e-08,1.8397575018980206e-08
2016,2.0713400772365276e-08,2.2163337831671015e-08
2017,2.3143623906207722e-08,2.3143623906207722e-08
2018,2.323320025254816e-08,1.3939920329164579e-08
2019,1.6836519733942623e-08,1.836711227554133e-08
