year,voulut_VERB ouvrir_VERB,voulut_VERB couvrir_VERB
1902,1.1293653123800595e-08,1.9641135384773634e-09
1903,3.0241231741001684e-08,5.400220270956879e-10
1904,1.6123875568041512e-08,5.374625189347171e-09
1905,2.7352022868853965e-08,1.5482277682110634e-09
1906,1.9033482345776065e-08,6.6874399351490865e-09
1907,2.828563872014911e-08,6.1714118260169926e-09
1908,2.89771957540097e-08,4.4202499438483756e-09
1909,2.3654228797909127e-08,8.251475058784763e-09
1910,3.313373397872965e-08,5.344150677544235e-10
1911,2.553779587799454e-08,1.5961122423746588e-09
1912,3.229841283314272e-08,8.335073964360618e-09
1913,2.0681659052002033e-08,3.181793939432964e-09
1914,1.808120764223986e-08,6.696743715117748e-10
1915,2.591767689352764e-08,0.0
1916,2.307367097387214e-08,1.0987462051303964e-09
1917,1.2063066989753679e-08,7.676496771580332e-09
1918,4.824278221349232e-08,1.033773866510046e-08
1919,1.6574126959767455e-08,9.207848372660976e-10
1920,3.33178178379967e-08,3.786115865267448e-09
1921,1.6660044011018726e-08,2.2718242842501013e-09
1922,2.8036154731125862e-08,5.902348387820666e-09
1923,2.9724654737606215e-08,6.369568872344189e-09
1924,4.898817351772777e-08,1.289162443462999e-09
1925,2.639562701745035e-08,2.1996355847875293e-09
1926,1.671920735191179e-08,5.57306911730393e-09
1927,3.9022285847067906e-08,0.0
1928,3.6563331917705e-08,1.1426041224282812e-09
1929,2.4508894469477127e-08,8.912325100141061e-09
1930,2.10072066408884e-08,3.1510811737689437e-09
1931,3.079446386777818e-08,5.7026783295555106e-09
1932,1.3151444377967891e-08,8.767629289252454e-09
1933,2.2941325283909464e-08,4.588264879146209e-09
1934,2.6359476379411717e-08,4.7926320689839486e-09
1935,2.154291145473053e-08,7.180970484910176e-09
1936,2.7886843056990074e-08,1.2124714565686645e-09
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,5.186085783037697e-09,7.779128452511941e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.9515025090631752e-08,0.0
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,1.4516175816936538e-08,8.709705845433291e-09
1944,3.534504600111177e-08,1.2852744646352221e-08
1945,2.178504132643866e-08,0.0
1946,2.227376683094917e-08,9.744772988540262e-09
1947,2.8610090296865565e-08,5.960435700558264e-09
1948,1.6307831529616124e-08,5.435944139264848e-09
1949,2.4542520904446974e-08,0.0
1950,2.7651939404904624e-08,2.1270722960764488e-09
1951,2.3455083209000804e-08,1.0661401539380222e-08
1952,2.2144087452602434e-08,6.326882129314981e-09
1953,1.1851209791302608e-08,3.232148326759443e-09
1954,2.7363100230104465e-08,2.9317608341017376e-09
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,1.9186511934776718e-08,6.104799332717903e-09
1957,2.03205861026845e-08,7.068030161150318e-09
1958,1.0753916868111446e-08,8.272243445794913e-10
1959,1.4726420971555854e-08,6.200598257066758e-09
1960,1.9378333604436193e-08,2.7683333403416555e-09
1961,1.876002997391879e-08,6.94815938118154e-09
1962,1.8391673961559718e-08,5.7077609305622445e-09
1963,2.5864213881732212e-08,3.2330267352165265e-09
1964,3.346182708696688e-08,3.041984220075733e-09
1965,1.1491291473930687e-08,5.472043373977442e-10
1966,3.212663202134536e-08,1.6617224263271169e-09
1967,3.64844829903177e-08,3.451234853457663e-09
1968,2.2906220920049236e-08,7.186265360559219e-09
1969,2.043791091921321e-08,1.8167031212712459e-09
1970,1.0577067222072856e-08,9.197450023812337e-10
1971,1.5415192677892264e-08,3.5968783507200897e-09
1972,1.2825367434743384e-08,3.0780880067027283e-09
1973,1.7090931336838366e-08,3.3079223804577396e-09
1974,1.2376257352286757e-08,2.812785782069227e-09
1975,1.313640396460869e-08,2.8557400888473694e-09
1976,1.3712464053128315e-08,2.285410749536254e-09
1977,1.8218024422367307e-08,1.1753563677885381e-09
1978,2.613860239364385e-08,3.5643548113029055e-09
1979,2.4578287849408298e-08,1.1703946700691858e-09
1980,2.6720208268216084e-08,2.8425752862659692e-09
1981,1.0753434587229549e-08,3.795329828193417e-09
1982,4.966001831974154e-09,2.483000915987077e-09
1983,1.705135410645653e-08,1.2630632095778083e-09
1984,1.681712546997005e-08,3.479405208395292e-09
1985,9.02333674446254e-09,5.414002135495366e-09
1986,1.4386765556650971e-08,1.1988970927134801e-09
1987,1.5277041853778428e-08,8.555143260480236e-09
1988,1.8589316752581908e-08,5.996553809062277e-10
1989,1.7561990972581043e-08,1.0976244357863152e-09
1990,1.5256222951620657e-08,2.724325431913144e-09
1991,9.96449056600568e-09,2.344586080837985e-09
1992,1.8182815253453555e-08,5.509944167592096e-10
1993,1.883330469354405e-08,3.323524566667402e-09
1994,1.2659823411809157e-08,2.1099706426497278e-09
1995,9.760411145975922e-09,1.0844901643380922e-09
1996,2.2419987644184403e-08,5.3380921904988554e-09
1997,2.157702461147437e-08,1.438468344439059e-09
1998,1.716526476513991e-08,2.3840645013706308e-09
1999,1.690974471557638e-08,1.3710603763428253e-09
2000,1.3695897749244068e-08,8.836062992401139e-10
2001,1.270551397425379e-08,4.8193329327261836e-09
2002,1.752488643091965e-08,3.504977197366088e-09
2003,1.3334153337041244e-08,1.6667691671301554e-09
2004,1.8940601975714344e-08,2.642874807889939e-09
2005,1.3961623857028371e-08,1.8014998381943315e-09
2006,2.0177660431386357e-08,4.1178899179428186e-10
2007,3.315417984595115e-08,1.1983438685803094e-09
2008,3.874270149140102e-08,1.7029758714315335e-09
2009,2.86091541568112e-08,5.721831008997924e-09
2010,4.7237929123866707e-08,4.723793023408973e-10
2011,5.965396354667973e-08,4.971163480860241e-09
2012,8.680844132413768e-08,2.7234021704458655e-09
2013,8.339483770214429e-08,3.6258624991347688e-09
2014,9.11652406898611e-08,6.279790909502481e-09
2015,9.353948371426668e-08,4.654808538617772e-09
2016,8.823908359545385e-08,5.799752234025846e-09
2017,7.999643969469616e-08,3.5218559180094644e-09
2018,1.1022862622667162e-07,5.937373259712331e-09
2019,8.749888280590312e-08,4.08158040698936e-09
