year,veulent_VERB ouvrir_VERB,veulent_VERB couvrir_VERB
1843,1.7130041385371442e-08,1.2404512972352677e-08
1844,2.305195678786731e-08,7.683985892015244e-09
1845,1.0602432709561072e-08,9.48638767539478e-09
1846,2.985795788390533e-08,2.2832555401919308e-08
1847,2.9123407685460734e-08,4.853901280910122e-09
1848,2.896279838182636e-08,1.6090443422100975e-09
1849,3.016589289472904e-08,7.54147322368226e-09
1850,6.924776130290411e-08,1.3577992064028876e-08
1851,4.1921353499674296e-08,5.8044946626978344e-09
1852,3.190167419120371e-08,1.3021090872200602e-09
1853,2.030456869306363e-08,8.360704129017904e-09
1854,2.182179059673217e-08,1.1950028522278444e-08
1855,3.661786607267459e-08,3.1841622671890946e-09
1856,3.2616291889553395e-08,5.177189343896771e-09
1857,2.0502337605421417e-08,7.810414537345878e-09
1858,3.572383633354548e-08,3.9149408159744326e-09
1859,2.5460867192350634e-08,8.147477359443656e-09
1860,1.876645328025006e-08,2.6089947979812678e-08
1861,2.263662679524714e-08,1.226150558863992e-08
1862,2.5300723294208183e-08,1.1746764450037972e-08
1863,3.096664968893492e-08,9.489779628779615e-09
1864,1.3904711160250827e-08,5.274200631788517e-09
1865,2.3534221682552925e-08,1.3649848362717876e-08
1866,2.0435575009969398e-08,1.2650593461671633e-08
1867,2.2808213984149006e-08,8.249779526181555e-09
1868,1.1361710683388537e-08,9.87974857480367e-09
1869,2.8812763730456936e-08,6.8369265804335555e-09
1870,3.612450782952692e-08,6.307453670473251e-09
1871,2.549082545044712e-08,1.0621177271019633e-09
1872,2.116568786902917e-08,5.442605477412599e-09
1873,2.2746817762708815e-08,5.986004469882289e-10
1874,6.811054475974743e-08,1.1949218281515073e-09
1875,2.4030413214859436e-08,4.005069165202713e-09
1876,1.5115036333668286e-08,5.441413541973361e-09
1877,2.72131899237138e-08,9.277224100046055e-09
1878,1.6305540029293297e-08,1.0266450800600069e-08
1879,1.710611030603104e-08,4.887460214320072e-09
1880,2.1820676820993867e-08,1.5402831010646878e-08
1881,2.8587281875047665e-08,4.183504653809678e-09
1882,2.861815673327328e-08,4.6587693702804245e-09
1883,3.854796659652493e-08,6.319338829996468e-09
1884,2.6406787867472303e-08,3.300848483434038e-09
1885,4.640857653726016e-08,0.0
1886,2.0005737511041843e-08,6.453463874400711e-10
1887,2.6115698048556624e-08,1.0446279397058333e-08
1888,2.599652049184442e-08,3.1703073499755874e-09
1889,1.3156786771162388e-08,3.132568426877924e-09
1890,9.176140736144589e-09,5.898947996740844e-09
1891,1.8485238229004608e-08,5.099376032546843e-09
1892,5.014809900671935e-09,1.1283322720601063e-08
1893,1.3548516086814288e-08,3.695050043717174e-09
1894,1.6384001710889606e-08,1.0082462864602348e-08
1895,1.5648398132839247e-08,7.824199066419624e-09
1896,1.47425724961181e-08,7.076434938024789e-09
1897,1.981082675683865e-08,3.4960281336537946e-09
1898,2.093591255913907e-08,3.3950129374460403e-09
1899,2.65323762960179e-08,1.6582735185011188e-09
1900,2.1283318218934255e-08,5.710158568206225e-09
1901,7.824234593556412e-09,8.38310842965484e-09
1902,3.0443761289689064e-08,1.9641135384773634e-09
1903,3.0241231741001684e-08,4.320176216765503e-09
1904,1.827372564378038e-08,4.299700151477737e-09
1905,2.8900251081154238e-08,1.4450125540577119e-08
1906,3.137952475640304e-08,1.5432553013283723e-09
1907,1.7485668024619372e-08,1.028568674676933e-09
1908,2.89771957540097e-08,1.1296195090437777e-08
1909,2.2003934674330594e-08,1.7053048750881317e-08
1910,2.137660359835536e-08,1.4429207162436342e-08
1911,1.8089272302290738e-08,5.852411777418354e-09
1912,1.4586379215586476e-08,6.251305251225858e-09
1913,2.3863453435524207e-08,5.833288518886093e-09
1914,1.2054139020278853e-08,6.696743604095445e-09
1915,3.534228465440492e-09,4.712304768617059e-09
1916,9.888715624128963e-09,4.394984820521586e-09
1917,7.676496771580332e-09,3.289927441585405e-09
1918,1.722956355365568e-08,5.743188147278033e-09
1919,6.4454939163738345e-09,2.762354511798293e-09
1920,1.514446346106979e-08,3.028892692213958e-09
1921,2.0446417892117097e-08,7.572747429129834e-10
1922,2.0658220023506146e-08,2.951174193910333e-09
1923,1.4862327368803108e-08,3.1847844361720945e-09
1924,1.933743654092268e-08,1.1602462102189293e-08
1925,2.0896537833436923e-08,5.499089184013428e-09
1926,2.229227646921572e-08,5.57306911730393e-09
1927,1.4493992672726108e-08,7.804457524684949e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,1.0026365515614089e-08,3.342121912552898e-09
1930,1.470504518152893e-08,6.302162347537887e-09
1931,3.4216069977333063e-09,1.0264820993199919e-08
1932,6.575722188983946e-09,6.575721966939341e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,2.6330225111337313e-08,4.787313656606784e-09
1936,1.091224355320719e-08,4.849885826274658e-09
1937,1.510934133364117e-08,6.295559185076627e-09
1938,1.6854778905894818e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,2.4273694165799498e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,1.742803235060819e-08
1946,8.352662561605939e-09,5.568441707737293e-09
1947,1.907339353124371e-08,5.960435700558264e-09
1948,1.3046265401328583e-08,1.522064252412747e-08
1949,1.2762110479513922e-08,6.8719057111366055e-09
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,5.330700769690111e-09
1952,1.1599284199803606e-08,1.0544804140977249e-08
1953,7.54167928107563e-09,6.464296653518886e-09
1954,1.07497895029951e-08,1.9545072227344917e-09
1955,5.631364707880948e-09,2.815682353940474e-09
1956,9.593255967388359e-09,3.488456634670456e-09
1957,1.3252556385623393e-08,7.068030161150318e-09
1958,1.3235589513271862e-08,6.617794756635931e-09
1959,1.0851047171911432e-08,5.4255236969780185e-09
1960,4.844583401109048e-09,4.152500121534786e-09
1961,1.250668635321972e-08,1.0422239238305764e-08
1962,8.244543714397423e-09,5.7077609305622445e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,8.517555549758526e-09,6.6923653285755336e-09
1965,1.6963333848707407e-08,8.20806489443271e-09
1966,1.2185964237687585e-08,1.0524242255449678e-08
1967,1.232583901611406e-08,9.860671390526932e-09
1968,1.257596426995633e-08,3.593132624768458e-09
1969,1.4533624970169967e-08,9.991866889436096e-09
1970,1.0577067222072856e-08,5.518469958776251e-09
1971,1.644287195290417e-08,6.679916619845017e-09
1972,1.539044092169206e-08,7.182205497002769e-09
1973,1.6539610570021068e-08,7.1671650836435674e-09
1974,1.4626486688484874e-08,2.812785782069227e-09
1975,1.8276736568623164e-08,3.998036124386317e-09
1976,1.3712464053128315e-08,3.9994687561772935e-09
1977,1.8218024422367307e-08,3.526069214387917e-09
1978,1.544553818177974e-08,2.3762365408686037e-09
1979,8.192762912528906e-09,1.404473604083023e-08
1980,9.096241093686785e-09,3.411090521154847e-09
1981,1.5181319312773667e-08,1.1385988818446435e-08
1982,1.738100685599875e-08,8.069752865935698e-09
1983,1.4525227243211702e-08,3.157658134966823e-09
1984,1.5077421977593986e-08,2.3196033982486597e-09
1985,2.1054452403745927e-08,3.0077789148208467e-09
1986,1.1988970705090196e-08,3.5966913891627428e-09
1987,1.588812459374367e-08,6.110816741511371e-09
1988,1.9788627625416666e-08,2.99827696004229e-09
1989,2.250130037850795e-08,4.939309850016116e-09
1990,1.9070277801347402e-08,2.724325487424295e-09
1991,2.05151273746651e-08,5.2753188484189195e-09
1992,1.3774860363469088e-08,3.30596661157756e-09
1993,1.994114740000441e-08,1.1632335372713243e-08
1994,1.635227242502424e-08,2.637463358823311e-09
1995,2.7112253775385398e-08,5.964695848348356e-09
1996,1.3345230698291743e-08,8.007138063703678e-09
1997,1.4864173003559245e-08,6.233362714880286e-09
1998,1.3350762273489636e-08,3.337690568372409e-09
1999,2.376504681933511e-08,5.941261704833778e-09
2000,1.7230322058026104e-08,9.277866475088103e-09
2001,1.445799924226776e-08,5.695575122643959e-09
2002,8.762443215459825e-09,4.381221607729913e-09
2003,1.8751153518792307e-08,4.166923028847691e-09
2004,2.642874719072097e-08,7.047666006343434e-09
2005,1.5763124139311913e-08,7.205999463799628e-09
2006,2.388376074691223e-08,1.0294725072412803e-08
2007,2.3167981311189578e-08,5.59227145147112e-09
2008,1.6178271167177627e-08,1.0217855006544596e-08
2009,1.7642312499788204e-08,3.814554005998616e-09
2010,1.369900015646408e-08,6.140930874920514e-09
2011,1.3766299211681599e-08,6.883149605840799e-09
2012,1.9063815415165664e-08,2.7234021704458655e-09
2013,1.589801357226861e-08,3.6258624991347688e-09
2014,1.6240838007774983e-08,4.114345752981308e-09
2015,1.329945220618356e-08,5.098123256885856e-09
2016,1.636358604173438e-08,3.72841224560716e-09
2017,1.5848351964109497e-08,3.2702947017071438e-09
2018,1.987729447705533e-08,4.388493402007754e-09
2019,1.5305927192343916e-08,4.08158040698936e-09
