year,eurent_VERB ouvert_VERB,eurent_VERB couvert_VERB
1873,2.1549615425442425e-08,0.0
1874,2.0313670745508716e-08,5.974609140757536e-10
1875,2.2313955128083762e-08,0.0
1876,3.143927784776679e-08,0.0
1877,2.72131899237138e-08,0.0
1878,2.536417298415472e-08,6.039088673581716e-10
1879,3.604501941367744e-08,0.0
1880,1.6044616302224313e-08,6.417846254436199e-10
1881,2.4403776777148778e-08,0.0
1882,1.4641846846075168e-08,0.0
1883,1.516641390253426e-08,6.319338941018771e-10
1884,2.706695667598069e-08,3.300848483434038e-09
1885,1.0957580620640783e-08,3.2228177904158883e-09
1886,2.2587123282846733e-08,1.2906927748801422e-09
1887,5.876032105334161e-09,1.3057849246322917e-09
1888,2.3460273723685532e-08,6.340614699951175e-10
1889,1.566284169030041e-08,0.0
1890,1.0487018364813139e-08,1.3108772956016423e-09
1891,1.529812720946211e-08,0.0
1892,1.191017329205124e-08,0.0
1893,3.4487133149241345e-08,6.158416554491453e-10
1894,8.192000855444803e-09,1.8904617871129403e-09
1895,2.4074457982692365e-08,0.0
1896,2.181900704556483e-08,0.0
1897,9.322741689743452e-09,0.0
1898,1.3580051749784161e-08,5.6583548957434e-10
1899,1.9899282222013426e-08,0.0
1900,7.786579381274805e-09,1.038210628578895e-09
1901,1.2854099118442264e-08,0.0
1902,6.38336894454028e-09,9.820567692386817e-10
1903,1.5120615870500842e-08,1.0800440541913758e-09
1904,1.0211787859759625e-08,2.1498500757388683e-09
1905,2.0126959654476195e-08,1.5482277682110634e-09
1906,1.2860461140462576e-08,0.0
1907,9.257117739025489e-09,0.0
1908,6.384805573134145e-09,0.0
1909,9.351672325408344e-09,0.0
1910,7.481810726517324e-09,0.0
1911,1.4365010514438836e-08,5.320374141248863e-10
1912,6.251305251225858e-09,1.0418842455450772e-09
1913,9.545381374209683e-09,5.30298971401777e-10
1914,8.036092680185902e-09,0.0
1915,1.5314990164938536e-08,0.0
1916,4.394984820521586e-09,0.0
1917,8.773139548168274e-09,0.0
1918,9.189101035644853e-09,0.0
1919,1.1970202606903513e-08,0.0
1920,9.843901693784574e-09,0.0
1921,3.0290989716519334e-09,0.0
1922,2.0658220023506146e-08,1.4755870969551665e-09
1923,1.0615948120573648e-09,0.0
1924,6.445812328337297e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,5.57306911730393e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,7.998228745975666e-09,0.0
1929,1.4482528065684619e-08,0.0
1930,4.201441416995522e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,1.3151444377967891e-08,0.0
1933,6.882397318719313e-09,0.0
1934,0.0,0.0
1935,1.6755597798123745e-08,0.0
1936,9.699771652549316e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,6.482607339819424e-09,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.9606536838523425e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,3.5762612871081956e-09,0.0
1948,5.435944139264848e-09,0.0
1949,5.890204768377316e-09,0.0
1950,7.444753258312176e-09,0.0
1951,1.4925962688039363e-08,0.0
1952,6.326882129314981e-09,0.0
1953,3.232148326759443e-09,0.0
1954,0.0,9.772536113672459e-10
1955,9.385607846468247e-10,0.0
1956,4.360570571293465e-09,0.0
1957,4.417518795207798e-09,0.0
1958,8.272243445794913e-10,8.272243445794913e-10
1959,1.5501495642666896e-09,0.0
1960,6.920833239831836e-09,0.0
1961,4.86371165564492e-09,6.948159270159238e-10
1962,8.244543714397423e-09,0.0
1963,5.1728425987107585e-09,0.0
1964,9.125952438182594e-09,0.0
1965,9.849678406226303e-09,0.0
1966,1.163205709531212e-08,0.0
1967,9.367637332502454e-09,0.0
1968,5.3896989093971115e-09,0.0
1969,9.537691525451919e-09,1.3625273131978588e-09
1970,5.058597540852361e-09,1.8394900047624674e-09
1971,5.138397263237948e-09,0.0
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,4.9618833486420044e-09,0.0
1974,5.06301445213353e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,3.9994687561772935e-09,0.0
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,4.158414057542359e-09,0.0
1979,4.681578680276743e-09,0.0
1980,3.97960553399912e-09,0.0
1981,6.958104314946922e-09,0.0
1982,4.966001831974154e-09,1.2415004579935385e-09
1983,5.68378455412244e-09,0.0
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,4.210890747202711e-09,0.0
1986,4.7955883708539204e-09,0.0
1987,4.888653482026939e-09,0.0
1988,8.395175221664886e-09,0.0
1989,3.841685636274406e-09,0.0
1990,6.538381391862913e-09,0.0
1991,4.10302547493302e-09,0.0
1992,3.856960972825618e-09,0.0
1993,1.0524494165053966e-08,0.0
1994,6.329911705904578e-09,0.0
1995,1.1929391696696712e-08,0.0
1996,2.6690460952494277e-09,0.0
1997,4.315404922294874e-09,0.0
1998,4.7681290027412615e-09,0.0
1999,7.312321859131998e-09,0.0
2000,5.743440834038438e-09,0.0
2001,4.8193329327261836e-09,0.0
2002,3.066854992184176e-09,0.0
2003,6.667076668520622e-09,0.0
2004,8.80958239690699e-09,0.0
2005,3.602999676388663e-09,0.0
2006,8.235780057930242e-09,0.0
2007,3.595031605740928e-09,3.994479469415779e-10
2008,7.663391698997657e-09,0.0
2009,5.721831008997924e-09,0.0
2010,3.7790344187271785e-09,0.0
2011,6.500752380844688e-09,3.82397197240536e-10
2012,1.05531832161887e-08,0.0
2013,1.1156499724052082e-08,2.789125042035323e-10
2014,9.527958866328845e-09,6.496335691608124e-10
2015,1.6180999651282946e-08,2.2165753954528356e-10
2016,1.118523584864306e-08,6.214020409345267e-10
2017,1.635147306444651e-08,0.0
2018,7.744399788123246e-09,0.0
2019,9.94885240857002e-09,7.65296326310505e-10
