year,avait_VERB omis_VERB,avait_VERB commis_VERB
1863,2.417396558485052e-07,1.3805131402477855e-06
1864,2.1576275344159512e-07,1.2859460412073531e-06
1865,1.8592035644360294e-07,1.4530028238368686e-06
1866,1.9997669653548655e-07,1.4032427770871436e-06
1867,2.678751798157464e-07,1.4519612250296632e-06
1868,2.4402979192927887e-07,1.2497881698436686e-06
1869,2.822673934588238e-07,1.3375959042605245e-06
1870,2.517247423838853e-07,1.4415398936762358e-06
1871,2.644673031682032e-07,1.3159639138393686e-06
1872,2.763634086022648e-07,1.27598855215183e-06
1873,2.5021498117894225e-07,1.113396820073831e-06
1874,2.0851385329478944e-07,1.332935312348127e-06
1875,2.099800440191757e-07,1.172340944322059e-06
1876,2.297485650615272e-07,1.1499520269353525e-06
1877,2.7460583851279807e-07,1.1287289680694812e-06
1878,1.9627037772806943e-07,1.1975512279605027e-06
1879,2.382636807851668e-07,1.2072026720488793e-06
1880,2.156396305963426e-07,1.317583837590064e-06
1881,2.705332917685155e-07,1.2069410786352819e-06
1882,2.948335691144166e-07,1.30179330426472e-06
1883,2.5087774702114984e-07,1.2057298590661958e-06
1884,2.3502040846778982e-07,1.0615528935886687e-06
1885,2.4557871824981703e-07,1.0815776931849541e-06
1886,2.5555718252689985e-07,1.1893733926626737e-06
1887,2.3047104491524806e-07,1.062908950189012e-06
1888,3.227372928904515e-07,1.2167639624749427e-06
1889,2.286774929416424e-07,9.81120365395327e-07
1890,2.1432843766433507e-07,1.0795074558700435e-06
1891,2.5178169948958384e-07,1.1390731060600956e-06
1892,2.7393397772357275e-07,1.0437073569846689e-06
1893,2.5803765879572893e-07,1.0198338031841558e-06
1894,2.9995325689924357e-07,9.685466011433164e-07
1895,3.021344525677705e-07,1.1778428188335965e-06
1896,2.358811599378896e-07,1.0844636335605173e-06
1897,2.557927132329496e-07,9.89958607533481e-07
1898,2.523626392303413e-07,1.158265263256908e-06
1899,2.2441967928443773e-07,1.09667155356874e-06
1900,2.31001862971425e-07,1.069356926564069e-06
1901,2.4031578504946083e-07,1.0702434565246222e-06
1902,2.3176539798441809e-07,9.727272072268534e-07
1903,3.2617330703033076e-07,9.958006330634817e-07
1904,2.880799172544357e-07,9.674325838204823e-07
1905,2.9467935291904723e-07,1.0553752645137138e-06
1906,2.58752493209613e-07,9.485876262260717e-07
1907,2.859420931144996e-07,1.0398829317637137e-06
1908,2.485163008714153e-07,9.975030934583629e-07
1909,2.260904210515946e-07,1.0220827562079648e-06
1910,2.7308610128784494e-07,9.432425827071711e-07
1911,2.3782072844369395e-07,1.0396011020930018e-06
1912,2.297354768643345e-07,9.324863867732347e-07
1913,2.6514948103795177e-07,9.693865195004037e-07
1914,2.1161710606065753e-07,8.263781978712359e-07
1915,2.2147833078633994e-07,8.552833037356322e-07
1916,2.0436679903923505e-07,8.943794114202319e-07
1917,2.1823184681579733e-07,8.8718371671348e-07
1918,1.5851199464123056e-07,7.672899187127769e-07
1919,2.3295856976801588e-07,7.86350256021251e-07
1920,2.2413806277654658e-07,8.200726711038442e-07
1921,2.3021152628643904e-07,8.25429481210449e-07
1922,2.7372141175874276e-07,9.539670600133832e-07
1923,1.9321025490626198e-07,8.535222377759055e-07
1924,2.1786844683902018e-07,7.70919143633364e-07
1925,2.463591783907759e-07,7.764713814140123e-07
1926,2.3183967812201445e-07,8.537942335351545e-07
1927,2.330187953702989e-07,9.487990269008151e-07
1928,2.1480957457242766e-07,8.22674962819292e-07
1929,2.517731729767547e-07,7.118719622667413e-07
1930,2.0482026741319714e-07,8.024753128665907e-07
1931,2.2354498696586234e-07,8.325910130224656e-07
1932,2.3343812927123508e-07,7.277132567651279e-07
1933,3.1314908710555756e-07,8.476819175484707e-07
1934,2.6599107627589547e-07,7.368672072516347e-07
1935,2.2261008325585863e-07,7.240811896735977e-07
1936,2.133949692506576e-07,7.699193815824401e-07
1937,2.6441347245054203e-07,7.353212936322961e-07
1938,2.8782775984836917e-07,7.662441703359946e-07
1939,1.819991979346014e-07,6.989380949562474e-07
1940,1.6482589160204952e-07,7.100192078723921e-07
1941,2.715382265705557e-07,6.995061312409234e-07
1942,2.457711616443703e-07,7.676555924263084e-07
1943,1.683876433844489e-07,8.187123512470862e-07
1944,2.1528347815547022e-07,8.097229056147626e-07
1945,1.9388686212096218e-07,8.343670288013527e-07
1946,1.8375857280261698e-07,7.698370723119297e-07
1947,2.706037776079029e-07,7.569752824565512e-07
1948,2.620124917029898e-07,7.708168254794145e-07
1949,2.385532980042626e-07,7.186050083873852e-07
1950,1.9462711975393177e-07,7.380940587609075e-07
1951,1.8977294757860363e-07,7.686870731049567e-07
1952,2.456939398598479e-07,8.319850053339906e-07
1953,2.671909271612094e-07,7.832572350707778e-07
1954,2.1890480184083572e-07,7.905981647127192e-07
1955,1.9897488812148367e-07,6.832722760918841e-07
1956,2.1628430602049775e-07,9.410111942997901e-07
1957,2.2175944991431606e-07,7.368421393039171e-07
1958,2.159055583206282e-07,7.544285836047493e-07
1959,2.464737747231993e-07,7.169441573751101e-07
1960,2.1731416666170844e-07,7.716729442108772e-07
1961,2.2025665202818345e-07,9.525926429887477e-07
1962,2.0294260139053222e-07,8.346014510607347e-07
1963,2.1402635752565402e-07,7.856254455873568e-07
1964,2.3788315672845783e-07,7.738807994428498e-07
1965,2.123152853528154e-07,7.299705657715094e-07
1966,2.3707239904524613e-07,8.541253464500187e-07
1967,1.671383813572902e-07,6.660883400400053e-07
1968,1.940291696200802e-07,7.091945803949784e-07
1969,1.862120768691966e-07,8.025286319934821e-07
1970,2.3453497988157324e-07,6.856698746560141e-07
1971,2.0348053908492147e-07,6.073585723243013e-07
1972,1.8006815594162617e-07,5.561079206017894e-07
1973,2.0895042496249516e-07,6.213380743247399e-07
1974,2.1320916232525633e-07,6.508786327685812e-07
1975,2.147516511286085e-07,6.471107099059736e-07
1976,2.056869732314226e-07,6.37058235497534e-07
1977,1.8805701529345242e-07,6.78180640534265e-07
1978,1.8772269072542258e-07,7.805937229932169e-07
1979,1.8843354609998642e-07,6.396206799763604e-07
1980,1.8363036247137643e-07,6.668681749033567e-07
1981,1.5940385367230192e-07,6.698757033518632e-07
1982,2.2098707574969012e-07,6.747554834873881e-07
1983,2.0335318140496383e-07,6.283739253376552e-07
1984,2.0644469600483717e-07,6.906619205437892e-07
1985,2.075367575571363e-07,7.224685418805166e-07
1986,2.361827284858009e-07,6.695840397696884e-07
1987,2.1693399787636736e-07,7.400199137919117e-07
1988,2.2607008531849715e-07,7.441723255396937e-07
1989,1.953771544549454e-07,7.041260801088356e-07
1990,1.8089521347519621e-07,6.609213869523956e-07
1991,2.1511577585897612e-07,7.73127283082431e-07
1992,1.994599756471871e-07,7.664332315471256e-07
1993,2.2046044989565416e-07,7.189890993686276e-07
1994,2.1679947792563325e-07,8.181411317309539e-07
1995,1.8870129281367554e-07,7.130522590159671e-07
1996,2.1726035015490197e-07,7.350552664320276e-07
1997,2.2679850530948897e-07,7.120418104022974e-07
1998,2.1504263258975698e-07,7.271397066688223e-07
1999,1.9377652904495335e-07,6.590229872927011e-07
2000,1.7848847733148432e-07,6.728661787747114e-07
2001,1.8926834854937624e-07,7.040607101771457e-07
2002,2.230041786788206e-07,7.404264579236042e-07
2003,2.0334583439307607e-07,7.304615792236291e-07
2004,1.823583630766734e-07,7.021237138360448e-07
2005,2.0266872979846084e-07,6.552955937877414e-07
2006,1.84893252708207e-07,6.732749966431584e-07
2007,2.2089471940489602e-07,9.60672309702204e-07
2008,2.1883239753606176e-07,8.451017947663786e-07
2009,2.431778227673931e-07,1.0051350045614527e-06
2010,2.6075338155351346e-07,1.2305480368013377e-06
2011,2.70354831855002e-07,1.2485268143791473e-06
2012,3.193189002104191e-07,1.5325945241784211e-06
2013,3.5561345157475444e-07,1.613787731002958e-06
2014,4.0060734818325727e-07,1.7945044419320766e-06
2015,3.624100770593941e-07,1.783899847396242e-06
2016,3.4591377584547445e-07,1.7575320043761167e-06
2017,3.4740591559057066e-07,1.6935096027737018e-06
2018,3.598564717322006e-07,1.5798576669112663e-06
2019,3.9514799254902755e-07,1.596918309587636e-06
