year,fallait_VERB ouvrir_VERB,fallait_VERB couvrir_VERB
1880,3.914886193001621e-08,1.0268554007097919e-08
1881,4.044054335849978e-08,1.324776466304911e-08
1882,4.858431168486277e-08,1.9300616216355593e-08
1883,4.107570461542309e-08,2.6541224329434954e-08
1884,5.215340692643622e-08,1.9144920315739e-08
1885,4.640857653726016e-08,6.445635580831777e-09
1886,5.2918402104751294e-08,1.613365974151293e-08
1887,5.810742820244741e-08,5.223139698529167e-09
1888,4.057993407968752e-08,6.974675947901687e-09
1889,7.20490760386383e-08,1.6915869593958632e-08
1890,6.751017878059429e-08,1.2453334363726754e-08
1891,2.4859458491732767e-08,1.1473596295275001e-08
1892,5.0774950466347946e-08,8.775916882086676e-09
1893,4.9883173147691195e-08,5.542574843531156e-09
1894,3.654892921645114e-08,3.780923574225881e-09
1895,4.814891596538473e-08,1.745398137131815e-08
1896,2.4177818858106548e-08,1.2973464080801023e-08
1897,3.729096675897381e-08,1.4566784223291052e-08
1898,5.714938566825367e-08,1.9804241802034994e-08
1899,7.738609753005221e-08,8.844125432005967e-09
1900,4.152842336679896e-08,1.142031713641245e-08
1901,4.8622027293276915e-08,4.470991132876634e-09
1902,2.553347577816112e-08,9.820567470342212e-09
1903,4.428180488957878e-08,5.400220270956879e-09
1904,3.33226779503093e-08,1.827372564378038e-08
1905,3.354493216534138e-08,1.2385822145688508e-08
1906,3.652370850204534e-08,9.773950537805831e-09
1907,3.857132568896304e-08,9.257117739025489e-09
1908,3.634427869769752e-08,5.40252820258047e-09
1909,2.7504917454734823e-08,6.0510818578052294e-09
1910,6.893954207498609e-08,1.3894791983659616e-08
1911,5.7460042057755345e-08,7.448523575703803e-09
1912,3.6986889995205274e-08,5.2094213387476884e-09
1913,4.401481490390324e-08,5.833288518886093e-09
1914,2.0759905794420774e-08,1.5402511266415786e-08
1915,3.180805663305364e-08,2.0027295377644805e-08
1916,3.076489463182952e-08,1.0987461607214755e-08
1917,2.52227767560953e-08,1.5352993543160665e-08
1918,3.5607765624945387e-08,2.2972752589112133e-08
1919,4.4197673076951105e-08,3.1306683467846597e-08
1920,5.5277290300637105e-08,2.1202248845497706e-08
1921,5.9067428281878165e-08,7.572747762196741e-09
1922,4.648099505288883e-08,1.1804696775641332e-08
1923,5.307974149104666e-08,1.8047112249064412e-08
1924,2.836157442231979e-08,1.5469948877466777e-08
1925,5.27912540349007e-08,2.0896537833436923e-08
1926,3.232380052509143e-08,6.687683296036084e-09
1927,3.6792442870137165e-08,1.4493992672726108e-08
1928,3.085031252680892e-08,3.4278122562625413e-09
1929,4.4561623724348465e-08,4.4561625500705304e-09
1930,4.20144132817768e-08,6.302162347537887e-09
1931,2.8513390759599133e-08,7.983749661377715e-09
1932,3.7262424257278326e-08,1.4247397928102146e-08
1933,4.7029715233293246e-08,9.176529758292418e-09
1934,4.073737258636356e-08,1.7972370258689807e-08
1935,2.6330225111337313e-08,8.377798899061872e-09
1936,3.15242587589637e-08,1.33371855781661e-08
1937,3.273690651894867e-08,3.777335333410292e-09
1938,3.241303758727554e-08,1.1668692678767911e-08
1939,2.2941076593951948e-08,6.117620188206274e-09
1940,3.296517903095264e-08,0.0
1941,5.017554371988808e-08,8.854508237732261e-09
1942,6.675266206457309e-08,9.102635090130207e-09
1943,5.8064703267746154e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,1.2852744646352221e-08
1945,4.574858536443571e-08,2.178504043826024e-09
1946,6.12528623378239e-08,1.8097434661967782e-08
1947,3.099426493236024e-08,1.549713246618012e-08
1948,3.152847583010043e-08,1.0871888278529696e-08
1949,4.712163814701853e-08,1.0798709482173763e-08
1950,5.424034199563721e-08,1.1698897850465073e-08
1951,3.5182626589858046e-08,1.2793682557799002e-08
1952,3.9015773722894664e-08,1.2653764258629963e-08
1953,3.878577814475648e-08,7.54167928107563e-09
1954,3.224936762080688e-08,1.3681550115052232e-08
1955,3.378819002364253e-08,1.8771215692936494e-09
1956,4.098936656760088e-08,6.104799332717903e-09
1957,2.8272120644601273e-08,1.1485549400447326e-08
1958,3.557064687242928e-08,1.0753916868111446e-08
1959,4.030388822684472e-08,6.975672928177801e-09
1960,3.0451666077624395e-08,8.997083078554624e-09
1961,4.307858603169734e-08,1.181187059273725e-08
1962,5.136984526643573e-08,1.0147130247162295e-08
1963,4.4615767080813384e-08,9.052474325699222e-09
1964,3.832900219435942e-08,1.0951143103454797e-08
1965,3.8851506900527966e-08,9.302473458205895e-09
1966,4.2096967689531084e-08,7.200797291773142e-09
1967,3.3526280418527676e-08,1.035370456037299e-08
1968,4.715986534620242e-08,1.0330256650092906e-08
1969,4.541757903098187e-08,9.083515273289322e-09
1970,3.632992928714884e-08,5.978342709767048e-09
1971,3.956565919338573e-08,8.221435976452085e-09
1972,3.33459553303328e-08,8.208234980600082e-09
1973,2.7566018800939673e-08,7.1671650836435674e-09
1974,4.612968851347432e-08,6.750686232237513e-09
1975,3.8838066984681063e-08,7.996072248772634e-09
1976,3.428116102099921e-08,1.1427053969725876e-08
1977,4.172515133404886e-08,5.876781727920388e-09
1978,4.099008066305032e-08,5.346532105932056e-09
1979,3.3941446986318624e-08,8.777959692451986e-09
1980,3.240536017301565e-08,6.822181042309694e-09
1981,3.415796712147312e-08,1.2651098835192442e-08
1982,4.407326770206055e-08,1.1173503899897241e-08
1983,3.789189761960188e-08,6.315316269933646e-09
1984,4.5232265932781957e-08,1.275781880138993e-08
1985,4.030423994549892e-08,6.617113967877231e-09
1986,3.596691300344901e-08,1.498621315931814e-08
1987,4.0942474299754394e-08,4.888653482026939e-09
1988,3.897759981441595e-08,8.994830658082265e-09
1989,4.061210390204906e-08,5.488121956886971e-09
1990,4.304434142454738e-08,5.448650863826288e-09
1991,3.57549367890897e-08,9.37834432335194e-09
1992,3.7467621893938485e-08,9.91789939064347e-09
1993,3.655877023334142e-08,9.970573700002205e-09
1994,5.960666982218754e-08,2.637463358823311e-09
1995,4.175286960617086e-08,5.4224509327127635e-09
1996,4.3772356406179824e-08,1.014237493990322e-08
1997,5.6100265766190205e-08,6.233362714880286e-09
1998,5.769436484115431e-08,6.675381136744818e-09
1999,4.935817088380645e-08,4.570201106446348e-09
2000,4.5063920595111995e-08,7.510653432518666e-09
2001,4.8193328439083416e-08,6.133696661692056e-09
2002,5.2136535089175595e-08,7.886198361006791e-09
2003,3.7502307037584615e-08,9.167230530238157e-09
2004,5.5059889092490266e-08,1.2333415178034102e-08
2005,4.638862094452634e-08,3.602999676388663e-09
2006,5.023825622174627e-08,7.823991232669414e-09
2007,5.552326598490254e-08,8.787854888225866e-09
2008,4.896055472158878e-08,7.2376473703172906e-09
2009,5.8171949035568105e-08,6.675469510497578e-09
2010,5.90474122930118e-08,8.97520635589899e-09
2011,5.965396354667973e-08,7.647943611743813e-09
2012,7.523398437569995e-08,1.1234034147378225e-08
2013,7.084377529054109e-08,1.2551062411603198e-08
2014,7.232586796135365e-08,9.094869746206768e-09
2015,7.536356605442052e-08,1.10828768384863e-08
2016,8.057512701498126e-08,1.1806638333666797e-08
2017,7.119179912251639e-08,1.0062445099379147e-08
2018,8.260693107331463e-08,8.002547069452248e-09
2019,7.42337462611431e-08,9.693753355577428e-09
