year,pouvait_VERB ouvrir_VERB,pouvait_VERB couvrir_VERB
1855,1.2630511037059478e-07,4.2455496895854594e-08
1856,1.1907535224509047e-07,4.7630141608578924e-08
1857,9.958278468502613e-08,5.564920257938866e-08
1858,1.2136317195654556e-07,6.557525722428181e-08
1859,1.2628589729501982e-07,3.819129901216911e-08
1860,1.3731552428453142e-07,6.133426211363258e-08
1861,1.3440497070860147e-07,6.083593007133459e-08
1862,1.0436548336656415e-07,5.737842556641226e-08
1863,9.040263648785185e-08,5.6439215967429845e-08
1864,1.0356612278883404e-07,4.554991406280351e-08
1865,1.3979327206925518e-07,7.813361690978127e-08
1866,1.0509723580298669e-07,8.70944703024179e-08
1867,8.832117259771621e-08,6.163070764841905e-08
1868,1.1806299227146155e-07,5.3844626535237694e-08
1869,1.5383085383291473e-07,4.785848872757015e-08
1870,1.2213523348236777e-07,5.103303379883073e-08
1871,1.1789506970671937e-07,3.611200227737754e-08
1872,1.8323437700473733e-07,4.898344840853497e-08
1873,8.32054638522095e-08,3.23244258026989e-08
1874,1.2128457171911577e-07,4.361464789326419e-08
1875,1.1957992285260843e-07,6.40811066432434e-08
1876,9.673623679873344e-08,3.688068872520489e-08
1877,8.411349483594677e-08,5.6281827198745304e-08
1878,7.730033502184597e-08,3.200716847118201e-08
1879,1.2890676259758038e-07,3.1157558311178946e-08
1880,1.0204375655575859e-07,2.888030792291829e-08
1881,1.1644087294371275e-07,3.834879080955034e-08
1882,8.518892968822911e-08,4.3925542314582344e-08
1883,1.0300522745865237e-07,3.6020232130340446e-08
1884,1.0826782670392276e-07,4.2250860587955685e-08
1885,7.21911206369441e-08,3.867381437316908e-08
1886,1.026100733270141e-07,4.1947515683204983e-08
1887,9.140494228176976e-08,3.133883907935342e-08
1888,1.1603324878706189e-07,1.9655905347804037e-08
1889,1.0776034997661554e-07,2.8193115397812107e-08
1890,1.3305404422681022e-07,4.784702056781498e-08
1891,7.457837369884146e-08,5.673055980537356e-08
1892,1.2160913342995627e-07,3.0715710863660206e-08
1893,8.437030629693254e-08,3.571881634911733e-08
1894,1.0082462864602348e-07,3.7179081147087345e-08
1895,1.1074250494402804e-07,3.069493459406658e-08
1896,9.435246539624131e-08,3.715128116255073e-08
1897,6.059782009515402e-08,3.029891004757701e-08
1898,1.2448380459773034e-07,3.734514208986184e-08
1899,9.452158877820693e-08,4.8089930260175606e-08
1900,9.13625370912996e-08,2.906989848838748e-08
1901,7.991896922021624e-08,2.6267072072982955e-08
1902,8.34748234979088e-08,3.437198614619774e-08
1903,7.668312917985531e-08,2.8621167658116065e-08
1904,7.739460272659926e-08,4.192207825326477e-08
1905,9.444188719953672e-08,2.2191263937543226e-08
1906,9.105206544290922e-08,3.240836221607424e-08
1907,8.742834012309686e-08,4.319988278211895e-08
1908,1.1443536607202986e-07,2.701263923654551e-08
1909,8.141455509758089e-08,3.4106097501762633e-08
1910,8.497199388557419e-08,2.5651923252212327e-08
1911,5.7460042057755345e-08,3.5646507967612706e-08
1912,7.08481309175113e-08,2.344239469209697e-08
1913,7.424185355375812e-08,2.4924052155483878e-08
1914,5.357394883276356e-08,1.9420557606508737e-08
1915,6.125996065975414e-08,1.4136913861761968e-08
1916,6.372727767711694e-08,3.186363883855847e-08
1917,8.882803825827068e-08,4.7155623406069935e-08
1918,8.270190932080368e-08,2.986458014220261e-08
1919,8.287063479883727e-08,3.9593746947730324e-08
1920,5.906340660999376e-08,2.2716694303426266e-08
1921,6.966927657003907e-08,4.392193631019836e-08
1922,8.189508093892073e-08,3.172512208493572e-08
1923,4.883336046646036e-08,2.7601466001669905e-08
1924,5.0277336072213075e-08,3.2229060309418855e-08
1925,6.268961527666761e-08,1.9796720707176974e-08
1926,7.356451448004009e-08,4.56991671171636e-08
1927,8.361918446553318e-08,4.4596898618465275e-08
1928,1.2225864054471458e-07,3.1992914983902665e-08
1929,8.355304714768863e-08,2.33948540540041e-08
1930,6.932378227020308e-08,4.20144132817768e-08
1931,5.7026781519198266e-08,2.3951248095954725e-08
1932,9.973178549671502e-08,4.7126007984843454e-08
1933,5.735331143341682e-08,2.982372038218273e-08
1934,6.82950087593781e-08,4.073737258636356e-08
1935,9.574627313213568e-08,6.702239119249498e-08
1936,5.456121598967911e-08,4.364897421282876e-08
1937,8.058315614789535e-08,2.895957251780601e-08
1938,6.871563584809337e-08,1.2965214679638848e-08
1939,9.023489866422096e-08,3.5176316970364496e-08
1940,8.875240098404902e-08,3.550096039361961e-08
1941,6.198155233505531e-08,3.246652724442356e-08
1942,9.102635090130207e-08,3.6410540360520827e-08
1943,1.0161323160673419e-07,4.064529335323641e-08
1944,8.675602458652065e-08,4.819779064746399e-08
1945,1.0021118868053236e-07,4.1391576388605245e-08
1946,7.9350293447078e-08,4.037120149291695e-08
1947,8.583027266695353e-08,3.695469885656166e-08
1948,5.870819563824625e-08,2.391815279167986e-08
1949,7.853606831531579e-08,3.5341230386620737e-08
1950,1.0209947021166954e-07,3.509669355139522e-08
1951,8.422507136174318e-08,3.4116485636559446e-08
1952,9.595771643944317e-08,3.690681538159879e-08
1953,8.511323557058859e-08,3.124409886368085e-08
1954,8.306655985279576e-08,3.127211556375187e-08
1955,6.006789021739678e-08,3.003394510869839e-08
1956,5.755953580433015e-08,4.447782231409292e-08
1957,5.9194753987412696e-08,3.268964121616591e-08
1958,5.873292963087806e-08,5.2942358053087446e-08
1959,6.588135903484726e-08,4.727956337546857e-08
1960,5.3982500247684584e-08,2.4914999841030294e-08
1961,8.059864597953492e-08,3.821487482014163e-08
1962,7.483508568384423e-08,3.170978146727066e-08
1963,9.117135135738863e-08,3.685650185047962e-08
1964,7.726639950078606e-08,3.6503809752730376e-08
1965,7.277817815065646e-08,3.173785145804686e-08
1966,1.0358069602034448e-07,3.4342264143560897e-08
1967,7.346199737412462e-08,2.5637744371920235e-08
1968,8.354033553814588e-08,3.2787337289619245e-08
1969,8.720174804466296e-08,3.5425710365188934e-08
1970,5.6104443757476474e-08,3.2650948611490094e-08
1971,6.782684636164049e-08,3.0316545718278576e-08
1972,6.10487447261221e-08,2.975485102751918e-08
1973,6.670976659961525e-08,1.7642252103655665e-08
1974,6.806941854620163e-08,2.306484425673716e-08
1975,7.082235242705792e-08,2.4559364319998167e-08
1976,6.284879816575994e-08,4.913633233627479e-08
1977,7.345977337536169e-08,4.4663540421652215e-08
1978,7.069303364914958e-08,4.574255285660911e-08
1979,6.261611673608058e-08,2.925986741786346e-08
1980,6.026260024327712e-08,4.4912688679232815e-08
1981,5.503228095449231e-08,2.909752794266751e-08
1982,7.945602931158646e-08,2.3588508923921836e-08
1983,7.515225775023282e-08,2.7155859783078995e-08
1984,6.900820181954259e-08,3.653375202361531e-08
1985,8.060847989099784e-08,3.609334697785016e-08
1986,6.65387887011093e-08,2.937297871596911e-08
1987,5.927492452428851e-08,2.8720839040374813e-08
1988,7.015967895540598e-08,2.398621568033832e-08
1989,7.848014860201147e-08,3.5123981945162086e-08
1990,7.464652185262821e-08,2.5608660081388734e-08
1991,7.092372555916882e-08,3.165191131415668e-08
1992,8.871010237498922e-08,3.912060364541503e-08
1993,6.480872372094382e-08,2.4926434250005514e-08
1994,6.013416253836112e-08,2.2682185019107237e-08
1995,6.01892011786731e-08,2.982347879765257e-08
1996,7.740233343156433e-08,3.202855225481471e-08
1997,7.240290500476476e-08,3.068732468136659e-08
1998,8.630313885760188e-08,2.193339376788117e-08
1999,7.90644776316185e-08,2.8792268125243936e-08
2000,7.422293180070483e-08,2.076474814316498e-08
2001,7.097563070601609e-08,2.4972907297637903e-08
2002,6.878517666564221e-08,2.3220474432150695e-08
2003,7.542130475712838e-08,3.791899771954377e-08
2004,8.369103454697324e-08,2.5107310008820605e-08
2005,7.16096195674254e-08,2.38698731891418e-08
2006,7.865169493470603e-08,3.417848759568187e-08
2007,8.188683153775855e-08,2.6363563776499177e-08
2008,8.685177022016433e-08,2.809910171208685e-08
2009,8.725792355335216e-08,2.145686650578682e-08
2010,9.400348233157274e-08,2.8815136943194375e-08
2011,1.0286484553034825e-07,3.020937811015756e-08
2012,1.4536159653744107e-07,3.4042528795907856e-08
2013,1.4977601381360728e-07,4.016339971713023e-08
2014,1.6110912781641673e-07,3.8761470477766125e-08
2015,1.4186082353262464e-07,3.369194701008382e-08
2016,1.4167966355671524e-07,3.4798514292333493e-08
2017,1.438929615460438e-07,3.320607078194371e-08
2018,1.4843433859823563e-07,3.872199982879465e-08
2019,1.369880493484743e-07,3.877501342230971e-08
