year,faut_VERB ouvrir_VERB,faut_VERB couvrir_VERB
1897,2.598714274881786e-07,3.8456310136325556e-08
1898,2.2972920987740508e-07,4.0174320758978865e-08
1899,2.968309615880571e-07,5.3617512207893014e-08
1900,2.507278793473233e-07,3.4780054392058446e-08
1901,2.475811413660267e-07,3.7444550571308355e-08
1902,2.273461490176487e-07,2.4060391012881155e-08
1903,1.976480632492894e-07,3.348136701220028e-08
1904,2.268091776613801e-07,2.956043942958786e-08
1905,1.950766943537019e-07,1.9610883583709438e-08
1906,1.7593110612779128e-07,3.189394348623864e-08
1907,2.0108517162498174e-07,2.3657079850636364e-08
1908,2.146277040537825e-07,2.7503778810000767e-08
1909,2.2719062542364554e-07,2.8605114721358404e-08
1910,1.7315048239652242e-07,3.046165986120286e-08
1911,1.8461697948168876e-07,2.6601870928288918e-08
1912,2.2140039845908177e-07,3.1777467768279166e-08
1913,1.749986608956533e-07,2.4393752795504042e-08
1914,1.9018752084321022e-07,5.2904276515164383e-08
1915,1.979168047228086e-07,2.1205371680821372e-08
1916,2.472178834977967e-07,3.955486249651585e-08
1917,2.631941811159777e-07,3.3995917192441993e-08
1918,2.412139110674616e-07,7.236417332023848e-08
1919,2.421664078156027e-07,3.4069039145379065e-08
1920,1.8476245600140828e-07,3.33178178379967e-08
1921,2.1658057391960028e-07,4.316466117870732e-08
1922,1.7116809658546117e-07,3.8365264742878935e-08
1923,1.5180805235104344e-07,3.3971033985835675e-08
1924,1.7016944298120507e-07,3.0939897754933554e-08
1925,1.7927030171449587e-07,3.189471442510694e-08
1926,1.7833821175372577e-07,2.7865345586519652e-08
1927,1.8842190740997466e-07,2.3413372574054847e-08
1928,1.439681227566325e-07,2.742249805010033e-08
1929,1.5485164794881712e-07,2.4508894469477127e-08
1930,1.6385621393055771e-07,3.676261073337628e-08
1931,1.8704784565670707e-07,2.3951248095954725e-08
1932,1.20554901172909e-07,4.055028668403793e-08
1933,1.45677404361777e-07,2.867665571670841e-08
1934,1.0543790551764687e-07,4.553000465534751e-08
1935,1.591781852994245e-07,3.8298509252854274e-08
1936,1.4913399581928388e-07,2.182448710641438e-08
1937,1.0072894696122603e-07,2.6441348666139675e-08
1938,1.5558256905023882e-07,1.1668692678767911e-08
1939,1.269406197934586e-07,2.7529290846928234e-08
1940,1.0143131845552489e-07,2.5357829613881222e-08
1941,1.3872062254449702e-07,2.3612020783048138e-08
1942,1.456421614420833e-07,4.247896612241675e-08
1943,1.7709734834170376e-07,4.3548528338988035e-08
1944,1.8636480092482088e-07,3.534504600111177e-08
1945,2.1349339363041508e-07,2.178504132643866e-08
1946,1.7540591557008156e-07,4.1763314584386535e-08
1947,1.9431020348292805e-07,3.9338875268413176e-08
1948,1.7612458691473876e-07,3.261566305923225e-08
1949,1.68852537285602e-07,2.846932467548413e-08
1950,2.0313540005645336e-07,2.9779013033248702e-08
1951,1.3646594254623778e-07,2.3455083209000804e-08
1952,1.613355067320299e-07,1.7926167217297007e-08
1953,1.713038528805555e-07,3.5553629373907825e-08
1954,1.7492840242994134e-07,2.443134050622575e-08
1955,1.520468515536777e-07,2.3464020060259827e-08
1956,1.6919014456107107e-07,4.360570926564833e-08
1957,1.6963272742032132e-07,2.3854601849393475e-08
1958,1.9026160202884057e-07,2.8952852559882558e-08
1959,1.5966540445333521e-07,2.9452841943111707e-08
1960,1.321879210536281e-07,3.114374891310945e-08
1961,1.8829511816420563e-07,3.543561177821175e-08
1962,1.731354046796696e-07,3.2343976386073336e-08
1963,1.739368258313334e-07,3.620989730279689e-08
1964,1.417564590155962e-07,3.346182708696688e-08
1965,1.6799172897208337e-07,2.681301225493371e-08
1966,1.7835820642631006e-07,4.0989153404780154e-08
1967,1.932691588990565e-07,3.747054933000982e-08
1968,2.0121542831930128e-07,3.503304313312583e-08
1969,1.671366902655791e-07,2.3162964879475112e-08
1970,1.535974121225081e-07,3.357069289222636e-08
1971,1.9320374633480242e-07,3.339958354331429e-08
1972,1.790421322311886e-07,3.385897073826527e-08
1973,1.7201195134930458e-07,2.591205827684462e-08
1974,1.8508130494865327e-07,1.800182936051442e-08
1975,1.4450044716340926e-07,2.7415104852934746e-08
1976,1.782620415724523e-07,2.6853577139718254e-08
1977,1.8218023001281836e-07,2.8208553715103335e-08
1978,1.5920784335321514e-07,2.198018833610149e-08
1979,1.6502565358678112e-07,2.691907674545746e-08
1980,1.9329512213062117e-07,2.5583178242527538e-08
1981,1.7774793548142043e-07,2.783241725978769e-08
1982,2.054683250207745e-07,2.7933760193832313e-08
1983,1.7746037883625831e-07,2.9050454486423405e-08
1984,1.9832609154946113e-07,2.4935737030773453e-08
1985,1.467796124643428e-07,1.9851341903631692e-08
1986,1.7563841936407698e-07,2.8174081734277934e-08
1987,1.7721369260925712e-07,2.8720839040374813e-08
1988,1.7449971778660256e-07,3.418035632307692e-08
1989,1.7177822542180365e-07,2.5245361356951435e-08
1990,1.8906818866071262e-07,3.5416231725093894e-08
1991,2.022205478624528e-07,2.5204300868608698e-08
1992,1.9339904611115344e-07,2.975369817193041e-08
1993,1.8888697184138437e-07,2.4926434250005514e-08
1994,2.062496236021616e-07,2.1099706870586488e-08
1995,1.6592699125794752e-07,2.3858783393393423e-08
1996,1.8950227342884318e-07,2.081855932090093e-08
1997,2.1145484652151936e-07,2.3974472185273044e-08
1998,2.0121505883707869e-07,2.765514928171342e-08
1999,2.193696531094247e-07,2.0108885223635298e-08
2000,1.9483519508867175e-07,2.4299172451947015e-08
2001,1.862015039932885e-07,2.0591695459870607e-08
2002,2.019743163828025e-07,2.3658596859377212e-08
2003,2.058459926956857e-07,2.7501691590714472e-08
2004,1.9777512250129803e-07,2.5547789661573006e-08
2005,1.842033583443481e-07,2.1167622321627277e-08
2006,2.2236605445868918e-07,2.8825230202755847e-08
2007,1.8774053955894487e-07,2.4366324069546863e-08
2008,2.1968388352888724e-07,2.809910171208685e-08
2009,2.1313820752766333e-07,2.813233557219519e-08
2010,2.1493258373084245e-07,2.0312310056169736e-08
2011,2.3555666928132268e-07,3.020937811015756e-08
2012,2.522551199035661e-07,3.3702100665777834e-08
2013,2.11136764960429e-07,3.179602714453722e-08
2014,2.4534494968975196e-07,3.6162933980676826e-08
2015,2.1190460586240079e-07,2.5047301122071985e-08
2016,2.023699181563643e-07,2.6306018696686806e-08
2017,2.0074578799267329e-07,2.4904551310100942e-08
2018,2.1813393402680958e-07,2.1684320117287825e-08
2019,1.8647720878561813e-07,3.9540310581287486e-08
