year,tout_DET or_NOUN,tout_DET cor_NOUN
1885,2.7716233141905633e-08,1.2891271383708158e-09
1886,6.51799884066051e-08,1.2906927748801422e-09
1887,2.415702088365279e-08,2.6115698492645834e-09
1888,2.4728396885720372e-08,1.9021844099853524e-09
1889,2.8193114509633688e-08,6.265136742733546e-10
1890,3.9981758626073116e-08,6.554386478008212e-10
1891,1.8485237118781583e-08,1.2748440081367107e-09
1892,3.949162885596991e-08,6.268512375839919e-10
1893,2.2786141251618375e-08,5.542574843531156e-09
1894,3.465846609707057e-08,2.520615716150587e-09
1895,3.4306102847381226e-08,1.2037228991346183e-09
1896,1.6511681522057842e-08,0.0
1897,1.8062812245922544e-08,2.9133566670225264e-09
1898,2.2067583871354657e-08,5.6583548957434e-10
1899,1.4371703827009696e-08,0.0
1900,2.1283317441778138e-08,3.114631885736685e-09
1901,2.2913829722526202e-08,1.676621730339889e-09
1902,3.338992993207057e-08,9.820567692386817e-10
1903,2.8621168546294484e-08,1.0800440541913758e-09
1904,8.599400302955473e-09,1.0749250378694342e-09
1905,2.8384175565498992e-08,1.5482277682110634e-09
1906,2.1605575106775632e-08,1.5432553013283723e-09
1907,2.674278520853335e-08,1.5428529565042481e-09
1908,3.3397447030125704e-08,9.822778146428846e-10
1909,1.9253442284927758e-08,1.6502950117569526e-09
1910,1.8704527149360217e-08,5.344150677544235e-10
1911,2.6601871261355825e-08,1.0640748282497725e-09
1912,2.7088990162127402e-08,3.125652625612929e-09
1913,3.6590627860988434e-08,5.30298971401777e-10
1914,1.9420556107707654e-08,2.0090231700464756e-09
1915,9.424609426211816e-09,1.1780761921542648e-09
1916,1.7579939504130948e-08,1.0987462051303964e-09
1917,1.5352993543160665e-08,3.289927441585405e-09
1918,1.1486376294556067e-08,0.0
1919,1.2890987610703064e-08,9.207848372660976e-10
1920,2.1202248845497706e-08,1.514446346106979e-09
1921,2.9533714807072897e-08,3.0290989716519334e-09
1922,3.09873291470808e-08,2.2133805899215986e-09
1923,3.1847843917631735e-08,3.1847844361720945e-09
1924,1.160246199116699e-08,1.289162443462999e-09
1925,4.069325765243548e-08,0.0
1926,1.4489979549558996e-08,3.343841648018042e-09
1927,4.5711820995109065e-08,1.1149224876660924e-09
1928,1.8281665736807895e-08,0.0
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,2.520864939015155e-08,2.100720708497761e-09
1931,2.737285598186645e-08,0.0
1932,1.0959536833610173e-08,2.1919073223131136e-09
1933,1.9500125736371388e-08,3.4411986593596566e-09
1934,2.6359476379411717e-08,2.3963160344919743e-09
1935,2.5133397585364037e-08,3.590485242455088e-09
1936,1.9399543305098632e-08,0.0
1937,1.3850229851897211e-08,1.2591118148108649e-09
1938,3.630259959308546e-08,0.0
1939,1.6823455517567254e-08,4.588215141154706e-09
1940,2.7893612308815818e-08,5.0715658339584024e-09
1941,3.246652813260198e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,8.709705623388686e-09,0.0
1944,3.855823393905666e-08,0.0
1945,1.9606535950345005e-08,2.178504043826024e-09
1946,3.062642850437669e-08,1.3921104269343232e-09
1947,3.337843845763189e-08,1.1920870957027319e-09
1948,3.37028520647209e-08,4.348755133776194e-09
1949,1.3743811755340118e-08,0.0
1950,1.5953042220573366e-08,0.0
1951,4.0513328247726577e-08,0.0
1952,2.10896083929768e-08,1.0544803918932644e-09
1953,1.7238123595220145e-08,0.0
1954,1.5636057337786724e-08,2.9317608341017376e-09
1955,2.627970330237872e-08,5.631364707880948e-09
1956,2.703553958482985e-08,3.488456634670456e-09
1957,1.855357939506419e-08,2.6505113659425206e-09
1958,1.4062814079895958e-08,8.272243445794913e-10
1959,1.8601794327111065e-08,0.0
1960,1.7994166823243063e-08,1.3841666701708277e-09
1961,2.0844478365589225e-08,6.948159270159238e-10
1962,2.5367825173816527e-08,1.9025869768540815e-09
1963,1.9398158968009227e-08,6.466053248388448e-10
1964,2.8594651091395917e-08,1.8251904432275978e-09
1965,2.188817349590977e-08,1.0944086747954884e-09
1966,1.9940669560014612e-08,0.0
1967,4.240088674611897e-08,9.860671168482327e-10
1968,2.470278670507753e-08,1.3474247273492779e-09
1969,1.4533625192214572e-08,9.083515606356229e-10
1970,1.6095537624938316e-08,1.8394900047624674e-09
1971,2.1067429578636165e-08,2.0553589941130213e-09
1972,2.872882304272295e-08,1.0260293725750103e-09
1973,3.08739407373082e-08,5.513203782392395e-10
1974,1.4626486244395664e-08,5.625571675160757e-10
1975,1.3707552870556583e-08,1.1422960355389478e-09
1976,1.9997343725375316e-08,5.713526873840635e-10
1977,1.469195476389018e-08,1.1753563677885381e-09
1978,5.04950251611902e-08,0.0
1979,1.287434114871644e-08,1.7555920051037788e-09
1980,9.096241204709088e-09,5.685150683554241e-10
1981,8.855769562110538e-09,1.2651099057237047e-09
1982,1.80017563078394e-08,6.207502289967692e-10
1983,1.8945948587756334e-08,0.0
1984,1.7976925670293298e-08,1.3917620833581168e-08
1985,1.564045115642898e-08,0.0
1986,1.3187867797803676e-08,1.7983456945813714e-09
1987,1.466596055710312e-08,0.0
1988,1.9188972077976985e-08,0.0
1989,9.329807593161377e-09,0.0
1990,1.6345952813523468e-08,0.0
1991,1.875668864670388e-08,1.1722930404189924e-09
1992,1.9284805363728452e-08,1.1019888335184191e-09
1993,1.8833305692744773e-08,2.7696036575264316e-09
1994,1.5297287436766283e-08,0.0
1995,1.7894087323000463e-08,1.626735190995987e-09
1996,2.5622842514394506e-08,2.135236876199542e-09
1997,1.438468300030138e-08,1.438468344439059e-09
1998,1.287394890692184e-08,4.768129224785866e-10
1999,7.769341975327748e-09,1.3710603763428253e-09
2000,1.5904913719388958e-08,8.836062992401139e-10
2001,1.6648604495017594e-08,1.3143635069212678e-09
2002,1.1391175447350577e-08,4.38122149670761e-10
2003,1.1667383725821878e-08,8.333845835650777e-10
2004,1.8940602419803554e-08,8.809582507929292e-10
2005,1.1709748504173945e-08,2.251874686720612e-09
2006,1.8530504686253835e-08,0.0
2007,1.3980677865399471e-08,7.988958938831558e-10
2008,1.5326782676350348e-08,0.0
2009,1.3350938576905946e-08,0.0
2010,1.2754240996670774e-08,0.0
2011,9.942326711920302e-09,0.0
2012,9.19148274158843e-09,6.808505426114664e-10
2013,1.171432484348145e-08,5.578250084070646e-10
2014,1.0827226060161621e-08,1.0827225782605865e-09
2015,1.551602757388082e-08,0.0
2016,1.1806638028355465e-08,0.0
2017,7.0437116417298995e-09,2.515611330355938e-10
2018,1.110030711792831e-08,5.162933414126769e-10
2019,1.0714148235280163e-08,0.0
