year,peuvent_VERB oser_VERB,peuvent_VERB causer_VERB
1849,8.379414939696517e-10,3.2009364758778247e-07
1850,1.6972489191857676e-08,2.41009360024691e-07
1851,4.514607354622058e-09,3.237618386719987e-07
1852,1.3021090872200602e-09,3.196677766936773e-07
1853,5.971931837933653e-09,2.854583556199941e-07
1854,6.234797567117312e-09,2.535484213694872e-07
1855,3.714855978387277e-09,2.9878054874643567e-07
1856,2.5885946719483854e-09,3.007946816069307e-07
1857,3.4170564155999728e-09,2.29430924036933e-07
1858,1.468102750479261e-09,2.6034356892523647e-07
1859,1.1202780925145817e-08,2.5104415612986486e-07
1860,7.781213007262977e-09,2.4350617877644254e-07
1861,9.431927239234028e-09,2.5890639676617866e-07
1862,9.035972525772706e-10,2.3854968844716495e-07
1863,1.4983863039219614e-09,2.472337428116589e-07
1864,5.753673537611803e-09,2.6802530328495777e-07
1865,1.1767110841276462e-08,2.212216827501834e-07
1866,2.432806400776144e-09,2.223585084948354e-07
1867,3.396968040192405e-09,3.3775569363569957e-07
1868,9.87974857480367e-09,3.3047757597159944e-07
1869,8.30198221279943e-09,2.622449812861305e-07
1870,1.2614907340946502e-08,2.2649493303106283e-07
1871,1.0621176826930423e-08,2.2729319937297987e-07
1872,9.071008832961525e-09,2.3584622965699964e-07
1873,4.190203295451056e-09,3.148638256789127e-07
1874,1.0156835372754358e-08,2.509335956801806e-07
1875,2.2886108563824337e-09,2.2943324040625157e-07
1876,6.04601479992084e-10,2.430497829664091e-07
1877,6.184816214727107e-09,2.9439723903124104e-07
1878,1.2078177347163432e-09,3.098052445693611e-07
1879,0.0,3.0057879030209733e-07
1880,3.8507077526617195e-09,2.8623594516830053e-07
1881,1.3945015142624584e-09,2.22422997353533e-07
1882,8.652000893505374e-09,2.5357016397720145e-07
1883,8.21514056781325e-09,2.622525698825484e-07
1884,6.601696966868076e-10,1.8814836266756174e-07
1885,1.933690763067375e-09,2.4622329419798916e-07
1886,3.872078213618124e-09,2.8524308959276823e-07
1887,3.264462256069578e-09,3.120825908808911e-07
1888,1.268122939990235e-09,2.4918614371927106e-07
1889,6.891650361495749e-09,2.3556914641176263e-07
1890,0.0,2.654526554124459e-07
1891,1.211101796627645e-08,2.970386674405745e-07
1892,1.002961980134387e-08,3.190672828168317e-07
1893,6.774258043407144e-09,2.51263401196411e-07
1894,1.0082462864602348e-08,2.860898860035377e-07
1895,7.824199066419624e-09,2.816711628383928e-07
1896,2.358811590497112e-09,2.577001794179523e-07
1897,6.992056267307589e-09,2.4472197424074693e-07
1898,1.13167097914868e-09,2.495334570085106e-07
1899,9.39688327150634e-09,2.4100242512758996e-07
1900,2.07642125715779e-09,2.4917054020079377e-07
1901,8.941982265753268e-09,2.6714172918218537e-07
1902,9.820567692386817e-10,2.6859251534006034e-07
1903,3.7801539676252105e-09,2.683909485767799e-07
1904,3.2247751136083025e-09,3.0527871786034666e-07
1905,1.2901897328276846e-08,2.3584668440435053e-07
1906,6.173021205313489e-09,3.112231752311345e-07
1907,1.131425531042396e-08,2.6537071562415804e-07
1908,9.822778146428846e-09,2.8191374212838127e-07
1909,2.2003934230241384e-09,3.00903792549434e-07
1910,2.67207544979442e-09,3.072886727295554e-07
1911,3.7242617878519013e-09,2.8410798336153675e-07
1912,3.125652625612929e-09,2.828715821578953e-07
1913,1.113627856597077e-08,3.287853758138226e-07
1914,3.3483718020477227e-09,3.529183913997258e-07
1915,1.1780761921542648e-09,2.485740822066873e-07
1916,1.0987462051303964e-09,2.538103842653072e-07
1917,1.0966424213165737e-08,2.3468147958283225e-07
1918,1.6080926812378493e-08,2.6763257210404845e-07
1919,4.603924352863942e-09,1.8323618178328616e-07
1920,2.2716695191604686e-09,2.1580859765890636e-07
1921,9.087297137000405e-09,2.665607041762996e-07
1922,2.951174193910333e-09,3.4233619317092234e-07
1923,6.369568872344189e-09,2.1231896596418665e-07
1924,3.867487219366694e-09,2.3720589581444074e-07
1925,1.0998177923937646e-09,2.1336465749755007e-07
1926,0.0,2.162350796197643e-07
1927,1.1149224654616319e-08,2.26329262886793e-07
1928,1.1426041224282812e-09,2.4337467152690806e-07
1929,2.2280812750352652e-09,1.9495711001127347e-07
1930,2.100720708497761e-09,2.9935270617897913e-07
1931,1.0264820993199919e-08,3.022419434728363e-07
1932,8.767629289252454e-09,2.575491180323297e-07
1933,5.735331320977366e-09,3.039725413600536e-07
1934,5.990790086229936e-09,2.6479293069314735e-07
1935,0.0,2.656959168234607e-07
1936,4.849885826274658e-09,3.06755282508675e-07
1937,1.2591118148108649e-09,2.455267917866877e-07
1938,5.186085783037697e-09,2.437460295823257e-07
1939,4.588215141154706e-09,2.492930093467294e-07
1940,5.0715658339584024e-09,3.144370737118152e-07
1941,8.854508237732261e-09,1.5938114472646703e-07
1942,0.0,3.1859224236541195e-07
1943,5.806470415592457e-09,2.4677498799974273e-07
1944,0.0,3.148922473883431e-07
1945,4.357008087652048e-09,2.287429197167512e-07
1946,0.0,2.2412977784824761e-07
1947,1.0728784083369192e-08,2.4676202770024247e-07
1948,2.174377566888097e-09,2.630996789321216e-07
1949,2.945102384188658e-09,2.483702985500713e-07
1950,4.2541445921528975e-09,2.669475804850663e-07
1951,2.1322803522849654e-09,2.612043488170457e-07
1952,5.272402070488624e-09,2.625656065902149e-07
1953,0.0,2.8658379847001925e-07
1954,4.886268278880834e-09,2.970851085137838e-07
1955,1.8771215692936494e-09,2.2994738912984758e-07
1956,8.72114158667614e-10,2.755880643690034e-07
1957,1.4136060322300636e-08,2.482645697909902e-07
1958,1.6544486891589827e-09,2.671934566933487e-07
1959,3.100299128533379e-09,2.3019721595574083e-07
1960,4.844583401109048e-09,2.3530833459517453e-07
1961,1.3896318540318475e-09,2.1469811883889633e-07
1962,2.5367825617905737e-09,2.0547938106574293e-07
1963,8.405868889838075e-09,2.1919920811797056e-07
1964,1.2167936658258327e-09,2.537014722747699e-07
1965,4.924839203113152e-09,2.1505130121113325e-07
1966,2.769537488234164e-09,1.883285420944958e-07
1967,1.4791006197611978e-09,2.0510195497536188e-07
1968,3.1439910674890825e-09,1.6887723575109703e-07
1969,3.6334062425424918e-09,1.871204204917376e-07
1970,3.6789800095249348e-09,1.9176682997112948e-07
1971,4.624557625731995e-09,1.8960686531954707e-07
1972,4.6171320100540925e-09,1.8212021757335606e-07
1973,2.7566018356850464e-09,1.9571874076973472e-07
1974,3.937900228123681e-09,1.8676898605463066e-07
1975,3.998036124386317e-09,1.70773262198054e-07
1976,2.856763492431469e-09,1.3998140957482974e-07
1977,2.3507127355770763e-09,1.6925132229062e-07
1978,1.0693064211864112e-08,1.6099002664304862e-07
1979,5.851973128301324e-09,1.8024077519385173e-07
1980,1.7055452605774235e-09,1.995487934891571e-07
1981,3.795329828193417e-09,1.6066896080246806e-07
1982,2.483000915987077e-09,1.7256856210678961e-07
1983,5.052252838311233e-09,1.7935496998688905e-07
1984,5.799008384599347e-09,1.9020747288323037e-07
1985,4.812446441349039e-09,1.6181850526209018e-07
1986,4.7955883708539204e-09,1.6904448330024024e-07
1987,3.0554083707556856e-09,1.5338150660682004e-07
1988,2.398621523624911e-09,1.6850316342242877e-07
1989,1.6464366536794728e-09,1.8604734464133799e-07
1990,4.90378582185258e-09,1.6999790375393786e-07
1991,2.344586080837985e-09,1.8698074200074188e-07
1992,3.856960972825618e-09,1.6144136338880344e-07
1993,3.323524566667402e-09,1.9774969928221253e-07
1994,4.747434001473039e-09,1.656326986676504e-07
1995,4.337960657352369e-09,1.8870129281367554e-07
1996,3.736664311304594e-09,1.4626373001647153e-07
1997,2.876936688878118e-09,1.6158794835519075e-07
1998,7.152193948201102e-09,1.7880483937915415e-07
1999,7.312321859131998e-09,1.489885619321285e-07
2000,7.068850393920911e-09,1.8997535278231226e-07
2001,4.8193329327261836e-09,1.5859986035593465e-07
2002,3.066854992184176e-09,1.8401129864287213e-07
2003,3.7502307925763034e-09,1.9001168993781903e-07
2004,3.0833537945085254e-09,2.0041800041781244e-07
2005,4.053374524914943e-09,2.1302736286088475e-07
2006,1.6471559671771274e-09,2.1865994881409279e-07
2007,5.592271090648637e-09,2.2369084717865917e-07
2008,5.5346713878634546e-09,2.3245620184297877e-07
2009,6.675469510497578e-09,2.3364142975879076e-07
2010,8.502827775203059e-09,2.196563713141586e-07
2011,4.5887662558641296e-09,3.307735880753171e-07
2012,7.829781267787439e-09,2.2263812127221172e-07
2013,3.904775169871755e-09,2.15878273479575e-07
2014,8.012147389990787e-09,1.955396982111779e-07
2015,5.098123256885856e-09,2.0636316833133606e-07
2016,7.663958356829426e-09,2.216333854221375e-07
2017,4.779661555431858e-09,2.482908314505039e-07
2018,4.64663996169179e-09,2.759587971468136e-07
2019,6.377469219387422e-09,2.3086438716291013e-07
