year,puissent_VERB ouvrir_VERB,puissent_VERB couvrir_VERB
1859,4.073738679721828e-09,1.2221216039165483e-08
1860,4.119465657481669e-09,7.323494255473406e-09
1861,3.3011746669586728e-09,5.187560159214399e-09
1862,1.1746764450037972e-08,1.536115412648087e-08
1863,5.9935452156878455e-09,7.991393324857654e-09
1864,1.7740493518658695e-08,1.5343129433631475e-08
1865,7.0602665935837194e-09,1.97687466396701e-08
1866,1.4596838404656864e-08,2.092213513549268e-08
1867,8.73506067478047e-09,8.73506067478047e-09
1868,1.7289560005906424e-08,1.2843672791973404e-08
1869,1.4650557433881772e-09,8.30198221279943e-09
1870,2.2936195165357276e-09,1.834895613228582e-08
1871,7.434824311758348e-09,9.559059321873065e-09
1872,6.047339518033823e-09,1.0280476914203973e-08
1873,4.788803575905831e-09,6.584604861359367e-09
1874,1.1949218503559678e-08,8.961913877669758e-09
1875,2.1741803024610817e-08,1.830888685105947e-08
1876,4.232210137899983e-09,6.650616057868319e-09
1877,6.80329748092845e-09,1.2988113695655557e-08
1878,3.6234530931267273e-09,2.4156354694326865e-09
1879,6.720257683667796e-09,1.0996785704264767e-08
1880,6.417846254436199e-09,8.984985200299889e-09
1881,4.183504653809678e-09,9.761510710859511e-09
1882,1.0648616211028639e-08,1.1314154946262533e-08
1883,8.21514056781325e-09,6.319338829996468e-09
1884,1.2543224237049344e-08,5.941527270181268e-09
1885,2.5782542767416317e-09,3.86738152613475e-09
1886,1.613365974151293e-08,3.2267319927115068e-09
1887,9.140494583448344e-09,7.834709769838355e-09
1888,7.60873763994141e-09,3.804368819970705e-09
1889,7.51816386923565e-09,5.012109394186837e-09
1890,6.554386366985909e-09,1.5075089621063853e-08
1891,1.5935549768641977e-08,1.1473596295275001e-08
1892,3.761107425503951e-09,4.387958441043338e-09
1893,6.774258043407144e-09,3.079208221734575e-09
1894,1.1972924873759894e-08,1.2603078580752936e-09
1895,7.22233739480771e-09,1.8055843487019274e-09
1896,8.255840455717589e-09,2.181900704556483e-08
1897,3.4960281336537946e-09,6.992056267307589e-09
1898,1.0750873968845553e-08,7.355861253444118e-09
1899,6.633094074004475e-09,3.8693048765026106e-09
1900,1.453494924419374e-08,1.038210584169974e-08
1901,1.2295225282343836e-08,1.4530721514915967e-08
1902,1.4730851205513318e-08,7.365425602756659e-09
1903,1.4040573148577096e-08,2.1600881083827517e-09
1904,4.299700151477737e-09,6.449550227216605e-09
1905,9.28936660926638e-09,8.257214467732865e-09
1906,8.230695236477459e-09,7.716276506641861e-09
1907,8.742834012309686e-09,4.114274698707732e-09
1908,1.620758460774141e-08,3.929111258571538e-09
1909,4.400786846048277e-09,4.950885035270858e-09
1910,1.068830179917768e-08,1.068830179917768e-08
1911,4.788336838146279e-09,5.3203743632934675e-09
1912,4.167536982180309e-09,1.1460726589973547e-08
1913,4.242391771214216e-09,2.121195885607108e-09
1914,6.696743715117748e-10,1.339348720819089e-08
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,4.394984820521586e-09,3.2962386153911893e-09
1917,1.315970976634162e-08,2.1932848870420685e-09
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,1.8415696745321952e-09,9.207848705727883e-09
1920,4.543339038320937e-09,3.028892692213958e-09
1921,3.0290989716519334e-09,9.087297137000405e-09
1922,6.640141769764796e-09,4.426761179843197e-09
1923,2.229349149729387e-08,1.2739137744688378e-08
1924,3.867487219366694e-09,1.0313299547703991e-08
1925,2.1996355847875293e-09,1.2097995494286806e-08
1926,3.343841648018042e-09,7.802296586589819e-09
1927,5.574612327308159e-09,1.0034302277972529e-08
1928,4.570416489713125e-09,4.570416489713125e-09
1929,2.2280812750352652e-09,1.2254447234738564e-08
1930,4.201441416995522e-09,1.470504518152893e-08
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,1.0959536611565568e-09,1.0959536389520963e-08
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,1.3179738189705859e-08,1.0783422155213884e-08
1935,1.196828414151696e-09,2.393656828303392e-09
1936,9.699771652549316e-09,1.091224355320719e-08
1937,7.554670666820584e-09,1.888667711114067e-08
1938,1.0372171566075394e-08,1.8151300906765755e-08
1939,6.117620188206274e-09,6.117620188206274e-09
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,6.960552134671616e-09,1.9489545977080525e-08
1947,9.536696765621855e-09,8.344609447874518e-09
1948,7.610321262063735e-09,2.2830963786191205e-08
1949,9.817008539414473e-09,1.2762110479513922e-08
1950,8.508289184305795e-09,1.808011518278363e-08
1951,7.462981344019681e-09,7.462981344019681e-09
1952,1.0544804140977249e-08,6.326882129314981e-09
1953,8.619061908632375e-09,6.464296653518886e-09
1954,8.795282724349818e-09,9.772536557761669e-09
1955,5.631364707880948e-09,7.508486277174597e-09
1956,4.360570571293465e-09,6.976913269340912e-09
1957,1.6786572132332367e-08,9.718541527092839e-09
1958,5.790570245522986e-09,9.099467845885556e-09
1959,9.300897829689347e-09,7.750747599288843e-09
1960,1.6610000486139143e-08,1.1765417085030094e-08
1961,5.55852741612739e-09,7.64297514166401e-09
1962,9.512934440181198e-09,1.2683912586908264e-08
1963,6.466053470433053e-09,1.4871922360271128e-08
1964,3.6503808864551957e-09,6.6923653285755336e-09
1965,8.755269398363907e-09,8.755269398363907e-09
1966,7.200797291773142e-09,1.38476865529924e-08
1967,1.5284040699725665e-08,1.5284040699725665e-08
1968,6.737123747768692e-09,7.635406973349745e-09
1969,8.629339909305145e-09,1.589615195030092e-08
1970,9.657322941336588e-09,1.103694025061941e-08
1971,6.679916619845017e-09,9.762954888969944e-09
1972,9.234264020108185e-09,1.7442499000708267e-08
1973,1.3231689521830958e-08,1.1577728109557484e-08
1974,1.1251143128276908e-08,1.6876715136504572e-08
1975,6.282628195464213e-09,2.056132863970106e-08
1976,4.570821499072508e-09,8.570290255249802e-09
1977,7.639816779203557e-09,5.876781727920388e-09
1978,9.504946163474415e-09,7.128709622605811e-09
1979,1.2289143924704149e-08,1.8141117053005473e-08
1980,7.95921106799824e-09,1.0801786132219604e-08
1981,6.325549417596221e-09,1.3916208629893845e-08
1982,1.1173503899897241e-08,8.069752865935698e-09
1983,8.209910973278056e-09,1.0736036948344463e-08
1984,5.219107812592938e-09,8.118611560803402e-09
1985,4.812446441349039e-09,8.421781494405423e-09
1986,6.593933843390687e-09,1.019062523255343e-08
1987,8.555143260480236e-09,4.888653482026939e-09
1988,1.4391728697660255e-08,1.0793796967334401e-08
1989,8.232182935330457e-09,5.488121956886971e-09
1990,1.0352437129768077e-08,5.448650863826288e-09
1991,8.20605094986604e-09,6.4476117778156095e-09
1992,4.4079553340736766e-09,1.0468894195980738e-08
1993,4.985286850001103e-09,9.970573700002205e-09
1994,1.0549853435293244e-08,9.494868002946077e-09
1995,4.337960657352369e-09,5.4224509327127635e-09
1996,6.4057106285986265e-09,9.60856638698715e-09
1997,1.6302641014931396e-08,8.630809844589749e-09
1998,1.0966696883940585e-08,8.582632382569955e-09
1999,5.484241505371301e-09,1.0968483010742602e-08
2000,1.192868470667463e-08,6.627047355323157e-09
2001,1.1829271784336015e-08,1.2267393323384113e-08
2002,1.2267419968736704e-08,9.63868718173444e-09
2003,8.750538071922165e-09,1.0833999475323708e-08
2004,1.8940601975714344e-08,1.5857247959161214e-08
2005,1.261049931144953e-08,1.261049931144953e-08
2006,1.2353670086895363e-08,7.823991232669414e-09
2007,7.988958827809256e-09,9.586750948642475e-09
2008,1.6604014163590364e-08,1.0643598891135753e-08
2009,1.6211854969583328e-08,1.0013204487790972e-08
2010,2.5036102968556406e-08,8.502827775203059e-09
2011,1.185431308670104e-08,1.1089518636708817e-08
2012,1.0212757750593937e-08,6.808505315092361e-09
2013,1.3666713094551142e-08,1.0040849929282558e-08
2014,1.2343037703033133e-08,7.362513709807672e-09
2015,1.2412821881468972e-08,7.979671146074452e-09
2016,1.1392370602436586e-08,6.006886099640951e-09
2017,1.5345229087415646e-08,5.534344982294215e-09
2018,1.4198066722315161e-08,6.195520096952123e-09
2019,1.403043281555938e-08,5.867272001580659e-09
