year,peut_VERB oser_VERB,peut_VERB causer_VERB
1879,5.9260454321474754e-08,5.596141932073806e-07
1880,5.647704881539539e-08,6.315160590020241e-07
1881,6.344981784422998e-08,5.257270458969288e-07
1882,4.991538915533056e-08,5.650421712743992e-07
1883,2.5277355319985872e-08,5.415673740571947e-07
1884,3.6969503014461225e-08,5.36057768840692e-07
1885,4.060750313783501e-08,5.014704811401316e-07
1886,3.87207848007165e-08,5.821024160468369e-07
1887,2.8074376601239237e-08,5.79768482111831e-07
1888,4.1848057463766963e-08,5.307094284034974e-07
1889,2.318100555953606e-08,5.989470537315356e-07
1890,5.046877760150892e-08,6.934540692782321e-07
1891,2.8683990294098294e-08,6.144747999314859e-07
1892,4.7013841708576365e-08,6.230901021808677e-07
1893,3.1407925149551374e-08,5.99829775183025e-07
1894,3.654892921645114e-08,6.881280683046498e-07
1895,3.4306101071024386e-08,6.223247623893258e-07
1896,1.8280790214930676e-08,5.790882369183237e-07
1897,2.680288169187861e-08,6.590013299501152e-07
1898,2.4330926606808134e-08,6.026148184901103e-07
1899,2.5979618456517528e-08,6.633093789787381e-07
1900,5.398695179792412e-08,6.29674730134866e-07
1901,3.353243371861936e-08,6.035838282514305e-07
1902,3.093478895266344e-08,5.474966542351467e-07
1903,4.644189388613995e-08,6.123849516370683e-07
1904,2.6873125946735854e-08,6.449550369325152e-07
1905,2.631987072732045e-08,6.032927331034443e-07
1906,2.9321851613417493e-08,6.332491011562524e-07
1907,3.4971336049238744e-08,7.076552606122277e-07
1908,5.893667065492991e-08,6.281666742324887e-07
1909,4.8958753495753626e-08,6.007073807268171e-07
1910,4.1684376839157267e-08,6.445045528380433e-07
1911,4.149891807969652e-08,6.634506348746072e-07
1912,4.844761747335724e-08,6.954577429496567e-07
1913,6.734796897944761e-08,7.063582074806618e-07
1914,3.549274296688054e-08,6.663260023742623e-07
1915,2.4739600590351074e-08,6.832842132098449e-07
1916,2.5271162940043723e-08,5.790392378912657e-07
1917,2.52227767560953e-08,6.152164360173629e-07
1918,5.054005569604669e-08,5.272246994536545e-07
1919,4.1435317399418636e-08,4.972238230038784e-07
1920,2.7260034229925623e-08,5.292989726513042e-07
1921,2.3475516641724425e-08,5.535678155865753e-07
1922,4.500540740082215e-08,6.470449420703517e-07
1923,4.140219900250486e-08,5.08503887886036e-07
1924,3.0939897754933554e-08,5.762556156696519e-07
1925,4.6192347724627325e-08,5.235132789493946e-07
1926,6.018914433525424e-08,6.386737254615582e-07
1927,5.5746124161260013e-08,5.563463219004916e-07
1928,3.1992914983902665e-08,5.598760139946535e-07
1929,6.127223173280072e-08,5.72616897898115e-07
1930,5.3568378177715203e-08,6.228636948435451e-07
1931,4.44808918587114e-08,6.854619414298213e-07
1932,2.6302888755935783e-08,4.6687625854247017e-07
1933,5.735331143341682e-08,5.95327378505317e-07
1934,3.1152108448395666e-08,5.91890056966804e-07
1935,4.787313656606784e-08,6.235475780158595e-07
1936,5.33487423126644e-08,6.571595463356061e-07
1937,2.2664012888640173e-08,5.288269449010841e-07
1938,2.2040865133021725e-08,6.339989795378642e-07
1939,4.129393715857077e-08,5.337623747436737e-07
1940,1.7750480196809804e-08,5.249070795798616e-07
1941,4.132103725851266e-08,3.453258159424877e-07
1942,5.158160121254696e-08,6.97868699717219e-07
1943,5.2258233296242906e-08,6.270988137657696e-07
1944,4.4984606262232774e-08,5.07683409978199e-07
1945,5.2284097051824574e-08,4.09558765568363e-07
1946,4.5939643200654245e-08,5.777258138550678e-07
1947,4.4107220986688844e-08,5.13789530032227e-07
1948,4.240036233227329e-08,5.936050797572534e-07
1949,4.712163814701853e-08,5.065576260676607e-07
1950,3.616023036556726e-08,6.22168670361134e-07
1951,5.224086763178093e-08,6.108983257036016e-07
1952,3.4797853487589236e-08,6.168710342535633e-07
1953,3.5553629373907825e-08,5.052925189374946e-07
1954,3.322662323057557e-08,5.394439881456492e-07
1955,5.0682281482750113e-08,5.096384825264977e-07
1956,4.360570926564833e-08,5.319896558830806e-07
1957,2.2087593976038988e-08,4.532374475729739e-07
1958,5.376958256420039e-08,5.1618798124764e-07
1959,3.5653439312000046e-08,4.7434576799787465e-07
1960,4.15249985508126e-08,4.7200083486131916e-07
1961,5.141637871020066e-08,4.891504090664966e-07
1962,5.327243357555744e-08,4.680363758780004e-07
1963,3.814971449855875e-08,4.164138260875916e-07
1964,4.258777863697105e-08,4.161434219440707e-07
1965,4.760677896342713e-08,4.4323550696390157e-07
1966,3.7665706997813686e-08,4.3647909819810593e-07
1967,3.845661922241561e-08,4.3140437355759786e-07
1968,4.850729240502005e-08,4.145576895098202e-07
1969,4.269252329436313e-08,3.887744810526783e-07
1970,4.2768142805016396e-08,3.987094601143326e-07
1971,4.007949883089168e-08,3.776722223847173e-07
1972,5.23274970021248e-08,3.786048523579666e-07
1973,3.3079221140042137e-08,3.7875710745538527e-07
1974,3.7691329168865195e-08,3.684749572130386e-07
1975,4.112265727940212e-08,3.2898125823521696e-07
1976,5.713526718409412e-08,3.433829647292441e-07
1977,3.0559267116814226e-08,3.31450507928821e-07
1978,4.930690877813504e-08,3.8376219890778884e-07
1979,4.447499790671827e-08,3.394144414414768e-07
1980,5.5145960686786566e-08,3.6612371445698955e-07
1981,3.542307780435294e-08,3.2007281447477e-07
1982,5.5867520387664626e-08,3.50103135815516e-07
1983,4.294414779337785e-08,3.113450759428815e-07
1984,4.9871474061546905e-08,3.3692239753690956e-07
1985,6.015557829641693e-08,3.2303546504408587e-07
1986,5.874595743193822e-08,3.860448600789823e-07
1987,4.949761489569937e-08,3.5809387100016465e-07
1988,7.075933439182336e-08,3.6998736163695867e-07
1989,5.597884467078984e-08,3.6221607047082216e-07
1990,4.90378582185258e-08,3.394509633380949e-07
1991,6.213153369571955e-08,3.3527581422276853e-07
1992,6.336436086940012e-08,3.432695336869074e-07
1993,8.087242520105065e-08,3.0354857472048025e-07
1994,5.433174266045171e-08,3.692448728997988e-07
1995,5.802022329248757e-08,3.692688892442675e-07
1996,6.459091395072392e-08,3.475097969385388e-07
1997,7.192341655581913e-08,3.35163122144877e-07
1998,7.390600131884639e-08,3.228023501833377e-07
1999,6.169771893382858e-08,3.6607312381420343e-07
2000,6.759588444538167e-08,3.954138207973301e-07
2001,8.411926444296114e-08,3.6057372199138626e-07
2002,8.149071817342701e-08,3.829187562587322e-07
2003,6.583738354493107e-08,4.137754388011672e-07
2004,7.311953709177033e-08,3.8630020071650506e-07
2005,8.33193709581792e-08,4.0578783000455587e-07
2006,7.28866496046976e-08,3.903759591139533e-07
2007,7.988958827809256e-08,4.282082102236018e-07
2008,8.812899920940254e-08,4.38090552279391e-07
2009,7.199970752935769e-08,4.3628961066133343e-07
2010,8.219399916242764e-08,4.4356417561175476e-07
2011,7.265546742019069e-08,6.053347760826e-07
2012,7.897866538542075e-08,4.949783374286199e-07
2013,6.638117611146299e-08,4.83634266856825e-07
2014,6.301445409917505e-08,4.7596483909728704e-07
2015,6.16207955772552e-08,4.6592415969826106e-07
2016,6.628287962939794e-08,5.087210865895031e-07
2017,6.21355980001681e-08,5.013613417759188e-07
2018,5.756670873324765e-08,5.470128030538035e-07
2019,5.790742108047198e-08,4.831570663554885e-07
