year,ait_VERB omis_VERB,ait_VERB commis_VERB
1838,7.195864526465812e-08,1.4265485503983655e-07
1839,9.788065113980338e-08,1.4402438353045e-07
1840,1.3248951802324882e-07,2.0446699977583194e-07
1841,9.7592334213914e-08,1.6308193551139993e-07
1842,1.1471133376517173e-07,2.1063952715394407e-07
1843,1.2109167357721162e-07,2.0910465536871925e-07
1844,1.1141779054923973e-07,2.025279144390879e-07
1845,1.1272060618239266e-07,2.0981657655738672e-07
1846,1.3875168747290445e-07,2.224710442533251e-07
1847,1.423811113454576e-07,2.3136929883094126e-07
1848,9.010648227558704e-08,1.89867236599639e-07
1849,9.803915190786938e-08,2.3462361298243195e-07
1850,5.974316508172706e-08,2.2132127242002753e-07
1851,1.077056239751073e-07,2.5281801185883523e-07
1852,1.0026239749549859e-07,1.5950836029787752e-07
1853,1.0391161708867003e-07,1.964765630191323e-07
1854,7.221973419291317e-08,1.7249605832603265e-07
1855,1.0613874223963649e-07,1.8998835571437667e-07
1856,1.0975641373534017e-07,1.568688361430759e-07
1857,6.785297301803439e-08,1.5376753026430379e-07
1858,1.1940569777380006e-07,1.7617233538658184e-07
1859,9.776972831332387e-08,1.7720763878514845e-07
1860,1.0069804545764782e-07,1.9086857605543628e-07
1861,1.0799556804386157e-07,1.9193971922959463e-07
1862,9.171512260763848e-08,1.897554255947398e-07
1863,7.292146619874984e-08,1.9878591217548092e-07
1864,1.0212770717998865e-07,2.282290552102495e-07
1865,9.696099567690908e-08,2.3769564450049074e-07
1866,1.0363755365006e-07,1.7905455251820968e-07
1867,1.2908478197459772e-07,2.3875833221609355e-07
1868,1.230028630061497e-07,1.7882344138797635e-07
1869,1.2013457251214277e-07,2.5687310767352756e-07
1870,9.403839840160799e-08,2.0126510946738563e-07
1871,8.815577245968598e-08,1.614418891904279e-07
1872,9.131482414659331e-08,1.9411959328863304e-07
1873,9.398026890039546e-08,2.2627096996075124e-07
1874,7.82673765797881e-08,2.419716622625856e-07
1875,1.3045081459495123e-07,1.6992935059079173e-07
1876,9.673623679873344e-08,1.7049761424914323e-07
1877,7.607323482261563e-08,1.1874846705950404e-07
1878,9.66254205536643e-08,1.998938330416422e-07
1879,1.1118972054191545e-07,2.4864954184522503e-07
1880,7.958129089047361e-08,1.918936050060438e-07
1881,1.0667936578556692e-07,2.2312023872927966e-07
1882,1.2844893149122072e-07,2.109757133439416e-07
1883,9.099848341520556e-08,1.88316306548586e-07
1884,8.912290638818376e-08,1.9210938262403943e-07
1885,1.0635299219075023e-07,2.0883859974674124e-07
1886,9.873799911019887e-08,2.5103975076490315e-07
1887,1.0119833149246915e-07,2.1676029859918344e-07
1888,1.3505508889011253e-07,2.5108835188802914e-07
1889,8.70854037771096e-08,2.2491840923066775e-07
1890,9.700492142883377e-08,2.6086459570251463e-07
1891,1.153733819592162e-07,3.085122557422437e-07
1892,7.020733505669341e-08,2.181442368964781e-07
1893,8.437030629693254e-08,2.3709904439783713e-07
1894,1.0649601733803138e-07,2.199237201239157e-07
1895,1.209741498087169e-07,2.1366081170981488e-07
1896,1.0968474128958405e-07,2.176003732756726e-07
1897,1.2119564019030804e-07,2.1791908011437044e-07
1898,1.0185038945564884e-07,2.834835868270602e-07
1899,6.190887802404177e-08,2.65323762960179e-07
1900,6.956010878411689e-08,2.4709413537493674e-07
1901,8.383108252019156e-08,2.347270395830492e-07
1902,8.249276817196005e-08,2.2390894116597337e-07
1903,9.612391949076482e-08,2.5867055342132517e-07
1904,9.889310348398794e-08,2.1659739957158308e-07
1905,1.0631163860352899e-07,2.6319870016777713e-07
1906,9.773950893077199e-08,2.7109851430395793e-07
1907,1.1314255488059644e-07,2.514850336865493e-07
1908,1.1492650742184196e-07,2.2690618095566606e-07
1909,1.1717094849927889e-07,1.8758353803605132e-07
1910,9.61947108635286e-08,2.0040565118506493e-07
1911,6.171634225893285e-08,2.3782072844369395e-07
1912,1.0991878696131607e-07,2.8599723123079457e-07
1913,1.161354745704557e-07,2.0840749925810087e-07
1914,8.571831955350717e-08,2.2233189156395383e-07
1915,7.539687629787295e-08,2.0027295022373437e-07
1916,1.0547963569251806e-07,2.2634171159552352e-07
1917,8.444146715191891e-08,1.908157827301693e-07
1918,8.844509835626013e-08,2.481057208569837e-07
1919,6.44549373873815e-08,1.7771147042822122e-07
1920,8.026565723184831e-08,1.5144463816341158e-07
1921,7.64847456480311e-08,2.3096879431250272e-07
1922,8.853522359686394e-08,2.043688169806046e-07
1923,8.917396598917549e-08,1.9851823651606537e-07
1924,9.153053071031536e-08,1.9982017818165332e-07
1925,9.018506119673475e-08,1.7157157117253519e-07
1926,1.0477370437911304e-07,1.972866527921724e-07
1927,9.142364376657497e-08,1.8953682001665584e-07
1928,1.0054916543822401e-07,2.05668740704823e-07
1929,7.352668518478822e-08,2.1723792542616138e-07
1930,1.0188495735974357e-07,1.8801449641614454e-07
1931,8.668071416195744e-08,1.916099847676378e-07
1932,8.329247691563069e-08,1.7206473046371684e-07
1933,8.947116469926186e-08,1.915600620350233e-07
1934,9.944711365506009e-08,1.5456238600108918e-07
1935,8.258115968828861e-08,1.9029572229101177e-07
1936,8.123559069872499e-08,1.43071630986924e-07
1937,8.184226629737168e-08,1.7879388281016872e-07
1938,9.334954143014329e-08,1.6336170460817812e-07
1939,1.1317597170545923e-07,2.0188146265809337e-07
1940,1.4453962648985907e-07,2.3582781238928874e-07
1941,1.151085982087352e-07,1.9479917057196872e-07
1942,1.2136847260535433e-07,2.4273694521070865e-07
1943,8.419382169222445e-08,1.82903818313207e-07
1944,6.105053529381621e-08,1.8636480092482088e-07
1945,8.931866801731303e-08,1.6556630555442098e-07
1946,9.32713959400644e-08,1.7540591557008156e-07
1947,8.46381809083141e-08,1.9192601996564917e-07
1948,9.893417995954223e-08,1.869964734169116e-07
1949,8.344456858822014e-08,1.6492573706727853e-07
1950,8.827350228557407e-08,2.1908844871632027e-07
1951,8.315893040844458e-08,2.462783754708653e-07
1952,8.119499028680366e-08,1.8347958530284814e-07
1953,1.206668684972101e-07,2.176313103063876e-07
1954,8.795282724349818e-08,1.9056444955367624e-07
1955,8.822471642133678e-08,1.5486253346352896e-07
1956,8.110662008675718e-08,2.2500545071579836e-07
1957,8.569986675865948e-08,1.8906980869815015e-07
1958,5.7905705119765116e-08,1.8860714590118732e-07
1959,7.828255377262394e-08,2.061698864963546e-07
1960,8.581833554899276e-08,1.6886833975604532e-07
1961,7.990383465994455e-08,1.5494394745019235e-07
1962,1.0083710577646343e-07,1.8074575791615644e-07
1963,6.272071573221183e-08,1.493658317031077e-07
1964,8.091677727861679e-08,1.8860302475331991e-07
1965,1.0561043950474414e-07,1.5267001174379402e-07
1966,9.194864247774603e-08,1.9940668494200509e-07
1967,8.578783905477394e-08,1.888318479359441e-07
1968,6.737123925404376e-08,1.513607088554636e-07
1969,6.948889108571166e-08,1.3579855817624775e-07
1970,6.622163795100278e-08,1.485388168021018e-07
1971,7.861748230197918e-08,1.3000145315800182e-07
1972,6.771794147653054e-08,1.4005300386088493e-07
1973,6.726108381371887e-08,1.1191803395149691e-07
1974,6.919453454656832e-08,1.3895161998789263e-07
1975,7.482039166006871e-08,1.3536208598452504e-07
1976,7.027637849432722e-08,1.3426787859316391e-07
1977,4.818961230057539e-08,1.3340294913177786e-07
1978,6.95049209298304e-08,1.2712865782305016e-07
1979,7.666085366508923e-08,1.2581742225847847e-07
1980,6.82218086467401e-08,1.091548966769551e-07
1981,6.199038438126081e-08,1.1639011177067005e-07
1982,7.821452641110227e-08,1.3966879919280473e-07
1983,6.69423485533116e-08,1.4777839396629133e-07
1984,6.320919254676483e-08,1.617923430785595e-07
1985,5.895246957265954e-08,1.2813138994260953e-07
1986,7.073492724885e-08,1.1569356672680442e-07
1987,6.660790319301668e-08,1.2893823964077455e-07
1988,5.81665702270584e-08,1.3552211441947293e-07
1989,5.2137160366783064e-08,1.1250650544525342e-07
1990,5.067245467671455e-08,1.3185734815124306e-07
1991,7.15098735781794e-08,1.3188297032229457e-07
1992,5.895640242670197e-08,1.371976168229594e-07
1993,4.5421501226883265e-08,1.2241648050803633e-07
1994,5.802419167366679e-08,1.376755847104505e-07
1995,4.663307606733724e-08,1.1007575295707284e-07
1996,4.3238546965085334e-08,1.2544516891921376e-07
1997,4.4592518122499314e-08,1.1076205908011616e-07
1998,4.7681293580126294e-08,1.2444817798495933e-07
1999,5.8498574873055986e-08,1.0739972822193522e-07
2000,4.152949628632996e-08,9.808029943769725e-08
2001,5.52032695111393e-08,1.0602532540815446e-07
2002,3.986911423226047e-08,1.1084490125767843e-07
2003,4.458607349988597e-08,1.150070758626498e-07
2004,4.536935094279215e-08,1.0263163829904443e-07
2005,4.819012033863146e-08,1.0899073998871245e-07
2006,3.1295964930677656e-08,9.22407323855623e-08
2007,2.9559148018165615e-08,9.666640465866294e-08
2008,3.363377487630714e-08,9.919834553784312e-08
2009,2.7178696626606325e-08,9.441021120437654e-08
2010,2.8342757474320024e-08,9.494824126932144e-08
2011,2.600300952337875e-08,1.2427908302470314e-07
2012,2.927657405393802e-08,1.1540416977595669e-07
2013,2.4544300814000053e-08,1.545175223327533e-07
2014,3.659602398897732e-08,1.3663958498000284e-07
2015,3.1697027225163765e-08,1.607017168225866e-07
2016,3.541991588917881e-08,1.5762897476179205e-07
2017,2.4652990759932436e-08,1.8489743069949327e-07
2018,2.6330960523068825e-08,1.3346182470286294e-07
2019,3.647912549809007e-08,1.505082707353722e-07
