year,soient_VERB ouverts_ADJ,soient_VERB couverts_ADJ
1852,1.3021090872200602e-09,1.3672145193766028e-08
1853,1.1943863675867306e-09,8.957897534855874e-09
1854,3.117398783558656e-09,1.4028294081924741e-08
1855,1.5920811335945473e-09,1.4859423913549108e-08
1856,1.0354378465748937e-09,8.28350277259915e-09
1857,3.905207268672939e-09,2.001418764052687e-08
1858,5.3830437884982985e-09,1.8106600663259087e-08
1859,2.5460866748261424e-09,1.0693564256314403e-08
1860,4.577183909670879e-10,2.242820151820979e-08
1861,4.2443675241088386e-09,4.7631232291678316e-08
1862,9.035972525772706e-10,2.3945327498609004e-08
1863,0.0,2.447364266799923e-08
1864,2.3973640850272204e-09,1.342523781033833e-08
1865,3.765475486972036e-09,1.6003271596787272e-08
1866,2.432806400776144e-09,1.897589108068587e-08
1867,3.396968040192405e-09,2.038180824115443e-08
1868,4.939874287401835e-09,3.210918109175509e-08
1869,9.767038289254515e-10,1.0743741896135361e-08
1870,4.013834153937523e-09,1.204150201772336e-08
1871,1.0621177271019633e-09,1.274541272522356e-08
1872,1.2094678591978436e-09,7.861540751719076e-09
1873,0.0,2.573981916498269e-08
1874,1.1949218281515073e-09,1.4339061493728877e-08
1875,1.716458086775674e-09,2.0025344937835143e-08
1876,0.0,8.464420275799966e-09
1877,6.184815992682502e-10,1.9172929910382663e-08
1878,6.039088673581716e-10,1.3285995414946683e-08
1879,1.221865053580018e-09,1.4051448005147904e-08
1880,6.417846254436199e-10,5.776061406947974e-09
1881,1.3945015142624584e-09,2.1614773970668466e-08
1882,6.655385131892899e-10,9.317538740560849e-09
1883,0.0,3.791603475633565e-09
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,0.0,6.445635580831777e-09
1886,6.453463874400711e-10,8.38950331427668e-09
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,0.0,1.3315291091942072e-08
1889,0.0,1.8795409673089125e-08
1890,0.0,1.3108772733971819e-08
1891,1.2748440081367107e-09,1.466070642663908e-08
1892,0.0,1.817868522380195e-08
1893,1.2316833108982905e-09,2.894455697344256e-08
1894,6.301539290376468e-10,1.071261657159539e-08
1895,0.0,1.023164486468886e-08
1896,5.89702897624278e-10,1.2383760683576384e-08
1897,1.1653427112179315e-09,1.6897470089816125e-08
1898,1.13167097914868e-09,1.584339415217073e-08
1899,2.2110313580014918e-09,5.527578395003729e-09
1900,2.07642125715779e-09,8.30568502863116e-09
1901,0.0,8.941982265753268e-09
1902,0.0,1.6203935970793282e-08
1903,0.0,1.1880484152015924e-08
1904,0.0,1.6123875568041512e-08
1905,0.0,7.741138396966107e-09
1906,1.0288369045596824e-09,8.230695236477459e-09
1907,0.0,4.6285588695127444e-09
1908,0.0,1.5716445034286153e-08
1909,1.1001967115120692e-09,3.850688656825696e-09
1910,1.068830135508847e-09,1.3894791983659616e-08
1911,0.0,9.044636151145369e-09
1912,5.209421227725386e-10,1.510732161591477e-08
1913,0.0,6.363587878865928e-09
1914,0.0,1.6741859454327823e-08
1915,0.0,1.8849219074468238e-08
1916,0.0,1.3184954461564757e-08
1917,1.0966424435210342e-09,8.773139548168274e-09
1918,0.0,3.44591288836682e-09
1919,0.0,4.603924352863942e-09
1920,7.572231730534895e-10,9.086678076641874e-09
1921,0.0,1.3630945261411398e-08
1922,0.0,1.1804696775641332e-08
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,0.0,1.6497267552040284e-08
1926,0.0,8.916910765321973e-09
1927,0.0,1.4493992672726108e-08
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,0.0,4.4561625500705304e-09
1930,0.0,1.05036033204442e-08
1931,0.0,1.1405356659111021e-08
1932,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,1.4911860191091364e-08
1934,2.3963160344919743e-09,8.38710612072191e-09
1935,0.0,7.180970484910176e-09
1936,0.0,9.699771652549316e-09
1937,0.0,1.2591118370153254e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,1.3764645423464117e-08
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,2.4273694165799498e-08
1943,0.0,1.4516175816936538e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,0.0,2.1457568166738383e-08
1948,0.0,1.4133454406817236e-08
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,4.2541445921528975e-09,3.190608444114673e-09
1951,0.0,9.595261474260042e-09
1952,0.0,1.7926167217297007e-08
1953,0.0,1.508335856215126e-08
1954,0.0,1.172704333640695e-08
1955,9.385607846468247e-10,1.5016972554349195e-08
1956,0.0,1.4825940475304833e-08
1957,0.0,1.1485549400447326e-08
1958,3.3088973783179654e-09,1.1581140491045971e-08
1959,2.325224457422337e-09,1.4726420971555854e-08
1960,0.0,1.591791587429725e-08
1961,1.3896318540318475e-09,1.389631876236308e-08
1962,0.0,6.976152100435229e-09
1963,6.466053248388448e-10,2.3277792138287623e-08
1964,6.083968329129164e-10,1.2776333768727e-08
1965,1.6416130677043839e-09,1.1491291473930687e-08
1966,0.0,1.495550172592175e-08
1967,4.930335584241163e-10,1.5777073869571723e-08
1968,4.4914158503495116e-10,1.9313088017725022e-08
1969,0.0,2.5433843475752838e-08
1970,1.3796175313274261e-09,9.657322941336588e-09
1971,5.138397485282553e-10,1.5929032315398217e-08
1972,0.0,9.234264020108185e-09
1973,5.513203782392395e-10,1.543697081274331e-08
1974,0.0,2.2502286256553816e-08
1975,1.7134440533084216e-09,1.1422960355389478e-08
1976,1.7140580066410394e-09,8.570290255249802e-09
1977,5.876781838942691e-10,1.5867311020656416e-08
1978,1.1881182704343018e-09,7.72276909088987e-09
1979,1.1703946700691858e-09,9.363157360553487e-09
1980,0.0,1.2507331170752423e-08
1981,0.0,1.5181319312773667e-08
1982,0.0,1.5518756057986138e-08
1983,1.89459470334441e-09,1.0104505676622466e-08
1984,0.0,1.5657322549600394e-08
1985,0.0,9.624892882698077e-09
1986,0.0,1.0790073723399018e-08
1987,0.0,2.199894133525504e-08
1988,0.0,1.2592763276586538e-08
1989,5.488122178931576e-10,1.5915555096057687e-08
1990,0.0,1.5256222951620657e-08
1991,2.9307325455363298e-09,1.4067516929117119e-08
1992,0.0,1.5427843891302473e-08
1993,1.661762283333701e-09,7.200969598386564e-09
1994,1.5824779264761446e-09,1.3714808844156323e-08
1995,2.1689803286761844e-09,1.3556126887692699e-08
1996,5.338092190498855e-10,1.868332333287981e-08
1997,1.438468344439059e-09,1.6782131240233866e-08
1998,2.3840645013706308e-09,1.4781200263769279e-08
1999,4.570201106446348e-09,1.1425503210205079e-08
2000,1.3254094488601709e-09,1.502130686503733e-08
2001,4.3812117822561447e-10,9.638665865452367e-09
2002,2.6287327870022636e-09,1.8401129509015846e-08
2003,0.0,1.0833999475323708e-08
2004,0.0,1.3214373595360485e-08
2005,1.3511248786457486e-09,2.0266872624574717e-08
2006,4.1178899179428186e-10,9.059357708451898e-09
2007,0.0,1.1983438241713884e-08
2008,4.257439678578834e-10,9.366367237362283e-09
2009,9.53638501499654e-10,1.5258216023994464e-08
2010,0.0,1.1337103700270745e-08
2011,1.911985902935953e-09,1.5678285336662157e-08
2012,1.7021263287730903e-09,1.327658516458996e-08
2013,8.367375126105969e-10,1.2272150407000026e-08
2014,1.2992671383216248e-09,7.57905826986871e-09
2015,4.433150790905671e-10,9.97458915463767e-09
2016,2.0713399884186856e-09,8.285359953674742e-09
2017,1.2578056374223934e-09,9.559323110863716e-09
2018,1.0325866828253538e-09,1.1100306451794495e-08
2019,3.3162841361900064e-09,1.0459049626376782e-08
