year,furent_VERB ouverts_ADJ,furent_VERB couverts_ADJ
1931,1.0264820993199919e-08,3.42160717536899e-08
1932,1.53433514782364e-08,4.603005265835236e-08
1933,1.605892663292252e-08,3.555905436769535e-08
1934,9.585264137967897e-09,3.1152108448395666e-08
1935,1.6755597798123745e-08,3.351119559624749e-08
1936,6.0623572828433225e-09,3.6374142808881516e-08
1937,7.554670666820584e-09,3.903246792447135e-08
1938,1.1668692678767911e-08,2.9819993585533666e-08
1939,7.647025235257843e-09,3.6705721129237645e-08
1940,5.0715658339584024e-09,3.550096039361961e-08
1941,0.0,5.9030050181263505e-08
1942,1.8205270180260413e-08,2.730790527039062e-08
1943,2.322588166236983e-08,4.064529335323641e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,1.742803235060819e-08,5.8819608739213436e-08
1946,1.8097434661967782e-08,7.65660743695662e-08
1947,1.0728784083369192e-08,5.245183132274178e-08
1948,1.195907639583993e-08,2.8266908813634473e-08
1949,9.817008539414473e-09,2.846932467548413e-08
1950,1.914365022059883e-08,5.424034199563721e-08
1951,9.595261474260042e-09,2.8785784422780125e-08
1952,1.2653764258629963e-08,3.9015773722894664e-08
1953,9.69644453618912e-09,4.632745742583211e-08
1954,3.9090144454689835e-09,2.5408594339637602e-08
1955,3.754243138587299e-09,1.783265446420046e-08
1956,3.488456634670456e-09,2.616342520411763e-08
1957,5.301022731885041e-09,2.6505112771246786e-08
1958,1.4062814024384807e-08,2.4816730004317833e-08
1959,7.750747599288843e-09,3.410329085795638e-08
1960,5.536666680683311e-09,3.391208380776334e-08
1961,1.320150300188061e-08,2.570818935510033e-08
1962,1.3952304200870458e-08,4.50278889729816e-08
1963,2.2631185814248056e-08,4.138274078968607e-08
1964,7.300761772910391e-09,2.3727476872181796e-08
1965,1.586892572902343e-08,3.6115487489496445e-08
1966,1.4401594583546284e-08,3.101881773659443e-08
1967,1.035370456037299e-08,3.056808139945133e-08
1968,6.737123747768692e-09,3.5482184301827147e-08
1969,1.3625273354023193e-08,3.724241537383932e-08
1970,7.817832603507213e-09,3.311081897550139e-08
1971,5.652237344833111e-09,2.0553589052951793e-08
1972,6.669190977248718e-09,3.642404422521395e-08
1973,1.268036875501366e-08,3.528450420731133e-08
1974,1.2376257352286757e-08,1.5751600912494723e-08
1975,5.140332159925265e-09,2.627280792921738e-08
1976,9.141642998145016e-09,3.25671045686704e-08
1977,9.402850942308305e-09,2.056873604772136e-08
1978,5.346532105932056e-09,2.673266052966028e-08
1979,1.1703946256602649e-08,2.63338808537128e-08
1980,3.97960553399912e-09,2.2740602290127754e-08
1981,7.590659656386833e-09,3.1627749308427155e-08
1982,4.966001831974154e-09,2.4209258597807093e-08
1983,6.315316269933646e-09,1.8314416649900522e-08
1984,7.538710988796993e-09,2.3196033538397387e-08
1985,5.414002135495366e-09,1.6242006850575308e-08
1986,3.5966913891627428e-09,8.991728250862252e-09
1987,5.49973533381376e-09,1.8943532964499354e-08
1988,8.395175221664886e-09,2.4585871116755698e-08
1989,7.134558721588746e-09,2.250130037850795e-08
1990,6.538381391862913e-09,2.8332985735346483e-08
1991,8.7921980806982e-09,2.7548885839223658e-08
1992,9.366905473484621e-09,1.7631821336294706e-08
1993,8.308811416668505e-09,2.049506697687775e-08
1994,5.802419433820205e-09,1.318731612798274e-08
1995,1.0302656505700725e-08,2.2232049090575856e-08
1996,1.2277611816102763e-08,2.1886178203089912e-08
1997,4.794894259418925e-09,1.6782131240233866e-08
1998,6.675381136744818e-09,1.5258013519314773e-08
1999,1.279656292041409e-08,2.0565904534919355e-08
2000,3.97622823555821e-09,1.8555732950176207e-08
2001,6.571817756650944e-09,2.2344179839706158e-08
2002,6.133709984368352e-09,1.62105191492401e-08
2003,8.333845613606172e-09,2.5001536840818517e-08
2004,5.285749615779878e-09,1.3654853248112886e-08
2005,8.557123898356167e-09,1.5763124139311913e-08
2006,5.7650457740976435e-09,1.7706927479821388e-08
2007,5.192823504529542e-09,1.4779574009082808e-08
2008,4.6831836186811415e-09,2.086145478585877e-08
2009,8.582746957586096e-09,2.813233557219519e-08
2010,9.447585824773341e-09,1.6060896612657416e-08
2011,7.265546830836911e-09,1.5678285336662157e-08
2012,4.425528388196653e-09,2.519147024315771e-08
2013,6.136075203500013e-09,2.5381037715987986e-08
2014,1.017759210242275e-08,2.685152011849823e-08
2015,1.0196246513771712e-08,3.524354852402212e-08
2016,8.285359953674742e-09,3.811265614217518e-08
2017,8.553078245654433e-09,2.389830733307008e-08
2018,1.0325866384164328e-08,2.478208038780849e-08
2019,5.101975730781305e-09,2.9591458172717466e-08
