year,grand_ADJ an_NOUN,grand_ADJ camp_NOUN
1980,2.2740602734216964e-09,5.116635493074284e-08
1981,4.427884781055269e-09,5.6929943981209874e-08
1982,3.103751144983846e-09,9.24917831213179e-08
1983,1.8945948143667124e-09,8.27306381179227e-08
1984,2.319603453759811e-09,6.900820059829726e-08
1985,3.0077789148208467e-09,7.098358223434076e-08
1986,8.39227959348321e-09,6.533989266310769e-08
1987,7.94406213033838e-09,1.4910392653888493e-07
1988,2.9982769045311386e-09,9.774382725424857e-08
1989,4.390497743145261e-09,7.90289598207039e-08
1990,3.269190584909154e-09,6.865300394842677e-08
1991,3.5168792322792797e-09,1.3246911301223463e-07
1992,5.5099441120809445e-09,7.658822603895388e-08
1993,2.769603768548734e-09,1.0136749484246366e-07
1994,5.8024192117756e-09,8.070637735890784e-08
1995,3.253470381991974e-09,1.5779331430376686e-07
1996,3.736664311304594e-09,9.608565920693479e-08
1997,3.835915696193126e-09,1.1939287203333038e-07
1998,4.29131630230728e-09,8.725676725607201e-08
1999,3.6561608462992723e-09,1.6498426269606625e-07
2000,4.418031274155965e-09,1.2149586581244876e-07
2001,3.943090687297257e-09,6.922314788049277e-08
2002,5.25746568502683e-09,7.141391300535815e-08
2003,3.7502307925763034e-09,7.333784657337361e-08
2004,1.761916529341434e-09,1.1760792650861163e-07
2005,3.1526246058177776e-09,1.0673886396972421e-07
2006,2.470733950765691e-09,9.059357841678661e-08
2007,1.5977917877663117e-09,1.0944873807261501e-07
2008,6.3861594623570994e-09,7.748540009622218e-08
2009,9.53638501499654e-10,7.295334714108037e-08
2010,0.0,7.085689462948963e-08
2011,3.82397197240536e-10,1.0133525818467604e-07
2012,6.808505426114664e-10,7.455313644211259e-08
2013,8.367375126105969e-10,7.335399093699735e-08
2014,1.5158116567492996e-09,6.864460921907067e-08
2015,6.649726186358507e-10,6.649726232155206e-08
2016,2.0713400439298368e-10,7.104696519988352e-08
2017,0.0,8.4524540144848e-08
2018,5.162933414126769e-10,6.608555114251402e-08
2019,5.1019755087367e-10,7.780513067157102e-08
