year,fût_VERB assez_ADV,fût_VERB cassée_ADJ
1951,2.0789732957382512e-07,4.264560704569931e-09
1952,1.4235484968594392e-07,2.1089607837865287e-09
1953,1.9285151608983142e-07,0.0
1954,1.3779275320757733e-07,0.0
1955,1.7644943284267356e-07,0.0
1956,1.5174786938132456e-07,2.616342476002842e-09
1957,1.6344819186997483e-07,0.0
1958,1.8116213595931185e-07,0.0
1959,1.7904227433973574e-07,7.750747821333448e-10
1960,1.7232875393347058e-07,3.460416619915918e-09
1961,1.8690548131417017e-07,2.08444772553662e-09
1962,1.572805246041753e-07,6.341956404476434e-10
1963,1.8492912090550817e-07,1.2932106496776896e-09
1964,2.2754041140160552e-07,0.0
1965,1.58689260842948e-07,3.2832261354087677e-09
1966,1.556479958253476e-07,3.3234448526542337e-09
1967,2.0608803197319503e-07,2.9582012395223956e-09
1968,1.89986891996341e-07,1.3474247273492779e-09
1969,1.757660328394195e-07,1.3625273131978588e-09
1970,1.664738391582432e-07,3.6789800095249348e-09
1971,1.6905327981930895e-07,0.0
1972,1.5133933572997194e-07,0.0
1973,1.3617612637517595e-07,1.102640756478479e-09
1974,1.1363654550677893e-07,5.625571675160757e-10
1975,1.1879878769605057e-07,1.7134440533084216e-09
1976,1.1884135631134995e-07,1.142705374768127e-09
1977,1.0401903693946224e-07,1.1753563677885381e-09
1978,1.3485141892033425e-07,5.940591352171509e-10
1979,1.264026252556505e-07,1.1703946700691858e-09
1980,1.193881615790815e-07,0.0
1981,8.223214109648325e-08,6.325549528618524e-10
1982,1.0863129062954613e-07,1.2415004579935385e-09
1983,8.841442422635737e-08,0.0
1984,8.988462951720066e-08,1.1598016991243298e-09
1985,7.158514137017846e-08,1.2031116103372597e-09
1986,9.531231626169756e-08,5.994485463567401e-10
1987,8.860684630462856e-08,0.0
1988,7.855485506524928e-08,0.0
1989,1.03176695631646e-07,2.1952488715726304e-09
1990,8.281949703814462e-08,5.44865097484859e-10
1991,6.975143662657501e-08,1.7584396161396398e-09
1992,9.422004865200506e-08,5.509944167592096e-10
1993,8.364203551991523e-08,1.1078414852150331e-09
1994,9.758614538668553e-08,1.0549853213248639e-09
1995,8.133676487886987e-08,0.0
1996,8.167280896032025e-08,2.135236876199542e-09
1997,6.808750185882673e-08,4.79489448146353e-10
1998,5.864798779953162e-08,0.0
1999,7.129514045800533e-08,0.0
2000,6.273604924444953e-08,4.4180314962005696e-10
2001,7.535684432014023e-08,4.3812117822561447e-10
2002,7.360451803606338e-08,0.0
2003,6.000369268122085e-08,8.333845835650777e-10
2004,6.871474056424631e-08,1.7619165015858584e-09
2005,9.052536853459969e-08,0.0
2006,7.782811906054121e-08,0.0
2007,7.909069665856805e-08,0.0
2008,7.663391698997657e-08,1.2772318758180745e-09
2009,8.725792355335216e-08,9.53638501499654e-10
2010,1.0864724231396394e-07,4.723793023408973e-10
2011,1.0974799380392142e-07,2.2943831279320648e-09
2012,1.4468074027718103e-07,1.3617010852229328e-09
2013,1.9384418692425243e-07,1.9523875849358774e-09
2014,1.7215289460636995e-07,2.165445156521173e-09
2015,2.1766770430531324e-07,3.103205470367243e-09
2016,2.4400387133027834e-07,1.4499380585064614e-09
2017,1.1269938937630286e-07,1.2578056374223934e-09
2018,1.6314869810685195e-07,1.5488800242380307e-09
2019,1.7168147792290256e-07,2.04079020349468e-09
