year,petit_ADJ or_NOUN,petit_ADJ corps_NOUN
1883,2.5277355764075082e-09,1.0742876384028932e-06
1884,0.0,1.0853190133275348e-06
1885,1.2891271383708158e-09,1.1963099950662581e-06
1886,4.5174246565693466e-09,1.061594844031788e-06
1887,1.3057849246322917e-09,1.0335287470297772e-06
1888,2.53624587998047e-09,9.599690429240582e-07
1889,1.2530273485467092e-09,9.178425557365699e-07
1890,6.554386478008212e-10,9.602175623513176e-07
1891,0.0,9.325484029432118e-07
1892,3.1342561879199593e-09,1.028036081152095e-06
1893,3.079208221734575e-09,9.767248911884963e-07
1894,1.2603078580752936e-09,1.0750426326922025e-06
1895,6.018614495673091e-10,1.2633071264644968e-06
1896,1.179405795248556e-09,1.0384668485130533e-06
1897,2.9133566670225264e-09,1.0470604365764302e-06
1898,2.8291774478717002e-09,8.283831789412943e-07
1899,4.9748205555033564e-09,8.694880762050161e-07
1900,0.0,8.845554475556128e-07
1901,1.1177477832191585e-09,9.260540423383645e-07
1902,9.820567692386817e-10,8.165802114490361e-07
1903,0.0,9.941805956259486e-07
1904,5.374625189347171e-10,9.324974712399126e-07
1905,1.0321518084666081e-09,8.845540833135601e-07
1906,1.0288369045596824e-09,8.271848628282896e-07
1907,2.5714217422034835e-09,7.91483614648314e-07
1908,1.4734167219643268e-09,8.619487630312506e-07
1909,3.8506885458033935e-09,7.882909471845778e-07
1910,1.6032452032632705e-09,7.893310680628929e-07
1911,3.1922244847493175e-09,8.704132028469758e-07
1912,2.6047105583515417e-09,7.605755172335193e-07
1913,1.5908969142053309e-09,7.365852638940851e-07
1914,2.678697486047099e-09,9.408925052412087e-07
1915,0.0,8.187629418898723e-07
1916,1.0987462051303964e-09,7.262712529154669e-07
1917,5.483212328627474e-09,6.700485073452e-07
1918,0.0,7.672899187127769e-07
1919,0.0,6.887470362926251e-07
1920,7.572231730534895e-10,7.965987833813415e-07
1921,1.5145494858259667e-09,7.194109912234126e-07
1922,0.0,6.898369520058623e-07
1923,2.1231896241147297e-09,7.240076342895918e-07
1924,1.289162443462999e-09,6.278220894273545e-07
1925,2.1996355847875293e-09,6.191974080138607e-07
1926,2.229227691330493e-09,7.746565984234621e-07
1927,2.2298449753321847e-09,7.001713129284326e-07
1928,1.1426041224282812e-09,6.364305136230541e-07
1929,0.0,7.374949291261146e-07
1930,0.0,6.564752084159409e-07
1931,0.0,6.204513738339301e-07
1932,2.1919073223131136e-09,5.545525709749199e-07
1933,0.0,6.767690479136945e-07
1934,1.1981580172459871e-09,5.47558215657773e-07
1935,4.787313656606784e-09,5.445569399853412e-07
1936,2.424942913137329e-09,4.7528880031677545e-07
1937,1.2591118148108649e-09,5.489727641361242e-07
1938,2.5930428915188486e-09,5.951033585915866e-07
1939,6.117620188206274e-09,6.178796638778294e-07
1940,2.5357829169792012e-09,5.299786494106229e-07
1941,2.9515025978810172e-09,5.784945074083225e-07
1942,0.0,6.644924042120692e-07
1943,5.806470415592457e-09,8.129058528538735e-07
1944,0.0,6.233581189007964e-07
1945,4.357008087652048e-09,6.992997896304587e-07
1946,0.0,7.573080438305624e-07
1947,0.0,6.890263648529071e-07
1948,4.348755133776194e-09,6.501388725155266e-07
1949,1.9634016634739737e-09,4.2311305037401326e-07
1950,0.0,5.094337893751799e-07
1951,0.0,5.554590529754933e-07
1952,1.0544803918932644e-09,5.219678200774069e-07
1953,2.1547654771580937e-09,5.085246357339201e-07
1954,1.9545072227344917e-09,5.462847525450343e-07
1955,9.385607846468247e-10,5.912933147556032e-07
1956,1.744228317335228e-09,6.078635692574608e-07
1957,8.835037423882142e-09,5.027136467106175e-07
1958,4.9633461784992505e-09,5.740936899201188e-07
1959,1.5501495642666896e-09,5.193001015868504e-07
1960,0.0,5.474379349834635e-07
1961,1.3896318540318475e-09,5.725283358515298e-07
1962,0.0,5.035513481743692e-07
1963,3.2330267352165265e-09,5.030589704801969e-07
1964,1.2167936658258327e-09,4.873258490079024e-07
1965,1.6416130121932326e-09,4.881062523054425e-07
1966,5.539074754423723e-10,5.15133933731704e-07
1967,2.9582014060558492e-09,4.792286176780181e-07
1968,2.245707925174756e-09,5.407664502854459e-07
1969,0.0,4.855139081882953e-07
1970,4.5987250119061684e-10,4.773476689479139e-07
1971,1.0276794970565106e-09,5.153812594471674e-07
1972,1.5390440033513642e-09,3.8270894719971693e-07
1973,1.6539611902288698e-09,4.807513960258802e-07
1974,1.1251143350321513e-09,3.482228976281476e-07
1975,1.1422960355389478e-09,3.792422944570717e-07
1976,0.0,3.639516705788992e-07
1977,5.876781838942691e-10,3.6729886687680846e-07
1978,5.940591352171509e-10,4.5148493654778576e-07
1979,1.7555920051037788e-09,4.42409174183922e-07
1980,0.0,4.451472932487377e-07
1981,1.8976649140967083e-09,4.136909410590306e-07
1982,0.0,3.9231414916685026e-07
1983,2.5261264191556165e-09,4.2186312043668295e-07
1984,5.799008495621649e-10,3.8563405269087525e-07
1985,0.0,4.1808127093645453e-07
1986,2.3977942409381114e-09,4.172161993665213e-07
1987,1.2221633705067347e-09,3.8498146182064374e-07
1988,0.0,4.22757040041688e-07
1989,5.488122178931576e-10,3.9294954490287637e-07
1990,0.0,3.873990976899222e-07
1991,1.1722930404189924e-09,3.874428387007356e-07
1992,5.509944167592096e-10,4.242656927999633e-07
1993,1.6617622278225497e-09,4.5033755213808035e-07
1994,0.0,4.6946846055107017e-07
1995,1.626735190995987e-09,4.05599308805904e-07
1996,3.736664533349199e-09,4.339868837632821e-07
1997,3.3564261370244708e-09,4.1907378545147367e-07
1998,2.8608774238492174e-09,4.1482724100205814e-07
1999,4.570201161957499e-10,4.250287020113319e-07
2000,0.0,4.311998793582461e-07
2001,1.7524847129024579e-09,4.105195330339484e-07
2002,1.314366449012283e-09,4.736100436275592e-07
2003,1.2500768753476166e-09,4.5836151230105315e-07
2004,0.0,5.589679972217709e-07
2005,4.5037495954858286e-10,4.5037495510769077e-07
2006,2.0589449589714093e-09,5.950350896455348e-07
2007,3.994479469415779e-10,5.951774255663622e-07
2008,2.9802078582719105e-09,7.084379376465222e-07
2009,4.76819250749827e-10,7.142752451727574e-07
2010,1.8895172093635892e-09,8.408351845901052e-07
2011,1.147191591721608e-09,1.045473936756025e-06
2012,6.808505426114664e-10,1.1213608104299055e-06
2013,8.367375126105969e-10,1.1856570836243918e-06
2014,0.0,1.3263352229841985e-06
2015,1.3299452372717013e-09,1.2658862260650494e-06
2016,1.6570720906550207e-09,1.4565663377652527e-06
2017,1.2578056374223934e-09,1.4321375374493073e-06
2018,1.2907333535316923e-09,1.6162563269972452e-06
2019,1.02039510174734e-09,1.5257458017003955e-06
