year,avaient_VERB assez_ADV,avaient_VERB cassé_VERB
1850,2.742754361406696e-07,6.788996032014438e-09
1851,3.218270023808145e-07,9.674158363282004e-09
1852,2.8190660827931424e-07,1.0416872697760482e-08
1853,3.4099730328307487e-07,8.360704129017904e-09
1854,3.044659422357654e-07,1.454786069388092e-08
1855,3.13109296712355e-07,2.812676669350367e-08
1856,3.3599957305341377e-07,8.801221973442352e-09
1857,3.099758316693624e-07,1.610898081594314e-08
1858,2.7159902060702734e-07,2.7404585267731818e-08
1859,3.2029771546149277e-07,1.6804172275897145e-08
1860,3.780753843329876e-07,1.1900677776566226e-08
1861,3.1219678930938244e-07,1.226150558863992e-08
1862,2.557180209805665e-07,1.2650361647104091e-08
1863,2.9318422889446083e-07,1.8480097452311384e-08
1864,2.857657932509028e-07,1.2466292886870178e-08
1865,2.762917574727908e-07,8.001635798393636e-09
1866,3.050739394439006e-07,2.3354942868536455e-08
1867,2.926245201706479e-07,2.523461972714358e-08
1868,2.5341554987790005e-07,1.1855697756857353e-08
1869,2.5980321538554563e-07,1.904572499711321e-08
1870,2.3910982349661936e-07,2.064257564882155e-08
1871,3.823623728749226e-07,3.080141297573391e-08
1872,3.4469834986339265e-07,9.675742873582749e-09
1873,3.184554486779234e-07,1.7958013742713774e-08
1874,2.9992537520229234e-07,1.4339061493728877e-08
1875,3.106789279172517e-07,1.2015206607429718e-08
1876,2.4486359961883863e-07,1.0278225381910033e-08
1877,3.0862230460115825e-07,3.710889595609501e-09
1878,2.2525800602579693e-07,4.22736201599605e-09
1879,2.9324760930649063e-07,3.726688291294522e-08
1880,2.2462461402028566e-07,2.3104245627791897e-08
1881,2.0080821627743717e-07,1.4642266066289267e-08
1882,1.9034401077533403e-07,1.5972924316542958e-08
1883,2.515097037303349e-07,1.8958017378167824e-08
1884,2.535051635277341e-07,1.7824582698722224e-08
1885,2.739395199569117e-07,2.707166935067562e-08
1886,2.755629111561575e-07,1.1616235084943582e-08
1887,2.585454126347031e-07,9.793386546164129e-09
1888,2.4918614371927106e-07,8.876860135842435e-09
1889,2.280509789898133e-07,1.1277245803853475e-08
1890,2.1498387070550962e-07,1.1797895993481688e-08
1891,1.7592847711966897e-07,1.529812720946211e-08
1892,2.25039599399679e-07,3.949162774574688e-08
1893,2.2170299018853257e-07,1.7243566574620672e-08
1894,2.3693787909451203e-07,1.2603078580752936e-08
1895,1.9620682678578305e-07,6.6204757231957956e-09
1896,2.246768104896546e-07,2.7716035688740703e-08
1897,1.6547866721339233e-07,8.740070001067579e-09
1898,2.3538756011021178e-07,2.2067583316243145e-08
1899,2.006511010677059e-07,1.7688250864011934e-08
1900,1.8168685755881597e-07,1.2977633190303095e-08
1901,2.1963744245567796e-07,1.397184767881754e-08
1902,1.7480610381426231e-07,7.365425602756659e-09
1903,1.9278786567156203e-07,1.3500550899436803e-08
1904,2.12297692314678e-07,5.374625189347171e-09
1905,2.4255567154796154e-07,9.805441791854719e-09
1906,2.062817969772368e-07,1.18316245689698e-08
1907,2.1754227930159686e-07,2.468564730406797e-08
1908,1.6846064454512089e-07,7.858222517143076e-09
1909,1.8043226646113908e-07,9.901770070541716e-09
1910,2.009400645874848e-07,1.7101282168141552e-08
1911,2.0909070030938892e-07,2.074945903984826e-08
1912,1.9014387930837984e-07,1.0939784189645252e-08
1913,2.2272557487212907e-07,7.42418571064718e-09
1914,2.464401802626526e-07,1.1384464038144415e-08
1915,2.674233030575124e-07,7.068456930880984e-09
1916,2.175517437308372e-07,1.3184954461564757e-08
1917,1.831392921758379e-07,1.2063066989753679e-08
1918,2.0675477685472288e-07,2.2972752589112133e-09
1919,2.3111699931632756e-07,4.603924352863942e-09
1920,2.0975082293261949e-07,8.329454459499175e-09
1921,1.6811499392588303e-07,1.6660044011018726e-08
1922,1.9920425131658703e-07,2.2871599725249325e-08
1923,2.2081172801335924e-07,1.1677542488541803e-08
1924,1.8692855974222766e-07,1.2891624656674594e-08
1925,1.9246810722961527e-07,1.0998178368026856e-08
1926,2.1289125129442255e-07,1.89484357093761e-08
1927,2.5197249442499015e-07,2.5643217327342427e-08
1928,1.5653677110094577e-07,1.5996457491951332e-08
1929,1.9941327877859294e-07,8.912325100141061e-09
1930,2.132231458062961e-07,1.3654684494213143e-08
1931,1.779235674348456e-07,1.9389105432310316e-08
1932,1.6548899850477028e-07,9.863582839386709e-09
1933,1.9270711959507025e-07,6.882397318719313e-09
1934,2.4202790882554837e-07,4.7926320689839486e-09
1935,1.543908609846767e-07,9.574627313213568e-09
1936,1.7702083709991712e-07,1.2124714565686645e-08
1937,1.8131210310912138e-07,6.295559185076627e-09
1938,1.8410604241125839e-07,9.075650453382877e-09
1939,2.0799907929358596e-07,2.2941076593951948e-08
1940,1.6989746143281081e-07,2.028626333583361e-08
1941,1.9184767552360427e-07,5.9030051957620344e-09
1942,2.2453167503044824e-07,1.2136847082899749e-08
1943,2.438717672248458e-07,8.709705845433291e-09
1944,1.8636480092482088e-07,3.534504600111177e-08
1945,2.810270132158621e-07,2.178504132643866e-08
1946,2.2830610646451532e-07,1.8097434661967782e-08
1947,2.479541194588819e-07,1.1920871401116528e-08
1948,1.9895554714821628e-07,7.610321262063735e-09
1949,2.0321206761764188e-07,8.835307596655184e-09
1950,1.8611882524055545e-07,1.0635361036293034e-08
1951,2.24955570615748e-07,1.8124383771578323e-08
1952,1.8664303524928982e-07,8.435843135146115e-09
1953,1.6914908940179885e-07,2.1547654327491728e-08
1954,1.8176916682932642e-07,1.4658803948464083e-08
1955,1.7551086273215333e-07,1.220129064449793e-08
1956,1.7703916910249973e-07,2.441919733087161e-08
1957,2.1557491436396958e-07,1.236905244894615e-08
1958,2.0763330610407138e-07,1.3235589513271862e-08
1959,1.852428681559104e-07,1.3951345856355601e-08
1960,1.674841740850752e-07,1.1073333361366622e-08
1961,1.834314105053636e-07,1.598076693198891e-08
1962,2.1752910583927587e-07,1.6489087428794846e-08
1963,2.1984581621836696e-07,1.1638896069143811e-08
1964,1.8616943009419629e-07,1.8251904876365188e-08
1965,1.5759485449962085e-07,7.1136563306595235e-09
1966,2.0882312412595638e-07,1.7725039214155913e-08
1967,1.7502691207482712e-07,1.429797347185513e-08
1968,2.2906220920049236e-07,1.6169096284102125e-08
1969,1.9257052485954773e-07,2.180043701116574e-08
1970,1.908470892431069e-07,1.4715920038099739e-08
1971,2.0399437516971375e-07,2.209510974182649e-08
1972,1.780160943098963e-07,1.539044092169206e-08
1973,1.7531988305563573e-07,1.543697081274331e-08
1974,1.5864111446717288e-07,1.6876715136504572e-08
1975,1.4735618947270268e-07,1.4849848462006321e-08
1976,1.6169281025213422e-07,1.656922776760439e-08
1977,1.745404176745069e-07,1.5279633558407113e-08
1978,1.6396032265220128e-07,1.128712323605896e-08
1979,1.7614439684621175e-07,1.580032815695631e-08
1980,1.637323379100053e-07,1.2507331170752423e-08
1981,1.4295741834757791e-07,1.2651098835192442e-08
1982,1.669818061600381e-07,1.8622506203769262e-08
1983,1.7303966615145328e-07,1.894594880980094e-08
1984,1.3279729671467067e-07,1.681712546997005e-08
1985,1.47381172155292e-07,1.6843562988810845e-08
1986,1.912240890078465e-07,1.6185110141009318e-08
1987,1.6682530201705958e-07,1.649920555735207e-08
1988,1.8529351564211538e-07,3.1781734577407406e-08
1989,1.640948568137901e-07,2.798942233539492e-08
1990,1.4874817111376615e-07,2.6153525567451652e-08
1991,1.6998248497657187e-07,1.52398094144246e-08
1992,1.3829959755184973e-07,1.7080827419135858e-08
1993,1.423576350134681e-07,3.655877023334142e-08
1994,1.6985264039703907e-07,1.6879765141197822e-08
1995,1.4369494749644218e-07,2.0063067651676647e-08
1996,1.3772277895895968e-07,2.028474987980644e-08
1997,1.323390819152337e-07,1.4864173003559245e-08
1998,1.6116277379296662e-07,2.0979769033147022e-08
1999,1.1973926916653e-07,2.1936966021485205e-08
2000,1.7186142997616116e-07,1.4137700787841823e-08
2001,1.4282750271377154e-07,1.2267393323384113e-08
2002,1.4589467411951773e-07,2.1906107150471144e-08
2003,1.7792760331758473e-07,2.1667998950647416e-08
2004,1.6253679291367007e-07,2.2464435645019876e-08
2005,1.567304792615687e-07,3.1976622238971686e-08
2006,1.7748105562986893e-07,1.8942293067425453e-08
2007,1.633742101603275e-07,1.837460494868992e-08
2008,1.843471437723565e-07,2.6396126173722223e-08
2009,1.6784036915851175e-07,3.099325240896178e-08
2010,2.0926403010435024e-07,3.873510223684207e-08
2011,2.1299523211837368e-07,3.785732261007979e-08
2012,3.084252853113867e-07,4.731911218414098e-08
2013,3.277222049291595e-07,4.8530775842436924e-08
2014,3.451719692293409e-07,5.6734663189672574e-08
2015,3.114288347205729e-07,4.3888192635677115e-08
2016,3.3534996646267246e-07,4.3083872469651396e-08
2017,2.8828907261413406e-07,5.4337203181376026e-08
2018,3.1545522460874054e-07,5.653411960793164e-08
2019,2.933635983026761e-07,5.025446014883528e-08
