year,ont_VERB omis_VERB,ont_VERB commis_VERB
1852,2.584686455975316e-07,1.2070551065335167e-06
1853,1.6124215562740574e-07,1.2445506172298337e-06
1854,2.3172663077275502e-07,1.1757788342947606e-06
1855,1.5283978882507654e-07,1.1420528380767792e-06
1856,2.2469001237368502e-07,1.1871294418597245e-06
1857,1.5376753026430379e-07,1.0836949968506815e-06
1858,2.1238554381852737e-07,1.2009080592179089e-06
1859,1.8026292991635273e-07,1.036257231135096e-06
1860,1.684403656554423e-07,1.055956317941309e-06
1861,1.8769536325180525e-07,1.2256789432285586e-06
1862,1.4502735723453952e-07,1.2740721331283567e-06
1863,1.5583216850245662e-07,1.264637944586866e-06
1864,1.8315860472739587e-07,1.280671881431772e-06
1865,2.0474773521073075e-07,1.0562158649918274e-06
1866,1.6445771677808807e-07,1.2193225984447054e-06
1867,1.8489211583982978e-07,1.1418665053497534e-06
1868,1.8969116410971765e-07,1.1608703971432988e-06
1869,2.0266604394691967e-07,1.2321119129410363e-06
1870,1.4449803131810768e-07,1.1055245749957976e-06
1871,1.7312518707512936e-07,1.4816541806794703e-06
1872,1.6872076002982794e-07,1.4676892305942602e-06
1873,1.9155214658894693e-07,1.0415648148409673e-06
1874,1.0873788625076486e-07,9.684841870694072e-07
1875,1.321672726817269e-07,1.057910367308068e-06
1876,1.989138809221913e-07,1.4008616062710644e-06
1877,1.3792138986445934e-07,1.1021342061212636e-06
1878,1.7151012343674665e-07,1.1516542599565582e-06
1879,2.1688104823169851e-07,1.2933442121720873e-06
1880,1.8996824735495466e-07,1.2039879493386252e-06
1881,1.5967042088504968e-07,1.1288490213701152e-06
1882,1.3576985224972304e-07,1.1646924349406618e-06
1883,1.8010115354627487e-07,1.234798787663749e-06
1884,1.4523733682381135e-07,1.02392323242384e-06
1885,1.4824962590864743e-07,1.0680417972253053e-06
1886,1.99412028223378e-07,1.0777284842333756e-06
1887,1.7954542386178218e-07,1.25747089896322e-06
1888,1.3822540267938166e-07,1.0519079296500422e-06
1889,1.553753889993459e-07,1.2060388598911231e-06
1890,1.848336950160956e-07,1.2368127499939874e-06
1891,1.6636714406104147e-07,1.1569209164008498e-06
1892,1.7238409100173158e-07,1.260597855434753e-06
1893,1.471861565960353e-07,1.199043708766112e-06
1894,1.795938686655063e-07,1.155072141045821e-06
1895,1.5407653108923114e-07,1.1928893854928901e-06
1896,1.4388750457783317e-07,1.2943978617840912e-06
1897,1.75966746951417e-07,1.2620661209439277e-06
1898,1.7654066652994516e-07,1.158265263256908e-06
1899,1.9180697563569993e-07,1.1613442438829225e-06
1900,1.3185274383431533e-07,1.1025796311514569e-06
1901,1.6039680872381723e-07,1.19319577152055e-06
1902,1.5025469224383414e-07,9.584873623680323e-07
1903,1.9926812910853187e-07,1.2226098533574259e-06
1904,1.2415384276209807e-07,1.0227911388938082e-06
1905,1.414047972048138e-07,1.2040051160511211e-06
1906,1.574120460645645e-07,1.252094534720527e-06
1907,1.5891386340172176e-07,1.1087970506196143e-06
1908,1.6305811811889726e-07,1.1448447594375466e-06
1909,2.1563855057138426e-07,1.1684088576657814e-06
1910,1.8544203328474396e-07,1.0907411933658295e-06
1911,1.659956723187861e-07,1.094933054446301e-06
1912,1.9170670384482946e-07,1.1273187965343823e-06
1913,1.3734742765336705e-07,1.1300670621494646e-06
1914,1.4933738157196785e-07,1.2054139233441674e-06
1915,1.8613603458561556e-07,1.7152789268948254e-06
1916,2.0436679903923505e-07,1.4800111785007175e-06
1917,1.3817694366480282e-07,1.3400970146904e-06
1918,1.4932288650015835e-07,1.4622156641053152e-06
1919,1.1509810349252803e-07,1.3756525731878355e-06
1920,1.7416132891412417e-07,1.0866152706512366e-06
1921,2.0976510484160826e-07,1.1245530231462908e-06
1922,1.7485706393927103e-07,1.1369398862370872e-06
1923,1.8047111893793044e-07,1.0520404885028256e-06
1924,1.740369270919473e-07,9.59136855271936e-07
1925,1.5177485579442873e-07,1.0844203188753454e-06
1926,1.5716055656866956e-07,9.830894214246655e-07
1927,1.5274437714651867e-07,8.49570938044053e-07
1928,1.6796280988273793e-07,8.03250713943271e-07
1929,1.9161498698849755e-07,7.06301761965733e-07
1930,1.974677417138082e-07,9.715832902656985e-07
1931,1.4598856523662107e-07,8.896178087525186e-07
1932,1.6000923608316953e-07,7.956623448990285e-07
1933,1.2503021196152986e-07,7.960639436532801e-07
1934,1.6414765013905708e-07,7.428579920087941e-07
1935,1.1968283786245593e-07,7.276717042259406e-07
1936,1.2245961045209697e-07,7.65069501085236e-07
1937,1.737574280014087e-07,8.574551202400471e-07
1938,1.7762343418326054e-07,7.325346018660639e-07
1939,1.2082300315796601e-07,7.601142897328828e-07
1940,1.5468275194052694e-07,7.937000532365346e-07
1941,1.3872062254449702e-07,7.96905680999771e-07
1942,1.4260795921927638e-07,8.010318879314582e-07
1943,1.4225852851268428e-07,7.54841153138841e-07
1944,1.767252371109862e-07,9.960876923287287e-07
1945,1.1763921747842687e-07,9.71612848843506e-07
1946,1.7122958695381385e-07,9.327139878223534e-07
1947,1.3947419574833475e-07,1.074070496542845e-06
1948,1.4350891319736547e-07,8.817100933811162e-07
1949,1.4038322149190208e-07,8.697869589013862e-07
1950,1.5314920176479063e-07,9.837709740168066e-07
1951,1.6525173407444527e-07,9.776505294212257e-07
1952,1.940243947728959e-07,7.50790036363469e-07
1953,1.335954635806047e-07,8.834538220980903e-07
1954,1.504970583710019e-07,8.111205147542933e-07
1955,1.2013578043479356e-07,7.273845881172747e-07
1956,1.2732866139231191e-07,7.500181595787581e-07
1957,1.3075856486466364e-07,7.1210405394595e-07
1958,1.1581141023953023e-07,7.643553203706688e-07
1959,1.4881436527502956e-07,7.200444542831974e-07
1960,1.4256916358590388e-07,7.384529112641758e-07
1961,1.5563877298063744e-07,8.421168899985787e-07
1962,1.2683912586908264e-07,7.737186820122588e-07
1963,1.3966675282972574e-07,7.364834573309054e-07
1964,1.2472135324514966e-07,8.955601629168086e-07
1965,1.5540602760211186e-07,6.807222234783694e-07
1966,1.3016826017064886e-07,7.32819614768232e-07
1967,1.2818873074138537e-07,1.0501614724489627e-06
1968,1.1722595161245408e-07,7.500664196413709e-07
1969,1.1445229830542303e-07,8.443127512691717e-07
1970,1.2462544418667676e-07,7.905208576630685e-07
1971,1.2743225852318574e-07,6.5617336986179e-07
1972,1.0773308645184443e-07,6.85900658936589e-07
1973,1.3397085751876148e-07,7.062413942549028e-07
1974,1.3613883709240326e-07,7.386375386886357e-07
1975,1.1822763923419188e-07,7.22502250027901e-07
1976,1.2684029115916928e-07,6.570555797225097e-07
1977,1.3575366608620243e-07,8.02768397534237e-07
1978,1.3485141892033425e-07,6.718808549521782e-07
1979,1.0182433385352851e-07,8.344914022018202e-07
1980,1.245047940301447e-07,6.589089593944664e-07
1981,1.0879945477881847e-07,6.597547894671152e-07
1982,1.545668055769056e-07,7.436588020937052e-07
1983,1.0483424972562716e-07,6.47951424070925e-07
1984,1.0554195739587158e-07,7.161775670283532e-07
1985,9.324114813580309e-08,7.224685418805166e-07
1986,1.1269632693711173e-07,7.618991162416933e-07
1987,1.2954932060438296e-07,6.990774750192941e-07
1988,1.193314176362037e-07,7.015967753432051e-07
1989,1.1470175564909368e-07,7.61751380196074e-07
1990,1.2858816944572027e-07,7.170424964897393e-07
1991,1.5122580521165219e-07,7.760580160720565e-07
1992,1.1791280485340394e-07,7.157417485359474e-07
1993,1.2574000152199005e-07,7.156655783546739e-07
1994,1.1974083236054867e-07,8.35548348732118e-07
1995,1.1441371583487125e-07,7.90593333022116e-07
1996,1.0676184558633395e-07,7.281157650140813e-07
1997,1.3042112811945117e-07,8.055422995312256e-07
1998,1.0203796563246215e-07,7.876949439378222e-07
1999,1.0008740503053559e-07,8.674242053530179e-07
2000,1.1884504402814855e-07,8.685850048095745e-07
2001,9.989162919055161e-08,8.920147251956223e-07
2002,1.1610237038439664e-07,9.796410722628934e-07
2003,9.625591701478697e-08,9.038055850396631e-07
2004,9.07387018855843e-08,9.360181252304756e-07
2005,7.746449171008862e-08,8.4670494970851e-07
2006,9.141715651139748e-08,8.470499324175762e-07
2007,8.94763374503782e-08,8.588131095166318e-07
2008,7.450519490248553e-08,8.003986522453488e-07
2009,7.343016505956257e-08,8.43016437102051e-07
2010,7.510831068202606e-08,8.408351845901052e-07
2011,7.036108229385718e-08,7.162299766605429e-07
2012,6.025527454767143e-08,7.325951969505695e-07
2013,8.367375414763956e-08,7.848597647353017e-07
2014,8.077110891235861e-08,8.352122335963941e-07
2015,5.873924635579897e-08,7.891008522165066e-07
2016,6.8354218285549e-08,8.252218890447693e-07
2017,5.0312227273252574e-08,9.441089332540287e-07
2018,4.8789722484343656e-08,7.398483603537898e-07
2019,6.964196330727646e-08,7.57388249894575e-07
