year,devaient_VERB ouvrir_VERB,devaient_VERB couvrir_VERB
2007,2.157018919035636e-08,2.4765773432022797e-08
2008,2.086145478585877e-08,1.9158479247494142e-08
2009,2.2887324035991696e-08,1.6211854969583328e-08
2010,2.1257068993918438e-08,1.5588517143783065e-08
2011,2.103184648660772e-08,2.0649448373433188e-08
2012,1.5319137958158535e-08,1.6340413466764403e-08
2013,2.7054513296320692e-08,1.840822605458925e-08
2014,2.2304085689484054e-08,1.515811653973742e-08
2015,2.21657536769726e-08,1.773260294157808e-08
2016,2.2991875070488277e-08,2.4648945995409122e-08
2017,2.2388940479345365e-08,2.0628013075452145e-08
2018,1.884470712809616e-08,1.6005094138904497e-08
2019,2.244869179435227e-08,1.6581420680950032e-08
