year,ait_VERB ouvert_VERB,ait_VERB couvert_VERB
1857,8.347380742179666e-08,8.298565390418844e-09
1858,9.787351729073634e-08,2.300027723833864e-08
1859,8.860381939257422e-08,3.0043821652725455e-08
1860,1.0115576287716976e-07,1.9681891672007623e-08
1861,9.526246458335663e-08,1.6977470096435354e-08
1862,9.03597268120393e-08,1.671654992208005e-08
1863,1.208698279242526e-07,2.1476870060155306e-08
1864,8.726404843173441e-08,1.821996598039277e-08
1865,1.3461574610573734e-07,1.2708479601997169e-08
1866,1.3088498462821008e-07,9.731225603104576e-09
1867,8.929173134220036e-08,8.73506067478047e-09
1868,8.545982410623765e-08,1.2349684830326169e-08
1869,9.034510384253736e-08,1.660396442559886e-08
1870,6.938198993111655e-08,1.0321287824410774e-08
1871,7.541035529357032e-08,4.142259157902117e-08
1872,6.833493415570047e-08,1.3304146229131675e-08
1873,4.7289436366781956e-08,2.21482157058972e-08
1874,8.543690910300938e-08,1.5533982988813477e-08
1875,1.1671915700617319e-07,1.4875970677508121e-08
1876,7.617978781127022e-08,6.650616057868319e-09
1877,1.1132668475966057e-07,3.710889595609501e-09
1878,6.401433694236403e-08,1.0266450800600069e-08
1879,1.0202573008655236e-07,2.443730195977878e-08
1880,7.829772386003242e-08,1.4761046607247863e-08
1881,7.251407652120179e-08,1.5339516323820135e-08
1882,8.452339272935205e-08,5.324308105514319e-09
1883,1.1817164136118663e-07,1.2638677659992936e-08
1884,1.168500389781002e-07,1.7824582698722224e-08
1885,7.283568237426152e-08,7.7347630522695e-09
1886,8.583106847481758e-08,1.097088819790315e-08
1887,7.834709236931303e-08,1.828098916689669e-08
1888,8.24279879907408e-08,5.706553452000662e-09
1889,8.08202642588185e-08,1.2530273707511697e-08
1890,6.423298515301212e-08,7.209825181320184e-09
1891,8.477712754029199e-08,7.649063604731055e-09
1892,7.898325549149376e-08,1.1283322720601063e-08
1893,7.88277318974906e-08,7.390100087434348e-09
1894,5.230277722034771e-08,1.1972924873759894e-08
1895,6.439917399347905e-08,1.444467478961542e-08
1896,5.6021775662884465e-08,5.897029087265082e-09
1897,8.040864685199267e-08,6.409385022720926e-09
1898,8.940200757479033e-08,9.05336783318944e-09
1899,9.065228567806116e-08,7.738609753005221e-09
1900,9.032432757294373e-08,1.4015843596837385e-08
1901,6.762373772062347e-08,1.2295225282343836e-08
1902,8.936716255902866e-08,8.838511256215043e-09
1903,8.316339261682515e-08,2.7001101354784396e-09
1904,9.244355680948502e-08,1.1824175416563776e-08
1905,5.5736197879241445e-08,7.741138396966107e-09
1906,7.973486049195344e-08,1.4918134283448126e-08
1907,5.091414934099703e-08,6.1714118260169926e-09
1908,6.581261402516247e-08,4.911389073214423e-09
1909,6.326131085643283e-08,9.901770070541716e-09
1910,7.1077202790093e-08,3.206490406526541e-09
1911,6.597264246011036e-08,9.044636151145369e-09
1912,9.220675423193825e-08,6.772247651554153e-09
1913,9.333261630217748e-08,4.242391771214216e-09
1914,6.227971738326232e-08,4.018046340092951e-09
1915,5.183535378705528e-08,2.3561524287174507e-08
1916,7.69122365795738e-08,1.538244731591476e-08
1917,7.895825859804972e-08,7.676496771580332e-09
1918,6.776961924970237e-08,1.378365155346728e-08
1919,6.905886351660229e-08,8.287063479883727e-09
1920,1.2115570768855832e-07,9.843901693784574e-09
1921,8.784387262039672e-08,1.2116395886607734e-08
1922,6.78770035733578e-08,5.164555005876537e-09
1923,6.263409346729532e-08,9.554353752605493e-09
1924,7.477142105472012e-08,5.156649773851996e-09
1925,6.048998102414771e-08,1.5397448649423495e-08
1926,9.920063348545227e-08,1.0031524944054127e-08
1927,7.135503921062991e-08,8.919379901328739e-09
1928,9.483613894190057e-08,1.1426041446327417e-08
1929,7.241263944024467e-08,7.798284684668033e-09
1930,6.932378227020308e-08,1.1553964007759987e-08
1931,6.615106684648708e-08,6.843213995466613e-09
1932,5.589363638591749e-08,2.6302888755935783e-08
1933,5.1617981000617874e-08,8.02946331646126e-09
1934,3.354842448288764e-08,9.585264137967897e-09
1935,4.906996409204112e-08,3.590485242455088e-09
1936,5.8198629915295896e-08,1.33371855781661e-08
1937,8.436049370175169e-08,3.777335333410292e-09
1938,4.926781471681352e-08,9.075650453382877e-09
1939,5.964679417047591e-08,3.058810094103137e-09
1940,3.550096039361961e-08,7.607348528892999e-09
1941,8.264207451702532e-08,2.9515025978810172e-09
1942,6.068423630267716e-08,9.102635090130207e-09
1943,5.8064703267746154e-08,2.9032352077962287e-09
1944,6.105053529381621e-08,1.6065930807940276e-08
1945,4.574858536443571e-08,2.178504043826024e-09
1946,4.1763314584386535e-08,6.960552134671616e-09
1947,7.033313664805974e-08,3.5762612871081956e-09
1948,6.740570768215548e-08,7.610321262063735e-09
1949,3.9268034157657894e-08,1.47255123650325e-08
1950,7.338399399259288e-08,1.808011518278363e-08
1951,8.529121231504178e-08,9.595261474260042e-09
1952,6.748674508116892e-08,8.435843135146115e-09
1953,6.033343424860504e-08,1.2928593307037772e-08
1954,8.99073313576082e-08,6.840775057526116e-09
1955,6.288357212724804e-08,8.447047505910632e-09
1956,7.412970148834575e-08,3.488456634670456e-09
1957,7.686482916824389e-08,5.301022731885041e-09
1958,6.038737865310395e-08,1.0753916868111446e-08
1959,6.278105502133258e-08,1.0851047171911432e-08
1960,7.751333441774477e-08,1.2457499920515147e-08
1961,7.920901623492682e-08,1.181187059273725e-08
1962,7.039571414679813e-08,1.2683912586908264e-08
1963,9.117135135738863e-08,3.879631726988464e-09
1964,7.48328119470898e-08,8.517555549758526e-09
1965,9.19303317914455e-08,8.20806533852192e-09
1966,7.366969612121466e-08,9.970334780007306e-09
1967,7.642019994591465e-08,1.1339771788243524e-08
1968,7.186265094105693e-08,4.940557296606585e-09
1969,6.222208526196482e-08,7.2668124850849836e-09
1970,6.162291299460776e-08,5.978342709767048e-09
1971,5.446701223377204e-08,1.0276794526475896e-08
1972,6.361381821307077e-08,6.156176013405457e-09
1973,5.843995865006946e-08,1.1026407342740185e-08
1974,5.456804430536977e-08,8.438357568252286e-09
1975,5.5401358167728176e-08,3.998036124386317e-09
1976,5.88493271891366e-08,7.427584769459372e-09
1977,6.64076367229427e-08,1.057820764316375e-08
1978,6.475244873627162e-08,7.72276909088987e-09
1979,6.905328575612657e-08,9.363157360553487e-09
1980,7.504399235358505e-08,9.096241093686785e-09
1981,4.99718417756867e-08,2.5302198114474095e-09
1982,6.331652002700139e-08,2.483000915987077e-09
1983,6.946847719291327e-08,8.209910973278056e-09
1984,5.335087749358536e-08,5.799008384599347e-09
1985,6.556957998782309e-08,8.421781494405423e-09
1986,5.395036950517351e-08,8.392279760016663e-09
1987,6.355249837497468e-08,7.944062296871834e-09
1988,8.275244312017094e-08,1.1993107618124554e-09
1989,5.6527657221749905e-08,7.134558721588746e-09
1990,6.265948826467138e-08,1.0352437129768077e-08
1991,4.2202550787351356e-08,3.5168792322792797e-09
1992,7.438424631800444e-08,5.509944056569793e-09
1993,6.037736000052973e-08,8.862731881720265e-09
1994,5.907917710601396e-08,4.747434001473039e-09
1995,7.645655841770349e-08,4.880205572987961e-09
1996,6.192186674525146e-08,6.939520069693117e-09
1997,5.7538734665740776e-08,8.630809844589749e-09
1998,5.674073833006332e-08,6.198567881199324e-09
1999,6.398281726660571e-08,1.0054442611817649e-08
2000,4.241310236352547e-08,3.092622158362701e-09
2001,5.607951081287865e-08,4.381211837767296e-09
2002,5.958461102295587e-08,7.009954394732176e-09
2003,5.375330403012413e-08,4.166922806803086e-09
2004,4.6250306695583276e-08,8.80958239690699e-09
2005,6.755624326615361e-08,6.7556245042510454e-09
2006,5.3120778886750486e-08,7.000412693969338e-09
2007,8.068848700304443e-08,3.1955835755326234e-09
2008,6.599031365794872e-08,4.6831836186811415e-09
2009,7.152289072109852e-08,5.721831008997924e-09
2010,8.219399916242764e-08,6.140930874920514e-09
2011,9.445210480407695e-08,3.4415748029203996e-09
2012,1.0791480775651507e-07,5.7872298064864935e-09
2013,1.1072826566760341e-07,5.020424964641279e-09
2014,1.0610681755451878e-07,8.661780626084692e-09
2015,1.0949882778277242e-07,7.75801378694041e-09
2016,1.1495937002337087e-07,7.871092222444531e-09
2017,1.1697592583459482e-07,9.559323110863716e-09
2018,1.1048677350800062e-07,5.6792268665617485e-09
2019,8.647848659393276e-08,5.867272001580659e-09
