year,pourraient_VERB oser_VERB,pourraient_VERB causer_VERB
1915,0.0,7.186265094105693e-08
1916,0.0,6.043104150421641e-08
1917,0.0,3.838248474608008e-08
1918,0.0,4.2499593178035866e-08
1919,0.0,5.064316610514652e-08
1920,2.2716695191604686e-09,4.694783584113793e-08
1921,0.0,6.966927657003907e-08
1922,7.377935484775833e-10,9.517536625480716e-08
1923,0.0,7.006525493125082e-08
1924,0.0,4.898817351772777e-08
1925,4.399271169575059e-09,4.2892892793133797e-08
1926,1.1146138456652466e-09,5.684530535177146e-08
1927,0.0,6.13207333799437e-08
1928,0.0,3.5420729460611255e-08
1929,0.0,6.015819309368453e-08
1930,1.0503603542488804e-09,6.932378227020308e-08
1931,0.0,6.729160162421977e-08
1932,0.0,6.13734059129456e-08
1933,0.0,5.276504566609219e-08
1934,0.0,4.4331848414458364e-08
1935,2.393656828303392e-09,7.540018742702159e-08
1936,0.0,3.273672888326473e-08
1937,0.0,5.162358363008934e-08
1938,0.0,4.537825049055755e-08
1939,1.5294050470515685e-09,5.505858169385647e-08
1940,7.607348528892999e-09,3.550096039361961e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,3.944475324146879e-08
1943,0.0,3.193558839598154e-08
1944,0.0,6.7476911169706e-08
1945,0.0,4.1391576388605245e-08
1946,0.0,5.150808490839154e-08
1947,0.0,2.1457568166738383e-08
1948,0.0,3.152847583010043e-08
1949,5.890204768377316e-09,4.319483792869505e-08
1950,0.0,4.0414374069541736e-08
1951,1.0661401761424827e-09,5.330700858507953e-08
1952,0.0,3.4797853487589236e-08
1953,5.386913581872932e-09,3.663101466599983e-08
1954,3.9090144454689835e-09,5.0817188679275205e-08
1955,0.0,3.9419553843345057e-08
1956,0.0,4.883839466174322e-08
1957,0.0,4.240818185508033e-08
1958,4.1361216673863055e-09,3.722509589465517e-08
1959,0.0,4.340418868764573e-08
1960,1.3841666701708277e-09,3.460416664324839e-08
1961,0.0,3.682524507553353e-08
1962,0.0,3.9320131151043825e-08
1963,1.2932106496776896e-09,5.237503231114715e-08
1964,0.0,2.7377858202726202e-08
1965,2.73602163147757e-09,3.939871362490521e-08
1966,2.769537488234164e-09,3.5450078428311826e-08
1967,0.0,3.204718268534634e-08
1968,1.3474247273492779e-09,3.727875252934609e-08
1969,4.5417578031781147e-10,4.6325929758950224e-08
1970,0.0,4.8746485958872654e-08
1971,5.138397485282553e-10,4.162102129612322e-08
1972,5.130146862875051e-10,4.411926468605998e-08
1973,5.513203782392395e-10,4.410562937096074e-08
1974,0.0,3.937900316941523e-08
1975,0.0,4.3407247574123176e-08
1976,0.0,5.770662170334617e-08
1977,1.7630346071939584e-09,4.58388988988645e-08
1978,0.0,4.099008066305032e-08
1979,5.851973350345929e-10,3.2771051650115623e-08
1980,1.7055452605774235e-09,4.8892296433677984e-08
1981,0.0,5.2502059588732664e-08
1982,1.2415004579935385e-09,3.227901146374279e-08
1983,6.315316047889041e-10,3.789189761960188e-08
1984,0.0,4.233276129639307e-08
1985,6.015558051686298e-10,3.9101127669027846e-08
1986,0.0,3.7165808208783346e-08
1987,6.110816852533674e-10,3.849814689260711e-08
1988,2.398621523624911e-09,3.47800117594943e-08
1989,2.1952488715726304e-09,5.378359801966326e-08
1990,1.089730194969718e-09,3.214704236143007e-08
1991,0.0,3.9271817797725816e-08
1992,0.0,4.628353167390742e-08
1993,0.0,3.822053074031828e-08
1994,1.0549853213248639e-09,3.9034457444131476e-08
1995,1.626735190995987e-09,4.0126135303353294e-08
1996,0.0,2.7224270837677977e-08
1997,4.79489448146353e-10,3.4043750929413363e-08
1998,9.536258449571733e-10,3.9575471788566574e-08
1999,3.1991407301035224e-09,3.793266856177979e-08
2000,3.092622158362701e-09,3.35770380388567e-08
2001,1.3143635069212678e-09,4.162151157061089e-08
2002,0.0,3.986911423226047e-08
2003,2.5001538617175356e-09,4.125253738607171e-08
2004,4.404791253964646e-10,3.1274016265570026e-08
2005,0.0,4.053374524914943e-08
2006,0.0,4.776752149382446e-08
2007,1.1983438685803094e-09,3.1156940138998834e-08
2008,8.514879357157668e-10,4.342588511008216e-08
2009,0.0,4.3867370180805665e-08
2010,0.0,5.479600062585632e-08
2011,7.64794394481072e-10,4.512287077318433e-08
2012,1.0212758416727752e-09,4.5616985744345584e-08
2013,3.0680376017500066e-09,4.434708955614042e-08
2014,1.9489005964601347e-09,5.1321052296771086e-08
2015,2.659890530054554e-09,5.009460224414397e-08
2016,8.285360175719347e-10,5.261203739337361e-08
2017,1.2578056374223934e-09,3.8740413543791874e-08
2018,0.0,5.162933547353532e-08
2019,2.55098775436835e-10,5.484623599727456e-08
