year,ont_VERB assez_ADV,ont_VERB cassé_VERB
1867,9.59886165219359e-07,5.28956434209249e-08
1868,8.629959893369232e-07,3.359114231216154e-08
1869,1.0387245765741682e-06,3.613804011592947e-08
1870,1.0011649465013761e-06,4.472558146062511e-08
1871,1.096105506803724e-06,5.523012092112367e-08
1872,1.075821614904271e-06,4.172663992108028e-08
1873,9.541690815240145e-07,6.405024777222934e-08
1874,8.75877674388903e-07,3.525019565131515e-08
1875,1.0327356676498312e-06,4.863298030954866e-08
1876,9.619209322409006e-07,4.17175023414984e-08
1877,9.747269587023766e-07,6.308512467967375e-08
1878,8.762717698118649e-07,5.193616203769125e-08
1879,8.956270676208078e-07,5.009646741882534e-08
1880,8.721852964299615e-07,6.417846520889725e-08
1881,9.796373205972486e-07,7.39085805889772e-08
1882,8.911560485103109e-07,6.988154410692005e-08
1883,9.447411457585986e-07,5.1186646032874705e-08
1884,8.681231520313304e-07,5.413391335196138e-08
1885,8.534021844752715e-07,5.220964993668531e-08
1886,8.944500677898759e-07,1.677900662855336e-08
1887,8.872808621163131e-07,3.982643903555072e-08
1888,7.92576827279845e-07,6.404020780337305e-08
1889,8.13841268154647e-07,4.385595886446936e-08
1890,8.776323738857172e-07,4.4569826940232815e-08
1891,7.955026717354485e-07,4.206985337873448e-08
1892,8.349658742190513e-07,4.7013841708576365e-08
1893,7.08217896772112e-07,6.158416709922676e-08
1894,9.036407391249668e-07,4.7261544011689693e-08
1895,8.257538866018876e-07,7.76401236635138e-08
1896,8.727602676117385e-07,5.130415203780103e-08
1897,7.434886697410548e-07,6.292850684985751e-08
1898,7.865113502703025e-07,7.978280081033517e-08
1899,7.793885288265301e-07,8.512471083577111e-08
1900,7.547791369688639e-07,6.384995288044593e-08
1901,7.583918772979814e-07,4.3033288932292635e-08
1902,7.134642601158703e-07,5.155797921929661e-08
1903,7.749316068839107e-07,3.6181475593366486e-08
1904,7.669590331715881e-07,5.213386344848914e-08
1905,6.992828502916382e-07,3.1996705729397945e-08
1906,8.559923116990831e-07,5.24706820215215e-08
1907,7.385123126368853e-07,6.325697654574469e-08
1908,8.555639965379669e-07,4.665819730576004e-08
1909,7.761887559354363e-07,4.015717891547865e-08
1910,7.610070724695106e-07,5.076943310200477e-08
1911,7.895435487625946e-07,6.278041553287039e-08
1912,7.959995400597109e-07,6.147116948795883e-08
1913,7.98630253484589e-07,5.780258760523793e-08
1914,7.754829312034417e-07,4.419850796466562e-08
1915,8.175848620339821e-07,7.421880354741006e-08
1916,8.800956834420504e-07,4.394984642885902e-08
1917,9.014401030071895e-07,8.224818515145671e-08
1918,9.614096825316665e-07,9.993147642717304e-08
1919,9.336758353128971e-07,5.248473655683483e-08
1920,8.397605029131228e-07,4.0132828615924154e-08
1921,7.444010634571896e-07,4.543648302046677e-08
1922,6.890991812724678e-07,3.32007097370024e-08
1923,7.409931868096464e-07,3.8217415010421973e-08
1924,7.696299917370197e-07,7.219309594574952e-08
1925,7.236801025101158e-07,6.818870446068104e-08
1926,7.668543275940465e-07,5.015762383209221e-08
1927,7.369637842202792e-07,6.13207333799437e-08
1928,6.821346687502228e-07,4.1133748851507335e-08
1929,6.829068865954468e-07,4.9017788938954254e-08
1930,6.848349585197866e-07,3.571225093423891e-08
1931,6.444026325880259e-07,3.307553342324354e-08
1932,6.707236366310099e-07,3.1782654730250215e-08
1933,7.054457000776893e-07,3.211785326584504e-08
1934,6.410145374502463e-07,9.345632179247332e-08
1935,6.403031989066221e-07,5.6250936353308134e-08
1936,6.717091878272186e-07,3.758661648589623e-08
1937,6.282967888182611e-07,6.547381303789734e-08
1938,6.275163855207211e-07,4.148868626430158e-08
1939,6.362324711517431e-07,5.352917753498332e-08
1940,5.654795813825331e-07,1.7750480196809804e-08
1941,6.58185058455274e-07,5.017554371988808e-08
1942,7.373134849331109e-07,1.0316320242509391e-07
1943,6.764537943126925e-07,7.548411673496958e-08
1944,6.940481966921652e-07,5.1410978585408884e-08
1945,7.886184789640538e-07,6.535512397931598e-08
1946,6.932709766260814e-07,5.986074569364064e-08
1947,8.547264656044717e-07,3.2186353138285995e-08
1948,7.240677177833277e-07,3.587722829934137e-08
1949,7.941959552226763e-07,5.4975245689092844e-08
1950,7.08315099018364e-07,5.317680873417885e-08
1951,6.535439069921267e-07,5.437314953837813e-08
1952,5.989448368382e-07,4.639713679921442e-08
1953,7.056856929921196e-07,3.44762476345295e-08
1954,6.166470143398328e-07,4.788542540268281e-08
1955,6.466683544203988e-07,4.786659957289885e-08
1956,6.122241416051111e-07,7.064124929456739e-08
1957,6.184526455399464e-07,5.212672249399475e-08
1958,6.435805630644609e-07,4.549733745307094e-08
1959,5.875066904081905e-07,4.1854036680888385e-08
1960,6.270274752750993e-07,5.329041741219953e-08
1961,6.802247867199185e-07,6.253343087792018e-08
1962,7.267881869665871e-07,4.312530421657357e-08
1963,6.828151981608244e-07,5.496145405459174e-08
1964,6.76537297294999e-07,5.840609418328313e-08
1965,6.736085538250336e-07,5.4720434405908236e-08
1966,6.702280188619625e-07,5.095948907296588e-08
1967,7.040518994472222e-07,4.930335606445624e-08
1968,8.156411013260367e-07,7.635406973349745e-08
1969,6.93072252033744e-07,7.72098829315837e-08
1970,6.709539661642339e-07,6.622163795100278e-08
1971,6.397305014615995e-07,7.450676520193156e-08
1972,6.735882607245003e-07,4.104117579117883e-08
1973,6.902531026753422e-07,6.174788325097325e-08
1974,6.525663138745585e-07,8.494613012999253e-08
1975,6.025611583027057e-07,6.968005550334055e-08
1976,6.404863484021917e-07,6.113473460800378e-08
1977,6.164744377201714e-07,7.169673921225694e-08
1978,6.528709945996525e-07,7.188115347389612e-08
1979,6.718065606037271e-07,7.022367753961589e-08
1980,5.963723310742353e-07,1.0233271297011015e-07
1981,5.895412300560565e-07,8.602747669783639e-08
1982,6.250954811548581e-07,7.200702611953602e-08
1983,5.633261821458291e-07,6.820541642582612e-08
1984,6.22233585545473e-07,6.842829947117934e-08
1985,5.251582138043887e-07,7.399136592312061e-08
1986,5.532909881367232e-07,1.0430404984163033e-07
1987,5.964157026028261e-07,8.738468437741176e-08
1988,6.122481295278703e-07,9.774382903060541e-08
1989,6.113768336035719e-07,8.012658270217798e-08
1990,6.118834789958782e-07,9.644111997886284e-08
1991,6.236599006115284e-07,9.905875941740305e-08
1992,6.160117322906444e-07,7.989419259502029e-08
1993,5.677687795468955e-07,1.0690670393387336e-07
1994,6.240238121790753e-07,8.439882748234595e-08
1995,5.357381382964377e-07,1.1007575295707284e-07
1996,5.77581602101418e-07,9.02137600178321e-08
1997,5.739488528888614e-07,1.0261074123718572e-07
1998,5.540566121453594e-07,9.297851732981144e-08
1999,5.159757279216137e-07,8.134958306982298e-08
2000,5.792039132757054e-07,1.2944832405992202e-07
2001,5.402034162216296e-07,1.0777780801163317e-07
2002,5.191747618482623e-07,1.0339682887661183e-07
2003,5.237822051640251e-07,1.0083953583261973e-07
2004,5.545632006942469e-07,9.07387018855843e-08
2005,5.805333103126031e-07,8.512086679957065e-08
2006,5.744456643697049e-07,1.194188143927022e-07
2007,5.124917379362159e-07,9.906309372809119e-08
2008,5.453780431707855e-07,1.1750533701615495e-07
2009,5.187793590266665e-07,1.0251613957734662e-07
2010,5.300095722304832e-07,1.2329100229635515e-07
2011,5.089706860417209e-07,9.980566773037935e-08
2012,5.54212363113038e-07,1.470637158718091e-07
2013,5.31607213360985e-07,1.2746301081278943e-07
2014,5.86619080422679e-07,1.3793885500490433e-07
2015,5.561387865782308e-07,1.2168999319328577e-07
2016,6.098024982748029e-07,1.1330229909845002e-07
2017,5.11675352754537e-07,1.2301339324949367e-07
2018,5.307495598572132e-07,1.2597557486060396e-07
2019,5.293299523145834e-07,1.132638587364454e-07
