year,aurait_VERB osé_VERB,aurait_VERB causé_VERB
1999,7.449428096606425e-08,7.95214987192594e-08
2000,9.145325208237409e-08,8.836062903583297e-08
2001,7.448060301840087e-08,7.886180952709765e-08
2002,6.878517666564221e-08,8.149071817342701e-08
2003,8.292176545410257e-08,9.542253565086867e-08
2004,7.356001674452273e-08,8.281007524146844e-08
2005,7.566299586869718e-08,8.917424310084243e-08
2006,6.753339221177157e-08,8.235780057930242e-08
2007,9.586750593371107e-08,8.348462188223493e-08
2008,9.834685954501765e-08,7.620816688813647e-08
2009,8.964202180550274e-08,7.962881198864125e-08
2010,9.636537612323082e-08,9.069682960216596e-08
2011,9.330491934633756e-08,8.068580825693061e-08
2012,1.2697861961896706e-07,9.804247724787274e-08
2013,1.3387800379405235e-07,1.0152415086395195e-07
2014,1.504984368239093e-07,1.255958181900496e-07
2015,1.3343783678010368e-07,1.1260203081064901e-07
2016,1.4354387189996487e-07,1.195163150669032e-07
2017,1.0565567265530262e-07,1.1370563157697688e-07
2018,1.2984777697511163e-07,1.2029634888222063e-07
2019,1.1811073363787727e-07,1.2729428533475584e-07
